window_id,mode,object_A,object_B,target_metric,corr_pc_with_order_influence,spearman_pc_with_order_influence,n_years,pc_order_relationship_status
W113,1,H,Je,presence_effect_on_A_earlier,-0.020173774002819674,0.04189723320158102,45,diagnostic_only_not_physical_type
W113,1,H,Je,presence_effect_on_B_earlier,0.06759568313266773,0.004018577689192144,45,diagnostic_only_not_physical_type
W113,1,H,Je,high_count_effect_on_A_earlier,-0.0724627068390435,-0.04334650856389986,45,diagnostic_only_not_physical_type
W113,1,H,Je,high_count_effect_on_B_earlier,0.07156998773127114,0.052832674571805,45,diagnostic_only_not_physical_type
W113,1,H,Jw,presence_effect_on_A_earlier,-0.09055475765493691,-0.08023715415019762,45,diagnostic_only_not_physical_type
W113,1,H,Jw,presence_effect_on_B_earlier,0.12875844659232574,0.07213913975731479,45,diagnostic_only_not_physical_type
W113,1,H,Jw,high_count_effect_on_A_earlier,-0.02326487020471183,-0.004874835309617917,45,diagnostic_only_not_physical_type
W113,1,H,Jw,high_count_effect_on_B_earlier,0.06920791526701636,0.0,45,diagnostic_only_not_physical_type
W113,1,Je,Jw,presence_effect_on_A_earlier,-0.2192668307786764,-0.12226613965744398,45,diagnostic_only_not_physical_type
W113,1,Je,Jw,presence_effect_on_B_earlier,0.18971727694647786,0.07773386034255599,45,diagnostic_only_not_physical_type
W113,1,Je,Jw,high_count_effect_on_A_earlier,-0.24650217993595336,-0.16798418972332013,45,diagnostic_only_not_physical_type
W113,1,Je,Jw,high_count_effect_on_B_earlier,0.15498554780630516,0.08524374176548088,45,diagnostic_only_not_physical_type
W113,1,P,H,presence_effect_on_A_earlier,0.16746873588608172,0.17114624505928852,45,diagnostic_only_not_physical_type
W113,1,P,H,presence_effect_on_B_earlier,-0.09550504591899803,-0.08669301712779973,45,diagnostic_only_not_physical_type
W113,1,P,H,high_count_effect_on_A_earlier,0.1445894370498631,0.1577075098814229,45,diagnostic_only_not_physical_type
W113,1,P,H,high_count_effect_on_B_earlier,-0.09589945594622028,-0.08194993412384716,45,diagnostic_only_not_physical_type
W113,1,P,Je,presence_effect_on_A_earlier,0.26829449567775676,0.2649538866930171,45,diagnostic_only_not_physical_type
W113,1,P,Je,presence_effect_on_B_earlier,-0.16410820787749178,-0.15731225296442686,45,diagnostic_only_not_physical_type
W113,1,P,Je,high_count_effect_on_A_earlier,0.23377078698069828,0.23359683794466402,45,diagnostic_only_not_physical_type
W113,1,P,Je,high_count_effect_on_B_earlier,-0.0808611504213776,-0.1142292490118577,45,diagnostic_only_not_physical_type
W113,1,P,Jw,presence_effect_on_A_earlier,0.0838674050609407,0.1123847167325428,45,diagnostic_only_not_physical_type
W113,1,P,Jw,presence_effect_on_B_earlier,-0.033456955965515886,-0.038076416337285895,45,diagnostic_only_not_physical_type
