window_id,mode,target,target_type,influence_group,years,n_years,pc_score_mean,pc_score_min,pc_score_max,pc_phase_concentration,overlap_status
W113,1,H,object_peak,push_early_peak,1980;1985;1990;1991;1994;1996;1997;1998;2002;2005;2013;2017;2021,13,-0.08166206804138966,-1.375067707331627,0.9504310952437437,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,H,object_peak,push_late_peak,1983;1986;1987;2003;2006;2007;2009;2011;2015;2016;2019;2022,12,-0.1860125199003293,-1.3160726107150003,0.90661922633692,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,Je,object_peak,push_early_peak,1980;1981;1985;1987;1989;1991;1993;1994;1997;1998;2004;2005;2009;2010;2011;2013;2014;2017;2018;2020;2021,21,-0.15376911508690497,-1.4910552061997608,1.2071133379879366,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,Je,object_peak,push_late_peak,1979;1982;1983;1986;1988;1990;1992;1995;1999;2000;2006;2008;2015;2016;2019;2022,16,0.1316084562505659,-0.7751959187323934,1.2014912171318382,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,1,Jw,object_peak,push_early_peak,1980;1981;1985;1988;1989;1994;2000;2002;2006;2009;2011;2014;2017;2021;2023,15,0.19182316970176083,-0.7445188059656185,1.2014912171318382,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,1,Jw,object_peak,push_late_peak,1979;1983;1987;1993;1995;1997;1998;2003;2008;2010;2012;2015;2016;2019,14,-0.3667907194022528,-1.375067707331627,0.6726591755777138,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,P,object_peak,push_early_peak,1980;1981;1989;1991;1992;1996;1999;2004;2005;2010;2012,11,0.1682795475101623,-0.5847930740703433,0.7699463202350886,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,1,P,object_peak,push_late_peak,1979;1982;1983;1984;1986;1987;1988;1995;2002;2006;2008;2009;2020;2021;2022,15,-0.1753517961029563,-1.4910552061997608,0.9623293761074738,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,V,object_peak,push_early_peak,1979;1982;1985;1993;1994;1995;1997;1999;2002;2005;2006;2007;2017;2018;2020;2021;2022,17,-0.06991376069293924,-1.4910552061997608,1.2071133379879366,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,1,V,object_peak,push_late_peak,1983;1984;1986;1987;1988;1989;1990;1991;1992;2003;2004;2010;2011;2013;2015;2019;2023,17,-0.001631749866138131,-1.3160726107150003,0.9623293761074738,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,2,H,object_peak,push_early_peak,1980;1985;1990;1991;1994;1996;1997;1998;2002;2005;2013;2017;2021,13,-0.19524169013301762,-1.0598015234377753,1.059109176018994,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,2,H,object_peak,push_late_peak,1983;1986;1987;2003;2006;2007;2009;2011;2015;2016;2019;2022,12,0.1261597850344818,-1.5203043420645397,1.1859322226041966,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,2,Je,object_peak,push_early_peak,1980;1981;1985;1987;1989;1991;1993;1994;1997;1998;2004;2005;2009;2010;2011;2013;2014;2017;2018;2020;2021,21,-0.17081335520605498,-1.1578445488417244,1.059109176018994,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,2,Je,object_peak,push_late_peak,1979;1982;1983;1986;1988;1990;1992;1995;1999;2000;2006;2008;2015;2016;2019;2022,16,0.25276325635392916,-1.5203043420645397,1.2402538012117135,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,2,Jw,object_peak,push_early_peak,1980;1981;1985;1988;1989;1994;2000;2002;2006;2009;2011;2014;2017;2021;2023,15,-0.109311848320269,-1.0598015234377753,1.059109176018994,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,2,Jw,object_peak,push_late_peak,1979;1983;1987;1993;1995;1997;1998;2003;2008;2010;2012;2015;2016;2019,14,0.13718590066532968,-1.1578445488417244,1.1859322226041966,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,2,P,object_peak,push_early_peak,1980;1981;1989;1991;1992;1996;1999;2004;2005;2010;2012,11,0.09732388277315539,-1.1578445488417244,1.059109176018994,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,2,P,object_peak,push_late_peak,1979;1982;1983;1984;1986;1987;1988;1995;2002;2006;2008;2009;2020;2021;2022,15,0.1402636865533257,-1.5203043420645397,1.2402538012117135,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,2,V,object_peak,push_early_peak,1979;1982;1985;1993;1994;1995;1997;1999;2002;2005;2006;2007;2017;2018;2020;2021;2022,17,-0.18316115501859204,-1.5203043420645397,1.2402538012117135,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
W113,2,V,object_peak,push_late_peak,1983;1984;1986;1987;1988;1989;1990;1991;1992;2003;2004;2010;2011;2013;2015;2019;2023,17,0.16415505704116443,-1.1578445488417244,1.1859322226041966,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,3,H,object_peak,push_early_peak,1980;1985;1990;1991;1994;1996;1997;1998;2002;2005;2013;2017;2021,13,0.29536913299431966,-0.5777361825363075,1.978477354958113,candidate_concentrated_positive,high_influence_years_mapped_to_pc_phase_candidate
W113,3,H,object_peak,push_late_peak,1983;1986;1987;2003;2006;2007;2009;2011;2015;2016;2019;2022,12,-0.36301800592571304,-1.1907045741344198,0.4059012526885834,candidate_concentrated_negative,high_influence_years_mapped_to_pc_phase_candidate
