window_id,year,mode,pc_score,abs_pc_score,abs_pc_score_rank_desc,is_extreme_pc_year_q95,leverage_caution
W113,1979,1,-0.23112509974158815,0.23112509974158815,39,False,none
W113,1980,1,-0.5357441590295959,0.5357441590295959,26,False,none
W113,1981,1,0.7699463202350886,0.7699463202350886,14,False,none
W113,1982,1,0.04073105726068116,0.04073105726068116,44,False,none
W113,1983,1,-0.7119394007119714,0.7119394007119714,17,False,none
W113,1984,1,0.9623293761074738,0.9623293761074738,8,False,none
W113,1985,1,0.6412786569406754,0.6412786569406754,21,False,none
W113,1986,1,0.90661922633692,0.90661922633692,10,False,none
W113,1987,1,-1.0246093847272197,1.0246093847272197,7,False,none
W113,1988,1,0.16257091064696752,0.16257091064696752,41,False,none
W113,1989,1,0.6627557321698644,0.6627557321698644,20,False,none
W113,1990,1,0.31866578381695077,0.31866578381695077,35,False,none
W113,1991,1,-0.32725009866404214,0.32725009866404214,33,False,none
W113,1992,1,-0.09434561727866844,0.09434561727866844,43,False,none
W113,1993,1,-1.0544713287060543,1.0544713287060543,6,False,none
W113,1994,1,0.9504310952437437,0.9504310952437437,9,False,none
W113,1995,1,-0.7751959187323934,0.7751959187323934,12,False,none
W113,1996,1,0.0013265318613519532,0.0013265318613519532,45,False,none
W113,1997,1,0.3689743931092317,0.3689743931092317,32,False,none
W113,1998,1,-1.375067707331627,1.375067707331627,2,True,extreme_year_leverage_caution
W113,1999,1,0.744534627534098,0.744534627534098,15,False,none
W113,2000,1,1.2014912171318382,1.2014912171318382,5,False,none
W113,2001,1,0.8302378727439274,0.8302378727439274,11,False,none
W113,2002,1,0.6305319616189702,0.6305319616189702,22,False,none
W113,2003,1,-1.3160726107150003,1.3160726107150003,3,True,extreme_year_leverage_caution
W113,2004,1,0.6749646764013773,0.6749646764013773,18,False,none
W113,2005,1,-0.1329790921250588,0.1329790921250588,42,False,none
W113,2006,1,0.41971248059617544,0.41971248059617544,30,False,none
W113,2007,1,-0.3716504468653314,0.3716504468653314,31,False,none
W113,2008,1,0.32576502316551725,0.32576502316551725,34,False,none
W113,2009,1,-0.4537663234284418,0.4537663234284418,28,False,none
W113,2010,1,-0.5847930740703433,0.5847930740703433,25,False,none
W113,2011,1,0.5213052107263906,0.5213052107263906,27,False,none
W113,2012,1,0.6726591755777138,0.6726591755777138,19,False,none
W113,2013,1,-0.23896465154504173,0.23896465154504173,38,False,none
W113,2014,1,-0.44441021537850306,0.44441021537850306,29,False,none
W113,2015,1,0.6093866810269057,0.6093866810269057,24,False,none
W113,2016,1,0.22383594395706433,0.22383594395706433,40,False,none
W113,2017,1,-0.7445188059656185,0.7445188059656185,16,False,none
W113,2018,1,1.2071133379879366,1.2071133379879366,4,False,none
W113,2019,1,-0.26241676373177375,0.26241676373177375,37,False,none
W113,2020,1,-1.4910552061997608,1.4910552061997608,1,True,extreme_year_leverage_caution
W113,2021,1,-0.618290792468005,0.618290792468005,23,False,none
W113,2022,1,-0.772554851267669,0.772554851267669,13,False,none
