window_id,year,mode,pc_score
W113,1979,1,-0.23112509974158815
W113,1980,1,-0.5357441590295959
W113,1981,1,0.7699463202350886
W113,1982,1,0.04073105726068116
W113,1983,1,-0.7119394007119714
W113,1984,1,0.9623293761074738
W113,1985,1,0.6412786569406754
W113,1986,1,0.90661922633692
W113,1987,1,-1.0246093847272197
W113,1988,1,0.16257091064696752
W113,1989,1,0.6627557321698644
W113,1990,1,0.31866578381695077
W113,1991,1,-0.32725009866404214
W113,1992,1,-0.09434561727866844
W113,1993,1,-1.0544713287060543
W113,1994,1,0.9504310952437437
W113,1995,1,-0.7751959187323934
W113,1996,1,0.0013265318613519532
W113,1997,1,0.3689743931092317
W113,1998,1,-1.375067707331627
W113,1999,1,0.744534627534098
W113,2000,1,1.2014912171318382
W113,2001,1,0.8302378727439274
W113,2002,1,0.6305319616189702
W113,2003,1,-1.3160726107150003
W113,2004,1,0.6749646764013773
W113,2005,1,-0.1329790921250588
W113,2006,1,0.41971248059617544
W113,2007,1,-0.3716504468653314
W113,2008,1,0.32576502316551725
W113,2009,1,-0.4537663234284418
W113,2010,1,-0.5847930740703433
W113,2011,1,0.5213052107263906
W113,2012,1,0.6726591755777138
W113,2013,1,-0.23896465154504173
W113,2014,1,-0.44441021537850306
W113,2015,1,0.6093866810269057
W113,2016,1,0.22383594395706433
W113,2017,1,-0.7445188059656185
W113,2018,1,1.2071133379879366
W113,2019,1,-0.26241676373177375
W113,2020,1,-1.4910552061997608
W113,2021,1,-0.618290792468005
W113,2022,1,-0.772554851267669
W113,2023,1,-0.28594574351313723
W113,1979,2,0.5426697694998067
W113,1980,2,1.059109176018994
W113,1981,2,-0.5537363103879424
W113,1982,2,1.2402538012117135
W113,1983,2,1.1859322226041966
W113,1984,2,-0.10201448175418186
W113,1985,2,-0.19712018263932624
W113,1986,2,0.7128871150020607
W113,1987,2,0.8131544289818552
W113,1988,2,0.14685364537582463
W113,1989,2,0.3061632639267706
W113,1990,2,-0.2252572139766171
W113,1991,2,0.3684454979942043
W113,1992,2,0.8113653999275495
W113,1993,2,0.7648214947238348
W113,1994,2,-1.0598015234377753
W113,1995,2,-0.23572629173986462
W113,1996,2,0.05702232673202308
W113,1997,2,-0.21631217112737638
W113,1998,2,-0.2931150854535985
W113,1999,2,0.46951809415258067
W113,2000,2,0.13004634252388256
W113,2001,2,0.12233916701485287
W113,2002,2,0.486181229917473
W113,2003,2,-0.14515235309816793
W113,2004,2,0.37681092444551295
W113,2005,2,-0.28766441089517963
W113,2006,2,-0.25482828718746076
W113,2007,2,0.06030668628664168
W113,2008,2,0.1844637278808185
W113,2009,2,0.004049223061965623
W113,2010,2,-1.1578445488417244
W113,2011,2,-0.19846539162568497
W113,2012,2,-0.3786267025680797
W113,2013,2,-0.844264780716346
W113,2014,2,0.43442343866125405
W113,2015,2,0.9487489415158554
W113,2016,2,-0.44287163786793293
W113,2017,2,-0.7254409253289433
W113,2018,2,-1.0806761141978674
W113,2019,2,0.35046081480499286
W113,2020,2,-0.4396925536730209
W113,2021,2,-0.6599239088167606
W113,2022,2,-1.5203043420645397
W113,2023,2,-0.5571875148663056
W113,1979,3,-0.8878506132108143
W113,1980,3,0.932752052163592
W113,1981,3,0.5379526903387665
W113,1982,3,-0.22418696196474186
W113,1983,3,-1.1907045741344198
W113,1984,3,-0.271263407655952
W113,1985,3,-0.37617358031036763
W113,1986,3,-0.6718845153468669
W113,1987,3,0.31269835363787657
W113,1988,3,0.5462224464674618
W113,1989,3,0.5091566776583696
W113,1990,3,-0.3025643701806053
W113,1991,3,-0.06210681899899132
W113,1992,3,-0.8106039781875601
W113,1993,3,0.5957251259406292
W113,1994,3,0.6716255318940428
W113,1995,3,-0.10320099760063958
W113,1996,3,-0.1180443687494612
W113,1997,3,0.1083018634523785
W113,1998,3,0.6258228437689224
W113,1999,3,0.8659242236445713
W113,2000,3,0.5066976855658241
W113,2001,3,-0.19405370468656713
W113,2002,3,0.014708961545991519
W113,2003,3,0.0009014718635045779
W113,2004,3,-0.3863149347313861
W113,2005,3,0.4598879201037651
W113,2006,3,-0.5979467528416718
W113,2007,3,-0.6814369169999628
W113,2008,3,0.379656567066069
W113,2009,3,0.4059012526885834
W113,2010,3,-0.4297943573658109
W113,2011,3,0.31170800127222353
W113,2012,3,-0.214258009155738
W113,2013,3,-0.5777361825363075
W113,2014,3,0.7757351362269829
W113,2015,3,0.2260091054648814
W113,2016,3,-0.9989599509806398
W113,2017,3,0.4848475218150836
W113,2018,3,-0.09040550363555917
W113,2019,3,-0.46558914305641225
W113,2020,3,-0.584977024971017
W113,2021,3,1.978477354958113
W113,2022,3,-1.0069124026756529
W113,2023,3,-0.003743717560447361
W113,1979,4,0.2872892070819609
W113,1980,4,-0.04885865002038612
W113,1981,4,0.20206146022563268
W113,1982,4,0.507106165050051
W113,1983,4,-0.18141994467494338
W113,1984,4,0.29966326370402985
W113,1985,4,0.9362274630563405
W113,1986,4,0.15686720698192977
W113,1987,4,-0.42910496137684234
W113,1988,4,-1.4084024185269819e-05
W113,1989,4,0.9972900418429058
W113,1990,4,0.7238394719467516
W113,1991,4,0.5321572674670617
W113,1992,4,0.6480691796426387
W113,1993,4,0.14334958309351875
W113,1994,4,-0.23742628778429448
W113,1995,4,-0.026530175666773986
W113,1996,4,0.031013077971128802
W113,1997,4,0.13327452255143502
W113,1998,4,-0.9797132770868816
W113,1999,4,-0.17381357827036986
W113,2000,4,-0.1731822380975852
W113,2001,4,-0.6213370184799665
W113,2002,4,-1.1698953031109303
W113,2003,4,0.6777047808952005
W113,2004,4,0.261844647312398
W113,2005,4,0.4288855814258399
W113,2006,4,-0.36376388998001113
W113,2007,4,0.05720177293487226
W113,2008,4,-0.641919136941698
W113,2009,4,0.21173818594520738
W113,2010,4,-0.11912546965810213
W113,2011,4,-0.46403261972545207
W113,2012,4,0.6201206537111732
W113,2013,4,-0.37627847406902987
W113,2014,4,-0.07680676081424166
W113,2015,4,-1.652732439355807
W113,2016,4,-0.34895959057688647
W113,2017,4,-0.06681799621294265
W113,2018,4,-0.06092238289452919
W113,2019,4,0.1613395224449342
W113,2020,4,-0.1256670482210007
W113,2021,4,0.6172932747988175
W113,2022,4,-0.6209454852204248
W113,2023,4,0.3249304821794425
