phase,marker_set,H_distribution_median,Jw_distribution_median,median_delta_Jw_minus_H,overlap_score,near_equal_fraction,H_earlier_fraction,Jw_earlier_fraction,weighted_overlap_score,weighted_H_earlier_fraction,weighted_Jw_earlier_fraction,weighted_near_equal_fraction,separation_label,interpretation
departure_phase,departure90;departure95,37.0,37.0,0.0,1.0,0.8636363636363636,0.0,0.0,,0.0,0.0,0.9703524813670901,strong_overlap,H/Jw departure_phase: strong_overlap; phase summary from feature timing distributions.
early_progress_phase,t10;t15;t20;t25;t30,36.0,39.0,2.0,0.0,0.09090909090909091,1.0,0.09090909090909091,,1.0,0.018268791517093905,0.09372431671291401,H_shifted_earlier,H/Jw early_progress_phase: H_shifted_earlier; phase summary from feature timing distributions.
mid_progress_phase,t35;t40;t45;t50,38.0,43.0,5.0,0.013888888888888888,0.09090909090909091,0.840909090909091,0.045454545454545456,,0.8990928869239212,0.009134395758546953,0.046951953858404054,H_shifted_earlier,H/Jw mid_progress_phase: H_shifted_earlier; phase summary from feature timing distributions.
finish_phase,t75;duration_25_75;tail_50_75,9.0,8.0,-1.0,0.5527777777777778,0.25757575757575757,0.42424242424242425,0.48484848484848486,,0.42491041363253257,0.36842543554587653,0.30919449178183805,moderate_overlap,H/Jw finish_phase: moderate_overlap; phase summary from feature timing distributions.
peak_phase,peak_smooth3,36.0,42.0,6.0,0.0,0.0,0.9090909090909091,0.0,,0.98183016699656,0.0,0.0,H_shifted_earlier,H/Jw peak_phase: H_shifted_earlier; phase summary from feature timing distributions.
