window_id,anchor_day,system_window_start,system_window_end,bootstrap_support,accepted_status,source_file,detector_search_start,detector_search_end,detector_neighbor_buffer,analysis_start,analysis_end,C0_pre_start,C0_pre_end,C0_post_start,C0_post_end,C1_pre_start,C1_pre_end,C1_post_start,C1_post_end,C2_pre_start,C2_pre_end,C2_post_start,C2_post_end,early_start,early_end,core_start,core_end,late_start,late_end,is_valid_for_prepost,invalid_reason
W160,160,155,165,0.95,hardcoded_accepted,v10_independent_hardcoded_current_accepted_windows_replicating_v9_inputs,119,182,5,119,182,119,154,166,182,124,149,171,182,140,149,171,182,145,154,155,160,161,170,True,
