window_id,mode,pc_phase,year,pc_score,pc_score_z,pc_rank_low_to_high
W081,1,low,1992,-1.7100334987927959,-2.5794298005456535,1
W081,1,low,1982,-1.4218340216068022,-2.1447071354750404,2
W081,1,low,1997,-1.2353275914502564,-1.8633791706844087,3
W081,1,low,1979,-0.87334961050783,-1.3173683516897003,4
W081,1,low,1985,-0.7778820357560419,-1.1733642093881462,5
W081,1,low,2002,-0.6836138956147514,-1.0311693049642756,6
W081,1,low,1986,-0.6669906355490646,-1.0060946310319092,7
W081,1,low,2003,-0.6629504609547264,-1.0000003955941823,8
W081,1,low,1993,-0.44816279148215543,-0.6760127568617139,9
W081,1,low,2012,-0.37788728487192186,-0.5700085551154626,10
W081,1,low,2004,-0.35916242842077406,-0.5417638144275595,11
W081,1,low,1983,-0.3539186626693525,-0.5338540713401603,12
W081,1,low,2008,-0.2404454111260089,-0.3626900053716612,13
W081,1,low,2007,-0.23955859373449878,-0.36135232209883744,14
W081,1,low,1984,-0.23872883828360342,-0.3601007115668124,15
W081,1,mid,2014,-0.2323692899407814,-0.35050791205436643,16
W081,1,mid,2009,-0.2158081809482116,-0.32552698735571217,17
W081,1,mid,2010,-0.18937182618272455,-0.2856501537451227,18
W081,1,mid,2001,-0.16279488353843952,-0.24556125612267446,19
W081,1,mid,2005,-0.11867870317807984,-0.1790160157001375,20
W081,1,mid,2019,-0.1152629631751973,-0.1738636829764973,21
W081,1,mid,2000,0.02671069146152474,0.04029064553277774,22
W081,1,mid,2017,0.029447359465249758,0.044418659988629886,23
W081,1,mid,1995,0.03950560176513754,0.05959060249604569,24
W081,1,mid,2022,0.058180043199119014,0.08775929672183816,25
W081,1,mid,1990,0.07162984413583184,0.10804709656438827,26
W081,1,mid,1981,0.08165490977513284,0.12316899510070026,27
W081,1,mid,2006,0.15999968452376698,0.24134495296721337,28
W081,1,mid,1989,0.1601122721178405,0.24151478109954527,29
W081,1,mid,1994,0.19033402228570795,0.28710153893947965,30
W081,1,high,1996,0.2562128691166185,0.3864737798114835,31
W081,1,high,1999,0.2680749086041732,0.4043665861050726,32
W081,1,high,1988,0.26884620758270134,0.40553002037215,33
