point_id,point_day,observed_peak_score,null_global_peak_median,null_global_peak_p95,null_local_peak_median,null_local_peak_p95,score_scale_ratio_global,score_scale_ratio_local,local_peak_exists_fraction,scale_warning_flag
RP001,45,5.878578493131532,43.09174983523384,65.26308569524699,0.0,36.55817364007857,0.13642004596260163,,0.442,True
RP002,81,9.238311473412097,43.09174983523384,65.26308569524699,0.0,37.47849873090233,0.2143870116376295,,0.43,False
RP003,113,9.678099825113602,43.09174983523384,65.26308569524699,0.0,37.597430864007016,0.22459287130643119,,0.41,False
LP006,132,3.7541518352022365,43.09174983523384,65.26308569524699,0.0,38.02531774246633,0.08711996726883124,,0.384,True
RP004,135,3.7666081070788318,43.09174983523384,65.26308569524699,0.0,38.825653489032945,0.08740903122943214,,0.38,True
RP005,160,7.120567750300529,43.09174983523384,65.26308569524699,0.0,39.36236232608296,0.16524201912261213,,0.368,False
