point_id,point_day,observed_peak_score,p_global_fwer,p_local,n_null_reps
RP001,45,5.878578493131532,1.0,0.4431137724550898,500
RP002,81,9.238311473412097,1.0,0.4231536926147705,500
RP003,113,9.678099825113602,1.0,0.38922155688622756,500
LP006,132,3.7541518352022365,1.0,0.3852295409181637,500
RP004,135,3.7666081070788318,1.0,0.3812375249500998,500
RP005,160,7.120567750300529,1.0,0.3652694610778443,500
