replicate_id,point_id,null_global_peak_score,null_local_peak_score,null_local_peak_day,null_local_peak_exists,local_window_start,local_window_end
0,RP001,56.10758006639364,0.0,,False,43,47
0,RP002,56.10758006639364,18.00325063074801,82.0,True,79,83
0,RP003,56.10758006639364,0.0,,False,111,115
0,LP006,56.10758006639364,37.56041818482572,130.0,True,130,134
0,RP004,56.10758006639364,0.0,,False,133,137
0,RP005,56.10758006639364,14.814170442115724,160.0,True,158,162
1,RP001,34.745166758166896,0.0,,False,43,47
1,RP002,34.745166758166896,0.0,,False,79,83
1,RP003,34.745166758166896,0.0,,False,111,115
1,LP006,34.745166758166896,0.0,,False,130,134
1,RP004,34.745166758166896,0.0,,False,133,137
1,RP005,34.745166758166896,0.0,,False,158,162
2,RP001,45.55146657490673,0.0,,False,43,47
2,RP002,45.55146657490673,0.0,,False,79,83
2,RP003,45.55146657490673,0.0,,False,111,115
2,LP006,45.55146657490673,0.0,,False,130,134
2,RP004,45.55146657490673,0.0,,False,133,137
2,RP005,45.55146657490673,0.0,,False,158,162
3,RP001,53.549471949026,16.659113072501118,43.0,True,43,47
3,RP002,53.549471949026,19.702248883035217,83.0,True,79,83
3,RP003,53.549471949026,20.72591228983286,115.0,True,111,115
3,LP006,53.549471949026,0.0,,False,130,134
3,RP004,53.549471949026,35.6041658376774,135.0,True,133,137
3,RP005,53.549471949026,0.0,,False,158,162
4,RP001,54.57769248419221,30.35570044525189,46.0,True,43,47
4,RP002,54.57769248419221,17.28304323386,81.0,True,79,83
4,RP003,54.57769248419221,0.0,,False,111,115
4,LP006,54.57769248419221,0.0,,False,130,134
4,RP004,54.57769248419221,0.0,,False,133,137
4,RP005,54.57769248419221,54.57769248419221,160.0,True,158,162
5,RP001,47.98822668983103,0.0,,False,43,47
5,RP002,47.98822668983103,29.072273918369614,79.0,True,79,83
5,RP003,47.98822668983103,0.0,,False,111,115
5,LP006,47.98822668983103,0.0,,False,130,134
5,RP004,47.98822668983103,0.0,,False,133,137
5,RP005,47.98822668983103,0.0,,False,158,162
6,RP001,58.004764965583135,21.300964363137428,46.0,True,43,47
6,RP002,58.004764965583135,0.0,,False,79,83
6,RP003,58.004764965583135,58.004764965583135,111.0,True,111,115
6,LP006,58.004764965583135,0.0,,False,130,134
6,RP004,58.004764965583135,0.0,,False,133,137
6,RP005,58.004764965583135,0.0,,False,158,162
7,RP001,35.596735198469716,17.50939104873415,47.0,True,43,47
7,RP002,35.596735198469716,0.0,,False,79,83
7,RP003,35.596735198469716,18.92874545743537,115.0,True,111,115
7,LP006,35.596735198469716,18.93863737823933,134.0,True,130,134
7,RP004,35.596735198469716,18.93863737823933,134.0,True,133,137
7,RP005,35.596735198469716,0.0,,False,158,162
8,RP001,106.73346251022767,20.232704920835516,45.0,True,43,47
8,RP002,106.73346251022767,24.463368384369645,80.0,True,79,83
8,RP003,106.73346251022767,0.0,,False,111,115
8,LP006,106.73346251022767,0.0,,False,130,134
8,RP004,106.73346251022767,0.0,,False,133,137
8,RP005,106.73346251022767,28.65978173978462,159.0,True,158,162
9,RP001,38.138832632517136,10.050374815078053,44.0,True,43,47
9,RP002,38.138832632517136,0.0,,False,79,83
9,RP003,38.138832632517136,0.0,,False,111,115
9,LP006,38.138832632517136,0.0,,False,130,134
9,RP004,38.138832632517136,0.0,,False,133,137
9,RP005,38.138832632517136,0.0,,False,158,162
10,RP001,45.07966815689681,0.0,,False,43,47
10,RP002,45.07966815689681,24.973687054371382,82.0,True,79,83
10,RP003,45.07966815689681,21.097035809247313,114.0,True,111,115
10,LP006,45.07966815689681,0.0,,False,130,134
10,RP004,45.07966815689681,0.0,,False,133,137
10,RP005,45.07966815689681,39.355677674820164,158.0,True,158,162
11,RP001,40.083793473913566,25.643357513846283,47.0,True,43,47
11,RP002,40.083793473913566,0.0,,False,79,83
11,RP003,40.083793473913566,0.0,,False,111,115
11,LP006,40.083793473913566,0.0,,False,130,134
11,RP004,40.083793473913566,0.0,,False,133,137
11,RP005,40.083793473913566,32.676413970151216,158.0,True,158,162
12,RP001,26.12956013662883,0.0,,False,43,47
12,RP002,26.12956013662883,23.819324914312634,83.0,True,79,83
12,RP003,26.12956013662883,11.524408624635894,115.0,True,111,115
12,LP006,26.12956013662883,0.0,,False,130,134
12,RP004,26.12956013662883,26.12956013662883,137.0,True,133,137
12,RP005,26.12956013662883,0.0,,False,158,162
13,RP001,51.32041106224743,0.0,,False,43,47
13,RP002,51.32041106224743,0.0,,False,79,83
13,RP003,51.32041106224743,25.815841753362605,114.0,True,111,115
13,LP006,51.32041106224743,0.0,,False,130,134
13,RP004,51.32041106224743,0.0,,False,133,137
13,RP005,51.32041106224743,0.0,,False,158,162
14,RP001,30.149187459112735,0.0,,False,43,47
14,RP002,30.149187459112735,0.0,,False,79,83
14,RP003,30.149187459112735,14.30944395974246,112.0,True,111,115
14,LP006,30.149187459112735,23.880699811018573,133.0,True,130,134
14,RP004,30.149187459112735,23.880699811018573,133.0,True,133,137
14,RP005,30.149187459112735,0.0,,False,158,162
15,RP001,45.13669645482688,27.61152897284354,45.0,True,43,47
15,RP002,45.13669645482688,0.0,,False,79,83
15,RP003,45.13669645482688,24.94742939489905,112.0,True,111,115
15,LP006,45.13669645482688,0.0,,False,130,134
15,RP004,45.13669645482688,0.0,,False,133,137
15,RP005,45.13669645482688,0.0,,False,158,162
16,RP001,69.72572491872282,0.0,,False,43,47
16,RP002,69.72572491872282,0.0,,False,79,83
16,RP003,69.72572491872282,43.572628509187304,112.0,True,111,115
16,LP006,69.72572491872282,42.7255050978725,133.0,True,130,134
16,RP004,69.72572491872282,42.7255050978725,133.0,True,133,137
16,RP005,69.72572491872282,0.0,,False,158,162
17,RP001,49.48372282026588,0.0,,False,43,47
17,RP002,49.48372282026588,33.512185565494974,79.0,True,79,83
17,RP003,49.48372282026588,0.0,,False,111,115
17,LP006,49.48372282026588,0.0,,False,130,134
17,RP004,49.48372282026588,0.0,,False,133,137
17,RP005,49.48372282026588,0.0,,False,158,162
18,RP001,45.40850246564214,0.0,,False,43,47
18,RP002,45.40850246564214,0.0,,False,79,83
18,RP003,45.40850246564214,25.40079568386479,112.0,True,111,115
18,LP006,45.40850246564214,0.0,,False,130,134
18,RP004,45.40850246564214,0.0,,False,133,137
18,RP005,45.40850246564214,0.0,,False,158,162
19,RP001,51.0004032847825,0.0,,False,43,47
19,RP002,51.0004032847825,0.0,,False,79,83
19,RP003,51.0004032847825,43.93227620672022,115.0,True,111,115
19,LP006,51.0004032847825,0.0,,False,130,134
19,RP004,51.0004032847825,0.0,,False,133,137
19,RP005,51.0004032847825,0.0,,False,158,162
20,RP001,61.18405556038349,31.528419048617653,44.0,True,43,47
20,RP002,61.18405556038349,0.0,,False,79,83
20,RP003,61.18405556038349,0.0,,False,111,115
20,LP006,61.18405556038349,0.0,,False,130,134
20,RP004,61.18405556038349,0.0,,False,133,137
20,RP005,61.18405556038349,0.0,,False,158,162
21,RP001,46.15557799558018,0.0,,False,43,47
21,RP002,46.15557799558018,0.0,,False,79,83
21,RP003,46.15557799558018,0.0,,False,111,115
21,LP006,46.15557799558018,17.394719616287396,133.0,True,130,134
21,RP004,46.15557799558018,17.394719616287396,133.0,True,133,137
21,RP005,46.15557799558018,0.0,,False,158,162
22,RP001,41.39030130626821,41.39030130626821,47.0,True,43,47
22,RP002,41.39030130626821,0.0,,False,79,83
22,RP003,41.39030130626821,0.0,,False,111,115
22,LP006,41.39030130626821,0.0,,False,130,134
22,RP004,41.39030130626821,0.0,,False,133,137
22,RP005,41.39030130626821,28.69639313927574,160.0,True,158,162
23,RP001,38.43018266119382,0.0,,False,43,47
23,RP002,38.43018266119382,0.0,,False,79,83
23,RP003,38.43018266119382,0.0,,False,111,115
23,LP006,38.43018266119382,0.0,,False,130,134
23,RP004,38.43018266119382,0.0,,False,133,137
23,RP005,38.43018266119382,0.0,,False,158,162
24,RP001,42.046243529167626,23.13611558324875,44.0,True,43,47
24,RP002,42.046243529167626,32.33153429609082,83.0,True,79,83
24,RP003,42.046243529167626,0.0,,False,111,115
24,LP006,42.046243529167626,0.0,,False,130,134
24,RP004,42.046243529167626,0.0,,False,133,137
24,RP005,42.046243529167626,0.0,,False,158,162
25,RP001,44.31973044350353,11.077441074241605,43.0,True,43,47
25,RP002,44.31973044350353,0.0,,False,79,83
25,RP003,44.31973044350353,0.0,,False,111,115
25,LP006,44.31973044350353,21.646625976027288,130.0,True,130,134
