window_id,target_name,object_A,object_B,permutation_level,permutation_percentile,mode_stability_status,mode_pattern_corr_median,corr_score_Y,high_dominant_direction,high_dominant_probability,high_order_level,low_dominant_direction,low_dominant_probability,low_order_level,high_low_reversal_flag,best_group_order_level,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,extreme_year_dominated_flag,evidence_level,recommended_interpretation,interpretation_boundary
W045,W045_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.9625257071345057,0.4932497149423273,P_earlier,0.8473053892215568,weak_or_none,V_earlier,0.37537537537537535,weak_or_none,True,weak_or_none,1991,0.08743580643058403,0.19713745572545074,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.91292011889448,0.3339658408679226,H_earlier,0.5538922155688623,weak_or_none,H_earlier,0.8228228228228228,weak_or_none,False,weak_or_none,1981,0.06620192066526584,0.16193351243193232,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9674420849105201,0.49380371064988154,P_earlier,0.9311377245508982,usable_90,P_earlier,0.45645645645645644,weak_or_none,False,usable_90,1998,0.06103265918673624,0.16757307225041096,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9871351102520834,0.6615313265229796,P_earlier,0.7335329341317365,weak_or_none,Jw_earlier,0.8978978978978979,weak_or_none,True,weak_or_none,1991,0.08500106270580299,0.22292410432382648,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9106726706683494,0.3421668830415994,H_earlier,0.5808383233532934,weak_or_none,H_earlier,0.8588588588588588,weak_or_none,False,weak_or_none,1981,0.06581045697770413,0.1841920731927715,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9729020276790583,0.5155568704279588,V_earlier,0.9011976047904192,usable_90,Je_earlier,0.4864864864864865,weak_or_none,True,usable_90,1998,0.06893316782776968,0.1685351400186119,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_V_vs_Jw_delta_peak,V,Jw,strict_99,1.0,stable,0.9837310786069913,0.6298003314712044,V_earlier,0.6197604790419161,weak_or_none,Jw_earlier,0.9429429429429429,usable_90,True,usable_90,1982,0.08326203337319711,0.22086426788451818,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9284443497113358,0.3224950798605539,H_earlier,0.8802395209580839,weak_or_none,H_earlier,0.5585585585585585,weak_or_none,False,weak_or_none,1998,0.07020658418833602,0.18070618733115362,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_H_vs_Jw_delta_peak,H,Jw,strict_99,1.0,stable,0.9550913990949983,0.3637043323746504,H_earlier,0.8383233532934131,weak_or_none,H_earlier,0.5705705705705706,weak_or_none,False,weak_or_none,1991,0.08380507482850809,0.2184004554089325,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,strict_99,1.0,stable,0.9841165613777114,0.6215023015394344,Je_earlier,0.5089820359281437,weak_or_none,Jw_earlier,0.978978978978979,credible_95,True,credible_95,1991,0.07035322413660594,0.1937428135261682,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.955876092620888,0.4704035328869039,V_earlier,0.41916167664670656,weak_or_none,V_earlier,0.8918918918918919,weak_or_none,False,weak_or_none,1984,0.07413212067669284,0.188556601207001,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.9551550459869591,0.4495433741964367,H_earlier,0.8532934131736527,weak_or_none,H_earlier,0.9459459459459459,usable_90,False,usable_90,2010,0.060445731557345,0.16335126097730537,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9555698549115581,0.41611416334869156,P_earlier,0.5333333333333333,weak_or_none,Je_earlier,0.7757575757575758,weak_or_none,True,weak_or_none,1991,0.0640005511094782,0.1788653959543824,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9707082750586062,0.5099771455558172,P_earlier,0.7305389221556886,weak_or_none,Jw_earlier,0.7267267267267268,weak_or_none,True,weak_or_none,2021,0.06717610592769274,0.18460852066694372,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9582020028017912,0.4510246029684629,H_earlier,0.5598802395209581,weak_or_none,H_earlier,0.8978978978978979,weak_or_none,False,weak_or_none,1991,0.07466944611569175,0.17287735116248196,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9722704909333241,0.5205514739202906,V_earlier,0.7696969696969697,weak_or_none,Je_earlier,0.7259036144578314,weak_or_none,True,weak_or_none,1991,0.06252416309334637,0.17234404422930213,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_Jw_delta_peak,V,Jw,strict_99,1.0,stable,0.9784718056343196,0.6153032357308751,V_earlier,0.9281437125748503,usable_90,Jw_earlier,0.5495495495495496,weak_or_none,True,usable_90,2021,0.07171072275025393,0.1720030172333741,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9541534577813833,0.4210209641445479,H_earlier,0.8610271903323263,weak_or_none,Je_earlier,0.46686746987951805,weak_or_none,True,weak_or_none,1984,0.0627849199906747,0.16090904750000704,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_H_vs_Jw_delta_peak,H,Jw,strict_99,1.0,stable,0.9742673461992283,0.6295171312138244,H_earlier,0.96996996996997,credible_95,H_earlier,0.5495495495495496,weak_or_none,False,credible_95,2021,0.09231392650792919,0.22005195736197436,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_Je_vs_Jw_delta_peak,Je,Jw,strict_99,1.0,stable,0.958475997938169,0.49287575133571854,Je_earlier,0.7747747747747747,weak_or_none,Jw_earlier,0.6504559270516718,weak_or_none,True,weak_or_none,2021,0.0612776142286316,0.16266007282620126,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.9786265703940351,0.6510453653922388,P_earlier,0.9161676646706587,usable_90,V_earlier,0.6906906906906907,weak_or_none,True,usable_90,2022,0.06231427953968339,0.17765381406042705,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.9721789837073719,0.5730536052720431,P_earlier,0.9401197604790419,usable_90,H_earlier,0.4264264264264264,weak_or_none,True,usable_90,2004,0.06144183981685396,0.1693266655640764,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9669876428272814,0.48821791465045233,Je_earlier,0.44011976047904194,weak_or_none,Je_earlier,0.8708708708708709,weak_or_none,False,weak_or_none,2021,0.06288158338689559,0.1822737675209656,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9563541501904149,0.4954319954017863,Jw_earlier,0.7305389221556886,weak_or_none,Jw_earlier,0.9279279279279279,usable_90,False,usable_90,1994,0.06132936496119967,0.17429471565293517,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9689963649744124,0.5784208928598608,V_earlier,0.8143712574850299,weak_or_none,H_earlier,0.6456456456456456,weak_or_none,True,weak_or_none,2022,0.0772404831359734,0.19323144912671744,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9793412646551932,0.6835188060330579,Je_earlier,0.46546546546546547,weak_or_none,Je_earlier,0.987987987987988,credible_95,False,credible_95,2002,0.0553842748271699,0.1585864558287471,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_Jw_vs_V_delta_peak,Jw,V,strict_99,1.0,stable,0.96744801152531,0.5674206187582929,Jw_earlier,0.9670658682634731,credible_95,Jw_earlier,0.8288288288288288,weak_or_none,False,credible_95,1979,0.05361563936850906,0.14661418687781608,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9775097971750094,0.6687713353032361,Je_earlier,0.7784431137724551,weak_or_none,Je_earlier,0.990990990990991,strict_99,False,strict_99,1983,0.05683834929254984,0.16285088463629385,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W113,W113_Jw_vs_H_delta_peak,Jw,H,strict_99,1.0,stable,0.9582750463145941,0.5155881740062875,Jw_earlier,0.9640718562874252,credible_95,Jw_earlier,0.93993993993994,usable_90,False,credible_95,1998,0.06361091576000771,0.17677742691187445,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
