scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,SMOOTH5_DET_WIDTH_16,CP001,17,0.983,0.999,0.001,0.0,7.978592470410112,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP002,32,0.662,0.897,0.081,0.022,11.410383909946916,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP003,45,0.901,0.989,0.011,0.0,23.831337177093253,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP004,55,0.595,0.746,0.084,0.17,9.829021247976613,2.0,object_weak_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP005,66,0.873,0.955,0.033,0.012,20.459683805056745,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP006,78,0.496,0.923,0.071,0.006,46.429250032614746,3.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP007,83,0.622,0.942,0.057,0.001,49.69089012035225,2.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP008,97,0.77,0.932,0.036,0.032,32.64698960337701,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP009,113,0.668,0.966,0.029,0.005,26.38634936304601,2.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP010,126,0.734,0.944,0.046,0.01,12.77167662976682,1.0,object_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP011,139,0.618,0.976,0.023,0.001,10.620746602873528,2.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_DET_WIDTH_16,CP012,156,0.696,0.976,0.024,0.0,19.013202444173373,1.0,object_strong_candidate,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
