window,n_pairs,observed_r_median,single_lag_p95_median,max_lag_abs_p95_median,observed_minus_single_lag_p95_median,observed_minus_max_lag_abs_p95_median,single_to_max_lag_p95_increase_median,fdr_pressure_median
S1,80,0.06762809124870692,0.12123272298265308,0.15876290854181946,-0.015255352865105081,-0.042373662796304584,0.03702768218948766,1.4227010881160655
S2,80,0.07231687210827283,0.1338228989102567,0.17321775935950565,-0.02287376024539069,-0.0495394707729539,0.03817956025028205,1.406422018348624
S3,80,0.08296162645244527,0.17294987193590358,0.22672772629893262,-0.05514465674850876,-0.09385281658962714,0.05358620618341356,1.5795287187039766
S4,80,0.0629212363339974,0.12930142437431502,0.16752800928919742,-0.03344491328985888,-0.05783254323514764,0.03934183431038723,1.4344992752253103
S5,80,0.06984688511369663,0.15847537462618538,0.206404122383824,-0.05581204904568465,-0.099611380784644,0.047927629315967335,1.4226403823178018
T1,80,0.10107724276695021,0.183075138570765,0.23639547872552696,-0.03899709358180602,-0.08551548029397116,0.054927452937518564,1.4956931461948186
T2,80,0.09185826941977826,0.19123875187091371,0.2479290916804429,-0.04704956148328321,-0.09313558258941018,0.055559040302951626,1.5636129364772584
T3,221,0.1073469140576335,0.18587435597737084,0.244296334849786,-0.052493953432928925,-0.1032085961988402,0.05524109611221201,1.5483243243243243
T4,225,0.10230337535936186,0.19547337130110062,0.25315811634735685,-0.061507471142911684,-0.10672788904445704,0.05725048077229067,1.5794871794871796
