window,source_index,target_index,family_direction,v1_status,failure_reason,evidence_tier,v1_stability_judgement,observed_stat_recomputed,observed_lag_recomputed,p_pos_surrogate_existing,p_pos_surrogate_recomputed,abs_diff,same_decision_at_005,same_decision_at_010,match_class,n_surrogate_valid
T4,P_main_minus_south,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09149735444882993,5,0.1288711288711288,0.26973026973026976,0.14085914085914095,True,True,good_match,1000
T4,P_main_minus_south,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03809152752381658,5,0.8851148851148851,1.0,0.11488511488511488,True,True,good_match,1000
T4,P_main_minus_south,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.07818387346112834,5,0.6063936063936064,0.939060939060939,0.3326673326673326,True,True,good_match,1000
T4,P_main_minus_south,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10921506736634107,5,0.0649350649350649,0.38961038961038963,0.32467532467532473,True,False,good_match,1000
T4,P_spread_lat,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13285604241444635,1,0.3796203796203796,0.7472527472527473,0.3676323676323677,True,True,good_match,1000
T4,P_spread_lat,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12537711494986556,1,0.3916083916083916,0.8141858141858141,0.42257742257742253,True,True,good_match,1000
T4,P_spread_lat,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06253532676551495,5,0.7272727272727273,0.984015984015984,0.2567432567432567,True,True,good_match,1000
T4,P_spread_lat,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.027747582588484993,1,0.8661338661338661,0.984015984015984,0.11788211788211789,True,True,good_match,1000
T4,P_spread_lat,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10580344336537621,1,0.4875124875124875,0.8871128871128872,0.39960039960039967,True,True,good_match,1000
T4,P_spread_lat,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13243506707476552,5,0.3206793206793207,0.6423576423576424,0.32167832167832167,True,True,good_match,1000
T4,P_spread_lat,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06644540502403408,5,0.3346653346653346,0.8441558441558441,0.5094905094905096,True,True,good_match,1000
T4,P_north_band_share_35_45,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10519396598675723,1,0.4895104895104895,0.8721278721278721,0.38261738261738265,True,True,good_match,1000
T4,P_north_band_share_35_45,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.058151674026619346,5,0.8021978021978022,0.981018981018981,0.17882117882117876,True,True,good_match,1000
T4,P_north_band_share_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11945178520050631,2,0.2067932067932067,0.37462537462537465,0.16783216783216795,True,True,good_match,1000
T4,P_north_band_share_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05339213114011354,1,0.8141858141858141,0.988011988011988,0.17382617382617382,True,True,good_match,1000
T4,P_north_band_share_35_45,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08784932134792682,1,0.5984015984015985,0.9200799200799201,0.32167832167832167,True,True,good_match,1000
T4,P_north_band_share_35_45,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.07795220184676507,2,0.2187812187812187,0.4745254745254745,0.2557442557442558,True,True,good_match,1000
T4,P_north_band_share_35_45,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1653242276395081,1,0.2137862137862138,0.46053946053946054,0.24675324675324675,True,True,good_match,1000
T4,P_north_band_share_35_45,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09781234034180898,1,0.4925074925074925,0.8351648351648352,0.3426573426573427,True,True,good_match,1000
T4,P_north_band_share_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.049253001567743294,5,0.5824175824175825,0.952047952047952,0.36963036963036955,True,True,good_match,1000
T4,P_north_minus_main_35_45,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12478752517505469,5,0.3916083916083916,0.8261738261738262,0.43456543456543456,True,True,good_match,1000
T4,P_north_minus_main_35_45,V_pos_centroid_lat,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1477231195102599,1,0.2927072927072927,0.6203796203796204,0.3276723276723277,True,True,good_match,1000
T4,P_north_minus_main_35_45,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14863099277283487,1,0.3256743256743257,0.7192807192807192,0.39360639360639355,True,True,good_match,1000
T4,P_north_minus_main_35_45,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.18059960871547895,5,0.2017982017982018,0.4745254745254745,0.2727272727272727,True,True,good_match,1000
T4,P_north_minus_main_35_45,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22443147472770766,2,0.0519480519480519,0.0959040959040959,0.043956043956044,True,True,good_match,1000
T4,P_north_minus_main_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12193347669331181,2,0.1828171828171828,0.37362637362637363,0.19080919080919084,True,True,good_match,1000
T4,P_north_minus_main_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12282821986332225,5,0.4135864135864135,0.8221778221778222,0.4085914085914087,True,True,good_match,1000
T4,P_north_minus_main_35_45,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15380479012947507,2,0.2877122877122877,0.6503496503496503,0.3626373626373626,True,True,good_match,1000
T4,P_north_minus_main_35_45,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17777053246279545,5,0.1368631368631368,0.34065934065934067,0.20379620379620386,True,True,good_match,1000
T4,P_north_minus_main_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05137941702887287,1,0.5254745254745254,0.936063936063936,0.41058941058941056,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06523377139665738,4,0.7442557442557443,0.9820179820179821,0.23776223776223782,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20170228477729402,1,0.0889110889110889,0.21978021978021978,0.13086913086913088,True,False,good_match,1000
T4,P_total_centroid_lat_10_50,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09397447729283419,1,0.4995004995004995,0.8771228771228772,0.37762237762237766,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.022388654563225686,5,0.952047952047952,1.0,0.047952047952047994,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17021216982004095,5,0.2367632367632367,0.4645354645354645,0.2277722277722278,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09487128284520155,1,0.5374625374625375,0.8871128871128872,0.3496503496503497,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04434512252687864,2,0.6293706293706294,0.9050949050949051,0.2757242757242757,True,True,good_match,1000
T4,P_total_centroid_lat_10_50,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10230337535936186,1,0.5304695304695305,0.8951048951048951,0.3646353646353646,True,True,good_match,1000
T4,V_strength,P_main_band_share,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,stable_lag_dominant,0.4030011230727772,4,0.0029970029970029,0.000999000999000999,0.001998001998001901,True,True,good_match,1000
T4,V_strength,P_south_band_share_18_24,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14767302577360292,5,0.3086913086913087,0.6633366633366633,0.3546453546453546,True,True,good_match,1000
T4,V_strength,P_spread_lat,V→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.31823114296585536,2,0.0129870129870129,0.01898101898101898,0.005994005994006081,True,True,good_match,1000
T4,V_strength,P_north_band_share_35_45,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,significant_lagged_but_tau0_coupled,0.4485134762359583,1,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_strength,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.23692862662626415,5,0.0699300699300699,0.12087912087912088,0.050949050949050986,True,False,good_match,1000
T4,V_strength,P_total_centroid_lat_10_50,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,stable_lag_dominant,0.5683685220155473,2,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_strength,H_centroid_lat,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22380820765587583,4,0.0669330669330669,0.12987012987012986,0.06293706293706296,True,False,good_match,1000
T4,V_strength,H_west_extent_lon,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2104271270541227,4,0.0639360639360639,0.15384615384615385,0.08991008991008996,True,False,good_match,1000
T4,V_strength,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20054843492149094,1,0.1528471528471528,0.33466533466533466,0.18181818181818185,True,True,good_match,1000
T4,V_strength,Je_meridional_width,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.011868159570374955,3,0.99000999000999,1.0,0.009990009990009985,True,True,good_match,1000
T4,V_strength,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2347911947909951,5,0.0939060939060939,0.1888111888111888,0.0949050949050949,True,False,good_match,1000
T4,V_strength,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.011630149107480692,5,0.987012987012987,1.0,0.012987012987012991,True,True,good_match,1000
T4,V_pos_centroid_lat,P_spread_lat,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,significant_lagged_but_tau0_coupled,0.5107905445650123,1,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_pos_centroid_lat,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12385115559057111,1,0.3836163836163836,0.7292707292707292,0.3456543456543456,True,True,good_match,1000
T4,V_pos_centroid_lat,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10931253684266298,1,0.5104895104895105,0.8651348651348651,0.3546453546453546,True,True,good_match,1000
T4,V_pos_centroid_lat,Je_meridional_width,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06769367041425002,3,0.3336663336663337,0.6103896103896104,0.2767232767232767,True,True,good_match,1000
T4,V_pos_centroid_lat,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.18681009312382799,5,0.1928071928071928,0.32967032967032966,0.13686313686313686,True,True,good_match,1000
T4,V_pos_centroid_lat,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.054693116640908986,1,0.7872127872127872,0.99000999000999,0.2027972027972028,True,True,good_match,1000
T4,V_pos_centroid_lat,Jw_meridional_width,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10601580229814404,5,0.0759240759240759,0.41858141858141856,0.34265734265734266,True,False,good_match,1000
T4,V_NS_diff,P_main_band_share,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,significant_lagged_but_tau0_coupled,0.4623778536587819,1,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_NS_diff,P_main_minus_south,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,stable_lag_dominant,0.4586153435490743,2,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_NS_diff,P_spread_lat,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,significant_lagged_but_tau0_coupled,0.41890044036274726,1,0.0019980019980019,0.000999000999000999,0.000999000999000901,True,True,good_match,1000
T4,V_NS_diff,P_north_band_share_35_45,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,significant_lagged_but_tau0_coupled,0.4864413936001006,1,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T4,V_NS_diff,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2327717463785068,5,0.0789210789210789,0.13686313686313686,0.057942057942057965,True,False,good_match,1000
T4,V_NS_diff,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15295271028692636,1,0.3036963036963037,0.6543456543456544,0.3506493506493507,True,True,good_match,1000
T4,V_NS_diff,Je_meridional_width,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.048299612756017546,5,0.4815184815184815,0.8671328671328671,0.3856143856143856,True,True,good_match,1000
T4,V_NS_diff,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22239988773987268,5,0.1168831168831168,0.23076923076923078,0.11388611388611398,True,True,good_match,1000
T4,V_NS_diff,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.01097072736596817,2,0.994005994005994,1.0,0.005994005994006013,True,True,good_match,1000
T4,H_strength,P_main_band_share,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0746833685538534,3,0.6873126873126874,0.9690309690309691,0.2817182817182817,True,True,good_match,1000
T4,H_strength,P_south_band_share_18_24,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09160789319457452,5,0.5474525474525475,0.9500499500499501,0.4025974025974026,True,True,good_match,1000
T4,H_strength,P_main_minus_south,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09853361768241022,3,0.5294705294705294,0.9080919080919081,0.3786213786213787,True,True,good_match,1000
T4,H_strength,P_north_band_share_35_45,H→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,stable_lag_dominant,0.3056624301843296,5,0.0129870129870129,0.016983016983016984,0.0039960039960040845,True,True,good_match,1000
T4,H_strength,P_north_minus_main_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11324518778533202,5,0.4535464535464535,0.8281718281718282,0.3746253746253747,True,True,good_match,1000
T4,H_strength,P_total_centroid_lat_10_50,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.21744456760783634,4,0.1198801198801198,0.24175824175824176,0.12187812187812196,True,True,good_match,1000
T4,H_strength,V_strength,H→V,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.3991681094194385,1,0.0039960039960039,0.005994005994005994,0.0019980019980020943,True,True,good_match,1000
T4,H_strength,Je_axis_lat,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11876544346900061,1,0.4195804195804196,0.7722277722277723,0.3526473526473527,True,True,good_match,1000
T4,H_strength,Je_meridional_width,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04514556503714777,5,0.5464535464535465,0.9040959040959041,0.35764235764235763,True,True,good_match,1000
T4,H_strength,Jw_strength,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2232692359545093,1,0.1008991008991009,0.23676323676323677,0.13586413586413587,True,True,good_match,1000
T4,H_strength,Jw_axis_lat,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11149624628204778,5,0.4045954045954046,0.8231768231768232,0.41858141858141856,True,True,good_match,1000
T4,H_centroid_lat,P_south_band_share_18_24,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14942256646047963,4,0.2537462537462537,0.5884115884115884,0.33466533466533466,True,True,good_match,1000
T4,H_centroid_lat,P_main_minus_south,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11274138445448172,1,0.4535464535464535,0.8021978021978022,0.3486513486513487,True,True,good_match,1000
T4,H_centroid_lat,P_spread_lat,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16180384364030675,4,0.2077922077922078,0.4225774225774226,0.21478521478521478,True,True,good_match,1000
T4,H_centroid_lat,P_north_band_share_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10141149404350516,4,0.4815184815184815,0.8251748251748252,0.34365634365634373,True,True,good_match,1000
T4,H_centroid_lat,P_total_centroid_lat_10_50,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.19428871041976606,1,0.1438561438561438,0.24375624375624375,0.09990009990009996,True,True,good_match,1000
T4,H_centroid_lat,V_strength,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14612025349385913,1,0.2847152847152847,0.6383616383616384,0.3536463536463537,True,True,good_match,1000
T4,H_centroid_lat,Je_strength,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1991703665439728,2,0.1218781218781218,0.25774225774225773,0.13586413586413593,True,True,good_match,1000
T4,H_centroid_lat,Je_meridional_width,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.02619715818322539,5,0.9150849150849152,0.99000999000999,0.07492507492507483,True,True,good_match,1000
T4,H_centroid_lat,Jw_strength,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.01703483369824641,1,0.993006993006993,1.0,0.006993006993006978,True,True,good_match,1000
T4,H_centroid_lat,Jw_axis_lat,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.19305763230336734,5,0.0849150849150849,0.1798201798201798,0.09490509490509491,True,False,good_match,1000
T4,H_centroid_lat,Jw_meridional_width,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.058060585458992425,2,0.4655344655344655,0.903096903096903,0.43756243756243757,True,True,good_match,1000
T4,H_west_extent_lon,P_main_band_share,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.07551515763117031,5,0.6413586413586414,0.929070929070929,0.28771228771228763,True,True,good_match,1000
T4,H_west_extent_lon,P_main_minus_south,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1534604853679177,1,0.1988011988011988,0.4075924075924076,0.20879120879120883,True,True,good_match,1000
T4,H_west_extent_lon,P_north_minus_main_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0757363366677645,1,0.6613386613386614,0.9230769230769231,0.26173826173826176,True,True,good_match,1000
T4,H_west_extent_lon,P_total_centroid_lat_10_50,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20179129953506264,5,0.0999000999000999,0.14485514485514486,0.04495504495504496,True,False,good_match,1000
T4,H_west_extent_lon,V_strength,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20012052804723063,5,0.0979020979020979,0.17482517482517482,0.07692307692307691,True,False,good_match,1000
T4,H_west_extent_lon,V_pos_centroid_lat,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13761025437412633,5,0.2927072927072927,0.5134865134865135,0.22077922077922085,True,True,good_match,1000
T4,H_west_extent_lon,V_NS_diff,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17829061130479448,5,0.1538461538461538,0.33466533466533466,0.18081918081918086,True,True,good_match,1000
T4,H_west_extent_lon,Je_strength,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03392320618529135,1,0.9270729270729272,0.997002997002997,0.06993006993006978,True,True,good_match,1000
T4,H_west_extent_lon,Je_axis_lat,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15054407351701374,5,0.2067932067932067,0.37962037962037964,0.17282717282717294,True,True,good_match,1000
T4,H_west_extent_lon,Je_meridional_width,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04771550629004793,4,0.6843156843156843,0.8601398601398601,0.17582417582417575,True,True,good_match,1000
T4,H_west_extent_lon,Jw_axis_lat,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04940895395729181,2,0.8171828171828172,0.981018981018981,0.16383616383616384,True,True,good_match,1000
T4,H_west_extent_lon,Jw_meridional_width,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.059606478323810726,2,0.4895104895104895,0.8661338661338661,0.37662337662337664,True,True,good_match,1000
T4,H_zonal_width,P_main_band_share,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05518767466575586,5,0.7272727272727273,0.942057942057942,0.21478521478521473,True,True,good_match,1000
T4,H_zonal_width,P_south_band_share_18_24,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10745595701265312,1,0.3356643356643357,0.4915084915084915,0.15584415584415584,True,True,good_match,1000
T4,H_zonal_width,P_main_minus_south,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0658313977544323,5,0.6383616383616384,0.8871128871128872,0.24875124875124877,True,True,good_match,1000
T4,H_zonal_width,P_spread_lat,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08995571083470347,5,0.4545454545454545,0.6403596403596403,0.18581418581418585,True,True,good_match,1000
T4,H_zonal_width,P_north_band_share_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1715228368694109,5,0.0539460539460539,0.04695304695304695,0.0069930069930069505,False,True,good_match,1000
T4,H_zonal_width,P_north_minus_main_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03510840582834947,4,0.908091908091908,0.991008991008991,0.082917082917083,True,True,good_match,1000
T4,H_zonal_width,P_total_centroid_lat_10_50,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13653727588325718,5,0.1548451548451548,0.2057942057942058,0.050949050949051,True,True,good_match,1000
T4,H_zonal_width,V_strength,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16963302354001905,4,0.0759240759240759,0.06793206793206794,0.007992007992007971,True,True,good_match,1000
T4,H_zonal_width,V_pos_centroid_lat,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10892722183669465,5,0.2877122877122877,0.45054945054945056,0.16283716283716287,True,True,good_match,1000
T4,H_zonal_width,V_NS_diff,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1553897497254755,4,0.1068931068931069,0.11988011988011989,0.012987012987012991,True,True,good_match,1000
T4,H_zonal_width,Je_strength,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03366360250792164,1,0.916083916083916,0.993006993006993,0.07692307692307698,True,True,good_match,1000
T4,H_zonal_width,Je_axis_lat,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09303084774207575,5,0.3966033966033966,0.6193806193806194,0.22277722277722278,True,True,good_match,1000
T4,H_zonal_width,Je_meridional_width,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04327881847781707,4,0.8271728271728271,0.9010989010989011,0.07392607392607398,True,True,good_match,1000
T4,H_zonal_width,Jw_axis_lat,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05862072081338423,5,0.7262737262737263,0.9270729270729271,0.20079920079920077,True,True,good_match,1000
T4,H_zonal_width,Jw_meridional_width,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.035991387587288586,2,0.9210789210789212,0.977022977022977,0.055944055944055826,True,True,good_match,1000
T4,Je_strength,P_main_band_share,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.039501573605750226,1,0.8651348651348651,0.999000999000999,0.13386613386613389,True,True,good_match,1000
T4,Je_strength,P_south_band_share_18_24,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08599411788894497,5,0.5834165834165834,0.949050949050949,0.3656343656343656,True,True,good_match,1000
T4,Je_strength,P_main_minus_south,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06148657212146903,1,0.7422577422577422,0.989010989010989,0.24675324675324684,True,True,good_match,1000
T4,Je_strength,P_spread_lat,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09800274504217756,5,0.5344655344655345,0.919080919080919,0.3846153846153846,True,True,good_match,1000
T4,Je_strength,P_north_band_share_35_45,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06628144626060328,5,0.7142857142857143,0.973026973026973,0.25874125874125875,True,True,good_match,1000
