window,source_index,target_index,family_direction,v1_status,failure_reason,evidence_tier,v1_stability_judgement,observed_positive_peak_abs_r,observed_positive_peak_lag,single_lag_p95_mean,single_lag_p95_max,max_lag_signed_p95,max_lag_abs_p95,max_lag_abs_p99,observed_minus_single_lag_p95_mean,observed_minus_max_lag_abs_p95,observed_over_max_lag_abs_p95,p_pos_surrogate_existing,p_pos_surrogate_recomputed,q_pos_within_window,fdr_pressure_ratio,single_to_max_lag_p95_increase
T3,P_main_band_share,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0827450615978013,5,0.22532203247163157,0.2339846785185977,0.2710383835649967,0.2939472222650967,0.346281256149159,-0.14257697087383026,-0.21120216066729536,0.28149632087074994,0.6233766233766234,0.9590409590409591,0.75,1.203125,0.0686251897934651
T3,P_main_band_share,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17978237490012455,1,0.22975858186668022,0.2411186382814454,0.2706166771782407,0.2960723816117993,0.3721545815671882,-0.049976206966555664,-0.11629000671167472,0.6072244020918152,0.2027972027972027,0.48951048951048953,0.4249084249084249,2.0952380952380962,0.06631379974511906
T3,P_main_band_share,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09670363495055054,5,0.17664741903311293,0.18480244847414512,0.20776057278624024,0.23077641488926284,0.2784224528737847,-0.07994378408256239,-0.1340727799387123,0.4190360396964889,0.4515484515484515,0.8101898101898102,0.6379675370501058,1.4128440366972477,0.054128995856149914
T3,P_main_band_share,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09622965691169014,1,0.113887067421657,0.11752918214856797,0.13143403672076096,0.14673598400362708,0.1736522282680814,-0.01765741050996686,-0.05050632709193695,0.6558013534656332,0.2627372627372627,0.4225774225774226,0.4748777234326368,1.8074243389964617,0.03284891658197009
T3,P_main_band_share,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10016656418307039,5,0.23024608450587175,0.23979328362397434,0.27099786246882496,0.30119488750285645,0.35695410822754364,-0.13007952032280135,-0.20102832331978604,0.3325639588823381,0.5284715284715285,0.926073926073926,0.6919831223628692,1.3094047362669794,0.0709488029969847
T3,P_main_band_share,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.025536490253871256,1,0.08665706706404346,0.09070818502681868,0.10285955551811977,0.11571827901543327,0.14542849441056535,-0.0611205768101722,-0.09018178876156202,0.22067810263982124,0.8331668331668332,0.985014985014985,0.9099836333878886,1.0921985815602835,0.029061211951389818
T3,P_main_band_share,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.025685276755751597,4,0.14306146065494424,0.14592296226952148,0.166524765290496,0.18161878238929102,0.20969504967763092,-0.11737618389919265,-0.15593350563353942,0.14142412154650644,0.9110889110889112,0.998001998001998,0.9541569541569542,1.047270955165692,0.03855732173434678
T3,P_south_band_share_18_24,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03401753874512053,5,0.21626457851646777,0.22215284207790084,0.2555779497863177,0.28077240804211473,0.32487583313088964,-0.18224703977134724,-0.2467548692969942,0.12115698612385742,0.91008991008991,0.999000999000999,0.9541569541569542,1.048420539090133,0.06450782952564696
T3,P_south_band_share_18_24,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.18528749248523704,1,0.22251948918714493,0.22969586760524208,0.2566571541732494,0.2883258944314015,0.3419131393808111,-0.03723199670190788,-0.10303840194616445,0.6426321605648245,0.1808191808191808,0.43356643356643354,0.4006640841173215,2.2158273381294964,0.06580640524425657
T3,P_south_band_share_18_24,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12034336074678657,1,0.22890810538371914,0.236631280055769,0.26028074918694655,0.2939908612568034,0.3586049426007798,-0.10856474463693257,-0.17364750051001682,0.40934388311365116,0.4225774225774226,0.8441558441558441,0.6168428727670434,1.4597156398104265,0.06508275587308426
T3,P_south_band_share_18_24,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09129958852776905,1,0.17078697506638935,0.1801398630596839,0.19539082329435356,0.21859779706978513,0.26461434561556885,-0.0794873865386203,-0.12729820854201607,0.4176601491488159,0.5004995004995005,0.8271728271728271,0.6710875331564986,1.3408355702388324,0.047810822003395786
T3,P_south_band_share_18_24,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16149785873253153,1,0.2202102871964219,0.227047296633421,0.25786539121202645,0.2814992695185763,0.3401475230874365,-0.05871242846389038,-0.12000141078604476,0.5737061378835095,0.2507492507492507,0.5794205794205795,0.4708063021316033,1.8775980415686653,0.06128898232215438
T3,P_south_band_share_18_24,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03707774131353417,5,0.08868012305787784,0.09527713749839632,0.10023188802263332,0.11457271022409692,0.13447080705849046,-0.05160238174434367,-0.07749496891056275,0.3236175633884585,0.6513486513486514,0.936063936063936,0.776952776952777,1.192837008787929,0.025892587166219075
T3,P_south_band_share_18_24,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09920786732694448,4,0.21750870842158648,0.2309210420380953,0.26836511585555106,0.2834603686346719,0.3213676826535878,-0.118300841094642,-0.1842525013077274,0.34998849329376663,0.5314685314685315,0.9230769230769231,0.6919831223628692,1.3020208749722408,0.0659516602130854
T3,P_south_band_share_18_24,Jw_axis_lat,P→Jw,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.3912826051200155,2,0.19939255298940312,0.20657107574697905,0.23599647520449246,0.2576318742031261,0.32687988348903196,0.1918900521306124,0.1336507309168894,1.518766287480075,0.0009990009990009,0.000999000999000999,0.0161943319838056,16.21052631579101,0.058239321213722994
T3,P_south_band_share_18_24,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09698130489764183,2,0.13612090169324595,0.1409448201612551,0.15654262004343916,0.17944383248728432,0.2091994837540613,-0.03913959679560412,-0.0824625275896425,0.5404549354155935,0.2157842157842157,0.6233766233766234,0.437246963562753,2.026315789473685,0.04332293079403837
T3,P_main_minus_south,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.043330141038483566,4,0.2290417092187619,0.24296870939035334,0.27634066494983367,0.30508483286918947,0.3531030198256376,-0.18571156818027834,-0.2617546918307059,0.14202653285311673,0.8491508491508492,0.999000999000999,0.9209176788124156,1.084515995872033,0.07604312365042756
T3,P_main_minus_south,V_pos_centroid_lat,P→V,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.31706990850979433,2,0.20680055309574685,0.21556958894562897,0.24345842263348857,0.27521463881580643,0.3238442523917026,0.11026935541404748,0.041855269693987895,1.1520822797583834,0.0099900099900099,0.014985014985014986,0.0627943485086342,6.285714285714341,0.06841408572005958
T3,P_main_minus_south,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20111309829240223,1,0.2346455487736694,0.2419936279553041,0.2725082762021738,0.3002362661196179,0.3531584971862535,-0.033532450481267156,-0.09912316782721567,0.6698494518722673,0.1328671328671328,0.3926073926073926,0.3247863247863247,2.4444444444444446,0.06559071734594851
T3,P_main_minus_south,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.057433430591458286,4,0.1747326479570523,0.1792102510015243,0.21191349163800885,0.22680569560071176,0.26694959308164845,-0.11729921736559401,-0.16937226500925348,0.25322746167966187,0.7072927072927073,0.9760239760239761,0.8220609579100145,1.1622641509433962,0.05207304764365947
T3,P_main_minus_south,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13411135511689812,1,0.22568377698270417,0.23340240421242725,0.2665290435322354,0.2959910393281353,0.35097450957465925,-0.09157242186580605,-0.1618796842112372,0.45309261868641376,0.3296703296703296,0.7792207792207793,0.5360323886639676,1.625964912280702,0.07030726234543114
T3,P_main_minus_south,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.031907357007470674,1,0.08697827435109795,0.08941579362307367,0.10002895444538196,0.11398741592482287,0.13365260034326382,-0.055070917343627276,-0.08208005891735219,0.27991999598020767,0.7042957042957043,0.965034965034965,0.8216783216783217,1.1666666666666665,0.027009141573724915
T3,P_main_minus_south,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22037758092710072,4,0.2329712112858453,0.24865167423851037,0.2758142524138124,0.3016452421515178,0.3634752821845932,-0.012593630358744584,-0.08126766122441706,0.7305853039657892,0.1068931068931069,0.28771228771228774,0.286472148541114,2.6799871092491134,0.06867403086567248
T3,P_main_minus_south,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03708180366076902,1,0.13642983454311622,0.14306868521306604,0.15950543069024983,0.1773809437778759,0.21026876942472508,-0.0993480308823472,-0.14029914011710687,0.2090517891662842,0.7672327672327672,0.988011988011988,0.8687782805429864,1.1323529411764706,0.04095110923475967
T3,P_spread_lat,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10980179741498083,5,0.2051682188764866,0.21337922910657572,0.23428642531817034,0.2698786343980513,0.3043567782560741,-0.09536642146150576,-0.1600768369830705,0.40685620653108534,0.4655344655344655,0.8361638361638362,0.6443601241807521,1.3841297946457787,0.06471041552156473
