window,source_index,target_index,family_direction,v1_status,failure_reason,evidence_tier,v1_stability_judgement,observed_positive_peak_abs_r,observed_positive_peak_lag,single_lag_p95_mean,single_lag_p95_max,max_lag_signed_p95,max_lag_abs_p95,max_lag_abs_p99,observed_minus_single_lag_p95_mean,observed_minus_max_lag_abs_p95,observed_over_max_lag_abs_p95,p_pos_surrogate_existing,p_pos_surrogate_recomputed,q_pos_within_window,fdr_pressure_ratio,single_to_max_lag_p95_increase
T3,P_spread_lat,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11530065010660961,4,0.2199706135076256,0.22560531245756202,0.2605184621964891,0.28412159936001224,0.3345925808603052,-0.10466996340101598,-0.16882094925340263,0.40581444834298375,0.4485514485514486,0.8521478521478522,0.6366536689117335,1.4193548387096775,0.06415098585238665
T3,P_spread_lat,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0848452336820441,1,0.19109441389786216,0.19884530221389138,0.2268652963651815,0.24802251205273398,0.2993490038709741,-0.10624918021581807,-0.1631772783706899,0.34208682502177257,0.5794205794205795,0.9230769230769231,0.7284144427001571,1.2571428571428573,0.05692809815487182
T3,P_spread_lat,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10419442495874111,5,0.16697366079198922,0.17258815857298435,0.19879422679664938,0.2207847832176954,0.2717480709268553,-0.06277923583324811,-0.1165903582589543,0.4719275642108208,0.4345654345654345,0.7102897102897103,0.6311270125223615,1.4523175621491584,0.05381112242570618
T3,P_spread_lat,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.00895357791916455,3,0.11136198732078931,0.11792265466100384,0.13113561534869925,0.1489115412801362,0.1780719186188512,-0.10240840940162475,-0.13995796336097166,0.060126823228032075,0.997002997002997,1.0,0.998001998001998,1.001002004008016,0.03754955395934689
T3,P_spread_lat,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09597282858083095,1,0.20984828062877098,0.21800701250698432,0.2450813429429093,0.26798590201905287,0.320041526634853,-0.11387545204794003,-0.17201307343822192,0.3581264083586293,0.5564435564435565,0.9050949050949051,0.7082008900190718,1.2727272727272727,0.05813762139028189
T3,P_spread_lat,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2115980718956366,1,0.18146719787328439,0.18911022043737202,0.2171048939958776,0.23791266200959582,0.2790400807962016,0.030130874022352205,-0.02631459011395923,0.8893939066055346,0.0749250749250749,0.11188811188811189,0.2307692307692307,3.08,0.056445464136311435
T3,P_spread_lat,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.060711862991946315,5,0.08697625954332291,0.09152717483950636,0.10025227479608058,0.1138706122145089,0.1390562237917121,-0.0262643965513766,-0.05315874922256259,0.5331653339807957,0.3306693306693307,0.6213786213786214,0.5360323886639676,1.6210526315789473,0.026894352671185992
T3,P_spread_lat,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13830459375046308,5,0.2077148877386818,0.22605685430143935,0.2534239593161291,0.2762343815569521,0.3230770094865318,-0.06941029398821871,-0.13792978780648904,0.5006784201551261,0.3156843156843157,0.6783216783216783,0.5215960510078157,1.6522710349962768,0.06851949381827033
T3,P_spread_lat,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1252081338429497,2,0.13258235753306352,0.134705702080639,0.15952809895366615,0.17483484423784973,0.20960424059096225,-0.0073742236901138125,-0.04962671039490002,0.716150915961657,0.1118881118881118,0.28471528471528473,0.294543063773833,2.6324786324786342,0.04225248670478621
T3,P_north_band_share_35_45,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08422590470314135,1,0.2086179095600063,0.2199944705440056,0.24822171730412887,0.28006449852495424,0.3142883837902112,-0.12439200485686495,-0.1958385938218129,0.3007375270580276,0.5884115884115884,0.952047952047952,0.7337278106508875,1.2469635627530364,0.07144658896494793
T3,P_north_band_share_35_45,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09286136127890825,5,0.22239232765299413,0.2296424919243237,0.25597276125060986,0.2792491875970047,0.339491071884138,-0.1295309663740859,-0.18638782631809642,0.33253941427009653,0.5764235764235764,0.9370629370629371,0.7276166456494326,1.2622950819672132,0.056856859944010546
T3,P_north_band_share_35_45,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1073469140576335,1,0.19541895551363037,0.2132373818694131,0.22167245100416277,0.2540970955846324,0.3066566823118243,-0.08807204145599687,-0.1467501815269989,0.4224641521802808,0.4435564435564436,0.8191808191808192,0.6324786324786325,1.4259259259259258,0.05867814007100203
T3,P_north_band_share_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06783597028290125,1,0.11334115870091499,0.11463613224082374,0.13938481617958745,0.14894449202082166,0.17721749114337723,-0.04550518841801374,-0.08110852173792041,0.4554446382174249,0.4995004995004995,0.7322677322677322,0.6710875331564986,1.3435172413793102,0.03560333331990667
T3,P_north_band_share_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05248884517874873,5,0.21911376894653206,0.22783639382520524,0.2610345777123976,0.27797958723269933,0.32557430144573435,-0.16662492376778332,-0.2254907420539506,0.1888226603301264,0.7992007992007992,0.995004995004995,0.8854454897620365,1.1079136690647482,0.05886581828616727
T3,P_north_band_share_35_45,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.166660311100627,4,0.18631285846661,0.19698755276224203,0.215848573978957,0.24026022724338594,0.2919789779108918,-0.019652547365982986,-0.07359991614275893,0.6936658348025223,0.1658341658341658,0.33766233766233766,0.3800904977375565,2.2919914953933382,0.053947368776775945
T3,P_north_band_share_35_45,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.048894181030785015,2,0.08611039582923433,0.08876423696983622,0.10098275587516797,0.11282475046008225,0.13838620698973628,-0.03721621479844931,-0.06393056942929723,0.43336396341584577,0.4795204795204795,0.7882117882117882,0.6593406593406594,1.3750000000000002,0.026714354630847925
T3,P_north_band_share_35_45,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.07270962439774324,1,0.21152141015363757,0.21973878661348376,0.24953218262373777,0.2722751586164831,0.3260138451632841,-0.1388117857558943,-0.19956553421873985,0.2670446498579012,0.6563436563436563,0.98001998001998,0.7775147928994083,1.1846153846153846,0.060753748462845536
T3,P_north_band_share_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09245058559225072,3,0.13714783195305844,0.1414069160614143,0.16170603869872407,0.1782772453349804,0.21366023660616373,-0.04469724636080771,-0.08582665974272968,0.5185775975982655,0.2807192807192807,0.6473526473526473,0.4857389801210025,1.730337078651685,0.04112941338192197
T3,P_north_minus_main_35_45,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08748073291656489,5,0.20617565307930596,0.2098630040649656,0.24416306206126515,0.2675651310676746,0.32033593234052,-0.11869492016274108,-0.18008439815110971,0.32695117098213594,0.5984015984015985,0.9240759240759241,0.7367453263867606,1.2311887674676916,0.061389477988368635
T3,P_north_minus_main_35_45,V_pos_centroid_lat,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10672311914541949,5,0.19375215093687206,0.2073911676516814,0.22836012492620716,0.24895502992999013,0.2939218516509415,-0.08702903179145258,-0.14223191078457065,0.42868432574120563,0.4645354645354645,0.8061938061938062,0.6443601241807521,1.3871064178600707,0.05520287899311807
T3,P_north_minus_main_35_45,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03383178325044981,5,0.21972744580022,0.22984734203339888,0.25514314267812527,0.28693942097179653,0.32884419774216106,-0.1858956625497702,-0.2531076377213467,0.1179056650211027,0.9110889110889112,1.0,0.9541569541569542,1.047270955165692,0.06721197517157654
T3,P_north_minus_main_35_45,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20397130817791834,3,0.1693315976707761,0.17412687027087786,0.19149605335729172,0.21618679640792202,0.25339280113786883,0.034639710507142235,-0.01221548823000368,0.9434956785845777,0.0769230769230769,0.07792207792207792,0.2345773038842346,3.0495049504950504,0.046855198737145914
T3,P_north_minus_main_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03541674681587109,5,0.1130575545212742,0.11704083488858337,0.13227778509385194,0.14831644871948088,0.18310768643657346,-0.0776408077054031,-0.11289970190360979,0.23879176666949967,0.8581418581418582,0.98001998001998,0.9209327258107748,1.0731707317073174,0.035258894198206686
T3,P_north_minus_main_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09412604840676952,1,0.21108074231220333,0.21842219091121579,0.2507586445378736,0.26718903025836827,0.3155120126221562,-0.11695469390543381,-0.17306298185159874,0.3522826079938644,0.5394605394605395,0.9070929070929071,0.6923076923076923,1.2833333333333332,0.05610828794616493
T3,P_north_minus_main_35_45,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14801466681413544,1,0.18288368816289424,0.19184826473392586,0.21666143187725628,0.23688212177145515,0.27870313947399106,-0.0348690213487588,-0.08886745495731971,0.6248452424659579,0.2497502497502497,0.47152847152847155,0.4708063021316033,1.88510843373494,0.05399843360856091
T3,P_north_minus_main_35_45,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.027081205035999714,3,0.08653544517566399,0.08923419590885816,0.10008673784073968,0.1124921598105803,0.13586131846651017,-0.05945424013966427,-0.08541095477458059,0.2407385997530881,0.8521478521478522,0.9760239760239761,0.9209176788124156,1.080701754385965,0.02595671463491632
T3,P_north_minus_main_35_45,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.042289595600964784,2,0.19516042707084663,0.20167018047751095,0.22417370649894147,0.24993422873328416,0.29610208713392394,-0.15287083146988184,-0.20764463313231937,0.16920289715937178,0.8511488511488512,0.995004995004995,0.9209176788124156,1.0819701836751503,0.05477380166243753
T3,P_north_minus_main_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08412864464569249,3,0.13271170096574045,0.1403665112121815,0.1559341312344746,0.1704786614922189,0.20777237429303458,-0.04858305632004796,-0.08635001684652642,0.49348489663929196,0.3326673326673326,0.7252747252747253,0.536447845348369,1.6125654450261784,0.03776696052647846
T3,P_total_centroid_lat_10_50,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.049280805119485245,4,0.22438307111605496,0.23620882519048522,0.2573786788205045,0.29024554140186454,0.3304203751626859,-0.17510226599656972,-0.2409647362823793,0.16979005045680493,0.8181818181818182,0.996003996003996,0.9000000000000001,1.1,0.06586247028580958
T3,P_total_centroid_lat_10_50,V_pos_centroid_lat,P→V,lead_lag_yes,,Tier2_main_supported_audit_moderate,stable_lag_dominant,0.42442169804194196,2,0.21102541090078528,0.2216314479995636,0.24684981202992556,0.27174119617913967,0.3236767065140692,0.2133962871411567,0.1526805018628023,1.5618599756297198,0.0009990009990009,0.001998001998001998,0.0161943319838056,16.21052631579101,0.06071578527835439
T3,P_total_centroid_lat_10_50,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15367485963110433,1,0.17957932412700062,0.18411875932686078,0.21571493775438977,0.24152388943003406,0.27886811434469533,-0.025904464495896284,-0.08784902979892972,0.6362718818157393,0.1868131868131868,0.3946053946053946,0.410989010989011,2.2000000000000006,0.06194456530303344
T3,P_total_centroid_lat_10_50,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05701374739390788,5,0.23472476818130908,0.24245235682124244,0.2752990968315612,0.30751979748108516,0.36741067046464365,-0.1777110207874012,-0.2505060500871773,0.1853986242866678,0.7782217782217782,0.994005994005994,0.8729096989966556,1.1216721549366524,0.07279502929977608
T3,P_total_centroid_lat_10_50,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04459030478138158,2,0.08862377222956275,0.09019310035011242,0.10126535296227705,0.11364692630996072,0.1303092306452347,-0.044033467448181166,-0.06905662152857914,0.3923582117809852,0.5954045954045954,0.8631368631368631,0.7367453263867606,1.237386026364341,0.025023154080397972
T3,P_total_centroid_lat_10_50,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12653985188151962,5,0.23226963693617653,0.2353348441237207,0.26997791266768717,0.2968826304622124,0.3539081130728549,-0.10572978505465691,-0.1703427785806928,0.42622854588869513,0.3886113886113886,0.8221778221778222,0.5825242718446602,1.4989891931015549,0.06461299352603589
T3,P_total_centroid_lat_10_50,Jw_axis_lat,P→Jw,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.35894910285421927,2,0.2080361273306936,0.21333053438394087,0.24811267090053218,0.27012879864958417,0.31424800449512585,0.15091297552352567,0.0888203042046351,1.3288072380607385,0.0029970029970029,0.003996003996003996,0.0263736263736263,8.80000000000026,0.06209267131889057
T3,P_total_centroid_lat_10_50,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.046622639672535764,1,0.14023688812772941,0.14678830071754032,0.1690638839519734,0.18552533675083116,0.21973900153825038,-0.09361424845519364,-0.1389026970782954,0.2513006605407867,0.6893106893106893,0.9600399600399601,0.8103347034644744,1.1755725190839694,0.045288448623101746
T3,V_strength,P_main_band_share,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13120015154244155,2,0.22779200118726534,0.2417382405993698,0.2608018910655148,0.2924202131443268,0.35619775405243237,-0.09659184964482379,-0.16122006160188526,0.44866991283426244,0.3626373626373626,0.7812187812187812,0.566966028894963,1.5634517766497464,0.06462821195706148
T3,V_strength,P_south_band_share_18_24,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.25317461822099196,5,0.21243604769776483,0.21478450109419894,0.2525248501886514,0.2732097607772926,0.3347300204803519,0.04073857052322713,-0.020035142556300622,0.9266675447491339,0.0729270729270729,0.0939060939060939,0.2268842268842269,3.1111111111111125,0.06077371307952775
T3,V_strength,P_main_minus_south,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1863399073805091,4,0.22787040669161782,0.23445156404845216,0.27258113940982426,0.29765054304404154,0.3543880918568811,-0.04153049931110872,-0.11131063566353244,0.6260358387887689,0.1718281718281718,0.45754245754245754,0.386299831555306,2.248175182481752,0.06978013635242372
T3,V_strength,P_spread_lat,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.24000510971520367,5,0.19605921670977444,0.19875023482432097,0.23324462257377446,0.2504085348449068,0.2945019275473216,0.043945893005429226,-0.010403425129703159,0.9584541911235309,0.0619380619380619,0.08191808191808192,0.2051282051282051,3.311827956989249,0.054349318135132385
T3,V_strength,P_north_band_share_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22953140871101077,4,0.19767798402552073,0.2008884851972544,0.22703301597408646,0.2527787787048305,0.29548535188971115,0.031853424685490045,-0.02324736999381974,0.9080327466058151,0.0729270729270729,0.0979020979020979,0.2268842268842269,3.1111111111111125,0.055100794679309784
T3,V_strength,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05402351493171729,5,0.20691534242912205,0.21660243166603213,0.23533530526522542,0.26221143023821875,0.3130793325085664,-0.15289182749740476,-0.20818791530650146,0.20603035833577885,0.7812187812187812,0.99000999000999,0.8729096989966556,1.1173690648281998,0.0552960878090967
T3,V_strength,P_total_centroid_lat_10_50,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.24724977209439242,3,0.2152060884710866,0.22070670961739988,0.2536024850849363,0.2754944984151118,0.32140195995576404,0.03204368362330581,-0.028244726320719393,0.8974762600225846,0.0649350649350649,0.1068931068931069,0.2127659574468084,3.276595744680851,0.060288409944025206
T3,V_strength,H_strength,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13734324103795373,1,0.2270781113036727,0.24012508340071834,0.2716809296485681,0.2977000076004709,0.35251317190221637,-0.08973487026571897,-0.16035676656251716,0.4613477915065276,0.3456543456543456,0.7472527472527473,0.5516141889198884,1.595854922279793,0.07062189629679819
