object_name,block_size,applied_weight,weighted_rms_before,weighted_rms_after
P,13,0.2773500981126146,1.0,0.2773500981126146
V,11,0.30151134457776363,1.0,0.30151134457776363
H,11,0.30151134457776363,0.9999999999999999,0.30151134457776363
Je,11,0.30151134457776363,1.0,0.30151134457776363
Jw,11,0.30151134457776363,1.0,0.30151134457776363
