scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,SMOOTH5_BAND_PROM_055,CP001,17,04-18,15,19,17,7.133886742964521,4.754256470035652,6.528065057818924,6.528065057818924,support_floor,support_floor,True,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP002,33,05-04,31,35,33,12.581278187818691,0.2181351188925067,12.461303872427813,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP003,44,05-15,38,48,43,29.17037074045308,27.24240564195889,14.18704763737569,6.528065057818924,support_floor,support_floor,True,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP004,56,05-27,54,58,56,3.1552029820093086,0.06553225512400829,6.528065057818924,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP005,66,06-06,64,68,66,20.163759780189572,6.3551181041386755,16.6684448229133,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP006,83,06-23,73,93,83,60.37754947823497,58.45149493962594,28.2292272614407,6.528065057818924,max_half_width,max_half_width,True,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP007,97,07-07,95,99,97,35.17721997269659,6.263257025413402,31.732428608719218,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP008,114,07-24,110,116,113,29.524618928300885,17.93798073521883,19.65872952393053,6.528065057818924,support_floor,support_floor,True,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP009,127,08-06,125,129,127,7.341666282365475,2.4954660406718734,6.528065057818924,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP010,139,08-18,137,141,139,5.751588487249499,2.9809984215620933,6.528065057818924,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP011,156,09-04,153,162,158,22.813662883626154,16.78155140461366,13.583809611088641,6.528065057818924,support_floor,support_floor,True,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
P_only,P,SMOOTH5_BAND_PROM_055,CP012,167,09-15,165,169,167,6.1414343546850265,0.02579612442892376,6.528065057818924,6.528065057818924,support_floor,support_floor,False,smooth5_candidate_band,band_prominence_ratio,0.55,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
