scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
joint_all,joint_all,DET_WIDTH_16,CP001,16,04-17,14,18,16,1.8893871513437321,0.6650895878128502,1.9062913540695097,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP002,45,05-16,40,48,44,3.711217956015139,2.531267133339165,2.4455843893455564,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP003,57,05-28,55,59,57,0.6402641353782885,0.005320128080236075,1.9062913540695097,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP004,67,06-07,65,69,67,2.261580088378947,0.09833187414486844,2.212414151306513,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP005,80,06-20,75,86,80,5.169094393335747,2.6708128883766413,3.8336879491474267,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP006,96,07-06,94,99,96,3.920243941505593,1.2315012271260568,3.3044933279425646,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP007,113,07-23,108,117,112,5.889721986854356,4.759098565945813,3.51017270388145,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP008,130,08-09,128,132,130,2.184562381311342,0.03781680918527153,2.1656539767187066,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP009,135,08-14,132,137,134,2.2069828612871003,0.9904723492281677,1.9062913540695097,1.9062913540695097,local_valley,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP010,160,09-08,154,164,159,4.172076280440698,2.1014713809953887,3.121340589943004,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
