window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,object,n_bootstrap_group,n_valid_peak,missing_peak_fraction,mean_peak_day,median_peak_day,q25_peak_day,q75_peak_day,std_peak_day,min_peak_day,max_peak_day,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,H,334,334,0.0,114.5059880239521,115.0,114.0,115.0,1.3008290541360044,110.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,Je,334,334,0.0,112.81437125748504,113.0,112.0,114.0,1.7608445778999737,101.0,118.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,Jw,334,334,0.0,107.94011976047904,109.0,105.0,111.0,4.006302240629383,99.0,131.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,P,334,334,0.0,113.53592814371258,114.0,112.0,115.0,2.3729385631007385,102.0,120.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,V,334,334,0.0,113.58682634730539,113.0,112.0,115.0,2.6126178212023463,106.0,125.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,low,H,333,333,0.0,114.69069069069069,115.0,114.0,116.0,2.0023639200947994,108.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,low,Je,333,333,0.0,108.44144144144144,108.0,107.0,109.0,2.124234878633419,101.0,119.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,low,Jw,333,333,0.0,106.82882882882883,108.0,104.0,109.0,3.500104664202374,100.0,120.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,low,P,333,333,0.0,111.38438438438439,112.0,110.0,113.0,4.401122118278063,99.0,134.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,low,V,333,333,0.0,114.84984984984985,115.0,113.0,116.0,2.8625608282548884,107.0,123.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,mid,H,333,333,0.0,114.54054054054055,115.0,114.0,115.0,1.7256941179895013,108.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,mid,Je,333,332,0.003003003003003003,110.37349397590361,110.0,108.0,112.0,2.4920942957311154,101.0,116.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,mid,Jw,333,333,0.0,107.47447447447448,108.0,105.0,110.0,3.5025950074543406,99.0,130.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,mid,P,333,333,0.0,112.48048048048048,113.0,111.0,114.0,3.1167653544126863,100.0,125.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,mid,V,333,333,0.0,114.31831831831832,114.0,113.0,115.0,3.010152629049809,100.0,124.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,H,334,334,0.0,114.08682634730539,114.0,113.0,115.0,1.9883157463772507,108.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,Je,334,334,0.0,108.95508982035928,108.0,107.0,110.75,2.436167883351236,101.0,119.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,Jw,334,334,0.0,108.41017964071857,109.0,108.0,110.0,3.19478055435035,100.0,130.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P,334,334,0.0,111.80239520958084,112.0,110.25,113.0,3.1741060474876552,99.0,128.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,V,334,334,0.0,114.062874251497,114.0,112.25,115.0,3.1363794091202744,100.0,124.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,H,333,333,0.0,115.01201201201201,115.0,114.0,116.0,1.4332034553522364,110.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Je,333,332,0.003003003003003003,112.33132530120481,113.0,111.75,114.0,2.3842092666949704,101.0,118.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Jw,333,333,0.0,106.4024024024024,106.0,103.0,109.0,3.6603040223975594,100.0,118.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P,333,333,0.0,113.14414414414415,114.0,112.0,115.0,3.4348852952039137,99.0,127.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,V,333,333,0.0,114.26726726726727,114.0,113.0,115.0,2.7491582573828275,106.0,125.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,H,333,333,0.0,114.63963963963964,115.0,114.0,116.0,1.499755759991868,109.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,Je,333,333,0.0,110.36036036036036,110.0,108.0,112.0,2.464663982056796,103.0,118.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,Jw,333,333,0.0,107.42942942942943,108.0,104.0,110.0,3.947544452389248,99.0,131.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P,333,333,0.0,112.45945945945945,112.0,111.0,114.0,3.774798607371386,100.0,134.0,strict_99,direction_specific_99,stable,False
W113,W113_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,V,333,333,0.0,114.42342342342343,114.0,113.0,116.0,2.723888795928024,108.0,123.0,strict_99,direction_specific_99,stable,False
W113,W113_Jw_vs_H_delta_peak,Jw-H,original_priority,True,high,H,334,334,0.0,115.18263473053892,115.0,114.0,116.0,1.6547858352281872,109.0,122.0,strict_99,direction_specific_99,stable,False
W113,W113_Jw_vs_H_delta_peak,Jw-H,original_priority,True,high,Je,334,333,0.0029940119760479044,110.46846846846847,110.0,108.0,113.0,2.766472526107496,104.0,118.0,strict_99,direction_specific_99,stable,False
W113,W113_Jw_vs_H_delta_peak,Jw-H,original_priority,True,high,Jw,334,334,0.0,105.81437125748504,105.0,103.0,108.0,3.5150858997718664,100.0,118.0,strict_99,direction_specific_99,stable,False
