window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,pair_name,object_A,object_B,n_valid_bootstrap,median_delta_B_minus_A,mean_delta_B_minus_A,q25_delta_B_minus_A,q75_delta_B_minus_A,prob_A_earlier,prob_B_earlier,prob_same_or_near,dominant_order_label,near_day_threshold,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,P-V,P,V,334,0.0,0.05089820359281437,-3.0,2.0,0.38922155688622756,0.4880239520958084,0.12275449101796407,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,P-H,P,H,334,1.0,0.9700598802395209,-1.0,2.0,0.5449101796407185,0.2634730538922156,0.19161676646706588,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,P-Je,P,Je,334,-1.0,-0.7215568862275449,-2.0,1.0,0.2844311377245509,0.5419161676646707,0.17365269461077845,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,P-Jw,P,Jw,334,-5.0,-5.595808383233533,-9.0,-2.0,0.05389221556886228,0.8802395209580839,0.0658682634730539,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,V-H,V,H,334,1.0,0.9191616766467066,0.0,2.0,0.5778443113772455,0.2245508982035928,0.19760479041916168,A_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,V-Je,V,Je,334,-1.0,-0.7724550898203593,-2.0,1.0,0.3023952095808383,0.5089820359281437,0.18862275449101795,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,V-Jw,V,Jw,334,-6.0,-5.6467065868263475,-9.0,-2.0,0.0688622754491018,0.874251497005988,0.05688622754491018,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,H-Je,H,Je,334,-2.0,-1.6916167664670658,-3.0,-1.0,0.09281437125748503,0.7784431137724551,0.12874251497005987,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,H-Jw,H,Jw,334,-6.0,-6.565868263473054,-10.0,-4.0,0.02694610778443114,0.9550898203592815,0.017964071856287425,B_earlier,0.0,strict_99,direction_specific_99,stable,False
W113,W113_H_vs_Je_delta_peak,H-Je,original_priority,True,high,Je-Jw,Je,Jw,334,-4.0,-4.874251497005988,-8.0,-2.0,0.08982035928143713,0.8502994011976048,0.059880239520958084,B_earlier,0.0,strict_99,direction_specific_99,stable,False
