window_id,basis,object_A,object_B,baseline_config,metric_family,metric_name,median,q025,q975,P_positive,P_negative,decision
W045,profile,H,Je,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,0.39123165845607843,-1.952893584034958,2.2111932977991953,0.644,0.356,unresolved
W045,profile,H,Je,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,-3.574583208466642,-6.611187367283958,0.004792706887862301,0.027,0.973,B_direction_tendency
W045,profile,H,Je,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.03938662576354551,-0.00982176891175956,0.09272622275872278,0.946,0.054,A_direction_tendency
W045,profile,H,Je,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,-0.30522746217691366,-0.4778111399820292,-0.1523744358407484,0.0,1.0,B_direction_supported
W045,profile,H,Je,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,0.4016838712665951,-1.9806739409759395,2.2303274344254143,0.648,0.352,unresolved
W045,profile,H,Je,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,-3.6180680929386995,-6.647281484061378,-0.024013119109836018,0.023,0.977,B_direction_supported
W045,profile,H,Je,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,0.03469006943195031,-0.02219920982465329,0.096959370930595,0.893,0.107,A_direction_tendency
W045,profile,H,Je,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,-0.27643373568054963,-0.4482303562585697,-0.09466090763864739,0.001,0.999,B_direction_supported
W045,profile,H,Je,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,0.2279447722883603,-1.6665566852454994,1.8945018893858854,0.588,0.412,unresolved
W045,profile,H,Je,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,-3.5274719561648595,-6.6081268491874585,0.09994804105711795,0.029,0.971,B_direction_tendency
W045,profile,H,Je,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.017862662721276665,-0.05776728833939345,0.08704061521088705,0.68,0.32,unresolved
W045,profile,H,Je,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,-0.24392026419067553,-0.5347993187547644,-0.014984700134284995,0.018,0.982,B_direction_supported
