window_id,object_A,object_B,baseline,branch,range_name,range_start,range_end,mean_delta_observed,area_A_ahead_observed,area_B_ahead_observed,area_balance_observed,duration_A_ahead,duration_B_ahead,crossing_count_full,crossing_days_full,initial_leader_full,final_leader_full,mean_delta_median,mean_delta_q025,mean_delta_q975,P_A_ahead_mean,P_B_ahead_mean,mean_delta_decision,area_balance_median,area_balance_q025,area_balance_q975,P_A_ahead_area,P_B_ahead_area,area_balance_decision,state_progress_decision
W045,P,H,C0_full_stage,dist,late,46,53,0.08918912715655303,0.7135130172524242,0.0,0.7135130172524242,8,0,6,19;23;45;55;65;68,B,B,0.060047332831078784,-0.08090563937391089,0.16093939144132674,0.837,0.163,A_direction_tendency,0.4803786626486303,-0.6472451149912871,1.287515131530614,0.837,0.163,A_direction_tendency,A_direction_tendency
W045,P,H,C0_full_stage,dist,system_window,40,48,-0.0347896425157676,0.35959736840079415,0.6727041510427025,-0.3131067826419084,4,5,6,19;23;45;55;65;68,B,B,-0.0454909680833831,-0.2568908363678071,0.11669961813932687,0.308,0.692,unresolved,-0.40941871275044794,-2.3120175273102634,1.050296563253942,0.308,0.692,unresolved,unresolved
W045,P,H,C0_full_stage,dist,pre_anchor,30,45,-0.19146012974273768,0.03219593293417178,3.095558008817975,-3.063362075883803,1,15,6,19;23;45;55;65;68,B,B,-0.18519448717867354,-0.33192934708303024,-0.06586710376493711,0.001,0.999,B_direction_supported,-2.9631117948587766,-5.310869553328484,-1.0538736602389938,0.001,0.999,B_direction_supported,B_direction_supported
W045,P,H,C0_full_stage,dist,post_anchor,46,53,0.08918912715655303,0.7135130172524242,0.0,0.7135130172524242,8,0,6,19;23;45;55;65;68,B,B,0.060047332831078784,-0.08090563937391089,0.16093939144132674,0.837,0.163,A_direction_tendency,0.4803786626486303,-0.6472451149912871,1.287515131530614,0.837,0.163,A_direction_tendency,A_direction_tendency
W045,P,Je,C0_full_stage,dist,full_analysis,0,74,-0.04669544705205735,1.1280423946680846,4.443419135364157,-3.315376740696072,20,51,7,20;23;44;56;66;68;72,B,A,-0.0504318243604943,-0.08614836817260998,-0.01758481030850794,0.001,0.999,B_direction_supported,-3.5806595295950956,-6.11653414025531,-1.248521531904064,0.001,0.999,B_direction_supported,B_direction_supported
W045,P,Je,C0_full_stage,dist,early,30,39,-0.20695627217285914,0.0,2.0695627217285915,-2.0695627217285915,0,10,7,20;23;44;56;66;68;72,B,A,-0.198844029992773,-0.2883390148890819,-0.07988595284467992,0.001,0.999,B_direction_supported,-1.98844029992773,-2.883390148890819,-0.7988595284467992,0.001,0.999,B_direction_supported,B_direction_supported
W045,P,Je,C0_full_stage,dist,core,40,45,-0.039117637579297725,0.06419507011276837,0.2989008955885547,-0.23470582547578633,2,4,7,20;23;44;56;66;68;72,B,A,-0.03832477449593649,-0.21679193024651663,0.11546760687675985,0.324,0.676,unresolved,-0.22994864697561893,-1.3007515814790997,0.6928056412605591,0.324,0.676,unresolved,unresolved
W045,P,Je,C0_full_stage,dist,late,46,53,0.11046322579635473,0.8837058063708378,0.0,0.8837058063708378,8,0,7,20;23;44;56;66;68;72,B,A,0.08465434300768304,-0.03491730912995256,0.16622034163613797,0.946,0.054,A_direction_tendency,0.6772347440614643,-0.2793384730396205,1.3297627330891038,0.946,0.054,A_direction_tendency,A_direction_tendency
W045,P,Je,C0_full_stage,dist,system_window,40,48,0.014652689673641257,0.430775102651326,0.2989008955885547,0.1318742070627713,5,4,7,20;23;44;56;66;68;72,B,A,0.006316732898214586,-0.16167064867134054,0.13491702344887624,0.529,0.471,unresolved,0.05685059608393128,-1.4550358380420647,1.2142532110398858,0.529,0.471,unresolved,unresolved
W045,P,Je,C0_full_stage,dist,pre_anchor,30,45,-0.14401678420027364,0.06419507011276837,2.3684636173171465,-2.3042685472043782,2,14,7,20;23;44;56;66;68;72,B,A,-0.13778607746095095,-0.24193529251632953,-0.033376906087785395,0.004,0.996,B_direction_supported,-2.204577239375215,-3.8709646802612725,-0.5340304974045664,0.004,0.996,B_direction_supported,B_direction_supported
W045,P,Je,C0_full_stage,dist,post_anchor,46,53,0.11046322579635473,0.8837058063708378,0.0,0.8837058063708378,8,0,7,20;23;44;56;66;68;72,B,A,0.08465434300768304,-0.03491730912995256,0.16622034163613797,0.946,0.054,A_direction_tendency,0.6772347440614643,-0.2793384730396205,1.3297627330891038,0.946,0.054,A_direction_tendency,A_direction_tendency
W045,P,Jw,C0_full_stage,dist,full_analysis,0,74,0.006077484703255942,2.407877817831389,1.9763764039002172,0.4315014139311717,30,41,7,16;23;39;56;66;68;71,B,A,-0.0018983454912600045,-0.03010495912842275,0.02586487372072707,0.446,0.554,unresolved,-0.13478252987946027,-2.137452098118016,1.8364060341716217,0.446,0.554,unresolved,unresolved
W045,P,Jw,C0_full_stage,dist,early,30,39,-0.04577507176959921,0.00223750098424208,0.4599882186802342,-0.4577507176959921,1,9,7,16;23;39;56;66;68;71,B,A,-0.039093464677652984,-0.12417096171824941,0.059156104523748726,0.2,0.8,B_direction_tendency,-0.3909346467765298,-1.2417096171824942,0.5915610452374873,0.2,0.8,B_direction_tendency,B_direction_tendency
W045,P,Jw,C0_full_stage,dist,core,40,45,0.13623036749365625,0.8173822049619375,0.0,0.8173822049619375,6,0,7,16;23;39;56;66;68;71,B,A,0.12872932644243495,-0.00986058716478872,0.2531685870120269,0.967,0.033,A_direction_tendency,0.7723759586546097,-0.059163522988732314,1.5190115220721612,0.967,0.033,A_direction_tendency,A_direction_tendency
W045,P,Jw,C0_full_stage,dist,late,46,53,0.15392683738314783,1.2314146990651826,0.0,1.2314146990651826,8,0,7,16;23;39;56;66;68;71,B,A,0.12345326387867556,0.019068261908195976,0.21157320177596742,0.98,0.02,A_direction_supported,0.9876261110294045,0.1525460952655678,1.6925856142077393,0.98,0.02,A_direction_supported,A_direction_supported
W045,P,Jw,C0_full_stage,dist,system_window,40,48,0.16101652888924647,1.4491487600032182,0.0,1.4491487600032182,9,0,7,16;23;39;56;66;68;71,B,A,0.14343104079348895,0.012983531252523077,0.25532488982288853,0.985,0.015,A_direction_supported,1.2908793671414005,0.11685178127270769,2.297924008405997,0.985,0.015,A_direction_supported,A_direction_supported
W045,P,Jw,C0_full_stage,dist,pre_anchor,30,45,0.022476967954121588,0.8196197059461795,0.4599882186802342,0.3596314872659453,7,9,7,16;23;39;56;66;68;71,B,A,0.02463036227417269,-0.059748170165918296,0.10594783030555643,0.718,0.282,unresolved,0.3940857963867631,-0.9559707226546927,1.695165284888903,0.718,0.282,unresolved,unresolved
W045,P,Jw,C0_full_stage,dist,post_anchor,46,53,0.15392683738314783,1.2314146990651826,0.0,1.2314146990651826,8,0,7,16;23;39;56;66;68;71,B,A,0.12345326387867556,0.019068261908195976,0.21157320177596742,0.98,0.02,A_direction_supported,0.9876261110294045,0.1525460952655678,1.6925856142077393,0.98,0.02,A_direction_supported,A_direction_supported
W045,V,H,C0_full_stage,dist,full_analysis,0,74,-0.09317047777753149,0.20706859477913397,6.822172516983869,-6.615103922204735,6,65,6,19;21;22;25;64;65,B,B,-0.08420313377760621,-0.13567995662699828,-0.033316215578064044,0.0,1.0,B_direction_supported,-5.978422498210042,-9.633276920516877,-2.365451306042546,0.0,1.0,B_direction_supported,B_direction_supported
W045,V,H,C0_full_stage,dist,early,30,39,-0.18409929889874485,0.0,1.8409929889874486,-1.8409929889874486,0,10,6,19;21;22;25;64;65,B,B,-0.17998196246577342,-0.32099955243156303,-0.026600972852886613,0.015,0.985,B_direction_supported,-1.7998196246577343,-3.20999552431563,-0.2660097285288661,0.015,0.985,B_direction_supported,B_direction_supported
W045,V,H,C0_full_stage,dist,core,40,45,-0.21066030614650688,0.0,1.2639618368790413,-1.2639618368790413,0,6,6,19;21;22;25;64;65,B,B,-0.20632938811926704,-0.40586565697020077,-0.017473848044391546,0.016,0.984,B_direction_supported,-1.2379763287156025,-2.4351939418212045,-0.10484308826634929,0.016,0.984,B_direction_supported,B_direction_supported
W045,V,H,C0_full_stage,dist,late,46,53,-0.026001476523047587,0.0,0.2080118121843807,-0.2080118121843807,0,8,6,19;21;22;25;64;65,B,B,-0.02637958168927127,-0.17823692731807922,0.12698126916944252,0.372,0.628,unresolved,-0.21103665351417017,-1.4258954185446338,1.0158501533555402,0.372,0.628,unresolved,unresolved
W045,V,H,C0_full_stage,dist,system_window,40,48,-0.15207585401977697,0.0,1.3686826861779926,-1.3686826861779926,0,9,6,19;21;22;25;64;65,B,B,-0.14701490923365962,-0.3332507950020125,0.0341766938189638,0.056,0.944,B_direction_tendency,-1.3231341831029366,-2.999257155018112,0.30759024437067417,0.056,0.944,B_direction_tendency,B_direction_tendency
W045,V,H,C0_full_stage,dist,pre_anchor,30,45,-0.19405967661665563,0.0,3.10495482586649,-3.10495482586649,0,16,6,19;21;22;25;64;65,B,B,-0.18688034629074946,-0.330357815204243,-0.04944108327546635,0.003,0.997,B_direction_supported,-2.9900855406519913,-5.285725043267888,-0.7910573324074616,0.003,0.997,B_direction_supported,B_direction_supported
W045,V,H,C0_full_stage,dist,post_anchor,46,53,-0.026001476523047587,0.0,0.2080118121843807,-0.2080118121843807,0,8,6,19;21;22;25;64;65,B,B,-0.02637958168927127,-0.17823692731807922,0.12698126916944252,0.372,0.628,unresolved,-0.21103665351417017,-1.4258954185446338,1.0158501533555402,0.372,0.628,unresolved,unresolved
W045,V,Je,C0_full_stage,dist,full_analysis,0,74,-0.06921018246411687,0.2662290614589318,5.18015201641123,-4.913922954952298,9,62,6,19;21;22;26;50;53,B,B,-0.06041768611045659,-0.10541675532352682,-0.013411236774510721,0.008,0.992,B_direction_supported,-4.289655713842418,-7.484589627970403,-0.9521978109902614,0.008,0.992,B_direction_supported,B_direction_supported
W045,V,Je,C0_full_stage,dist,early,30,39,-0.14877018529407682,0.0,1.4877018529407682,-1.4877018529407682,0,10,6,19;21;22;26;50;53,B,B,-0.1427892807339527,-0.2508241306509987,-0.00709613291999537,0.022,0.978,B_direction_supported,-1.4278928073395267,-2.5082413065099862,-0.0709613291999537,0.022,0.978,B_direction_supported,B_direction_supported
W045,V,Je,C0_full_stage,dist,core,40,45,-0.1430265740410495,0.0,0.858159444246297,-0.858159444246297,0,6,6,19;21;22;26;50;53,B,B,-0.13768982792841533,-0.29052861078134806,0.014112314842442032,0.041,0.959,B_direction_tendency,-0.8261389675704919,-1.7431716646880882,0.08467388905465219,0.041,0.959,B_direction_tendency,B_direction_tendency
W045,V,Je,C0_full_stage,dist,late,46,53,-0.004727377883245884,0.054534167599538774,0.09235319066550585,-0.03781902306596707,3,5,6,19;21;22;26;50;53,B,B,-0.0026255466491132903,-0.13490653328335026,0.13114512377646553,0.481,0.519,unresolved,-0.021004373192906323,-1.079252266266802,1.0491609902117243,0.481,0.519,unresolved,unresolved
W045,V,Je,C0_full_stage,dist,system_window,40,48,-0.10263352183036809,0.0,0.9237016964733128,-0.9237016964733128,0,9,6,19;21;22;26;50;53,B,B,-0.09702309217236874,-0.2454296047637626,0.04812692095427583,0.112,0.888,B_direction_tendency,-0.8732078295513186,-2.2088664428738634,0.43314228858848247,0.112,0.888,B_direction_tendency,B_direction_tendency
W045,V,Je,C0_full_stage,dist,pre_anchor,30,45,-0.14661633107419159,0.0,2.3458612971870654,-2.3458612971870654,0,16,6,19;21;22;26;50;53,B,B,-0.1400398017415817,-0.24182356558346185,-0.01566154549271412,0.011,0.989,B_direction_supported,-2.240636827865307,-3.8691770493353896,-0.25058472788342584,0.011,0.989,B_direction_supported,B_direction_supported
W045,V,Je,C0_full_stage,dist,post_anchor,46,53,-0.004727377883245884,0.054534167599538774,0.09235319066550585,-0.03781902306596707,3,5,6,19;21;22;26;50;53,B,B,-0.0026255466491132903,-0.13490653328335026,0.13114512377646553,0.481,0.519,unresolved,-0.021004373192906323,-1.079252266266802,1.0491609902117243,0.481,0.519,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,full_analysis,0,74,-0.016437250708803565,1.076750526073461,2.2437953263985144,-1.1670448003250535,36,35,8,9;16;18;25;30;39;40;53,B,B,-0.01019285071580097,-0.052053188262067285,0.03279584712846743,0.328,0.672,unresolved,-0.7236924008218689,-3.6957763666067773,2.328505146121188,0.328,0.672,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,early,30,39,0.012411015109183141,0.13570643115367673,0.011596280061845321,0.1241101510918314,9,1,8,9;16;18;25;30;39;40;53,B,B,0.014518307162584593,-0.09481942688228939,0.14920410052632563,0.594,0.406,unresolved,0.14518307162584593,-0.9481942688228941,1.4920410052632564,0.594,0.406,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,core,40,45,0.03232143103190447,0.19392858619142683,0.0,0.19392858619142683,6,0,8,9;16;18;25;30;39;40;53,B,B,0.03367634266393875,-0.12083018510066079,0.18641622644776587,0.664,0.336,unresolved,0.20205805598363252,-0.7249811106039648,1.1184973586865954,0.664,0.336,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,late,46,53,0.038736233703547215,0.32679401225060434,0.016904142622226614,0.3098898696283777,7,1,8,9;16;18;25;30;39;40;53,B,B,0.03260290370412742,-0.09298903484447273,0.17190289036583029,0.703,0.297,unresolved,0.26082322963301935,-0.7439122787557818,1.3752231229266423,0.703,0.297,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,system_window,40,48,0.043730317385237104,0.3935728564671339,0.0,0.3935728564671339,9,0,8,9;16;18;25;30;39;40;53,B,B,0.04168770845129682,-0.10292221581462412,0.18756992752642979,0.714,0.286,unresolved,0.37518937606167135,-0.926299942331617,1.688129347737868,0.714,0.286,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,pre_anchor,30,45,0.01987742108020364,0.3296350173451036,0.011596280061845321,0.31803873728325827,15,1,8,9;16;18;25;30;39;40;53,B,B,0.02479357461999914,-0.08209837927682895,0.14367543460374832,0.657,0.343,unresolved,0.39669719391998626,-1.3135740684292632,2.298806953659973,0.657,0.343,unresolved,unresolved
W045,V,Jw,C0_full_stage,dist,post_anchor,46,53,0.038736233703547215,0.32679401225060434,0.016904142622226614,0.3098898696283777,7,1,8,9;16;18;25;30;39;40;53,B,B,0.03260290370412742,-0.09298903484447273,0.17190289036583029,0.703,0.297,unresolved,0.26082322963301935,-0.7439122787557818,1.3752231229266423,0.703,0.297,unresolved,unresolved
W045,H,Je,C0_full_stage,dist,full_analysis,0,74,0.023960295313414603,1.8573202315327255,0.1561392642802888,1.7011809672524367,59,12,6,16;22;32;34;63;67,A,A,0.024849649602432022,0.003662494415464038,0.04491118924163544,0.992,0.008,A_direction_supported,1.7643251217726734,0.26003710349794645,3.1886944361561156,0.992,0.008,A_direction_supported,A_direction_supported
W045,H,Je,C0_full_stage,dist,early,30,39,0.035329113604668054,0.3593061377147792,0.006015001668098652,0.35329113604668055,8,2,6,16;22;32;34;63;67,A,A,0.035977208981657155,-0.021960759337908278,0.11594115935448279,0.873,0.127,A_direction_tendency,0.35977208981657155,-0.21960759337908278,1.159411593544828,0.873,0.127,A_direction_tendency,A_direction_tendency
W045,H,Je,C0_full_stage,dist,core,40,45,0.06763373210545741,0.4058023926327444,0.0,0.4058023926327444,6,0,6,16;22;32;34;63;67,A,A,0.06960350674064002,-0.012852709059221918,0.15586658479722632,0.954,0.046,A_direction_tendency,0.4176210404438401,-0.0771162543553315,0.935199508783358,0.954,0.046,A_direction_tendency,A_direction_tendency
W045,H,Je,C0_full_stage,dist,late,46,53,0.021274098639801703,0.17019278911841362,0.0,0.17019278911841362,8,0,6,16;22;32;34;63;67,A,A,0.026733385878007034,-0.04283009903073116,0.0861048406628848,0.762,0.238,unresolved,0.21386708702405627,-0.34264079224584926,0.6888387253030784,0.762,0.238,unresolved,unresolved
W045,H,Je,C0_full_stage,dist,system_window,40,48,0.049442332189408855,0.4449809897046797,0.0,0.4449809897046797,9,0,6,16;22;32;34;63;67,A,A,0.052402947099690074,-0.025354322522377362,0.1322935484605213,0.908,0.092,A_direction_tendency,0.47162652389721066,-0.22818890270139625,1.1906419361446916,0.908,0.092,A_direction_tendency,A_direction_tendency
W045,H,Je,C0_full_stage,dist,pre_anchor,30,45,0.04744334554246406,0.7651085303475236,0.006015001668098652,0.7590935286794249,14,2,6,16;22;32;34;63;67,A,A,0.04763620944756327,-0.010685869458106966,0.11809004890923055,0.957,0.043,A_direction_tendency,0.7621793511610124,-0.17097391132971146,1.8894407825476889,0.957,0.043,A_direction_tendency,A_direction_tendency
W045,H,Je,C0_full_stage,dist,post_anchor,46,53,0.021274098639801703,0.17019278911841362,0.0,0.17019278911841362,8,0,6,16;22;32;34;63;67,A,A,0.026733385878007034,-0.04283009903073116,0.0861048406628848,0.762,0.238,unresolved,0.21386708702405627,-0.34264079224584926,0.6888387253030784,0.762,0.238,unresolved,unresolved
W045,H,Jw,C0_full_stage,dist,full_analysis,0,74,0.0767332270687279,5.491268969409728,0.043209847530047696,5.44805912187968,66,5,4,20;21;63;67,A,A,0.0742279375744698,0.04715519805211789,0.1052750372590122,1.0,0.0,A_direction_supported,5.270183567787356,3.34801906170037,7.474527645389866,1.0,0.0,A_direction_supported,A_direction_supported
W045,H,Jw,C0_full_stage,dist,early,30,39,0.196510314007928,1.9651031400792802,0.0,1.9651031400792802,10,0,4,20;21;63;67,A,A,0.1948718857755205,0.09350024966160371,0.3078517510228545,1.0,0.0,A_direction_supported,1.9487188577552053,0.9350024966160371,3.078517510228545,1.0,0.0,A_direction_supported,A_direction_supported
W045,H,Jw,C0_full_stage,dist,core,40,45,0.2429817371784114,1.4578904230704683,0.0,1.4578904230704683,6,0,4,20;21;63;67,A,A,0.2404071835630292,0.11104346129319857,0.3698181545780212,1.0,0.0,A_direction_supported,1.4424431013781753,0.6662607677591914,2.218908927468127,1.0,0.0,A_direction_supported,A_direction_supported
W045,H,Jw,C0_full_stage,dist,late,46,53,0.0647377102265948,0.5179016818127584,0.0,0.5179016818127584,8,0,4,20;21;63;67,A,A,0.06373510909993288,-0.029808594803085373,0.1574805048808127,0.903,0.097,A_direction_tendency,0.509880872799463,-0.23846875842468299,1.2598440390465016,0.903,0.097,A_direction_tendency,A_direction_tendency
W045,H,Jw,C0_full_stage,dist,system_window,40,48,0.19580617140501402,1.7622555426451263,0.0,1.7622555426451263,9,0,4,20;21;63;67,A,A,0.1931616764579046,0.07873856340479984,0.3059094743477896,0.999,0.001,A_direction_supported,1.7384550881211414,0.7086470706431985,2.753185269130107,0.999,0.001,A_direction_supported,A_direction_supported
W045,H,Jw,C0_full_stage,dist,pre_anchor,30,45,0.21393709769685926,3.422993563149748,0.0,3.422993563149748,16,0,4,20;21;63;67,A,A,0.20925422942776478,0.11870044019372815,0.3142554308013394,1.0,0.0,A_direction_supported,3.3480676708442365,1.8992070430996504,5.02808689282143,1.0,0.0,A_direction_supported,A_direction_supported
W045,H,Jw,C0_full_stage,dist,post_anchor,46,53,0.0647377102265948,0.5179016818127584,0.0,0.5179016818127584,8,0,4,20;21;63;67,A,A,0.06373510909993288,-0.029808594803085373,0.1574805048808127,0.903,0.097,A_direction_tendency,0.509880872799463,-0.23846875842468299,1.2598440390465016,0.903,0.097,A_direction_tendency,A_direction_tendency
W045,Je,Jw,C0_full_stage,dist,full_analysis,0,74,0.05277293175531329,3.955026212510444,0.2081480578832,3.746878154627244,56,15,8,23;27;53;54;58;64;66;70,A,A,0.04929264341724808,0.02569752885085552,0.07237926122676307,1.0,0.0,A_direction_supported,3.499777682624614,1.824524548410742,5.138927547100178,1.0,0.0,A_direction_supported,A_direction_supported
W045,Je,Jw,C0_full_stage,dist,early,30,39,0.16118120040325995,1.6118120040325994,0.0,1.6118120040325994,10,0,8,23;27;53;54;58;64;66;70,A,A,0.159148128317548,0.07183606215086956,0.23464666418462593,1.0,0.0,A_direction_supported,1.5914812831754797,0.7183606215086955,2.346466641846259,1.0,0.0,A_direction_supported,A_direction_supported
W045,Je,Jw,C0_full_stage,dist,core,40,45,0.17534800507295398,1.0520880304377238,0.0,1.0520880304377238,6,0,8,23;27;53;54;58;64;66;70,A,A,0.16970591250530853,0.0794310941749351,0.2621301243689226,0.999,0.001,A_direction_supported,1.0182354750318512,0.4765865650496106,1.5727807462135355,0.999,0.001,A_direction_supported,A_direction_supported
W045,Je,Jw,C0_full_stage,dist,late,46,53,0.0434636115867931,0.35262739045364566,0.004918497759300866,0.3477088926943448,7,1,8,23;27;53;54;58;64;66;70,A,A,0.03869225519577563,-0.0313525504574401,0.1088724176362086,0.86,0.14,A_direction_tendency,0.309538041566205,-0.2508204036595208,0.8709793410896688,0.86,0.14,A_direction_tendency,A_direction_tendency
W045,Je,Jw,C0_full_stage,dist,system_window,40,48,0.14636383921560517,1.3172745529404466,0.0,1.3172745529404466,9,0,8,23;27;53;54;58;64;66;70,A,A,0.14110971531964994,0.061145247867901965,0.227076878911725,0.998,0.002,A_direction_supported,1.2699874378768496,0.5503072308111177,2.043691910205525,0.998,0.002,A_direction_supported,A_direction_supported
W045,Je,Jw,C0_full_stage,dist,pre_anchor,30,45,0.1664937521543952,2.6639000344703234,0.0,2.6639000344703234,16,0,8,23;27;53;54;58;64;66;70,A,A,0.16258628547299142,0.0904139034198,0.22574559934034116,1.0,0.0,A_direction_supported,2.6013805675678627,1.4466224547168,3.6119295894454586,1.0,0.0,A_direction_supported,A_direction_supported
W045,Je,Jw,C0_full_stage,dist,post_anchor,46,53,0.0434636115867931,0.35262739045364566,0.004918497759300866,0.3477088926943448,7,1,8,23;27;53;54;58;64;66;70,A,A,0.03869225519577563,-0.0313525504574401,0.1088724176362086,0.86,0.14,A_direction_tendency,0.309538041566205,-0.2508204036595208,0.8709793410896688,0.86,0.14,A_direction_tendency,A_direction_tendency
W045,P,V,C0_full_stage,pattern,full_analysis,0,74,0.031317830854992686,5.4932519364514,3.269685945746918,2.223565990704482,37,34,5,17;18;24;52;67,B,A,0.029801808493329997,-0.004366724928597887,0.07990786751536123,0.949,0.051,A_direction_tendency,2.1159284030264303,-0.3100374699304504,5.673458593590645,0.949,0.051,A_direction_tendency,A_direction_tendency
W045,P,V,C0_full_stage,pattern,early,30,39,0.14110859596313205,1.4110859596313206,0.0,1.4110859596313206,10,0,5,17;18;24;52;67,B,A,0.13534652882747844,-0.011497489739712293,0.3567012286897273,0.96,0.04,A_direction_tendency,1.3534652882747844,-0.11497489739712294,3.567012286897273,0.96,0.04,A_direction_tendency,A_direction_tendency
W045,P,V,C0_full_stage,pattern,core,40,45,0.30094908008469307,1.8056944805081585,0.0,1.8056944805081585,6,0,5,17;18;24;52;67,B,A,0.29282390103634925,-0.010823997163182464,0.7500484611099035,0.97,0.03,A_direction_tendency,1.7569434062180957,-0.06494398297909479,4.500290766659422,0.97,0.03,A_direction_tendency,A_direction_tendency
W045,P,V,C0_full_stage,pattern,late,46,53,0.08903129008909916,0.7861919632459953,0.07394164253320201,0.7122503207127933,6,2,5,17;18;24;52;67,B,A,0.08209048072866987,-0.18049755108247473,0.3700811751059271,0.768,0.232,unresolved,0.6567238458293589,-1.4439804086597978,2.9606494008474167,0.768,0.232,unresolved,unresolved
W045,P,V,C0_full_stage,pattern,system_window,40,48,0.24706288785605374,2.2235659907044836,0.0,2.2235659907044836,9,0,5,17;18;24;52;67,B,A,0.23510315589182615,-0.034448607770050085,0.6303842881767387,0.949,0.051,A_direction_tendency,2.1159284030264356,-0.3100374699304508,5.67345859359065,0.949,0.051,A_direction_tendency,A_direction_tendency
W045,P,V,C0_full_stage,pattern,pre_anchor,30,45,0.2010487775087174,3.2167804401394786,0.0,3.2167804401394786,16,0,5,17;18;24;52;67,B,A,0.1934479374172739,0.03825690932108035,0.4296421028828629,0.993,0.007,A_direction_supported,3.0951669986763823,0.6121105491372855,6.874273646125807,0.993,0.007,A_direction_supported,A_direction_supported
