window_id,object,baseline,branch,n_positive_pulses,growth_center_positive,primary_pulse_start,primary_pulse_end,primary_pulse_area,secondary_pulse_start,secondary_pulse_end,secondary_pulse_area,secondary_primary_area_ratio,early_positive_area,core_positive_area,late_positive_area,pre_anchor_positive_area,post_anchor_positive_area,growth_pulse_structure,early_positive_area_median,early_positive_area_q025,early_positive_area_q975,early_positive_area_P_positive,early_positive_area_P_negative,early_positive_area_decision,core_positive_area_median,core_positive_area_q025,core_positive_area_q975,core_positive_area_P_positive,core_positive_area_P_negative,core_positive_area_decision,late_positive_area_median,late_positive_area_q025,late_positive_area_q975,late_positive_area_P_positive,late_positive_area_P_negative,late_positive_area_decision,pre_anchor_positive_area_median,pre_anchor_positive_area_q025,pre_anchor_positive_area_q975,pre_anchor_positive_area_P_positive,pre_anchor_positive_area_P_negative,pre_anchor_positive_area_decision,post_anchor_positive_area_median,post_anchor_positive_area_q025,post_anchor_positive_area_q975,post_anchor_positive_area_P_positive,post_anchor_positive_area_P_negative,post_anchor_positive_area_decision,growth_center_positive_median,growth_center_positive_q025,growth_center_positive_q975,growth_center_positive_P_positive,growth_center_positive_P_negative,growth_center_positive_decision,secondary_primary_area_ratio_median,secondary_primary_area_ratio_q025,secondary_primary_area_ratio_q975,secondary_primary_area_ratio_P_positive,secondary_primary_area_ratio_P_negative,secondary_primary_area_ratio_decision
W045,H,C0_full_stage,dist,3,38.673876674752144,21,43,0.6642789176005367,48,62,0.3162739367427302,0.47611617403899176,0.3844996374966226,0.02653851520148054,0.15413359211714284,0.4110381526981031,0.15413359211714284,multi_pulse_candidate,0.3777360071623934,0.2293331909963838,0.531355882889271,1.0,0.0,A_direction_supported,0.036069058807035814,0.0,0.1283396738328831,0.955,0.0,A_direction_tendency,0.1622761236627931,0.06284673110692857,0.2689937639172088,1.0,0.0,A_direction_supported,0.4246229395469124,0.27644312482297373,0.5632335297273707,1.0,0.0,A_direction_supported,0.1622761236627931,0.06284673110692857,0.2689937639172088,1.0,0.0,A_direction_supported,38.75525526058357,36.91149756656652,40.37243388240578,1.0,0.0,A_direction_supported,0.4516368737109644,0.00095411963474049,0.7778119930987075,0.982,0.0,A_direction_supported
W045,H,C0_full_stage,pattern,6,48.56360727550423,62,74,0.9759304572024385,32,43,0.8823082227521942,0.9040687440797597,0.6117997824450379,0.2705084403071564,0.04654655175137312,0.8823082227521942,0.04654655175137312,multi_pulse_candidate,0.6167474865654918,0.28094311483719697,1.0342851809840314,1.0,0.0,A_direction_supported,0.28376343124000764,0.11361291459028666,0.49670573475746443,1.0,0.0,A_direction_supported,0.05672140768780659,0.0,0.25807523507589025,0.849,0.0,A_direction_tendency,0.9029178718341008,0.5548034660868464,1.3554756976277926,1.0,0.0,A_direction_supported,0.05672140768780659,0.0,0.25807523507589025,0.849,0.0,A_direction_tendency,47.93156537369978,43.066139206239434,51.67043957520568,1.0,0.0,A_direction_supported,0.7965197132786861,0.47167361489139,0.9854288867630858,1.0,0.0,A_direction_supported
W045,H,C1_buffered_stage,dist,3,37.48755880194915,20,43,0.6826342823971717,48,62,0.2999903024008024,0.4394597665785871,0.34985330691931843,0.023273558109455306,0.14096024427858178,0.37312686502877374,0.14096024427858178,multi_pulse_candidate,0.3449776161252553,0.21010970077319788,0.48132056287189057,1.0,0.0,A_direction_supported,0.03189429164016333,0.0,0.11594621052709006,0.95,0.0,A_direction_tendency,0.1485698354229722,0.05960788926790064,0.2456068023029995,1.0,0.0,A_direction_supported,0.38617248944934635,0.25095152531037396,0.5113440481705201,1.0,0.0,A_direction_supported,0.1485698354229722,0.05960788926790064,0.2456068023029995,1.0,0.0,A_direction_supported,37.40073843874211,35.28451028024077,39.228976097116046,1.0,0.0,A_direction_supported,0.4123597413060708,0.00030571832202852094,0.7072696491918379,0.98,0.0,A_direction_supported
W045,H,C1_buffered_stage,pattern,6,48.58152708683923,62,74,0.9782045799388346,32,43,0.883203717235928,0.9028824188199499,0.6129624568273215,0.2702412604086065,0.04733438392944378,0.8832037172359282,0.04733438392944378,multi_pulse_candidate,0.6164635112049068,0.2720529126151434,1.0935833625159925,1.0,0.0,A_direction_supported,0.2818678082032044,0.10885518366011392,0.54295668540564,1.0,0.0,A_direction_supported,0.057709398738392925,0.0,0.24408033174875104,0.852,0.0,A_direction_tendency,0.9046301888919172,0.5347355050576527,1.4116990580279352,1.0,0.0,A_direction_supported,0.057709398738392925,0.0,0.24408033174875104,0.852,0.0,A_direction_tendency,47.94724521123338,43.06000497594955,51.70706351485499,1.0,0.0,A_direction_supported,0.7967640530568849,0.4692554194568473,0.9843860476298613,1.0,0.0,A_direction_supported
W045,H,C2_immediate_pre,dist,3,44.12207110556851,30,43,0.5294446229862945,48,62,0.4575234439489838,0.8641573152039124,0.490302524846147,0.039142098140147574,0.21383078505527942,0.5294446229862946,0.21383078505527942,multi_pulse_candidate,0.487733649297727,0.3329626213912242,0.6777726961530668,1.0,0.0,A_direction_supported,0.05118689982403296,0.0,0.1757206164150706,0.954,0.0,A_direction_tendency,0.22460889892082625,0.08920876697907576,0.36345089484135257,1.0,0.0,A_direction_supported,0.5532789920140486,0.38555331844358026,0.7112315363336106,1.0,0.0,A_direction_supported,0.22460889892082625,0.08920876697907576,0.36345089484135257,1.0,0.0,A_direction_supported,43.89084837087867,41.35794184684036,46.58125368691459,1.0,0.0,A_direction_supported,0.7255047905847931,0.00036080902154648754,0.9865638011181064,0.98,0.0,A_direction_supported
W045,H,C2_immediate_pre,pattern,6,48.62575145240887,62,74,1.0874872479015356,32,43,0.9807054052389156,0.9018086484520429,0.6801555984387515,0.3005498068001641,0.05388704011388412,0.9807054052389156,0.05388704011388412,multi_pulse_candidate,0.6847964800090076,0.32354151186824437,1.1562478827405684,1.0,0.0,A_direction_supported,0.31322000083153106,0.11500518614082986,0.6295085868250754,1.0,0.0,A_direction_supported,0.06635678627953134,0.0,0.27157267083580805,0.858,0.0,A_direction_tendency,1.0002338461133655,0.6162908967389271,1.5854877030247734,1.0,0.0,A_direction_supported,0.06635678627953134,0.0,0.27157267083580805,0.858,0.0,A_direction_tendency,47.992352482728776,43.08295352403042,51.76521090347431,1.0,0.0,A_direction_supported,0.796971070464936,0.46289789424382843,0.9854969895644767,1.0,0.0,A_direction_supported
W045,Je,C0_full_stage,dist,2,40.286521620525114,22,63,0.911469718787492,9,10,0.0007639520709293579,0.0008381540880432391,0.2907119336443474,0.08444872455034869,0.14831903650996692,0.3751606581946961,0.14831903650996692,early_dominant,0.2834246959378679,0.16419305730073605,0.3929543417754126,1.0,0.0,A_direction_supported,0.08484160212447533,0.028536434109965345,0.1457213756143269,1.0,0.0,A_direction_supported,0.14758264268334736,0.06159669545123329,0.2349738587464206,1.0,0.0,A_direction_supported,0.36754561174882905,0.25821922951349896,0.4780910899083844,1.0,0.0,A_direction_supported,0.14758264268334736,0.06159669545123329,0.2349738587464206,1.0,0.0,A_direction_supported,40.06140899499539,38.23481413951505,41.78877602741265,1.0,0.0,A_direction_supported,0.018386169740003188,0.0,0.7744171587561108,0.818,0.0,A_direction_tendency
W045,Je,C0_full_stage,pattern,5,36.32977397819178,27,39,1.1367434754813537,13,22,0.5948498906314946,0.5232929886662473,1.04592647243838,0.0,0.07688886933476713,1.04592647243838,0.07688886933476713,multi_pulse_candidate,1.038995664926408,0.5792341563693473,1.5449155375372818,1.0,0.0,A_direction_supported,0.0011136805548683792,0.0,0.11969988564029888,0.509,0.0,unresolved,0.0999790069658798,0.0,0.357342934157037,0.937,0.0,A_direction_tendency,1.0599644068630556,0.6258925203456445,1.5507311129993508,1.0,0.0,A_direction_supported,0.0999790069658798,0.0,0.357342934157037,0.937,0.0,A_direction_tendency,36.46325081303513,32.676483903957646,39.8749753679335,1.0,0.0,A_direction_supported,0.5112513907791983,0.20545628603605806,0.9581127164718994,1.0,0.0,A_direction_supported
W045,Je,C1_buffered_stage,dist,2,38.38708096556293,20,62,0.9365836914418029,9,9,0.0005839014439227297,0.0006234375520930283,0.2703953700436698,0.08178647621563162,0.13957739751158926,0.35218184625930143,0.13957739751158926,early_dominant,0.2652660959785982,0.15506281756444185,0.363084577043273,1.0,0.0,A_direction_supported,0.08099834319865262,0.027786776521407125,0.1371931975197574,1.0,0.0,A_direction_supported,0.1377357185161165,0.0596805291196835,0.21472572642859708,1.0,0.0,A_direction_supported,0.3433372729366816,0.2414159913306026,0.44716528245450476,1.0,0.0,A_direction_supported,0.1377357185161165,0.0596805291196835,0.21472572642859708,1.0,0.0,A_direction_supported,38.478975877257355,36.49981680314982,40.335706334839294,1.0,0.0,A_direction_supported,0.01497048392954926,0.0,0.720899435497768,0.763,0.0,unresolved
W045,Je,C1_buffered_stage,pattern,5,35.950585977339514,27,39,0.979301542851427,13,22,0.532077382222063,0.5433233370314277,0.8993946909865715,0.0,0.06564587860203097,0.8993946909865714,0.06564587860203097,multi_pulse_candidate,0.8934506585213957,0.5159763376120414,1.293353743002341,1.0,0.0,A_direction_supported,0.0006691096697023502,0.0,0.10572078567000531,0.509,0.0,unresolved,0.08373866054949552,0.0,0.30788526663705384,0.937,0.0,A_direction_tendency,0.9105519143188874,0.5408824975991797,1.303737979640068,1.0,0.0,A_direction_supported,0.08373866054949552,0.0,0.30788526663705384,0.937,0.0,A_direction_tendency,36.06574857630097,32.26234230236207,39.442781034757346,1.0,0.0,A_direction_supported,0.5250255411981676,0.19867110764311574,0.9532272870765472,1.0,0.0,A_direction_supported
