window_id,object,baseline,branch,n_positive_pulses,growth_center_positive,primary_pulse_start,primary_pulse_end,primary_pulse_area,secondary_pulse_start,secondary_pulse_end,secondary_pulse_area,secondary_primary_area_ratio,early_positive_area,core_positive_area,late_positive_area,pre_anchor_positive_area,post_anchor_positive_area,growth_pulse_structure,early_positive_area_median,early_positive_area_q025,early_positive_area_q975,early_positive_area_P_positive,early_positive_area_P_negative,early_positive_area_decision,core_positive_area_median,core_positive_area_q025,core_positive_area_q975,core_positive_area_P_positive,core_positive_area_P_negative,core_positive_area_decision,late_positive_area_median,late_positive_area_q025,late_positive_area_q975,late_positive_area_P_positive,late_positive_area_P_negative,late_positive_area_decision,pre_anchor_positive_area_median,pre_anchor_positive_area_q025,pre_anchor_positive_area_q975,pre_anchor_positive_area_P_positive,pre_anchor_positive_area_P_negative,pre_anchor_positive_area_decision,post_anchor_positive_area_median,post_anchor_positive_area_q025,post_anchor_positive_area_q975,post_anchor_positive_area_P_positive,post_anchor_positive_area_P_negative,post_anchor_positive_area_decision,growth_center_positive_median,growth_center_positive_q025,growth_center_positive_q975,growth_center_positive_P_positive,growth_center_positive_P_negative,growth_center_positive_decision,secondary_primary_area_ratio_median,secondary_primary_area_ratio_q025,secondary_primary_area_ratio_q975,secondary_primary_area_ratio_P_positive,secondary_primary_area_ratio_P_negative,secondary_primary_area_ratio_decision
W045,Je,C2_immediate_pre,dist,2,44.711808656098334,30,63,0.8989792181985113,8,10,0.0008051560468742003,0.0008956336593494054,0.37330528092460963,0.09839056577840571,0.1927678558376148,0.47169584670301534,0.1927678558376148,early_dominant,0.3721511715661722,0.2523035603532546,0.4660912480635789,1.0,0.0,A_direction_supported,0.09852717236898251,0.03093530775701271,0.1829891089007257,1.0,0.0,A_direction_supported,0.18865150324362825,0.09101048844962568,0.293482598898006,1.0,0.0,A_direction_supported,0.46828166349396994,0.3574207291481582,0.5616847284724956,1.0,0.0,A_direction_supported,0.18865150324362825,0.09101048844962568,0.293482598898006,1.0,0.0,A_direction_supported,44.67823397519515,42.61758773132765,46.773191067863664,1.0,0.0,A_direction_supported,0.006526051833556954,0.0,0.96334176524062,0.792,0.0,unresolved
W045,Je,C2_immediate_pre,pattern,5,36.89800876533419,27,39,1.5231098537072758,12,22,0.7510377968668207,0.4930949629396604,1.4048160807366503,0.0,0.10436667398617638,1.4048160807366503,0.10436667398617638,multi_pulse_candidate,1.4017315142639917,0.8099974487406262,2.527857574260961,1.0,0.0,A_direction_supported,0.0038026584874823466,0.0,0.17035446854819933,0.532,0.0,unresolved,0.13014033666964547,0.0,0.4781725783853872,0.939,0.0,A_direction_tendency,1.4332770842225702,0.9042967515680077,2.5417236888790984,1.0,0.0,A_direction_supported,0.13014033666964547,0.0,0.4781725783853872,0.939,0.0,A_direction_tendency,36.984337425352855,33.15551835064859,40.37231367516852,1.0,0.0,A_direction_supported,0.5026474774319316,0.2194687769143223,0.957139798472595,1.0,0.0,A_direction_supported
W045,Jw,C0_full_stage,dist,2,43.3614909375801,21,62,0.9470337284253055,5,5,0.0009096071401808459,0.0009604801950330836,0.1861414053476128,0.13063975046946424,0.2920807230255845,0.31678115581707705,0.2920807230255845,late_dominant,0.1830657570547066,0.07906656870497215,0.2950568263211945,1.0,0.0,A_direction_supported,0.12872100535661116,0.05877427241650845,0.20494330214354212,1.0,0.0,A_direction_supported,0.2883962302534739,0.20837159023391824,0.3573431849895686,1.0,0.0,A_direction_supported,0.3121680056177388,0.21123576515332892,0.4164083031091982,1.0,0.0,A_direction_supported,0.2883962302534739,0.20837159023391824,0.3573431849895686,1.0,0.0,A_direction_supported,43.18550240035627,41.508506868825016,44.989676273327554,1.0,0.0,A_direction_supported,0.0038907006086737824,0.0,0.608361373604731,0.737,0.0,unresolved
W045,Jw,C0_full_stage,pattern,3,39.6216694141191,26,74,1.1369150731759785,17,22,0.07430048619580057,0.0653527145068468,0.6994711283330857,0.12245121582639196,0.22235589282086488,0.8219223441594776,0.22235589282086488,early_dominant,0.7052549349419024,0.34742220409696634,1.000928991842091,1.0,0.0,A_direction_supported,0.13644706079396252,0.004913446200226055,0.39241067935742135,0.986,0.0,A_direction_supported,0.22399430139139614,0.09554537598382828,0.3763876559196301,1.0,0.0,A_direction_supported,0.8425762663249645,0.6272148173067369,1.0532391047018943,1.0,0.0,A_direction_supported,0.22399430139139614,0.09554537598382828,0.3763876559196301,1.0,0.0,A_direction_supported,39.17527774384324,37.04225101955404,41.39433827752032,1.0,0.0,A_direction_supported,0.20721004193245712,0.012771677162541835,0.8747237535235636,0.996,0.0,A_direction_supported
W045,Jw,C1_buffered_stage,dist,2,42.65667634015395,18,62,0.9367681369578501,5,5,0.0009849680490357504,0.0010514534068530867,0.18305023740444906,0.12361848571781742,0.28265609275428294,0.30666872312226645,0.28265609275428294,late_dominant,0.18064081645919522,0.08004512357853351,0.2854514139318548,1.0,0.0,A_direction_supported,0.12097358639777203,0.05289592626664679,0.19712552276843787,1.0,0.0,A_direction_supported,0.27785421254828435,0.20061167173318484,0.3427973829377762,1.0,0.0,A_direction_supported,0.30393363744294694,0.20729077675312366,0.39876524295996896,1.0,0.0,A_direction_supported,0.27785421254828435,0.20061167173318484,0.3427973829377762,1.0,0.0,A_direction_supported,42.33652453136923,40.47224269921771,43.86154809799521,1.0,0.0,A_direction_supported,0.00469385928522118,0.0,0.7212593278409654,0.735,0.0,unresolved
W045,Jw,C1_buffered_stage,pattern,3,39.296207214032876,26,74,1.051285935820229,17,22,0.07297604868939442,0.06941598494082148,0.6586486786208331,0.11117594554043286,0.2003042530280591,0.769824624161266,0.2003042530280591,early_dominant,0.6618525934522026,0.33577399578687517,0.9089554513727011,1.0,0.0,A_direction_supported,0.12412578418227954,0.00417640758851679,0.37035743583021447,0.985,0.0,A_direction_supported,0.20230792837190031,0.08693534763501716,0.3445093160805223,1.0,0.0,A_direction_supported,0.7933544280565641,0.5982795715334366,0.9627397695539253,1.0,0.0,A_direction_supported,0.20230792837190031,0.08693534763501716,0.3445093160805223,1.0,0.0,A_direction_supported,38.83723830530262,36.54248782665729,41.12473131935696,1.0,0.0,A_direction_supported,0.2085278201284389,0.012920074721020825,0.8589579088752219,0.995,0.0,A_direction_supported
W045,Jw,C2_immediate_pre,dist,2,46.64266963593613,30,62,0.952986141341372,5,5,0.0005066116578661406,0.0005316044335682167,0.2318329964611341,0.18220509701099757,0.32700518295685616,0.41403809347213166,0.32700518295685616,late_dominant,0.23703249357683942,0.13968721568123058,0.3327443325145683,1.0,0.0,A_direction_supported,0.17469500928441212,0.08384050994726658,0.2732242599973178,1.0,0.0,A_direction_supported,0.3188578976348826,0.21991376040398533,0.4108356182842375,1.0,0.0,A_direction_supported,0.4125852760246959,0.32211286497732133,0.5064019422119929,1.0,0.0,A_direction_supported,0.3188578976348826,0.21991376040398533,0.4108356182842375,1.0,0.0,A_direction_supported,46.16346702088759,44.54834524626128,47.80151783478282,1.0,0.0,A_direction_supported,0.0031251709259410747,0.0,0.1302332907277592,0.78,0.0,unresolved
W045,Jw,C2_immediate_pre,pattern,4,40.03547312206561,29,74,1.117263454740426,17,22,0.06900329367089496,0.06176098697054984,0.6697949835360391,0.1303660214266873,0.22445790008449296,0.8001610049627264,0.22445790008449296,early_dominant,0.6861487825495189,0.3407779732038866,0.956536270308667,1.0,0.0,A_direction_supported,0.14549561879114445,0.008752018711957655,0.41719908446205833,0.989,0.0,A_direction_supported,0.22332385816524208,0.09857515867823859,0.40936831173372384,1.0,0.0,A_direction_supported,0.8347588429291575,0.6451370858407108,1.0473361570569102,1.0,0.0,A_direction_supported,0.22332385816524208,0.09857515867823859,0.40936831173372384,1.0,0.0,A_direction_supported,39.632598071511765,37.04187298134692,41.99915187417963,1.0,0.0,A_direction_supported,0.1576977548212336,0.014035782383585119,0.8992225824683163,0.997,0.0,A_direction_supported
W045,P,C0_full_stage,dist,5,41.726134065158355,24,54,0.8601721493442718,61,64,0.08937682514736778,0.10390574167682795,0.24457060967862568,0.3297155053473322,0.1857210366760873,0.5742861150259578,0.1857210366760873,core_dominant,0.24263828309872337,0.11563091236049013,0.37948545827190805,1.0,0.0,A_direction_supported,0.29851835577982255,0.17011790524431517,0.41623536183559195,1.0,0.0,A_direction_supported,0.17303112750843214,0.06534933129149684,0.32825591785680514,1.0,0.0,A_direction_supported,0.5454763075464455,0.37578203330501236,0.6870178046726488,1.0,0.0,A_direction_supported,0.17303112750843214,0.06534933129149684,0.32825591785680514,1.0,0.0,A_direction_supported,41.750098119271826,39.54728974628976,44.18182437463415,1.0,0.0,A_direction_supported,0.15569541815440943,0.061962002527495064,0.39927332439063073,1.0,0.0,A_direction_supported
W045,P,C0_full_stage,pattern,5,37.688380167416035,32,49,1.1313237673809573,21,29,0.31881897309428375,0.2818105499828379,0.1977660024208546,0.6482319001438019,0.287712043854048,0.8459979025646567,0.287712043854048,multi_pulse_candidate,0.2527259749823535,0.03756202057994431,0.657271225423343,0.998,0.0,A_direction_supported,0.6378103650953781,0.2725514631074702,1.0802256737069087,1.0,0.0,A_direction_supported,0.32236125374000674,0.07867650140728483,0.6693887600955952,0.997,0.0,A_direction_supported,0.9022640885674403,0.5154549651673956,1.4114164842531585,1.0,0.0,A_direction_supported,0.32236125374000674,0.07867650140728483,0.6693887600955952,0.997,0.0,A_direction_supported,39.092728795706904,35.205134630695746,43.94862518997975,1.0,0.0,A_direction_supported,0.2997047656532721,0.11292245389878383,0.7967636467627858,1.0,0.0,A_direction_supported
W045,P,C1_buffered_stage,dist,5,40.05020267242193,24,54,0.8585758640389509,19,20,0.06339439864241032,0.07383668851834195,0.24817871944445283,0.32562555147139827,0.16582947326337072,0.5738042709158511,0.16582947326337072,core_dominant,0.24734349710745926,0.1153491049543063,0.3971878282508237,1.0,0.0,A_direction_supported,0.2843095313701558,0.15653901596353034,0.4008427885692071,1.0,0.0,A_direction_supported,0.1527072015028645,0.05024727490848915,0.31235023931606265,1.0,0.0,A_direction_supported,0.5344364925874332,0.3718611601291199,0.6795377777767875,1.0,0.0,A_direction_supported,0.1527072015028645,0.05024727490848915,0.31235023931606265,1.0,0.0,A_direction_supported,40.1777465590762,37.69648839511236,42.811566108379964,1.0,0.0,A_direction_supported,0.14631651633782772,0.05527030159882374,0.4598388669179836,1.0,0.0,A_direction_supported
W045,P,C1_buffered_stage,pattern,5,37.6285137869097,32,49,1.1084673911093852,21,29,0.31518331447127934,0.28434153047644917,0.19392576971448106,0.634371262758573,0.28251526697400253,0.8282970324730541,0.28251526697400253,multi_pulse_candidate,0.24890007286989763,0.03948192766852283,0.6462655509924761,0.998,0.0,A_direction_supported,0.6180450294182904,0.23776787440120975,1.1343694053099882,1.0,0.0,A_direction_supported,0.31026651333122557,0.07732889381530055,0.6481177553162846,0.997,0.0,A_direction_supported,0.880997007978114,0.4754502310009181,1.48841006824844,1.0,0.0,A_direction_supported,0.31026651333122557,0.07732889381530055,0.6481177553162846,0.997,0.0,A_direction_supported,38.93174658241256,35.19526657930927,43.655379106992406,1.0,0.0,A_direction_supported,0.30429550356473,0.11360340107669363,0.8123055941926944,1.0,0.0,A_direction_supported
W045,P,C2_immediate_pre,dist,6,43.64965967275959,31,54,0.8426082348894611,61,63,0.07247254134276004,0.08600977102041671,0.2623379775060787,0.3793066869388326,0.1929351016344314,0.6416446644449113,0.1929351016344314,core_dominant,0.28113390019867235,0.1702370781529651,0.4169265497642994,1.0,0.0,A_direction_supported,0.32189306522770333,0.1763912301946792,0.45046814451006134,1.0,0.0,A_direction_supported,0.1747246307636784,0.05448629306887998,0.3602043381171099,1.0,0.0,A_direction_supported,0.6116600164082749,0.42072958209549427,0.7437444102551212,1.0,0.0,A_direction_supported,0.1747246307636784,0.05448629306887998,0.3602043381171099,1.0,0.0,A_direction_supported,43.08480154279566,40.08355072492155,46.07787150240859,1.0,0.0,A_direction_supported,0.14379571418421966,0.030732275516982845,0.34607285228853846,1.0,0.0,A_direction_supported
W045,P,C2_immediate_pre,pattern,5,37.859768495819274,32,49,1.2725374874918571,21,29,0.33421554430412875,0.2626370913149758,0.23439677915602825,0.7268229570687954,0.3153770259615406,0.9612197362248236,0.3153770259615406,multi_pulse_candidate,0.2968882703491299,0.06277356875233851,0.7425567012351865,0.999,0.0,A_direction_supported,0.6971182946420384,0.27502872914849974,1.3724947629248063,1.0,0.0,A_direction_supported,0.3439280816318205,0.06524162527867212,0.76555171867102,0.997,0.0,A_direction_supported,1.0038683075042187,0.5809121798826548,1.7460250965131257,1.0,0.0,A_direction_supported,0.3439280816318205,0.06524162527867212,0.76555171867102,0.997,0.0,A_direction_supported,39.292789466881985,35.45259856853876,43.93163567115416,1.0,0.0,A_direction_supported,0.27892967056725815,0.10852993296273167,0.7450567212580909,1.0,0.0,A_direction_supported
W045,V,C0_full_stage,dist,6,40.6828985935164,27,52,0.7022828154071535,61,64,0.17188384768183218,0.24475018313267607,0.18397823328737453,0.21102237934993234,0.209311809959548,0.3950006126373069,0.209311809959548,core_dominant,0.1945844733381054,0.082385133999092,0.333611497723889,1.0,0.0,A_direction_supported,0.20648909440182553,0.07416279137911919,0.3413259291063414,1.0,0.0,A_direction_supported,0.2246287930049494,0.07577463930192524,0.3950296253420132,1.0,0.0,A_direction_supported,0.4004706029193335,0.2522314804408046,0.5627978516940697,1.0,0.0,A_direction_supported,0.2246287930049494,0.07577463930192524,0.3950296253420132,1.0,0.0,A_direction_supported,40.70255997420562,37.45670216971932,43.63613814276206,1.0,0.0,A_direction_supported,0.39432542694580863,0.126720246688484,0.9395713028050784,1.0,0.0,A_direction_supported
W045,V,C0_full_stage,pattern,7,40.81728182091999,37,55,1.274072898811182,6,9,0.13954721075026988,0.10952843505303288,0.12417902199713651,0.5881437329645933,0.6008670311550537,0.7123227549617298,0.6008670311550537,late_dominant,0.1805744298780329,0.05357470659920565,0.3899750461620873,1.0,0.0,A_direction_supported,0.5797306223998953,0.2556085021726064,1.0415621192650095,1.0,0.0,A_direction_supported,0.6292285783432757,0.32532601458001575,1.0234493016932797,1.0,0.0,A_direction_supported,0.7763473438927017,0.44661285349412844,1.2613754192311675,1.0,0.0,A_direction_supported,0.6292285783432757,0.32532601458001575,1.0234493016932797,1.0,0.0,A_direction_supported,40.58014477389726,37.31636310448427,44.418664121661614,1.0,0.0,A_direction_supported,0.1943489922977386,0.07732825049061763,0.5760366570129752,1.0,0.0,A_direction_supported
W045,V,C1_buffered_stage,dist,4,38.657575387022824,22,52,0.8028749153623295,56,63,0.1456678439075293,0.18143279995463657,0.1731200298858468,0.21889954374123582,0.23040929176302738,0.3920195736270826,0.23040929176302738,late_dominant,0.1836250910975758,0.07666834315229917,0.3180654983217204,1.0,0.0,A_direction_supported,0.20725623912027702,0.06834078576280993,0.3436837321840864,1.0,0.0,A_direction_supported,0.23867890877841869,0.08629008872161327,0.3952228709296472,1.0,0.0,A_direction_supported,0.3910256829478653,0.22981183445782086,0.5664247009538029,1.0,0.0,A_direction_supported,0.23867890877841869,0.08629008872161327,0.3952228709296472,1.0,0.0,A_direction_supported,39.209621427727015,36.00204955795034,42.05377934037728,1.0,0.0,A_direction_supported,0.3503106514433182,0.10217307136191985,0.9076695776356515,1.0,0.0,A_direction_supported
W045,V,C1_buffered_stage,pattern,7,40.86937772595274,37,55,1.2104657991440309,6,9,0.13156351354937385,0.10868833604584921,0.11808569990971185,0.5565652102848504,0.571914303151174,0.6746509101945624,0.571914303151174,late_dominant,0.17011022750714383,0.051422717407267476,0.36466125132678207,1.0,0.0,A_direction_supported,0.5530122092718501,0.22679209812623233,1.07449170185843,1.0,0.0,A_direction_supported,0.5980571430362518,0.30049227993942806,0.9791222260814527,1.0,0.0,A_direction_supported,0.7327876312956262,0.3979575433774905,1.2881942823526147,1.0,0.0,A_direction_supported,0.5980571430362518,0.30049227993942806,0.9791222260814527,1.0,0.0,A_direction_supported,40.65403866096415,37.36629847840267,44.392485506018026,1.0,0.0,A_direction_supported,0.19239468227809414,0.07599245949594363,0.582660002750013,1.0,0.0,A_direction_supported
W045,V,C2_immediate_pre,dist,5,42.91104625903161,30,52,0.7885841918523088,61,63,0.11786228706505542,0.1494606261231387,0.20666983271419292,0.31672195377898166,0.26519240535913424,0.5233917864931745,0.26519240535913424,core_dominant,0.24542463193712205,0.14297794592376764,0.37683693290404563,1.0,0.0,A_direction_supported,0.2762578307725203,0.11613494445773224,0.4412686331756622,1.0,0.0,A_direction_supported,0.2619344813127251,0.096577716911066,0.4660012108145075,1.0,0.0,A_direction_supported,0.5250310809525676,0.3796718157612588,0.6891444651608677,1.0,0.0,A_direction_supported,0.2619344813127251,0.096577716911066,0.4660012108145075,1.0,0.0,A_direction_supported,42.67468638455311,39.00219676113482,46.14747584316267,1.0,0.0,A_direction_supported,0.24038779233193217,0.05825201283861783,0.606867320845079,1.0,0.0,A_direction_supported
W045,V,C2_immediate_pre,pattern,7,40.84058520372109,37,55,1.1960521907197177,6,9,0.13143809912092863,0.10989328069524834,0.1176566469418829,0.5515468682854012,0.5634932557386164,0.669203515227284,0.5634932557386164,late_dominant,0.17112542048670282,0.05188693835003606,0.36549726974384567,1.0,0.0,A_direction_supported,0.5488365434352489,0.22190535557885088,1.1289048496769658,1.0,0.0,A_direction_supported,0.5924209647563285,0.2961325542483957,0.9416881920605311,1.0,0.0,A_direction_supported,0.7293958888195886,0.3985089678107409,1.303484775499669,1.0,0.0,A_direction_supported,0.5924209647563285,0.2961325542483957,0.9416881920605311,1.0,0.0,A_direction_supported,40.62323133675703,37.452767600719596,44.47968276939046,1.0,0.0,A_direction_supported,0.19413754412151668,0.07782424004674586,0.5782220822970877,1.0,0.0,A_direction_supported
