window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
S4,P_main_band_share,V_strength,P,V,False,1,,False,0.0352370478220954,0.1814166797745619,lagged_direct_edge_control,source(t-tau)->target(t),0.6517126340983938,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_strength,P,V,False,2,,False,-0.004325479468853701,0.8697322204662516,lagged_direct_edge_control,source(t-tau)->target(t),0.9592761449424337,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_strength,P,V,False,3,,False,-0.021406660887331428,0.41695619007646184,lagged_direct_edge_control,source(t-tau)->target(t),0.7849786463542191,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_strength,P,V,False,4,,False,-0.014824758545455771,0.5740462585363794,lagged_direct_edge_control,source(t-tau)->target(t),0.8570352410070777,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_strength,P,V,False,5,,False,0.011216812005196045,0.6706239464789322,lagged_direct_edge_control,source(t-tau)->target(t),0.8920344326713497,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,0.049498436813543725,0.060490646196073125,lagged_direct_edge_control,source(t-tau)->target(t),0.6261314306064926,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,0.022064653180834354,0.40294206215923595,lagged_direct_edge_control,source(t-tau)->target(t),0.7756634696565292,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,0.013293331602498017,0.6143630441720317,lagged_direct_edge_control,source(t-tau)->target(t),0.8704988090092033,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,0.013160218714329243,0.6179135735911452,lagged_direct_edge_control,source(t-tau)->target(t),0.8705499413532652,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,0.016696031722118875,0.5268358119156218,lagged_direct_edge_control,source(t-tau)->target(t),0.8269459525558379,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_NS_diff,P,V,False,1,,False,-0.024021923511710105,0.36267811010165,lagged_direct_edge_control,source(t-tau)->target(t),0.7437117554574566,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_NS_diff,P,V,False,2,,False,0.01045775712126974,0.6919322096452507,lagged_direct_edge_control,source(t-tau)->target(t),0.8924418784369231,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_NS_diff,P,V,False,3,,False,0.03620245086454049,0.17018487515947098,lagged_direct_edge_control,source(t-tau)->target(t),0.6503721812673099,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_NS_diff,P,V,False,4,,False,0.04016424840613541,0.12805250080283478,lagged_direct_edge_control,source(t-tau)->target(t),0.6261314306064926,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,V_NS_diff,P,V,False,5,,False,-0.00850111462799062,0.747294995855045,lagged_direct_edge_control,source(t-tau)->target(t),0.917780064068195,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_strength,P,H,False,1,,False,0.0025201725206666697,0.9239036436122644,lagged_direct_edge_control,source(t-tau)->target(t),0.9832837672169227,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_strength,P,H,False,2,,False,0.03543230456938689,0.17915923269652914,lagged_direct_edge_control,source(t-tau)->target(t),0.6517126340983938,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_strength,P,H,False,3,,False,-0.009942793792242416,0.7063803435588518,lagged_direct_edge_control,source(t-tau)->target(t),0.9018775682024965,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_strength,P,H,False,4,,False,-0.015313942465766325,0.5617469950617631,lagged_direct_edge_control,source(t-tau)->target(t),0.8539885216141314,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_strength,P,H,False,5,,False,-0.029345792792732243,0.26609828599124663,lagged_direct_edge_control,source(t-tau)->target(t),0.6852698334891636,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_centroid_lat,P,H,False,1,,False,-0.021973168793486833,0.4048956202668582,lagged_direct_edge_control,source(t-tau)->target(t),0.7759815921655364,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_centroid_lat,P,H,False,2,,False,-0.00212731005662434,0.9357380598811805,lagged_direct_edge_control,source(t-tau)->target(t),0.9872421392019718,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_centroid_lat,P,H,False,3,,False,0.006210808380807617,0.8138988377153608,lagged_direct_edge_control,source(t-tau)->target(t),0.9461777910098266,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_centroid_lat,P,H,False,4,,False,0.018932492460086783,0.47298651456453117,lagged_direct_edge_control,source(t-tau)->target(t),0.8048610303087049,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_centroid_lat,P,H,False,5,,False,0.025529433171305918,0.33316745152248467,lagged_direct_edge_control,source(t-tau)->target(t),0.7336509546583636,False,graph_selected_and_window_BH_q_le_alpha
S4,P_main_band_share,H_west_extent_lon,P,H,False,1,,False,0.04727292733634089,0.07322047142524571,lagged_direct_edge_control,source(t-tau)->target(t),0.6261314306064926,False,graph_selected_and_window_BH_q_le_alpha
