window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window_tau0,tau0_supported,support_rule
T2,P_main_band_share,V_strength,P,V,False,0,,False,0.10315705042096954,0.07062773302280317,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.49028551654730634,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,0,,False,0.04426029095361918,0.44270935568438513,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.816177969942057,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_NS_diff,P,V,False,0,,False,0.007881985232111376,0.8914984421642939,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9699567001650716,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,H_strength,P,H,False,0,,False,-0.03324088786307908,0.5630593773475977,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9032410844951047,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,H_centroid_lat,P,H,False,0,,False,-0.024042797280319085,0.6752771828143094,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9220663858161948,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,H_west_extent_lon,P,H,False,0,,False,-0.0952877144123756,0.09836756959716417,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.49028551654730634,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,H_zonal_width,P,H,False,0,,False,0.05481470621246198,0.3408403655870691,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.749848804291552,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Je_strength,P,Je,False,0,,False,0.05103539822876681,0.3744255863647047,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8008547263911739,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Je_axis_lat,P,Je,False,0,,False,-0.11459249514665332,0.4113077891555986,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.816177969942057,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Je_meridional_width,P,Je,False,0,,False,-0.024819715950775263,0.6638603998889595,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9220663858161948,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Jw_strength,P,Jw,False,0,,False,-0.020463226604711574,0.7218819462510193,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.935184823477302,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Jw_axis_lat,P,Jw,False,0,,False,-0.026668901173780513,0.6410600442049891,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9220663858161948,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,Jw_meridional_width,P,Jw,False,0,,False,0.046381242855831145,0.4172999688921778,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.816177969942057,False,tau0_graph_selected_and_window_BH_q_le_alpha
T2,P_south_band_share_18_24,V_strength,P,V,False,0,,False,-0.03598875535977981,0.531223966240072,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8811343813681016,False,tau0_graph_selected_and_window_BH_q_le_alpha
