window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
T4,P_main_band_share,V_strength,P,V,False,1,,False,-0.05336936723227808,0.4277422312119314,lagged_direct_edge_control,source(t-tau)->target(t),0.7453668827426024,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_strength,P,V,False,2,,False,-0.01639401897801823,0.8076526003199732,lagged_direct_edge_control,source(t-tau)->target(t),0.9279997582232913,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_strength,P,V,False,3,,False,0.04028794939163841,0.5477084806586594,lagged_direct_edge_control,source(t-tau)->target(t),0.8149478842650584,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_strength,P,V,False,4,,False,-0.05394862754837925,0.4206414912321849,lagged_direct_edge_control,source(t-tau)->target(t),0.7402230982358873,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_strength,P,V,False,5,,False,-0.09726567379978357,0.14586056785409543,lagged_direct_edge_control,source(t-tau)->target(t),0.6147525187828783,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,0.0734437469476392,0.2748063234196328,lagged_direct_edge_control,source(t-tau)->target(t),0.6627096985021034,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,0.07094045490428992,0.2904514314377138,lagged_direct_edge_control,source(t-tau)->target(t),0.6647459917400583,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,-0.01026086769013948,0.8786226858029726,lagged_direct_edge_control,source(t-tau)->target(t),0.9644062729543322,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,-0.04670139312234055,0.4867849235774806,lagged_direct_edge_control,source(t-tau)->target(t),0.7874461999047481,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,-0.03263709658175849,0.6270636264574827,lagged_direct_edge_control,source(t-tau)->target(t),0.860470229315416,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_NS_diff,P,V,False,1,,False,0.0521709195276527,0.4382050934102936,lagged_direct_edge_control,source(t-tau)->target(t),0.7514875766724411,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_NS_diff,P,V,False,2,,False,0.07689588394575367,0.2528140063586525,lagged_direct_edge_control,source(t-tau)->target(t),0.6521500331529728,False,graph_selected_and_window_BH_q_le_alpha
T4,P_main_band_share,V_NS_diff,P,V,False,3,,False,0.06724893867599874,0.3174415301965165,lagged_direct_edge_control,source(t-tau)->target(t),0.6880472381952096,False,graph_selected_and_window_BH_q_le_alpha
