window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window_tau0,tau0_supported,support_rule
S5,P_main_band_share,V_strength,P,V,False,0,,False,0.01387737478086543,0.7291499304083969,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9129991291968705,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,0,,False,0.03883258404917535,0.3339852598527789,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6388372605207101,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,0,,False,0.1648067324669395,0.9824023571111615,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9885040528478617,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,0,,False,0.14162272417743538,0.8520140484010869,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9449011852061501,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,0,,False,0.0282709676588416,0.48085164290179494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7764562182007014,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,0,,False,0.06913542988662529,0.08542464537452069,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2859868562538301,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,0,,False,-0.05273040940657661,0.18799376506168494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.4386521184772649,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_strength,P,Je,False,0,,False,0.1721072849138061,0.5620925298104545,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8335405160267891,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_axis_lat,P,Je,False,0,,False,-0.0035803974771095714,0.9291045153554398,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9800143518132722,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_meridional_width,P,Je,False,0,,False,0.022826201721860093,0.5702020526196401,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8335405160267891,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Jw_strength,P,Jw,False,0,,False,-0.07129087431997991,0.07562190591600691,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2859868562538301,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Jw_axis_lat,P,Jw,False,0,,False,0.08821623730131459,0.06087526618336312,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2859868562538301,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Jw_meridional_width,P,Jw,False,0,,False,0.014351374480183823,0.7204953555518397,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9129991291968705,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,V_strength,P,V,False,0,,False,0.1322413677508176,0.9823626142993062,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9885040528478617,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,V_pos_centroid_lat,P,V,False,0,,False,-0.03976206150100202,0.32253577078261214,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6287406164623072,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,V_NS_diff,P,V,False,0,,False,0.024037780224390872,0.5495856945528942,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8335405160267891,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,H_strength,P,H,False,0,,False,0.07440006604002655,0.06368616960472409,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2859868562538301,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,H_centroid_lat,P,H,False,0,,False,0.07424135891203043,0.06404065083130613,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2859868562538301,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,H_west_extent_lon,P,H,False,0,,False,0.05131723644978312,0.20266943563698916,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.45898666306024016,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,H_zonal_width,P,H,False,0,,False,-0.0132540111840109,0.7410707217507065,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9129991291968705,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Je_strength,P,Je,False,0,,False,-0.056070352173648516,0.1621721212219538,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3953356496331069,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Je_axis_lat,P,Je,False,0,,False,-0.03838551045397954,0.3399751229428922,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6388372605207101,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Je_meridional_width,P,Je,False,0,,False,-0.03212907653484756,0.4241479586834065,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7257642848582734,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Jw_strength,P,Jw,False,0,,False,0.018989253549248287,0.636168981395502,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.859386167850064,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Jw_axis_lat,P,Jw,False,0,,False,0.017811469935637578,0.6572478594052138,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8650954730632728,False,tau0_graph_selected_and_window_BH_q_le_alpha
S5,P_south_band_share_18_24,Jw_meridional_width,P,Jw,False,0,,False,0.007929507137363977,0.8434160380518024,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9449011852061501,False,tau0_graph_selected_and_window_BH_q_le_alpha
