window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
S2,P_main_band_share,V_strength,P,V,False,1,,False,-0.0530442684958799,0.10428625131022784,lagged_direct_edge_control,source(t-tau)->target(t),0.640006940535501,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_strength,P,V,False,2,,False,0.017093768314784527,0.6000958232196755,lagged_direct_edge_control,source(t-tau)->target(t),0.8751397421953602,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_strength,P,V,False,3,,False,-0.043029745252981144,0.18699286754871142,lagged_direct_edge_control,source(t-tau)->target(t),0.6491278429121767,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_strength,P,V,False,4,,False,-0.05014594257645948,0.12404755998313281,lagged_direct_edge_control,source(t-tau)->target(t),0.640006940535501,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_strength,P,V,False,5,,False,0.036340823386852156,0.26440590114568674,lagged_direct_edge_control,source(t-tau)->target(t),0.6736051289708381,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,-0.032011450961739296,0.3263743110750606,lagged_direct_edge_control,source(t-tau)->target(t),0.7097505883648805,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,0.01326198013719267,0.6843647054990375,lagged_direct_edge_control,source(t-tau)->target(t),0.913413352351972,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,0.04396681731191502,0.1775649197109818,lagged_direct_edge_control,source(t-tau)->target(t),0.6476472727638546,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,0.03540965244126967,0.2778715168621726,lagged_direct_edge_control,source(t-tau)->target(t),0.6837674502582858,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,-0.06119033622312782,0.06020111005508464,lagged_direct_edge_control,source(t-tau)->target(t),0.640006940535501,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_NS_diff,P,V,False,1,,False,-0.01857150414868084,0.56977726136966,lagged_direct_edge_control,source(t-tau)->target(t),0.8568915844817158,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_NS_diff,P,V,False,2,,False,0.05267466596119047,0.1059805137772199,lagged_direct_edge_control,source(t-tau)->target(t),0.640006940535501,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_NS_diff,P,V,False,3,,False,-0.023388284142818197,0.4733873002260636,lagged_direct_edge_control,source(t-tau)->target(t),0.8102778542850787,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_NS_diff,P,V,False,4,,False,-0.03256736697033756,0.3180389484516281,lagged_direct_edge_control,source(t-tau)->target(t),0.7097505883648805,False,graph_selected_and_window_BH_q_le_alpha
S2,P_main_band_share,V_NS_diff,P,V,False,5,,False,0.005174674629481638,0.8739750524376371,lagged_direct_edge_control,source(t-tau)->target(t),0.968986019261311,False,graph_selected_and_window_BH_q_le_alpha
