window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
S5,P_main_band_share,V_strength,P,V,False,1,-->,True,-0.11666930067135799,0.0035434786562703146,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_strength,P,V,False,2,,False,0.027492680279164766,0.49093617972895964,lagged_direct_edge_control,source(t-tau)->target(t),0.7629078877725508,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_strength,P,V,False,3,,False,-0.024554277624454002,0.5384383108517057,lagged_direct_edge_control,source(t-tau)->target(t),0.7937974018759382,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_strength,P,V,False,4,,False,-0.056346222413572615,0.1577755220432143,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_strength,P,V,False,5,,False,-0.06227138930710459,0.11842679865204117,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,0.02865237255453424,0.4731792846208725,lagged_direct_edge_control,source(t-tau)->target(t),0.7574803516799831,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,0.009463603248399432,0.812750536716836,lagged_direct_edge_control,source(t-tau)->target(t),0.9230352703126308,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,-0.0002621845429045932,0.9947639396584127,lagged_direct_edge_control,source(t-tau)->target(t),0.9983178524939251,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,-0.003161543385684284,0.936926370716549,lagged_direct_edge_control,source(t-tau)->target(t),0.9756339034835997,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,0.009326562044749348,0.8154129268195166,lagged_direct_edge_control,source(t-tau)->target(t),0.9245547252003132,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,1,,False,-0.026544875560395816,0.5066874950785561,lagged_direct_edge_control,source(t-tau)->target(t),0.7764166591253497,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,2,,False,0.040559326849514854,0.31019809584933605,lagged_direct_edge_control,source(t-tau)->target(t),0.657995960892531,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,3,,False,0.061321353160852625,0.12476121927259844,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,4,,False,0.04583229742582994,0.25143594108198253,lagged_direct_edge_control,source(t-tau)->target(t),0.6060839056863927,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,V_NS_diff,P,V,False,5,,False,-0.0772646474245599,0.052766236107588835,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,1,,False,0.06644493886481698,0.09565677883738884,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,2,,False,0.007097373856421518,0.8588870148227484,lagged_direct_edge_control,source(t-tau)->target(t),0.9481620091950054,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,3,,False,-0.04074615063519908,0.3072007675321596,lagged_direct_edge_control,source(t-tau)->target(t),0.6550489545330486,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,4,,False,-0.07325150084979631,0.06614854762432901,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_strength,P,H,False,5,,False,-0.03321147361469971,0.405684387656218,lagged_direct_edge_control,source(t-tau)->target(t),0.7152197727172701,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,1,,False,-0.052543508205161446,0.1877975977031451,lagged_direct_edge_control,source(t-tau)->target(t),0.5784166009256869,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,2,,False,-0.05518037542603993,0.16656678179605314,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,3,,False,-0.038871244397830115,0.3300113306573244,lagged_direct_edge_control,source(t-tau)->target(t),0.6789313268578995,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,4,,False,-0.012928076913867473,0.7460430688585992,lagged_direct_edge_control,source(t-tau)->target(t),0.9046506504269627,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_centroid_lat,P,H,False,5,,False,0.006661718960129394,0.8674663540852634,lagged_direct_edge_control,source(t-tau)->target(t),0.9514944339681665,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,1,,False,-0.004762761934052867,0.9051823765155738,lagged_direct_edge_control,source(t-tau)->target(t),0.9621585511433492,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,2,,False,-0.03670907826813334,0.35802364341886506,lagged_direct_edge_control,source(t-tau)->target(t),0.6929188742786547,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,3,,False,-0.006606682224309305,0.8686551511106021,lagged_direct_edge_control,source(t-tau)->target(t),0.951563111501668,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,4,,False,-0.06557159403645424,0.10010694379051797,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_west_extent_lon,P,H,False,5,,False,-0.05663937444516262,0.15562114412562497,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,1,,False,0.06579914554697866,0.09947125504475654,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,2,,False,0.05387901154615536,0.17715353539492407,lagged_direct_edge_control,source(t-tau)->target(t),0.5717751776488051,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,3,,False,0.036610198981029934,0.35932079056389077,lagged_direct_edge_control,source(t-tau)->target(t),0.6929188742786547,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,4,,False,0.03502427981774585,0.38052667158436376,lagged_direct_edge_control,source(t-tau)->target(t),0.7019542262210429,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,H_zonal_width,P,H,False,5,,False,0.034909879461679505,0.3820854548158295,lagged_direct_edge_control,source(t-tau)->target(t),0.7021618143393527,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_strength,P,Je,False,1,,False,0.01861866236139135,0.6411687897449428,lagged_direct_edge_control,source(t-tau)->target(t),0.8514497262126395,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_strength,P,Je,False,2,,False,0.07128776879752649,0.07377105787219347,lagged_direct_edge_control,source(t-tau)->target(t),0.5710955298227374,False,graph_selected_and_window_BH_q_le_alpha
S5,P_main_band_share,Je_strength,P,Je,False,3,,False,0.03324795586301385,0.40479391524458236,lagged_direct_edge_control,source(t-tau)->target(t),0.7152197727172701,False,graph_selected_and_window_BH_q_le_alpha
