window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
T2,P_main_band_share,V_strength,P,V,False,1,,False,-0.08884420375966848,0.11673440283617505,lagged_direct_edge_control,source(t-tau)->target(t),0.700716466998632,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_strength,P,V,False,2,,False,0.03926152263503277,0.4888776457913498,lagged_direct_edge_control,source(t-tau)->target(t),0.8007236206591504,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_strength,P,V,False,3,,False,0.02240852663540977,0.6919718481227383,lagged_direct_edge_control,source(t-tau)->target(t),0.9022528939858192,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_strength,P,V,False,4,,False,-0.033058983739912076,0.5588395918995037,lagged_direct_edge_control,source(t-tau)->target(t),0.8359076345983038,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_strength,P,V,False,5,,False,-0.05214921857558055,0.3562651685251462,lagged_direct_edge_control,source(t-tau)->target(t),0.7629813025599719,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,0.011915204248171704,0.8334309112893181,lagged_direct_edge_control,source(t-tau)->target(t),0.9534802614337065,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,-0.08815847528924771,0.11900142906948541,lagged_direct_edge_control,source(t-tau)->target(t),0.700716466998632,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,0.10623202313456126,0.059664044081640444,lagged_direct_edge_control,source(t-tau)->target(t),0.700716466998632,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,0.0509314893978374,0.36762262892480024,lagged_direct_edge_control,source(t-tau)->target(t),0.7662614744949732,False,graph_selected_and_window_BH_q_le_alpha
T2,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,0.025152413757596952,0.6565317196898373,lagged_direct_edge_control,source(t-tau)->target(t),0.8896716510670585,False,graph_selected_and_window_BH_q_le_alpha
