window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window_tau0,tau0_supported,support_rule
S3,P_main_band_share,V_strength,P,V,False,0,,False,0.06375124692242673,0.10072906172651055,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.45961102481032634,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,V_pos_centroid_lat,P,V,False,0,,False,0.013466128683392111,0.7294661387381174,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9361482113805839,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,V_NS_diff,P,V,False,0,,False,0.16586417168027123,0.5414604150774442,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8508663665502695,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,H_strength,P,H,False,0,,False,-0.049649103717184076,0.2020218398980717,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.620517499153692,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,H_centroid_lat,P,H,False,0,,False,-0.04286144378093007,0.26971403716165276,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6593009797284846,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,H_west_extent_lon,P,H,False,0,,False,0.008045164203817609,0.8359485773588368,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9631013356652955,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,H_zonal_width,P,H,False,0,,False,0.019522016481339464,0.6150305469576217,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8638491498943011,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,Je_strength,P,Je,False,0,,False,0.06618432846179613,0.08836123469394282,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.45961102481032634,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,Je_axis_lat,P,Je,False,0,,False,-0.10282623843568264,0.9351211252133457,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9863606389236659,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,Je_meridional_width,P,Je,False,0,,False,-0.03671419024717382,0.3441377056673111,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6912173752432622,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,Jw_strength,P,Jw,False,0,,False,-0.08049344085202484,0.06959828171438014,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.45961102481032634,False,tau0_graph_selected_and_window_BH_q_le_alpha
S3,P_main_band_share,Jw_axis_lat,P,Jw,False,0,,False,-0.08982421330440032,0.359073961165331,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6912173752432622,False,tau0_graph_selected_and_window_BH_q_le_alpha
