object,replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
V,22,bootstrap,22,CP005,80,06-20,77,23.850575125931822,22.209909452803362,-3,3,matched
V,22,bootstrap,22,CP006,95,07-05,94,14.6685526320094,3.3286487273047864,-1,1,strict
V,22,bootstrap,22,CP007,114,07-24,114,19.794024320930845,14.649019997674515,0,0,strict
V,22,bootstrap,22,CP008,136,08-15,136,11.104012913539325,4.879915949221095,0,0,strict
V,22,bootstrap,22,CP009,161,09-09,162,38.35899141166748,13.904342028842233,1,1,strict
V,23,bootstrap,23,CP001,16,04-17,15,11.630140647552167,0.06045345338781871,-1,1,strict
V,23,bootstrap,23,CP002,30,05-01,44,22.481806325294812,20.50685131058829,14,14,no_match
V,23,bootstrap,23,CP003,45,05-16,44,22.481806325294812,20.50685131058829,-1,1,strict
V,23,bootstrap,23,CP004,69,06-09,65,13.376945673007322,0.7898311363627801,-4,4,matched
V,23,bootstrap,23,CP005,80,06-20,78,24.70259763377448,23.01712148112194,-2,2,strict
V,23,bootstrap,23,CP006,95,07-05,94,10.340147885341223,2.4630177737921084,-1,1,strict
V,23,bootstrap,23,CP007,114,07-24,114,33.71124629584326,31.65658334739731,0,0,strict
V,23,bootstrap,23,CP008,136,08-15,136,22.099094388363305,18.87478049997271,0,0,strict
V,23,bootstrap,23,CP009,161,09-09,163,54.8168715846312,19.895092666296748,2,2,strict
V,24,bootstrap,24,CP001,16,04-17,16,11.57999601896387,2.5049111851674635,0,0,strict
V,24,bootstrap,24,CP002,30,05-01,29,10.605438094239682,4.349332114569183,-1,1,strict
V,24,bootstrap,24,CP003,45,05-16,48,27.26679780304626,25.15139906134319,3,3,matched
V,24,bootstrap,24,CP004,69,06-09,68,16.559153970325042,13.629071993949665,-1,1,strict
V,24,bootstrap,24,CP005,80,06-20,82,12.461325300374053,1.3310855061466231,2,2,strict
V,24,bootstrap,24,CP006,95,07-05,97,12.743503503345238,7.039983289501525,2,2,strict
V,24,bootstrap,24,CP007,114,07-24,116,24.462499785442667,22.25109682221397,2,2,strict
V,24,bootstrap,24,CP008,136,08-15,145,16.24874791944045,2.283192900096669,9,9,no_match
V,24,bootstrap,24,CP009,161,09-09,159,33.09998304528518,20.4103990656641,-2,2,strict
V,25,bootstrap,25,CP001,16,04-17,15,2.880432809976773,0.1221219167589731,-1,1,strict
V,25,bootstrap,25,CP002,30,05-01,41,24.07600333449962,21.42010318471663,11,11,no_match
V,25,bootstrap,25,CP003,45,05-16,41,24.07600333449962,21.42010318471663,-4,4,matched
V,25,bootstrap,25,CP004,69,06-09,64,18.852083079927855,1.7143772625008644,-5,5,matched
V,25,bootstrap,25,CP005,80,06-20,78,27.312561180626503,22.956360631395942,-2,2,strict
V,25,bootstrap,25,CP006,95,07-05,95,10.317823279903696,1.5534556378722275,0,0,strict
V,25,bootstrap,25,CP007,114,07-24,112,19.345451962046084,14.097087106393962,-2,2,strict
V,25,bootstrap,25,CP008,136,08-15,136,13.091886387078858,5.136898390195051,0,0,strict
V,25,bootstrap,25,CP009,161,09-09,161,19.726472517656575,3.0291193579236015,0,0,strict
V,26,bootstrap,26,CP001,16,04-17,30,8.993857081931763,3.8268211431311547,14,14,no_match
V,26,bootstrap,26,CP002,30,05-01,30,8.993857081931763,3.8268211431311547,0,0,strict
V,26,bootstrap,26,CP003,45,05-16,45,16.876592691196162,13.467808013311057,0,0,strict
V,26,bootstrap,26,CP004,69,06-09,77,24.580995123537146,22.62597666978786,8,8,near
V,26,bootstrap,26,CP005,80,06-20,77,24.580995123537146,22.62597666978786,-3,3,matched
V,26,bootstrap,26,CP006,95,07-05,95,12.33911346284353,9.130341382693771,0,0,strict
V,26,bootstrap,26,CP007,114,07-24,111,24.741807300104263,20.322699000181316,-3,3,matched
V,26,bootstrap,26,CP008,136,08-15,136,10.259877757450305,4.134386136734724,0,0,strict
V,26,bootstrap,26,CP009,161,09-09,161,31.386744105875124,12.5833573325164,0,0,strict
V,27,bootstrap,27,CP001,16,04-17,15,16.445905213678287,0.814899844917008,-1,1,strict
V,27,bootstrap,27,CP002,30,05-01,28,11.255477360412003,4.214039812609192,-2,2,strict
V,27,bootstrap,27,CP003,45,05-16,45,15.307270203731315,11.375722607037112,0,0,strict
V,27,bootstrap,27,CP004,69,06-09,65,21.43080440073722,9.259231853877129,-4,4,matched
V,27,bootstrap,27,CP005,80,06-20,80,25.863071767493274,23.029612432987385,0,0,strict
V,27,bootstrap,27,CP006,95,07-05,96,13.854475539405625,7.768744339205746,1,1,strict
V,27,bootstrap,27,CP007,114,07-24,114,20.40886441697051,2.3906638855326428,0,0,strict
V,27,bootstrap,27,CP008,136,08-15,135,10.7231449312618,4.747451209368414,-1,1,strict
V,27,bootstrap,27,CP009,161,09-09,161,29.3708641582435,8.141145099118177,0,0,strict
V,28,bootstrap,28,CP001,16,04-17,16,1.5217029760150864,0.10311195512543225,0,0,strict
V,28,bootstrap,28,CP002,30,05-01,20,1.3582995617888316,0.04420491121238834,-10,10,no_match
V,28,bootstrap,28,CP003,45,05-16,44,30.240377414585204,28.41944860640484,-1,1,strict
V,28,bootstrap,28,CP004,69,06-09,70,15.654908736586236,0.16638804101776827,1,1,strict
V,28,bootstrap,28,CP005,80,06-20,81,17.565837601761167,0.09935391584332365,1,1,strict
V,28,bootstrap,28,CP006,95,07-05,95,17.904683005318347,14.383493348038145,0,0,strict
V,28,bootstrap,28,CP007,114,07-24,116,20.68992838821469,18.812999909687107,2,2,strict
V,28,bootstrap,28,CP008,136,08-15,136,12.57833270892481,8.726262526657571,0,0,strict
V,28,bootstrap,28,CP009,161,09-09,161,34.970343606622436,16.699909362525975,0,0,strict
V,29,bootstrap,29,CP001,16,04-17,21,4.252421754977417,0.8524897316910005,5,5,matched
V,29,bootstrap,29,CP002,30,05-01,31,17.750345530443866,11.005586733763748,1,1,strict
V,29,bootstrap,29,CP003,45,05-16,49,18.900939878586293,12.060302416135869,4,4,matched
V,29,bootstrap,29,CP004,69,06-09,64,25.59802023167819,14.246458127940908,-5,5,matched
V,29,bootstrap,29,CP005,80,06-20,84,29.89997771197671,26.395691938317057,4,4,matched
V,29,bootstrap,29,CP006,95,07-05,99,14.031383781358574,5.30879398556554,4,4,matched
V,29,bootstrap,29,CP007,114,07-24,115,20.68088931126271,12.382764057896619,1,1,strict
V,29,bootstrap,29,CP008,136,08-15,136,15.740076369251922,11.125565867797635,0,0,strict
V,29,bootstrap,29,CP009,161,09-09,165,26.77370557673957,1.8857657443772915,4,4,matched
V,30,bootstrap,30,CP001,16,04-17,15,17.294996469459345,0.4150626705833602,-1,1,strict
V,30,bootstrap,30,CP002,30,05-01,30,7.950902554076256,2.10206643287804,0,0,strict
V,30,bootstrap,30,CP003,45,05-16,46,9.85425570820821,0.1539730751549424,1,1,strict
V,30,bootstrap,30,CP004,69,06-09,67,22.518082330680404,7.122602098516996,-2,2,strict
V,30,bootstrap,30,CP005,80,06-20,80,23.378278665237417,19.803847184960425,0,0,strict
V,30,bootstrap,30,CP006,95,07-05,96,9.305684846893916,3.9375142211092964,1,1,strict
V,30,bootstrap,30,CP007,114,07-24,114,23.839916465096113,20.935737680039132,0,0,strict
V,30,bootstrap,30,CP008,136,08-15,135,12.991390700652982,5.244928216956765,-1,1,strict
V,30,bootstrap,30,CP009,161,09-09,162,43.67342791361277,11.103852679802046,1,1,strict
V,31,bootstrap,31,CP001,16,04-17,19,7.159344489513571,4.27580784308096,3,3,matched
V,31,bootstrap,31,CP002,30,05-01,19,7.159344489513571,4.27580784308096,-11,11,no_match
V,31,bootstrap,31,CP003,45,05-16,44,18.45059633119658,16.33955442773942,-1,1,strict
V,31,bootstrap,31,CP004,69,06-09,69,18.19613930491674,1.7663073892765944,0,0,strict
V,31,bootstrap,31,CP005,80,06-20,82,21.49859149699454,14.512879167854772,2,2,strict
V,31,bootstrap,31,CP006,95,07-05,99,10.534069520191483,2.863580922067907,4,4,matched
