crossing_type,first_crossing_day,previous_day,H_progress_before,Jw_progress_before,H_progress_after,Jw_progress_after,H_daily_change_at_crossing,Jw_daily_change_at_crossing,H_minus_Jw_before,H_minus_Jw_after,interpretation_label
Jw_to_H_progress_crossing,35,34,0.02738631032387676,0.03462873997047512,0.11972868149353018,0.04554420663951705,0.09234237116965342,0.010915466669041925,-0.007242429646598363,0.07418447485401314,Jw_to_H_progress_crossing
H_to_Jw_progress_crossing,47,46,0.5038388217948457,0.5001111470143521,0.4988286802363925,0.5491172720090801,-0.005010141558453252,0.049006124994728006,0.0037276747804936283,-0.05028859177268763,H_retreat_with_Jw_overtake
Jw_to_H_progress_crossing,56,55,0.9470849336605295,0.9722645410633731,1.0027047278520997,1.0000045111821794,0.05561979419157026,0.027739970118806245,-0.02517960740284364,0.0027002166699203745,Jw_to_H_progress_crossing
