bootstrap_id,field,region_scheme,region_id,region_label,sample_status,n_cells,transition_norm,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,departure90,departure95,t10,t25,t50,t75,peak_raw,peak_smooth3,duration_25_75,tail_50_75,early_span_25_50,n_crossings_025,n_crossings_050,n_crossings_075,progress_monotonicity_corr
1,H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,ok,82,2.214709715679999,0.6891017612543499,0.6823940133670612,1.6148133714020005,clear_separation,37.0,37.0,35.0,36.0,40.0,54.0,35.0,35.0,18.0,14.0,4.0,1,1,1,0.9336890109966158
1,H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,ok,940,2.2743199584558735,0.7138589656099484,0.6884565637026119,1.6218318280842152,clear_separation,38.0,38.0,35.0,35.0,47.0,49.0,60.0,60.0,14.0,2.0,12.0,3,1,1,0.9446845562287719
1,H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,ok,1511,9.92761887958621,3.3028256859545007,1.376237450914875,2.121710818851761,clear_separation,37.0,37.0,35.0,36.0,37.0,38.0,35.0,36.0,2.0,1.0,1.0,1,1,1,0.7534739381022143
1,H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,ok,2305,28.521725981359538,5.6930302773063115,1.737359077051275,3.838523746354266,clear_separation,37.0,37.0,35.0,37.0,41.0,52.0,34.0,34.0,15.0,11.0,4.0,1,3,1,0.971034061178235
1,H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,ok,146,1.892221698921745,0.49881127890502497,0.768606389219081,1.4929740578119022,moderate_separation,37.0,37.0,36.0,39.0,41.0,43.0,54.0,55.0,4.0,2.0,2.0,1,3,3,0.806698792144023
1,Jw,whole_field,Jw_whole,whole_field,ok,9801,8.514502488290645,0.6156072813787059,0.6325508490550311,6.821653667658153,clear_separation,37.0,37.0,38.0,41.0,45.0,50.0,45.0,51.0,9.0,5.0,4.0,1,1,1,0.9806276449652781
1,Jw,equal_count_three_region,Jw_three_0,R1_low,ok,3267,11.271482461432791,0.8422687720210902,0.46845859557011105,8.599410327524511,clear_separation,37.0,37.0,38.0,43.0,48.0,51.0,51.0,51.0,8.0,3.0,5.0,1,1,1,0.9759182697286863
1,Jw,equal_count_three_region,Jw_three_1,R2_mid,ok,3267,7.332077176393172,0.4074382267528566,0.6285804316711707,7.077167111591015,clear_separation,37.0,37.0,38.0,40.0,42.0,45.0,43.0,42.0,5.0,3.0,2.0,1,1,1,0.9179325155511714
1,Jw,equal_count_three_region,Jw_three_2,R3_high,ok,3267,5.353666722813987,0.44929525862879816,0.7710022924354428,4.3871814035396275,clear_separation,37.0,37.0,37.0,39.0,42.0,50.0,53.0,52.0,11.0,8.0,3.0,1,1,1,0.9577617955158011
1,Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,ok,2081,4.641510179293075,0.5442357318288668,0.5671268610100985,4.176413898758623,clear_separation,37.0,37.0,38.0,47.0,50.0,51.0,52.0,51.0,4.0,1.0,3.0,1,1,1,0.9304045191767562
1,Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,ok,370,1.7532430407912025,0.5437718929278066,0.5293651989321713,1.6337549545999333,clear_separation,37.0,37.0,35.0,36.0,37.0,39.0,39.0,40.0,3.0,2.0,1.0,1,1,2,0.6918208167716835
2,H,whole_field,H_whole,whole_field,ok,9801,17.248159634853824,1.7332651609297725,2.078565261872003,4.524902139318166,clear_separation,37.0,37.0,36.0,40.0,50.0,53.0,50.0,51.0,13.0,3.0,10.0,1,1,1,0.9840829278540214
2,H,equal_count_three_region,H_three_0,R1_low,ok,3267,4.847390172467774,0.6348752724829405,0.7926269664969853,3.3957145846101477,clear_separation,37.0,37.0,37.0,39.0,41.0,46.0,40.0,40.0,7.0,5.0,2.0,1,1,1,0.9599682290991599
2,H,equal_count_three_region,H_three_1,R2_mid,ok,3267,13.45950916629022,1.4410217972703736,2.065029765930633,3.838936457055913,clear_separation,37.0,37.0,36.0,38.0,42.0,54.0,55.0,55.0,16.0,12.0,4.0,1,3,1,0.9629194611678851
2,H,equal_count_three_region,H_three_2,R3_high,ok,3267,26.97236931883847,2.618906440707071,2.8974997939305793,4.889482059801598,clear_separation,37.0,37.0,36.0,41.0,50.0,53.0,50.0,51.0,12.0,3.0,9.0,1,1,1,0.9808813543731403
2,H,contribution_region,H_H_early_frontloaded_positive_core,H_early_frontloaded_positive_core,ok,2369,10.818089127362668,1.5680606083676167,2.1636158556325307,2.898989028584296,clear_separation,37.0,37.0,35.0,38.0,41.0,55.0,56.0,56.0,17.0,14.0,3.0,1,1,3,0.9231419977911314
2,H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,ok,82,1.8639091646290378,0.619801891782282,0.791776009192354,1.3204437129131064,moderate_separation,40.0,40.0,40.0,40.0,45.0,46.0,60.0,46.0,6.0,1.0,5.0,3,1,3,0.8281569526979109
2,H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,ok,940,4.041375575580466,0.6069325274945385,0.7161892167906054,3.054424578113135,clear_separation,37.0,37.0,37.0,40.0,44.0,46.0,60.0,46.0,6.0,2.0,4.0,1,1,1,0.9203943319249371
2,H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,ok,1511,10.928457846265221,1.5417482741883093,2.1437601920880924,2.9652510491467203,clear_separation,37.0,37.0,36.0,38.0,41.0,54.0,56.0,56.0,16.0,13.0,3.0,1,3,1,0.9344269750298169
2,H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,ok,2305,26.27443677737044,2.32896329822064,1.9526398496761006,6.13658853232983,clear_separation,37.0,37.0,36.0,43.0,50.0,52.0,50.0,51.0,9.0,2.0,7.0,1,1,1,0.9668323749640275
2,H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,ok,146,2.576361758029059,0.4639417289105941,0.8471982934293792,1.9649783502383382,clear_separation,40.0,40.0,40.0,40.0,45.0,46.0,60.0,46.0,6.0,1.0,5.0,1,1,3,0.8548993380810564
2,Jw,whole_field,Jw_whole,whole_field,ok,9801,5.6249554859229125,0.5893122796182644,0.47307447181140566,5.294640090676323,clear_separation,45.0,45.0,45.0,47.0,49.0,51.0,49.0,49.0,4.0,2.0,2.0,1,1,1,0.9140671269131988
2,Jw,equal_count_three_region,Jw_three_0,R1_low,ok,3267,8.403360595931554,0.6993762088287832,0.4912742072729509,7.057789996365765,clear_separation,45.0,45.0,45.0,47.0,49.0,52.0,49.0,49.0,5.0,3.0,2.0,1,1,1,0.919140123775246
2,Jw,equal_count_three_region,Jw_three_1,R2_mid,ok,3267,3.6659934774378216,0.535522141916661,0.37773772610821865,4.0141843584634005,clear_separation,45.0,45.0,45.0,46.0,49.0,51.0,46.0,46.0,5.0,2.0,3.0,1,1,1,0.9099694683135955
2,Jw,equal_count_three_region,Jw_three_2,R3_high,ok,3267,2.367167333340387,0.4816373450466123,0.5232217220171362,2.3557207283379307,clear_separation,48.0,48.0,48.0,49.0,50.0,52.0,49.0,48.0,3.0,2.0,1.0,1,1,1,0.8529459338262502
2,Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,ok,2081,2.8897842169610795,0.48439904999881633,0.37613301207922434,3.3581366044429943,clear_separation,48.0,49.0,49.0,49.0,50.0,52.0,49.0,49.0,3.0,2.0,1.0,1,1,1,0.8536726848821378
2,Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,ok,370,0.6103388205968198,0.4747534787757223,0.3779181295077485,0.7157958757715696,weak_separation,37.0,37.0,36.0,37.0,38.0,39.0,40.0,40.0,2.0,1.0,1.0,3,3,3,0.6005696794507923
3,H,whole_field,H_whole,whole_field,ok,9801,16.86106416203187,1.8124365429359166,1.4943470113007953,5.098931903308024,clear_separation,37.0,37.0,36.0,38.0,47.0,51.0,50.0,49.0,13.0,4.0,9.0,1,1,1,0.9898628607762769
3,H,equal_count_three_region,H_three_0,R1_low,ok,3267,4.139479203699149,0.5865264957098365,0.5963120869146441,3.499614625788143,clear_separation,37.0,37.0,36.0,38.0,41.0,52.0,39.0,39.0,14.0,11.0,3.0,1,1,1,0.9672102658987974
3,H,equal_count_three_region,H_three_1,R2_mid,ok,3267,14.441340325662999,1.3921428967604381,1.218898688872717,5.530873351510063,clear_separation,37.0,37.0,36.0,38.0,41.0,50.0,37.0,37.0,12.0,9.0,3.0,1,1,1,0.9769147663591767
3,H,equal_count_three_region,H_three_2,R3_high,ok,3267,25.75646275136984,2.814351085877677,2.2530187397817,5.082806986170257,clear_separation,37.0,37.0,36.0,38.0,48.0,51.0,50.0,49.0,13.0,3.0,10.0,1,1,1,0.9848476758414346
3,H,contribution_region,H_H_early_frontloaded_positive_core,H_early_frontloaded_positive_core,ok,2369,9.76644291272478,1.0303263384637837,1.3101251375700391,4.1728884417100565,clear_separation,37.0,37.0,36.0,38.0,41.0,42.0,41.0,41.0,4.0,1.0,3.0,1,1,1,0.9050568844588855
3,H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,ok,82,1.0675961219724994,0.48205121998735856,0.6053176715660058,0.9818159506544109,weak_separation,54.0,54.0,34.0,35.0,54.0,55.0,54.0,54.0,20.0,1.0,19.0,3,1,1,0.5833886648064485
3,H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,ok,940,2.3632480274046532,0.45140188272450327,0.5760132498152284,2.300188066690037,clear_separation,39.0,39.0,39.0,40.0,47.0,53.0,60.0,60.0,13.0,6.0,7.0,3,3,1,0.9707719790446094
3,H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,ok,1511,9.744935159616997,1.1471868966175172,1.2044005087055663,4.14398169404983,clear_separation,37.0,37.0,36.0,37.0,40.0,42.0,41.0,41.0,5.0,2.0,3.0,1,1,3,0.9245748016148163
3,H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,ok,2305,25.311473345732367,2.8437653956877362,1.575072761574948,5.7280833660158175,clear_separation,37.0,37.0,36.0,38.0,49.0,52.0,50.0,49.0,14.0,3.0,11.0,1,1,1,0.9735217546835723
3,H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,ok,146,1.2296963699700514,0.5151735272444355,0.7025426627520253,1.0098382365874805,moderate_separation,54.0,54.0,34.0,35.0,54.0,55.0,54.0,54.0,20.0,1.0,19.0,5,1,1,0.6012322093847058
3,Jw,whole_field,Jw_whole,whole_field,ok,9801,7.809679914420755,0.4737065768626918,0.5278150148755085,7.797814823808832,clear_separation,37.0,37.0,38.0,42.0,47.0,51.0,49.0,48.0,9.0,4.0,5.0,1,1,1,0.9805736444109551
3,Jw,equal_count_three_region,Jw_three_0,R1_low,ok,3267,11.568038092287994,0.6299519320857927,0.6388914381070956,9.116994551131581,clear_separation,37.0,37.0,38.0,43.0,47.0,51.0,49.0,49.0,8.0,4.0,4.0,1,1,1,0.978685893076984
3,Jw,equal_count_three_region,Jw_three_1,R2_mid,ok,3267,4.960829412216645,0.3764867204905402,0.4064287766865844,6.336353578519498,clear_separation,38.0,38.0,39.0,40.0,43.0,47.0,39.0,40.0,7.0,4.0,3.0,1,1,1,0.9614347737613634
3,Jw,equal_count_three_region,Jw_three_2,R3_high,ok,3267,3.866042542531688,0.3088863532603704,0.4555374390657858,5.057459725013591,clear_separation,37.0,37.0,38.0,40.0,48.0,51.0,48.0,48.0,11.0,3.0,8.0,1,1,1,0.964436530286945
3,Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,ok,2081,5.569420939518335,0.37854473066890215,0.4035964386812382,7.120736201811003,clear_separation,38.0,38.0,44.0,47.0,49.0,52.0,49.0,49.0,5.0,3.0,2.0,1,1,1,0.9369742206121731
3,Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,ok,370,1.7554537864819677,0.42567907536850863,0.3325519514467391,2.315196456488064,clear_separation,49.0,49.0,30.0,50.0,51.0,52.0,49.0,48.0,2.0,1.0,1.0,1,1,1,0.8236001362657599
4,H,whole_field,H_whole,whole_field,ok,9801,16.813321065070884,2.773034392282495,1.15386996377669,4.281571319435893,clear_separation,37.0,37.0,36.0,37.0,41.0,50.0,38.0,37.0,13.0,9.0,4.0,1,1,1,0.976128731197631
4,H,equal_count_three_region,H_three_0,R1_low,ok,3267,4.138139549000206,0.6532023563427041,0.4524434007142122,3.7427354309353023,clear_separation,37.0,37.0,36.0,39.0,43.0,48.0,42.0,42.0,9.0,5.0,4.0,1,1,1,0.9830240643318381
4,H,equal_count_three_region,H_three_1,R2_mid,ok,3267,15.246618936470783,2.5941952371754624,0.9574164284172412,4.292873312748955,clear_separation,37.0,37.0,36.0,37.0,39.0,43.0,38.0,37.0,6.0,4.0,2.0,1,1,3,0.9351136745385915
4,H,equal_count_three_region,H_three_2,R3_high,ok,3267,25.1557298766189,4.091018844505053,1.6976229401508935,4.345705056978933,clear_separation,37.0,37.0,36.0,37.0,44.0,50.0,49.0,49.0,13.0,6.0,7.0,1,3,1,0.9802942515520401
4,H,contribution_region,H_H_early_frontloaded_positive_core,H_early_frontloaded_positive_core,ok,2369,10.406227287777032,2.9579418091390224,1.013073500077833,2.620545748998711,clear_separation,37.0,37.0,35.0,36.0,37.0,39.0,37.0,37.0,3.0,2.0,1.0,1,1,1,0.8059245516533455
4,H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,ok,82,1.3640169636339465,0.4283846487515398,0.4623594855668858,1.5313229816300244,clear_separation,37.0,37.0,37.0,37.0,38.0,49.0,49.0,50.0,12.0,11.0,1.0,1,6,2,0.8113441018318798
4,H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,ok,940,2.4868436836241252,0.4088540367034478,0.46305153599493465,2.8521938171903356,clear_separation,42.0,42.0,43.0,44.0,47.0,49.0,47.0,47.0,5.0,2.0,3.0,1,1,1,0.946344243230787
4,H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,ok,1511,9.999677674131997,2.754701821571417,0.7872656059566183,2.8231986540629608,clear_separation,37.0,37.0,35.0,36.0,37.0,39.0,37.0,37.0,3.0,2.0,1.0,1,1,3,0.8073785103876508
4,H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,ok,2305,24.933289679244137,2.8054745071023763,1.4126019180674794,5.91105688139354,clear_separation,37.0,37.0,36.0,38.0,48.0,50.0,49.0,49.0,12.0,2.0,10.0,1,1,1,0.9824950552931414
4,H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,ok,146,1.3032652856574702,0.3275314590602395,0.4857969151655741,1.6023851213822646,clear_separation,37.0,37.0,37.0,37.0,48.0,49.0,49.0,50.0,12.0,1.0,11.0,3,2,2,0.862063898650619
4,Jw,whole_field,Jw_whole,whole_field,ok,9801,6.646024368181541,0.6724532869524837,0.7481319243452754,4.67837079770114,clear_separation,37.0,37.0,37.0,41.0,46.0,51.0,32.0,51.0,10.0,5.0,5.0,1,1,1,0.9890978534291514
4,Jw,equal_count_three_region,Jw_three_0,R1_low,ok,3267,9.962159106758083,0.9045323279421517,0.9032596505438036,5.510677791092698,clear_separation,37.0,37.0,37.0,42.0,48.0,52.0,50.0,51.0,10.0,4.0,6.0,1,1,1,0.9842589929488215
4,Jw,equal_count_three_region,Jw_three_1,R2_mid,ok,3267,4.244925301256172,0.46921045616587503,0.7034942675382607,3.6197733457131824,clear_separation,37.0,37.0,37.0,39.0,42.0,44.0,33.0,44.0,5.0,2.0,3.0,1,1,1,0.8949805724221505
4,Jw,equal_count_three_region,Jw_three_2,R3_high,ok,3267,2.8023903921003916,0.49177494993357,0.5268918773634831,2.7510372547776973,clear_separation,37.0,37.0,36.0,38.0,43.0,49.0,33.0,38.0,11.0,6.0,5.0,1,1,1,0.9434558383705318
4,Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,ok,2081,3.7784678934724734,0.4797026006566269,0.7287208053746467,3.1267748329054528,clear_separation,37.0,37.0,36.0,49.0,51.0,53.0,50.0,51.0,4.0,2.0,2.0,1,1,1,0.8806758450665743
4,Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,ok,370,1.0291175443764369,0.3215637529181319,0.6312138835345665,1.0801235304052275,moderate_separation,41.0,41.0,41.0,42.0,43.0,46.0,34.0,41.0,4.0,3.0,1.0,1,1,3,0.9188975952799499
5,H,whole_field,H_whole,whole_field,ok,9801,17.547864787088695,2.8472079966532746,1.910627919232946,3.688203018623885,clear_separation,37.0,37.0,35.0,38.0,47.0,52.0,31.0,30.0,14.0,5.0,9.0,1,1,1,0.9885273456431165
5,H,equal_count_three_region,H_three_0,R1_low,ok,3267,4.842242711757791,0.7087707139913789,0.6424732497724795,3.5835443795581052,clear_separation,37.0,37.0,37.0,39.0,43.0,53.0,40.0,40.0,14.0,10.0,4.0,1,1,1,0.9796997256255399
5,H,equal_count_three_region,H_three_1,R2_mid,ok,3267,13.776816602535412,2.7277389893924178,1.1925704311922654,3.5142166407060564,clear_separation,37.0,37.0,35.0,36.0,39.0,51.0,35.0,36.0,15.0,12.0,3.0,1,1,1,0.9520097743593142
5,H,equal_count_three_region,H_three_2,R3_high,ok,3267,27.414296939421185,4.110385086669168,3.0896948515767737,3.807498968698917,clear_separation,37.0,37.0,35.0,38.0,49.0,52.0,31.0,30.0,14.0,3.0,11.0,1,1,1,0.9875556645592962
5,H,contribution_region,H_H_early_frontloaded_positive_core,H_early_frontloaded_positive_core,ok,2369,11.513386842275608,2.8506886931441855,1.4557388541699787,2.6735354805763043,clear_separation,37.0,37.0,35.0,36.0,38.0,51.0,36.0,36.0,15.0,13.0,2.0,1,1,1,0.9409140127997192
5,H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,ok,82,2.163058114658086,0.7838158360525656,0.8579627021408633,1.3175090697910206,moderate_separation,54.0,54.0,30.0,54.0,54.0,55.0,55.0,54.0,1.0,1.0,0.0,3,1,1,0.6563437775071874
5,H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,ok,940,3.7316868184146803,0.6318479817210482,0.7259833422741452,2.7482697979266018,clear_separation,43.0,43.0,43.0,44.0,46.0,54.0,54.0,54.0,10.0,8.0,2.0,1,1,1,0.930529034330978
5,H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,ok,1511,11.332089538587686,2.6926706784186694,1.5556799334811493,2.6674092074335864,clear_separation,37.0,37.0,35.0,36.0,41.0,52.0,36.0,30.0,16.0,11.0,5.0,1,1,1,0.9501888781118272
5,H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,ok,2305,25.914961377184238,3.1275502005700506,2.622566307639672,4.506858485420979,clear_separation,37.0,37.0,35.0,39.0,49.0,52.0,50.0,30.0,13.0,3.0,10.0,1,1,1,0.9850993232135739
5,H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,ok,146,2.634792553793605,0.7994337486978498,0.9212817486547102,1.5312191689139873,clear_separation,47.0,47.0,30.0,47.0,54.0,55.0,55.0,54.0,8.0,1.0,7.0,3,1,1,0.7189655391588804
5,Jw,whole_field,Jw_whole,whole_field,ok,9801,6.612765728422908,0.5247149321207218,0.6909400926435113,5.439672928350213,clear_separation,37.0,37.0,38.0,44.0,49.0,53.0,53.0,53.0,9.0,4.0,5.0,1,1,1,0.9750990001631588
5,Jw,equal_count_three_region,Jw_three_0,R1_low,ok,3267,10.162026666176798,0.6202705605319377,1.0026182957220828,6.261689842170067,clear_separation,37.0,37.0,38.0,44.0,49.0,52.0,50.0,51.0,8.0,3.0,5.0,1,1,1,0.9760582913896434
5,Jw,equal_count_three_region,Jw_three_1,R2_mid,ok,3267,3.8156221504538745,0.4263412324289014,0.4356740474046478,4.426397350161417,clear_separation,41.0,41.0,41.0,44.0,49.0,53.0,54.0,54.0,9.0,4.0,5.0,1,1,1,0.9622165771011527
5,Jw,equal_count_three_region,Jw_three_2,R3_high,ok,3267,2.3362246769433224,0.4437637335895106,0.3425619065301016,2.971065113160938,clear_separation,38.0,38.0,39.0,43.0,48.0,53.0,53.0,53.0,10.0,5.0,5.0,1,1,1,0.971279700510094
5,Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,ok,2081,4.411343211197696,0.3180452594213663,0.5315812377383391,5.192097028452833,clear_separation,37.0,37.0,47.0,49.0,51.0,53.0,49.0,50.0,4.0,2.0,2.0,1,1,1,0.9027696989871486
5,Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,ok,370,1.4134587235521707,0.44016538753667067,0.39504836110903196,1.6923317244766278,clear_separation,48.0,48.0,48.0,49.0,50.0,52.0,50.0,49.0,3.0,2.0,1.0,1,1,1,0.8645292638578124
6,H,whole_field,H_whole,whole_field,ok,9801,18.00915271739904,2.9697192177009066,2.029758699307295,3.6022066736472587,clear_separation,37.0,37.0,35.0,37.0,50.0,53.0,50.0,51.0,16.0,3.0,13.0,1,1,1,0.9554763375287506
6,H,equal_count_three_region,H_three_0,R1_low,ok,3267,3.42800390691465,0.5451696535984274,0.5159994499723197,3.2304030482792023,clear_separation,37.0,37.0,36.0,38.0,49.0,53.0,52.0,52.0,15.0,4.0,11.0,1,1,1,0.9802463096725056
6,H,equal_count_three_region,H_three_1,R2_mid,ok,3267,15.073826162826988,2.6546109995523954,1.9154837316053244,3.298361861091752,clear_separation,37.0,37.0,35.0,37.0,39.0,53.0,38.0,38.0,16.0,14.0,2.0,1,3,1,0.9451287643850182
