object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
Jw,W001,CP001,0,41,strict
Jw,W001,CP001,1,41,strict
Jw,W001,CP001,2,40,strict
Jw,W001,CP001,3,37,matched
Jw,W001,CP001,4,43,strict
Jw,W001,CP001,5,40,strict
Jw,W001,CP001,6,41,strict
Jw,W001,CP001,7,42,strict
Jw,W001,CP001,8,42,strict
Jw,W001,CP001,9,41,strict
Jw,W001,CP001,10,39,strict
Jw,W001,CP001,11,43,strict
Jw,W001,CP001,12,44,matched
Jw,W001,CP001,13,41,strict
Jw,W001,CP001,14,40,strict
Jw,W001,CP001,15,43,strict
Jw,W001,CP001,16,40,strict
Jw,W001,CP001,17,42,strict
Jw,W001,CP001,18,35,near
Jw,W001,CP001,19,41,strict
Jw,W001,CP001,20,44,matched
Jw,W001,CP001,21,40,strict
Jw,W001,CP001,22,42,strict
Jw,W001,CP001,23,40,strict
Jw,W001,CP001,24,40,strict
Jw,W001,CP001,25,41,strict
Jw,W001,CP001,26,39,strict
Jw,W001,CP001,27,39,strict
Jw,W001,CP001,28,44,matched
Jw,W001,CP001,29,41,strict
Jw,W001,CP001,30,38,matched
Jw,W001,CP001,32,42,strict
Jw,W001,CP001,33,42,strict
Jw,W001,CP001,34,41,strict
Jw,W001,CP001,35,40,strict
Jw,W001,CP001,36,40,strict
Jw,W001,CP001,37,45,matched
Jw,W001,CP001,38,38,matched
Jw,W001,CP001,39,42,strict
Jw,W001,CP001,40,43,strict
Jw,W001,CP001,41,43,strict
Jw,W001,CP001,42,44,matched
Jw,W001,CP001,43,42,strict
Jw,W001,CP001,44,39,strict
Jw,W001,CP001,45,47,near
Jw,W001,CP001,46,47,near
Jw,W001,CP001,47,41,strict
Jw,W001,CP001,48,44,matched
Jw,W001,CP001,49,48,near
Jw,W001,CP001,50,43,strict
Jw,W001,CP001,51,42,strict
Jw,W001,CP001,52,39,strict
Jw,W001,CP001,53,43,strict
Jw,W001,CP001,54,43,strict
Jw,W001,CP001,55,43,strict
Jw,W001,CP001,56,41,strict
Jw,W001,CP001,57,41,strict
Jw,W001,CP001,58,47,near
Jw,W001,CP001,59,40,strict
Jw,W001,CP001,60,47,near
Jw,W001,CP001,61,41,strict
Jw,W001,CP001,62,41,strict
Jw,W001,CP001,63,40,strict
Jw,W001,CP001,64,41,strict
Jw,W001,CP001,65,48,near
Jw,W001,CP001,66,40,strict
Jw,W001,CP001,67,40,strict
Jw,W001,CP001,68,44,matched
Jw,W001,CP001,69,41,strict
Jw,W001,CP001,70,40,strict
Jw,W001,CP001,71,40,strict
Jw,W001,CP001,72,38,matched
Jw,W001,CP001,73,40,strict
Jw,W001,CP001,74,42,strict
Jw,W001,CP001,75,38,matched
Jw,W001,CP001,76,47,near
Jw,W001,CP001,77,39,strict
Jw,W001,CP001,78,40,strict
Jw,W001,CP001,79,41,strict
Jw,W001,CP001,80,41,strict
Jw,W001,CP001,81,40,strict
Jw,W001,CP001,82,46,matched
Jw,W001,CP001,83,39,strict
Jw,W001,CP001,84,41,strict
Jw,W001,CP001,85,39,strict
Jw,W001,CP001,86,40,strict
Jw,W001,CP001,87,40,strict
Jw,W001,CP001,88,41,strict
Jw,W001,CP001,89,38,matched
Jw,W001,CP001,90,49,near
Jw,W001,CP001,91,40,strict
Jw,W001,CP001,92,39,strict
Jw,W001,CP001,93,45,matched
Jw,W001,CP001,94,38,matched
Jw,W001,CP001,96,42,strict
Jw,W001,CP001,97,43,strict
Jw,W001,CP001,98,45,matched
Jw,W001,CP001,99,44,matched
Jw,W001,CP001,100,40,strict
Jw,W001,CP001,101,39,strict
Jw,W001,CP001,102,42,strict
Jw,W001,CP001,103,41,strict
Jw,W001,CP001,104,42,strict
Jw,W001,CP001,105,43,strict
Jw,W001,CP001,106,38,matched
Jw,W001,CP001,107,39,strict
Jw,W001,CP001,108,40,strict
Jw,W001,CP001,109,45,matched
Jw,W001,CP001,110,45,matched
Jw,W001,CP001,111,46,matched
Jw,W001,CP001,112,40,strict
Jw,W001,CP001,113,45,matched
