object,replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
Jw,0,bootstrap,0,CP001,41,05-12,41,13.791511624302679,10.275822461645667,0,0,strict
Jw,0,bootstrap,0,CP002,83,06-23,90,23.254021845279453,16.79029871156201,7,7,near
Jw,0,bootstrap,0,CP003,104,07-14,111,34.644692684202354,31.616764837628452,7,7,near
Jw,0,bootstrap,0,CP004,130,08-09,127,15.533446662734397,7.789633447297353,-3,3,matched
Jw,0,bootstrap,0,CP005,152,08-31,150,33.09600258746979,26.96089846245902,-2,2,strict
Jw,1,bootstrap,1,CP001,41,05-12,41,30.62590363994789,28.010578623224802,0,0,strict
Jw,1,bootstrap,1,CP002,83,06-23,78,16.417846135484716,12.316316522931556,-5,5,matched
Jw,1,bootstrap,1,CP003,104,07-14,109,36.29008137119459,34.654060554819004,5,5,matched
Jw,1,bootstrap,1,CP004,130,08-09,131,8.869636713156703,1.738741957812814,1,1,strict
Jw,1,bootstrap,1,CP005,152,08-31,148,12.080970179221598,3.1088465644536196,-4,4,matched
Jw,2,bootstrap,2,CP001,41,05-12,40,12.391074053519088,7.262830914950392,-1,1,strict
Jw,2,bootstrap,2,CP002,83,06-23,84,18.60223994579927,11.135326414188292,1,1,strict
Jw,2,bootstrap,2,CP003,104,07-14,101,28.00151132821621,1.2246709945420555,-3,3,matched
Jw,2,bootstrap,2,CP004,130,08-09,131,17.19370620606119,14.387549895817951,1,1,strict
Jw,2,bootstrap,2,CP005,152,08-31,150,15.511578764500358,6.735495461956891,-2,2,strict
Jw,3,bootstrap,3,CP001,41,05-12,37,6.672993368177249,1.6567533840765973,-4,4,matched
Jw,3,bootstrap,3,CP002,83,06-23,86,31.050940074100936,25.25352346742628,3,3,matched
Jw,3,bootstrap,3,CP003,104,07-14,101,40.291178119311404,38.46687852376168,-3,3,matched
Jw,3,bootstrap,3,CP004,130,08-09,131,17.36292683977623,12.663513981484472,1,1,strict
Jw,3,bootstrap,3,CP005,152,08-31,157,28.32890988199285,15.157145588238748,5,5,matched
Jw,4,bootstrap,4,CP001,41,05-12,43,10.57817187424542,7.961424793047746,2,2,strict
Jw,4,bootstrap,4,CP002,83,06-23,76,6.055884963914361,0.24108536467557862,-7,7,near
Jw,4,bootstrap,4,CP003,104,07-14,106,35.54957276003434,24.162886570149404,2,2,strict
Jw,4,bootstrap,4,CP004,130,08-09,128,41.315380425155006,35.72400081028436,-2,2,strict
Jw,4,bootstrap,4,CP005,152,08-31,155,25.093919322632765,19.493828009535534,3,3,matched
Jw,5,bootstrap,5,CP001,41,05-12,40,11.51077406632093,2.6689640284064566,-1,1,strict
Jw,5,bootstrap,5,CP002,83,06-23,89,21.510676922813253,8.320017319270189,6,6,near
Jw,5,bootstrap,5,CP003,104,07-14,102,27.816022349906422,23.357870032500117,-2,2,strict
Jw,5,bootstrap,5,CP004,130,08-09,137,15.902331324250017,10.877194302153967,7,7,near
Jw,5,bootstrap,5,CP005,152,08-31,159,19.7455695082665,10.757871171176772,7,7,near
Jw,6,bootstrap,6,CP001,41,05-12,41,19.56647903811924,16.921627060807904,0,0,strict
Jw,6,bootstrap,6,CP002,83,06-23,80,20.240931190120783,16.787466839819217,-3,3,matched
Jw,6,bootstrap,6,CP003,104,07-14,107,41.29946689762727,40.27441125754346,3,3,matched
Jw,6,bootstrap,6,CP004,130,08-09,135,16.684302882242807,11.841112807844945,5,5,matched
Jw,6,bootstrap,6,CP005,152,08-31,150,10.155893261598269,1.9443469116853738,-2,2,strict
Jw,7,bootstrap,7,CP001,41,05-12,42,19.966290557228938,18.271294788045296,1,1,strict
Jw,7,bootstrap,7,CP002,83,06-23,78,22.151553623417414,19.319562965406586,-5,5,matched
Jw,7,bootstrap,7,CP003,104,07-14,105,24.731148468667037,17.78160023867294,1,1,strict
Jw,7,bootstrap,7,CP004,130,08-09,129,29.685548022496427,24.80253674267582,-1,1,strict
Jw,7,bootstrap,7,CP005,152,08-31,164,10.583322477022238,0.5853879826083421,12,12,no_match
Jw,8,bootstrap,8,CP001,41,05-12,42,17.860323536752652,16.087058309410516,1,1,strict
Jw,8,bootstrap,8,CP002,83,06-23,80,19.094965170064185,14.969315407837245,-3,3,matched
Jw,8,bootstrap,8,CP003,104,07-14,109,22.460185655593676,20.877062883884044,5,5,matched
Jw,8,bootstrap,8,CP004,130,08-09,133,24.83557440266268,12.628619163729358,3,3,matched
Jw,8,bootstrap,8,CP005,152,08-31,159,18.270075534228667,1.605027035970437,7,7,near
Jw,9,bootstrap,9,CP001,41,05-12,41,22.219853290484643,19.72264537711358,0,0,strict
Jw,9,bootstrap,9,CP002,83,06-23,87,20.443067198080296,14.756266116583244,4,4,matched
Jw,9,bootstrap,9,CP003,104,07-14,103,8.718488816601166,0.16362528255892883,-1,1,strict
Jw,9,bootstrap,9,CP004,130,08-09,137,24.77599580679573,20.89641667474296,7,7,near
Jw,9,bootstrap,9,CP005,152,08-31,149,17.593215592645862,0.039100383490271895,-3,3,matched
Jw,10,bootstrap,10,CP001,41,05-12,39,16.187086516252165,13.80245423597995,-2,2,strict
Jw,10,bootstrap,10,CP002,83,06-23,84,14.009621623583637,6.905266678182551,1,1,strict
Jw,10,bootstrap,10,CP003,104,07-14,104,21.038943393899284,17.101586774447046,0,0,strict
Jw,10,bootstrap,10,CP004,130,08-09,130,15.413868021054643,8.854111473776504,0,0,strict
Jw,10,bootstrap,10,CP005,152,08-31,151,16.1697546850561,6.00975658574589,-1,1,strict
Jw,11,bootstrap,11,CP001,41,05-12,43,21.697309111558557,17.310436534578017,2,2,strict
Jw,11,bootstrap,11,CP002,83,06-23,81,19.564664936104148,15.100264467091186,-2,2,strict
Jw,11,bootstrap,11,CP003,104,07-14,102,17.809818581796847,0.5312396823843812,-2,2,strict
Jw,11,bootstrap,11,CP004,130,08-09,131,20.505166173522994,11.028127363105328,1,1,strict
Jw,11,bootstrap,11,CP005,152,08-31,165,23.64769321990591,4.570949083312861,13,13,no_match
Jw,12,bootstrap,12,CP001,41,05-12,44,14.576024962984066,12.283219322994793,3,3,matched
