object,day,detector_score
Jw,14,4.883965322489396
Jw,15,4.4429794789011305
Jw,16,3.8997284421736076
Jw,17,3.2909642254008364
Jw,18,2.7646059791447337
Jw,19,2.4116658150447625
Jw,20,2.2147226639401203
Jw,21,2.132664404129167
Jw,22,2.070547192176315
Jw,23,1.9273408939765568
Jw,24,1.7630372178935794
Jw,25,1.6723469288360135
Jw,26,1.691763737624278
Jw,27,1.8677665609186702
Jw,28,2.161624456744032
Jw,29,2.491533163607365
Jw,30,2.806599715310974
Jw,31,3.1643997204937335
Jw,32,3.5186509397107946
Jw,33,3.792632086668971
Jw,34,4.160133983423137
Jw,35,4.856367706562543
Jw,36,6.044895898792799
Jw,37,7.723574304102547
Jw,38,9.394767120960317
Jw,39,10.68819037665218
Jw,40,11.460322172788048
Jw,41,11.770966007882706
Jw,42,11.667764707468015
Jw,43,11.319060825993866
Jw,44,10.94054628142348
Jw,45,10.513710739521185
Jw,46,9.77629609059732
Jw,47,8.916572482936521
Jw,48,8.224242444008077
Jw,49,7.579897996132241
Jw,50,6.852003604834169
Jw,51,6.05162818329436
Jw,52,5.219347563769221
Jw,53,4.336103965259797
Jw,54,3.4734030967344283
Jw,55,2.816621079583546
Jw,56,2.406424816477445
Jw,57,2.1965826152854726
Jw,58,2.1444247252675024
Jw,59,2.188496054725308
Jw,60,2.30056387706099
Jw,61,2.4744150451002933
Jw,62,2.7124716336107073
Jw,63,3.038980579715127
Jw,64,3.46645361275921
Jw,65,3.9221962254721636
Jw,66,4.352294645105784
Jw,67,4.783725931859982
Jw,68,5.200916470121817
Jw,69,5.596306993429233
Jw,70,5.959448895154668
Jw,71,6.34468050040945
Jw,72,6.798809547225458
Jw,73,7.338026745867444
Jw,74,8.037702738960377
Jw,75,8.924300762801398
Jw,76,9.936940735545601
Jw,77,10.940946048577981
Jw,78,11.840246837069596
Jw,79,12.722878630264963
Jw,80,13.58982804331006
Jw,81,14.296626416488884
Jw,82,14.718508656230235
Jw,83,14.807843176914874
Jw,84,14.392605036173217
Jw,85,13.493258384294823
Jw,86,12.3339322509433
Jw,87,11.223258491394798
Jw,88,10.204885025313681
Jw,89,9.252500221421835
Jw,90,8.40974140732496
Jw,91,7.8726464837195875
Jw,92,7.683464225110906
Jw,93,7.913136178766586
Jw,94,8.655148690806355
Jw,95,9.900185013611353
Jw,96,11.624283242358443
Jw,97,13.783943549951976
Jw,98,16.291766664249817
Jw,99,18.927794741614395
Jw,100,21.302514341065404
Jw,101,23.157290434282555
Jw,102,24.345248599960204
Jw,103,24.911597581426918
Jw,104,25.06998583750547
Jw,105,24.970813645892488
Jw,106,24.791482501662728
Jw,107,24.717924468339127
Jw,108,24.63696658932396
Jw,109,24.177378157853518
Jw,110,23.169081002425564
Jw,111,21.627147807683592
Jw,112,19.549915189674103
Jw,113,16.974676152538258
Jw,114,14.111621373811143
Jw,115,11.225043992467075
Jw,116,8.434314439627272
Jw,117,5.948034365374281
Jw,118,4.004679185263858
Jw,119,2.7205455202745465
Jw,120,2.1439715806905593
Jw,121,2.397203370365875
Jw,122,3.599617656844903
Jw,123,5.67557313388403
Jw,124,8.387013933312813
Jw,125,11.433817336810872
Jw,126,14.523707083738184
Jw,127,17.390305430396086
Jw,128,19.792465354859125
Jw,129,21.380172099834784
Jw,130,21.9408475625849
Jw,131,21.47710969290609
Jw,132,20.301949065145898
Jw,133,18.72500026854774
Jw,134,17.020522882260472
Jw,135,15.420223374474315
Jw,136,13.900717968339862
Jw,137,12.45161098074556
Jw,138,11.104984619657227
Jw,139,9.990737642106847
Jw,140,9.152925395879802
Jw,141,8.597476837989802
Jw,142,8.313287190288536
Jw,143,8.312095663608265
Jw,144,8.510671525589785
Jw,145,8.823624529335191
Jw,146,9.214039622120806
Jw,147,9.680285941712718
Jw,148,10.174390855248003
Jw,149,10.695341075766319
Jw,150,11.175946449121477
Jw,151,11.512103712597913
Jw,152,11.561730035015003
Jw,153,11.375983333715254
Jw,154,11.131617626957613
Jw,155,10.813803603691476
Jw,156,10.446314398572122
Jw,157,10.042274757412013
Jw,158,9.631445444758638
Jw,159,9.184315775941675
Jw,160,8.79322277104649
Jw,161,8.600325051210058
Jw,162,8.691824031375567
Jw,163,8.928980734584808
Jw,164,9.150578461018158
Jw,165,9.374096665766881
Jw,166,9.650626452805946
Jw,167,9.935659854203305
Jw,168,10.175321693760148
