window_id,left_out_year_index,left_out_year,object,v9_observed_peak_day,loo_peak_day,loo_peak_shift,loo_peak_score,influence_flag,method_role
W160,0,1979,P,158.0,158.0,0.0,21.849702793763754,low_shift,leave_one_year_out_influence_diagnostic
W160,0,1979,V,161.0,161.0,0.0,34.24906689280414,low_shift,leave_one_year_out_influence_diagnostic
W160,0,1979,H,155.0,155.0,0.0,8.851142708018287,low_shift,leave_one_year_out_influence_diagnostic
W160,0,1979,Je,162.0,161.0,-1.0,20.468688981799872,low_shift,leave_one_year_out_influence_diagnostic
W160,0,1979,Jw,152.0,153.0,1.0,11.25358977876701,low_shift,leave_one_year_out_influence_diagnostic
W160,1,1980,P,158.0,158.0,0.0,18.940233716405896,low_shift,leave_one_year_out_influence_diagnostic
W160,1,1980,V,161.0,161.0,0.0,33.53071632093149,low_shift,leave_one_year_out_influence_diagnostic
W160,1,1980,H,155.0,155.0,0.0,12.105814098573058,low_shift,leave_one_year_out_influence_diagnostic
W160,1,1980,Je,162.0,161.0,-1.0,21.49257346689166,low_shift,leave_one_year_out_influence_diagnostic
W160,1,1980,Jw,152.0,152.0,0.0,11.356860031419625,low_shift,leave_one_year_out_influence_diagnostic
W160,2,1981,P,158.0,157.0,-1.0,19.000220579746408,low_shift,leave_one_year_out_influence_diagnostic
W160,2,1981,V,161.0,161.0,0.0,31.1154791263681,low_shift,leave_one_year_out_influence_diagnostic
W160,2,1981,H,155.0,154.0,-1.0,8.072043878025875,low_shift,leave_one_year_out_influence_diagnostic
W160,2,1981,Je,162.0,162.0,0.0,22.50835756756298,low_shift,leave_one_year_out_influence_diagnostic
W160,2,1981,Jw,152.0,152.0,0.0,12.09382379787726,low_shift,leave_one_year_out_influence_diagnostic
W160,3,1982,P,158.0,158.0,0.0,21.304793375955555,low_shift,leave_one_year_out_influence_diagnostic
W160,3,1982,V,161.0,161.0,0.0,34.30058085226832,low_shift,leave_one_year_out_influence_diagnostic
W160,3,1982,H,155.0,154.0,-1.0,9.529551462995304,low_shift,leave_one_year_out_influence_diagnostic
W160,3,1982,Je,162.0,162.0,0.0,21.554673434093793,low_shift,leave_one_year_out_influence_diagnostic
W160,3,1982,Jw,152.0,151.0,-1.0,11.143319455603558,low_shift,leave_one_year_out_influence_diagnostic
W160,4,1983,P,158.0,157.0,-1.0,22.75043302117315,low_shift,leave_one_year_out_influence_diagnostic
W160,4,1983,V,161.0,161.0,0.0,34.658494718353346,low_shift,leave_one_year_out_influence_diagnostic
W160,4,1983,H,155.0,155.0,0.0,9.834036650195284,low_shift,leave_one_year_out_influence_diagnostic
W160,4,1983,Je,162.0,161.0,-1.0,20.742276977436045,low_shift,leave_one_year_out_influence_diagnostic
W160,4,1983,Jw,152.0,151.0,-1.0,10.826280926978285,low_shift,leave_one_year_out_influence_diagnostic
W160,5,1984,P,158.0,158.0,0.0,19.43019103663241,low_shift,leave_one_year_out_influence_diagnostic
W160,5,1984,V,161.0,161.0,0.0,30.296202020922827,low_shift,leave_one_year_out_influence_diagnostic
W160,5,1984,H,155.0,155.0,0.0,7.47241706363452,low_shift,leave_one_year_out_influence_diagnostic
W160,5,1984,Je,162.0,161.0,-1.0,21.889527575457343,low_shift,leave_one_year_out_influence_diagnostic
W160,5,1984,Jw,152.0,151.0,-1.0,11.455492101804591,low_shift,leave_one_year_out_influence_diagnostic
W160,6,1985,P,158.0,158.0,0.0,21.310183050510673,low_shift,leave_one_year_out_influence_diagnostic
W160,6,1985,V,161.0,161.0,0.0,33.62835059501725,low_shift,leave_one_year_out_influence_diagnostic
W160,6,1985,H,155.0,155.0,0.0,8.562609246912904,low_shift,leave_one_year_out_influence_diagnostic
W160,6,1985,Je,162.0,161.0,-1.0,18.391286493467106,low_shift,leave_one_year_out_influence_diagnostic
W160,6,1985,Jw,152.0,151.0,-1.0,11.962178509119656,low_shift,leave_one_year_out_influence_diagnostic
W160,7,1986,P,158.0,158.0,0.0,21.366124711927277,low_shift,leave_one_year_out_influence_diagnostic
W160,7,1986,V,161.0,161.0,0.0,30.87662249350732,low_shift,leave_one_year_out_influence_diagnostic
W160,7,1986,H,155.0,155.0,0.0,7.2994611100379085,low_shift,leave_one_year_out_influence_diagnostic
W160,7,1986,Je,162.0,162.0,0.0,19.96373247822386,low_shift,leave_one_year_out_influence_diagnostic
W160,7,1986,Jw,152.0,152.0,0.0,12.022806740573444,low_shift,leave_one_year_out_influence_diagnostic
W160,8,1987,P,158.0,157.0,-1.0,19.816369543077727,low_shift,leave_one_year_out_influence_diagnostic
W160,8,1987,V,161.0,162.0,1.0,33.99805738729578,low_shift,leave_one_year_out_influence_diagnostic
W160,8,1987,H,155.0,155.0,0.0,12.291221067678553,low_shift,leave_one_year_out_influence_diagnostic
W160,8,1987,Je,162.0,162.0,0.0,19.715993059267525,low_shift,leave_one_year_out_influence_diagnostic
W160,8,1987,Jw,152.0,153.0,1.0,11.688391652392358,low_shift,leave_one_year_out_influence_diagnostic
W160,9,1988,P,158.0,157.0,-1.0,19.65458492250524,low_shift,leave_one_year_out_influence_diagnostic
W160,9,1988,V,161.0,161.0,0.0,31.587802250150155,low_shift,leave_one_year_out_influence_diagnostic
W160,9,1988,H,155.0,155.0,0.0,10.11347477096863,low_shift,leave_one_year_out_influence_diagnostic
W160,9,1988,Je,162.0,162.0,0.0,20.284561717907703,low_shift,leave_one_year_out_influence_diagnostic
W160,9,1988,Jw,152.0,152.0,0.0,11.673503611336528,low_shift,leave_one_year_out_influence_diagnostic
W160,10,1989,P,158.0,158.0,0.0,22.120097223779577,low_shift,leave_one_year_out_influence_diagnostic
