replicate_type,replicate_id,point_id,point_day,matched_peak_exists,matched_peak_day,center_offset_days,matched_peak_score,matched_peak_prominence,matched_peak_rank,matched_stat,local_background_median,local_background_mad,match_quality_flag,local_window_start,local_window_end
null,122,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,122,RP005,160,True,161.0,1.0,53.62213119850247,35.787015566791965,1.0,1.8100998103909738,34.11910160098927,10.774560312892158,matched_peak,158,162
null,123,RP001,45,True,45.0,0.0,18.65050898768927,0.5441256604128952,7.0,0.3490069605794764,17.815297345997465,2.3931088274428305,matched_peak,43,47
null,123,RP002,81,True,83.0,2.0,33.66755886423377,28.446220834011065,2.0,2.439034485735816,25.05271888940066,3.532069759909037,matched_peak,79,83
null,123,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,123,LP006,132,True,131.0,-1.0,38.20065026626146,32.32049756203857,1.0,2.1647489601059857,23.166609411044675,6.944935006613068,matched_peak,130,134
null,123,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,123,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,124,RP001,45,True,47.0,2.0,39.87798900088618,25.700952020715356,2.0,1.3997906397171191,27.260062415738993,9.014152697648566,matched_peak,43,47
null,124,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,124,RP003,113,True,111.0,-2.0,38.347724119365495,16.26597188489167,3.0,1.211195098968663,28.906944561625906,7.794598536327051,matched_peak,111,115
null,124,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,124,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,124,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,125,RP001,45,True,46.0,1.0,34.638340715480396,22.085487059156012,4.0,3.375304362674048,24.681081138343803,2.9500330854592978,matched_peak,43,47
null,125,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,125,RP003,113,True,113.0,0.0,18.67058527373234,0.03162411008686661,13.0,-1.0407015954876273,21.67364327872061,2.8856091002475637,matched_peak,111,115
null,125,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,125,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,125,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,126,RP001,45,True,44.0,-1.0,32.299565920083886,17.258550744543037,4.0,3.0263002373284893,27.065695472649793,1.7294617211514236,matched_peak,43,47
null,126,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,126,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,126,LP006,132,True,132.0,0.0,11.754720509865173,2.1754018024299064,16.0,1.4170924677522099,10.332531527671861,1.0035964486341964,matched_peak,130,134
null,126,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,126,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,127,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,127,RP002,81,True,79.0,-2.0,45.47330637292991,29.80440125947871,3.0,2.6287409696604516,26.59026662115371,7.183301794823805,matched_peak,79,83
null,127,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,127,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,127,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,127,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,128,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,128,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,128,RP003,113,True,114.0,1.0,13.493052360054136,5.929267199459559,8.0,2.7456078415037886,10.153511110818464,1.216321271850136,matched_peak,111,115
null,128,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,128,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,128,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,129,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,129,RP002,81,True,81.0,0.0,11.116114923376784,1.8777999302862067,11.0,1.3253433833565482,9.409362858877458,1.2877810178697944,matched_peak,79,83
null,129,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,129,LP006,132,True,131.0,-1.0,27.097648144180084,20.516496279384437,3.0,2.522225542829648,16.889932478429593,4.047106599783439,matched_peak,130,134
null,129,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,129,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,130,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,130,RP002,81,True,80.0,-1.0,24.908888337781814,10.227054945430577,5.0,1.7335191300042818,19.117835512975468,3.3406339204672353,matched_peak,79,83
null,130,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,130,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,130,RP004,135,True,137.0,2.0,13.146222341179236,1.5668772941188713,9.0,1.288296362658719,8.490191789701178,3.6140989554501424,matched_peak,133,137
null,130,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,131,RP001,45,True,46.0,1.0,73.63460397069093,64.98771732485295,2.0,4.053242513628276,32.49793047546449,10.149077760923404,matched_peak,43,47
null,131,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,131,RP003,113,True,113.0,0.0,31.55335858457778,12.248402605377699,6.0,2.4490021433944755,21.47619592899068,4.114803516312762,matched_peak,111,115
null,131,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,131,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,131,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,132,RP001,45,True,45.0,0.0,9.8616349524486,0.11204003397368645,13.0,-1.4127654554072748,10.644215760813236,0.5539353975861312,matched_peak,43,47
null,132,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,132,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,132,LP006,132,True,134.0,2.0,11.200355698651055,0.3211370471630435,10.0,-0.10544945386990413,11.292146328892414,0.8704704085059483,matched_peak,130,134
null,132,RP004,135,True,134.0,-1.0,11.200355698651055,0.3211370471630435,10.0,1.1936682018840474,10.209227112720534,0.8303216693126902,matched_peak,133,137
null,132,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,133,RP001,45,True,47.0,2.0,26.190880697417263,1.9266501085946786,5.0,1.0863367576150573,23.672967471916394,2.3178017285959527,matched_peak,43,47
null,133,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,133,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,133,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,133,RP004,135,True,137.0,2.0,46.661166343634314,37.94532456095157,2.0,3.066540213819472,31.432669198868247,4.966019048265828,matched_peak,133,137
null,133,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,134,RP001,45,True,47.0,2.0,10.089081947080427,1.5685486191565428,11.0,0.18296390022637857,9.860535826184773,1.249132308522273,matched_peak,43,47
null,134,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,134,RP003,113,True,113.0,0.0,25.52484395749442,17.154512321101457,3.0,2.4040903244623184,17.65086950071148,3.275240681526004,matched_peak,111,115
null,134,LP006,132,True,132.0,0.0,19.010029850131062,7.349971866539942,4.0,2.027925462054254,13.849418588601225,2.5447736308922178,matched_peak,130,134
null,134,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,134,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,135,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,135,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,135,RP003,113,True,113.0,0.0,17.513343929632228,0.12093984860131357,12.0,0.30864247733995537,16.44057351843177,3.475770468665683,matched_peak,111,115
null,135,LP006,132,True,132.0,0.0,25.60615618372798,4.511497912812487,6.0,2.6287212399105693,22.159932313952048,1.3109887009571093,matched_peak,130,134
null,135,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,135,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,136,RP001,45,True,46.0,1.0,20.709852333087397,0.15396288348367904,5.0,0.8980791992022816,16.10734180748961,5.124838121966494,matched_peak,43,47
null,136,RP002,81,True,79.0,-2.0,13.166093940866764,2.824564933576868,11.0,2.1092145514552905,10.896686608068052,1.075949011512721,matched_peak,79,83
null,136,RP003,113,True,114.0,1.0,35.153622741129126,30.333545665016537,3.0,2.6760973131760846,21.675995046960256,5.0362995400238955,matched_peak,111,115
null,136,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,136,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,136,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,137,RP001,45,True,46.0,1.0,25.30726185419478,0.7977681479999603,4.0,0.8761962684200324,24.017443008254666,1.4720661153966894,matched_peak,43,47
null,137,RP002,81,True,83.0,2.0,22.216601572727782,12.42968724205187,6.0,1.17747811190202,16.734552635820638,4.655754421011721,matched_peak,79,83
null,137,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,137,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,137,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,137,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,138,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,138,RP002,81,True,79.0,-2.0,31.70189567582316,14.261842653241892,2.0,2.821578547013501,20.99244792147854,3.7955518684618035,matched_peak,79,83
null,138,RP003,113,True,112.0,-1.0,17.261542240103225,0.8270468493728842,8.0,0.3630946316830126,16.495013308917766,2.1110995885604398,matched_peak,111,115
null,138,LP006,132,True,133.0,1.0,16.626032842313425,3.3142952341166385,10.0,1.9396398785262707,13.997866252907205,1.3549765598790895,matched_peak,130,134
null,138,RP004,135,True,133.0,-2.0,16.626032842313425,3.3142952341166385,10.0,2.125664076531792,12.793366310583586,1.803044306382846,matched_peak,133,137
null,138,RP005,160,True,161.0,1.0,24.23090629241252,17.632159055645708,4.0,2.9820013191511,15.86375124556377,2.805885753065546,matched_peak,158,162
null,139,RP001,45,True,47.0,2.0,17.954174041162446,8.954002022645426,7.0,1.888013551007125,13.136372691174829,2.551783237221744,matched_peak,43,47
null,139,RP002,81,True,83.0,2.0,11.185792982977247,2.0109172313672374,12.0,2.2751639535454475,9.802238660482725,0.6081119110501261,matched_peak,79,83
null,139,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,139,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,139,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,139,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,140,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,140,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,140,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,140,LP006,132,True,131.0,-1.0,20.868769630028495,11.942504187837741,10.0,4.700715717729844,10.428559605497643,2.2209830596957847,matched_peak,130,134
null,140,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,140,RP005,160,True,162.0,2.0,37.008516670552424,23.165957658515516,1.0,2.721456882752778,21.8869893319962,5.556408924636754,matched_peak,158,162
null,141,RP001,45,True,43.0,-2.0,19.004819991322925,11.701103787754608,13.0,2.8277907598811995,10.558651591127969,2.9868434722065107,matched_peak,43,47
null,141,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,141,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,141,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,141,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,141,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,142,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,142,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,142,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,142,LP006,132,True,132.0,0.0,21.601764822277545,0.2122605034539049,8.0,0.1432300384010333,21.27717213178202,2.2662333452316012,matched_peak,130,134
null,142,RP004,135,True,137.0,2.0,25.6951858084812,9.0809320907379,5.0,3.900926850720647,21.337640107169943,1.1170539282214396,matched_peak,133,137
null,142,RP005,160,True,159.0,-1.0,24.688136407949127,13.304423081429576,7.0,2.1991326100071364,17.731940663721034,3.163154277546816,matched_peak,158,162
null,143,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,143,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,143,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,143,LP006,132,True,130.0,-2.0,19.592219302915122,11.730414852016143,4.0,2.536098251606358,13.691687788570718,2.3266178608206687,matched_peak,130,134
null,143,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,143,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,144,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,144,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,144,RP003,113,True,111.0,-2.0,31.928535415837302,25.567528985997747,3.0,4.085541020531175,14.50272691352524,4.265238893425934,matched_peak,111,115
null,144,LP006,132,True,130.0,-2.0,20.221605846636557,10.85230334897392,5.0,3.4905938174473214,15.823428621621142,1.2600083023483588,matched_peak,130,134
null,144,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,144,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,145,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,145,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,145,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,145,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,145,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,145,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,146,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,146,RP002,81,True,83.0,2.0,23.853685331378916,11.690576275947347,7.0,1.9849878578471631,15.293875241790435,4.312273264493529,matched_peak,79,83
null,146,RP003,113,True,113.0,0.0,37.1967951334675,27.58408737530462,2.0,1.9886331311170131,25.26734370343759,5.998819603011855,matched_peak,111,115
null,146,LP006,132,True,131.0,-1.0,13.788931606247019,4.6816707693301325,12.0,2.2215293964108485,9.972118038354775,1.7181017509124468,matched_peak,130,134
null,146,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,146,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,147,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,147,RP002,81,True,81.0,0.0,17.244840339727986,7.111837213966581,7.0,1.5578715401650625,13.960023163565388,2.1085288972130805,matched_peak,79,83
null,147,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,147,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,147,RP004,135,True,136.0,1.0,8.398909813442003,0.01888507080827395,11.0,-1.793327789148347,15.176020935246079,3.7790699195540007,matched_peak,133,137
null,147,RP005,160,True,162.0,2.0,43.18843901968793,27.177380501684198,2.0,2.486880156185054,25.545812863267006,7.094280795024886,matched_peak,158,162
null,148,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,148,RP002,81,True,82.0,1.0,24.211800105005402,0.7321802373043411,9.0,0.33318292080380413,23.761904963037836,1.3502947196403845,matched_peak,79,83
null,148,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,148,LP006,132,True,130.0,-2.0,25.634484386036245,3.672217463436084,7.0,1.6091532083949722,16.9255438188842,5.412126393947986,matched_peak,130,134
null,148,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,148,RP005,160,True,158.0,-2.0,55.94777793256259,38.47537693729016,1.0,5.119613983568272,22.754444731251436,6.483561701458573,matched_peak,158,162
null,149,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,149,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,149,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,149,LP006,132,True,134.0,2.0,11.67272619739693,0.15651357959900203,14.0,-0.896132534993938,13.526222109249657,2.0683278761929342,matched_peak,130,134
null,149,RP004,135,True,134.0,-1.0,11.67272619739693,0.15651357959900203,14.0,-0.9737652381919949,13.526222109249657,1.9034319869093803,matched_peak,133,137
null,149,RP005,160,True,158.0,-2.0,34.298731027343145,23.111589895517824,2.0,1.8426628677174637,22.682343940665515,6.304130436318179,matched_peak,158,162
null,150,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,150,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,150,RP003,113,True,113.0,0.0,43.32682128086227,34.25603722339986,3.0,2.6784542516517797,25.49023275968929,6.659284355291401,matched_peak,111,115
null,150,LP006,132,True,131.0,-1.0,26.606652463489425,11.476806424975031,8.0,2.678030791564214,20.166097248502446,2.40495934867306,matched_peak,130,134
null,150,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,150,RP005,160,True,162.0,2.0,29.377729255338345,9.359414942374094,6.0,2.222602257675181,20.184996957189107,4.136022198384122,matched_peak,158,162
null,151,RP001,45,True,45.0,0.0,41.10337789238136,22.31691495390524,3.0,3.869617706781497,22.026350932402018,4.929951319958743,matched_peak,43,47
null,151,RP002,81,True,80.0,-1.0,29.00112790369879,15.210748691490483,9.0,3.2096716315602882,19.462051987547213,2.971978750180659,matched_peak,79,83
null,151,RP003,113,True,114.0,1.0,19.252074153734185,11.307512428704733,11.0,2.938146944517999,10.99480331742314,2.8103668614451056,matched_peak,111,115
null,151,LP006,132,True,133.0,1.0,29.42511810224461,0.4287658998736852,8.0,1.109576358854253,25.316691917842164,3.7026980076874008,matched_peak,130,134
null,151,RP004,135,True,133.0,-2.0,29.42511810224461,0.4287658998736852,8.0,1.393620663032284,20.002822304607594,6.761019001540548,matched_peak,133,137
null,151,RP005,160,True,158.0,-2.0,20.157051258960436,5.506795452831781,10.0,2.258831381094842,15.395501523963997,2.107970409947214,matched_peak,158,162
null,152,RP001,45,True,45.0,0.0,11.513536002089637,0.116577474765581,10.0,0.20751071197334753,10.936590735790517,2.7803155737719942,matched_peak,43,47
null,152,RP002,81,True,80.0,-1.0,31.28326798333041,20.15935557061973,2.0,4.460353915270306,14.950032558159796,3.6618698181436233,matched_peak,79,83
null,152,RP003,113,True,115.0,2.0,14.13040088727333,5.928679711259596,6.0,5.826322757744997,8.662700395097648,0.9384479132475416,matched_peak,111,115
null,152,LP006,132,True,132.0,0.0,16.5971183932102,4.073433498139767,5.0,2.1379838626936976,14.805130204317344,0.8381673027481353,matched_peak,130,134
null,152,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,152,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,153,RP001,45,True,46.0,1.0,21.243767663789512,0.6407043829790666,12.0,0.16705948279514457,20.63852581811617,3.622912233871327,matched_peak,43,47
null,153,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,153,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,153,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,153,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,153,RP005,160,True,158.0,-2.0,23.03363463434227,0.9985114638804902,10.0,0.06485341352370244,22.786463471811672,3.8112282523375427,matched_peak,158,162
null,154,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,154,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,154,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,154,LP006,132,True,131.0,-1.0,63.07903378696407,54.96426371134972,1.0,3.6428821037294923,25.88668228889102,10.209595150929431,matched_peak,130,134
null,154,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,154,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,155,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,155,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,155,RP003,113,True,112.0,-1.0,33.4513156811914,4.657004442744146,7.0,3.691647097857532,29.829768807571423,0.9810111152838239,matched_peak,111,115
null,155,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,155,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,155,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,156,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,156,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,156,RP003,113,True,111.0,-2.0,16.93535441205219,5.318805752368522,6.0,2.632622194560222,10.326306238797773,2.5104430710127907,matched_peak,111,115
null,156,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,156,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,156,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,157,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,157,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,157,RP003,113,True,115.0,2.0,23.32160592398906,12.064194823686698,7.0,1.1895027681227635,20.798619449378627,2.121042952003471,matched_peak,111,115
null,157,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,157,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,157,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,158,RP001,45,True,44.0,-1.0,10.735814300849372,3.945808216325723,11.0,2.8714996183263817,6.857955870180501,1.35046453678933,matched_peak,43,47
null,158,RP002,81,True,80.0,-1.0,19.880390672714558,11.709125193787465,4.0,1.4611133403947751,14.992863371538938,3.3450706057094353,matched_peak,79,83
null,158,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,158,LP006,132,True,134.0,2.0,17.112253527468962,7.6678746201667956,5.0,2.057448470115204,12.886486920682739,2.0538869612492032,matched_peak,130,134
null,158,RP004,135,True,134.0,-1.0,17.112253527468962,7.6678746201667956,5.0,2.4356484696277714,11.337696909399666,2.3708497616633935,matched_peak,133,137
null,158,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,159,RP001,45,True,46.0,1.0,32.01937028939184,25.581936023042246,2.0,2.719541809927097,13.765583946292551,6.712081516552672,matched_peak,43,47
null,159,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,159,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,159,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,159,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,159,RP005,160,True,161.0,1.0,14.780163702707448,2.891676545796903,11.0,2.483478830952739,12.710309236708882,0.8334496011668104,matched_peak,158,162
null,160,RP001,45,True,44.0,-1.0,15.570909089982452,0.6718729095196938,12.0,1.4766561353627277,14.801962570758729,0.5207349809089283,matched_peak,43,47
null,160,RP002,81,True,79.0,-2.0,48.0125753996014,40.59802060204112,1.0,2.0102424540098847,33.42297057036349,7.25763441122896,matched_peak,79,83
null,160,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,160,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,160,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,160,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,161,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,161,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,161,RP003,113,True,113.0,0.0,24.388511130820827,2.485295041267097,12.0,1.477390170748115,19.18580904978201,3.521549127154673,matched_peak,111,115
null,161,LP006,132,True,130.0,-2.0,38.3268819044681,29.0930799130805,5.0,1.8768768101592004,33.77318861540163,2.42620786065946,matched_peak,130,134
null,161,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,161,RP005,160,True,160.0,0.0,34.66151551603917,19.481706359466862,8.0,2.4748692325298993,26.307495613181068,3.37553991471688,matched_peak,158,162
null,162,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,162,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,162,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,162,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,162,RP004,135,True,135.0,0.0,17.794251268497202,6.232917520870753,8.0,2.16135523934222,12.571373584439858,2.4164827546041465,matched_peak,133,137
null,162,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,163,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,163,RP002,81,True,80.0,-1.0,16.901003098048605,8.632806769941133,8.0,2.5500202097226414,12.304503991206879,1.8025343735771697,matched_peak,79,83
null,163,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,163,LP006,132,True,132.0,0.0,17.66387120870271,4.462493738803925,6.0,2.296251078691255,13.825307512874286,1.671665484879683,matched_peak,130,134
null,163,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,163,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,164,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,164,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,164,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,164,LP006,132,True,131.0,-1.0,29.64628000124435,17.732859994684105,2.0,3.1339431388189154,17.194706513724658,3.973133175885529,matched_peak,130,134
null,164,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,164,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,165,RP001,45,True,45.0,0.0,20.75353011021827,5.520596616823482,13.0,2.4238744440019118,14.991293256116027,2.377283544584026,matched_peak,43,47
null,165,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,165,RP003,113,True,112.0,-1.0,25.216768044561988,0.3770222163854129,8.0,-1.7921228918327676,35.76958670856504,5.888445872866271,matched_peak,111,115
null,165,LP006,132,True,134.0,2.0,22.106043387310336,9.273992272170474,11.0,3.4084201402617906,13.677244855727135,2.472934130958283,matched_peak,130,134
null,165,RP004,135,True,134.0,-1.0,22.106043387310336,9.273992272170474,11.0,2.941216603204922,15.69674662010419,2.1791311564099143,matched_peak,133,137
null,165,RP005,160,True,161.0,1.0,25.884828549160993,11.930169655054744,6.0,3.505696219035027,16.626830542073378,2.6408443269448476,matched_peak,158,162
null,166,RP001,45,True,46.0,1.0,14.952321914937883,3.3824767242807496,11.0,1.639299877375844,13.148610979439855,1.1002934508800006,matched_peak,43,47
null,166,RP002,81,True,80.0,-1.0,23.747831079357326,8.731153664231734,5.0,3.730295730979555,17.5848481272525,1.6521432506327063,matched_peak,79,83
null,166,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,166,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,166,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,166,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,167,RP001,45,True,47.0,2.0,54.241132941836895,42.31423313583076,1.0,2.1900214561057023,33.99976090998259,9.242545068917869,matched_peak,43,47
null,167,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,167,RP003,113,True,112.0,-1.0,16.985022815441596,8.778080971816077,6.0,1.2496878234967923,14.824002373016562,1.7292482084696434,matched_peak,111,115
null,167,LP006,132,True,130.0,-2.0,13.313020560415392,3.663600150495199,11.0,1.606551709076678,9.897215505608019,2.1261718620342434,matched_peak,130,134
null,167,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,167,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,168,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,168,RP002,81,True,79.0,-2.0,24.678455108625567,1.051293622392432,5.0,1.616982875770434,21.443591206631375,2.000555438339486,matched_peak,79,83
null,168,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,168,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,168,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,168,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,169,RP001,45,True,44.0,-1.0,14.161668681836755,3.573021078138108,14.0,3.963837387108564,11.312253754514389,0.718852619169251,matched_peak,43,47
null,169,RP002,81,True,80.0,-1.0,36.67670341590107,21.812266023548887,3.0,7.515056111008188,32.109407853578205,0.6077526793821342,matched_peak,79,83
null,169,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,169,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,169,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,169,RP005,160,False,,,,,,,,,no_matched_peak,158,162
