replicate_id,replicate_kind,point_id,point_day,month_day,point_role,related_window_id,neighbor_group_id,nearest_peak_day,nearest_peak_score,day_offset,match_type,matched_flag,strict_match_flag,near_support_flag,no_match_flag,ambiguous_match
39,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.387057300217537,1,strict_match,True,True,False,False,False
39,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,11.409603153290345,-2,strict_match,True,True,False,False,False
39,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,13.031975159861286,0,strict_match,True,True,False,False,False
39,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.82774808315432,4,matched_point,True,False,False,False,True
39,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.82774808315432,1,strict_match,True,True,False,False,True
39,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,6.776883348725317,-3,matched_point,True,False,False,False,False
40,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.554014144220185,1,strict_match,True,True,False,False,False
40,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,7.9366443074295345,2,strict_match,True,True,False,False,False
40,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,9.94177211635425,0,strict_match,True,True,False,False,False
40,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,137,4.177931765895941,5,near_support_only,False,False,True,False,False
40,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,4.177931765895941,2,strict_match,True,True,False,False,False
40,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,8.638152316377276,2,strict_match,True,True,False,False,False
41,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.4745470668609295,1,strict_match,True,True,False,False,False
41,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,11.545142386816112,-2,strict_match,True,True,False,False,False
41,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.671403333567694,-1,strict_match,True,True,False,False,False
41,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.830720816993597,-2,strict_match,True,True,False,False,False
41,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,5.830720816993597,-5,near_support_only,False,False,True,False,False
41,bootstrap,RP005,160,09-08,formal_primary_point,W005,,156,6.169431477029424,-4,matched_point,True,False,False,False,False
42,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.371821155923772,1,strict_match,True,True,False,False,False
42,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,14.870406031325377,-2,strict_match,True,True,False,False,False
42,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,9.58213879889266,0,strict_match,True,True,False,False,False
42,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.502188124365383,3,matched_point,True,False,False,False,True
42,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.502188124365383,0,strict_match,True,True,False,False,True
42,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,7.96823856105102,2,strict_match,True,True,False,False,False
43,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.22848952505212,0,strict_match,True,True,False,False,False
43,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,11.440079482362533,-4,matched_point,True,False,False,False,False
43,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,7.1965225464015905,-1,strict_match,True,True,False,False,False
43,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.618759272476059,3,matched_point,True,False,False,False,True
43,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.618759272476059,0,strict_match,True,True,False,False,True
43,bootstrap,RP005,160,09-08,formal_primary_point,W005,,156,11.077745495660782,-4,matched_point,True,False,False,False,False
44,bootstrap,RP001,45,05-16,formal_primary_point,W001,,47,7.689353164042062,2,strict_match,True,True,False,False,False
44,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,6.865445186349617,3,matched_point,True,False,False,False,False
44,bootstrap,RP003,113,07-23,formal_primary_point,W003,,101,12.240628933748354,-12,no_match,False,False,False,True,False
44,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,5.504732831534982,3,matched_point,True,False,False,False,True
44,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,5.504732831534982,0,strict_match,True,True,False,False,True
44,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.721572482557416,1,strict_match,True,True,False,False,False
45,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.595706344669072,0,strict_match,True,True,False,False,False
45,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,8.73633986708721,3,matched_point,True,False,False,False,False
45,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,12.220713224529064,-2,strict_match,True,True,False,False,False
45,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.5111358411659825,-2,strict_match,True,True,False,False,False
45,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,4.5111358411659825,-5,near_support_only,False,False,True,False,False
45,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,7.688465376926014,2,strict_match,True,True,False,False,False
46,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,4.544972193340062,-1,strict_match,True,True,False,False,False
46,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,11.408341343613802,1,strict_match,True,True,False,False,False
46,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,6.827233711790646,-3,matched_point,True,False,False,False,False
46,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,137,4.6537904524829266,5,near_support_only,False,False,True,False,False
46,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,4.6537904524829266,2,strict_match,True,True,False,False,False
46,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,8.870022771335544,1,strict_match,True,True,False,False,False
47,bootstrap,RP001,45,05-16,formal_primary_point,W001,,42,7.112182868379265,-3,matched_point,True,False,False,False,False
47,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,15.394982023966035,-2,strict_match,True,True,False,False,False
47,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,13.326501223368695,1,strict_match,True,True,False,False,False
47,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,5.222445220384065,4,matched_point,True,False,False,False,True
47,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,5.222445220384065,1,strict_match,True,True,False,False,True
47,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,7.924811243470737,0,strict_match,True,True,False,False,False
48,bootstrap,RP001,45,05-16,formal_primary_point,W001,,47,7.495724746550545,2,strict_match,True,True,False,False,False
48,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,11.536694520370343,-2,strict_match,True,True,False,False,False
48,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,13.502630995515721,0,strict_match,True,True,False,False,False
48,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,126,5.703436224114807,-6,near_support_only,False,False,True,False,False
48,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,126,5.703436224114807,-9,no_match,False,False,False,True,False
48,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,7.345094638927864,-2,strict_match,True,True,False,False,False
49,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.731632348801726,-2,strict_match,True,True,False,False,False
49,bootstrap,RP002,81,06-21,formal_primary_point,W002,,87,9.70871737477775,6,near_support_only,False,False,True,False,False
49,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,14.691614918319303,1,strict_match,True,True,False,False,False
49,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,128,7.67357477753361,-4,matched_point,True,False,False,False,False
49,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,128,7.67357477753361,-7,near_support_only,False,False,True,False,False
49,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,7.546732985975312,3,matched_point,True,False,False,False,False
50,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,7.169527583132352,0,strict_match,True,True,False,False,False
50,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,12.491946021314085,-2,strict_match,True,True,False,False,False
50,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,15.456904758945928,0,strict_match,True,True,False,False,False
50,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,4.079110495562688,-1,strict_match,True,True,False,False,True
50,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,4.079110495562688,-4,matched_point,True,False,False,False,True
50,bootstrap,RP005,160,09-08,formal_primary_point,W005,,142,4.243060653118945,-18,no_match,False,False,False,True,False
51,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.217033695118217,-1,strict_match,True,True,False,False,False
51,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,12.96179146487081,3,matched_point,True,False,False,False,False
51,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,7.948630028093019,0,strict_match,True,True,False,False,False
51,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,142,6.61819123122452,10,no_match,False,False,False,True,False
51,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,142,6.61819123122452,7,near_support_only,False,False,True,False,False
51,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,9.825149014119027,1,strict_match,True,True,False,False,False
52,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,8.767005118589623,0,strict_match,True,True,False,False,False
52,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,8.264134998702854,-3,matched_point,True,False,False,False,False
52,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,10.615703614500054,-2,strict_match,True,True,False,False,False
52,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.642066446905358,-2,strict_match,True,True,False,False,True
52,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,5.647869555696191,0,strict_match,True,True,False,False,True
52,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,8.136567277128561,2,strict_match,True,True,False,False,False
53,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.394903888464805,0,strict_match,True,True,False,False,False
53,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,12.185989726674805,0,strict_match,True,True,False,False,False
53,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,8.477900017715644,-3,matched_point,True,False,False,False,False
53,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,125,5.434377625754653,-7,near_support_only,False,False,True,False,False
53,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,142,3.548849301352771,7,near_support_only,False,False,True,False,False
53,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,11.826186418738525,1,strict_match,True,True,False,False,False
54,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,5.283184809344701,-1,strict_match,True,True,False,False,False
54,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,14.717165256915221,-2,strict_match,True,True,False,False,False
54,bootstrap,RP003,113,07-23,formal_primary_point,W003,,109,13.412248379008304,-4,matched_point,True,False,False,False,False
54,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,5.312502247997652,-3,matched_point,True,False,False,False,False
54,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,129,5.312502247997652,-6,near_support_only,False,False,True,False,False
54,bootstrap,RP005,160,09-08,formal_primary_point,W005,,156,8.626441759895124,-4,matched_point,True,False,False,False,False
55,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.977074439849189,1,strict_match,True,True,False,False,False
55,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,9.02736258443674,-2,strict_match,True,True,False,False,False
55,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,12.459217000620583,1,strict_match,True,True,False,False,False
55,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.622987151493986,-2,strict_match,True,True,False,False,False
55,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,4.622987151493986,-5,near_support_only,False,False,True,False,False
55,bootstrap,RP005,160,09-08,formal_primary_point,W005,,164,8.514801451258094,4,matched_point,True,False,False,False,False
56,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,8.760246630162678,-2,strict_match,True,True,False,False,False
56,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,11.071184463267011,0,strict_match,True,True,False,False,False
56,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,10.06773377139799,0,strict_match,True,True,False,False,False
56,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,4.584933844409491,2,strict_match,True,True,False,False,True
56,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,4.584933844409491,-1,strict_match,True,True,False,False,True
56,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,11.648201645079082,1,strict_match,True,True,False,False,False
57,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,5.832170518321934,-1,strict_match,True,True,False,False,False
57,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,15.029154530974873,0,strict_match,True,True,False,False,False
57,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,10.060154728846861,1,strict_match,True,True,False,False,False
57,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,4.893338622320286,-1,strict_match,True,True,False,False,True
57,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,4.893338622320286,-4,matched_point,True,False,False,False,True
57,bootstrap,RP005,160,09-08,formal_primary_point,W005,,165,7.153977307498996,5,near_support_only,False,False,True,False,False
58,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,6.272829389263511,-1,strict_match,True,True,False,False,False
58,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,11.930090535211743,-4,matched_point,True,False,False,False,False
58,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,14.163444422213086,-1,strict_match,True,True,False,False,False
58,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,4.86720369137746,-1,strict_match,True,True,False,False,True
58,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,4.86720369137746,-4,matched_point,True,False,False,False,True
58,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,6.618659434960115,1,strict_match,True,True,False,False,False
59,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.1257040028081935,0,strict_match,True,True,False,False,False
59,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,11.475401765641514,1,strict_match,True,True,False,False,False
59,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,10.902998624963674,1,strict_match,True,True,False,False,False
59,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,4.391251796805569,2,strict_match,True,True,False,False,True
59,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,4.391251796805569,-1,strict_match,True,True,False,False,True
59,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,6.940577085843966,2,strict_match,True,True,False,False,False
60,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,6.01959633098102,-1,strict_match,True,True,False,False,False
60,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,12.287316198184026,-2,strict_match,True,True,False,False,False
60,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,11.29184774516964,0,strict_match,True,True,False,False,False
60,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.147329300939496,4,matched_point,True,False,False,False,True
60,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.147329300939496,1,strict_match,True,True,False,False,True
60,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,5.424767026191332,1,strict_match,True,True,False,False,False
61,bootstrap,RP001,45,05-16,formal_primary_point,W001,,48,4.803581026999793,3,matched_point,True,False,False,False,False
61,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,8.31764979757871,1,strict_match,True,True,False,False,False
61,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,13.876866803069012,0,strict_match,True,True,False,False,False
61,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,5.0470848885335196,-3,matched_point,True,False,False,False,False
61,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,129,5.0470848885335196,-6,near_support_only,False,False,True,False,False
61,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,7.10061182411917,-3,matched_point,True,False,False,False,False
62,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.326791823223886,1,strict_match,True,True,False,False,False
62,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,8.744278530893068,-3,matched_point,True,False,False,False,False
62,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,9.455670788065357,0,strict_match,True,True,False,False,False
62,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,5.097283384018257,-1,strict_match,True,True,False,False,True
62,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,5.097283384018257,-4,matched_point,True,False,False,False,True
62,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,9.940933573676855,-2,strict_match,True,True,False,False,False
63,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,7.597906918985893,0,strict_match,True,True,False,False,False
63,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,8.621749037230837,-1,strict_match,True,True,False,False,False
63,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,12.992904896330122,-2,strict_match,True,True,False,False,False
63,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,4.36420014321584,1,strict_match,True,True,False,False,True
63,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,4.36420014321584,-2,strict_match,True,True,False,False,True
63,bootstrap,RP005,160,09-08,formal_primary_point,W005,,149,4.686997734648076,-11,no_match,False,False,False,True,False
64,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.406811210512061,-2,strict_match,True,True,False,False,False
64,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,12.866129283081168,-1,strict_match,True,True,False,False,False
64,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,10.373328537810185,0,strict_match,True,True,False,False,False
64,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,4.363557896796627,1,strict_match,True,True,False,False,True
64,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,4.363557896796627,-2,strict_match,True,True,False,False,True
64,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,7.247111333571735,0,strict_match,True,True,False,False,False
65,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.862139106720249,0,strict_match,True,True,False,False,False
65,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,15.273857915964536,2,strict_match,True,True,False,False,False
65,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,7.253114451718575,-1,strict_match,True,True,False,False,False
65,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,3.971790761364318,0,strict_match,True,True,False,False,True
65,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,3.971790761364318,-3,matched_point,True,False,False,False,True
65,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,10.739630944826125,0,strict_match,True,True,False,False,False
66,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,6.412118316792734,-1,strict_match,True,True,False,False,False
66,bootstrap,RP002,81,06-21,formal_primary_point,W002,,87,9.20618475976513,6,near_support_only,False,False,True,False,False
66,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,8.628451400870173,-3,matched_point,True,False,False,False,False
66,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,4.74821675843057,2,strict_match,True,True,False,False,True
66,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,4.74821675843057,-1,strict_match,True,True,False,False,True
66,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,10.6556731119474,-3,matched_point,True,False,False,False,False
67,bootstrap,RP001,45,05-16,formal_primary_point,W001,,42,6.244176280679858,-3,matched_point,True,False,False,False,False
67,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,12.27869177621748,-4,matched_point,True,False,False,False,False
67,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.103490720820098,-1,strict_match,True,True,False,False,False
67,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.09587340020811,3,matched_point,True,False,False,False,True
67,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.09587340020811,0,strict_match,True,True,False,False,True
67,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,8.153020463099162,-2,strict_match,True,True,False,False,False
68,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.625109811393116,-2,strict_match,True,True,False,False,False
68,bootstrap,RP002,81,06-21,formal_primary_point,W002,,75,8.36628083098518,-6,near_support_only,False,False,True,False,False
68,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,10.34033846591205,-2,strict_match,True,True,False,False,False
68,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.162637873103018,3,matched_point,True,False,False,False,True
68,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.162637873103018,0,strict_match,True,True,False,False,True
68,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,5.905627683203852,0,strict_match,True,True,False,False,False
69,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.247244549387796,-1,strict_match,True,True,False,False,False
69,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,8.370808182417491,1,strict_match,True,True,False,False,False
69,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,9.349069791668715,-2,strict_match,True,True,False,False,False
69,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,3.8644338191059298,-2,strict_match,True,True,False,False,False
69,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,4.369162545574448,2,strict_match,True,True,False,False,False
69,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,9.981086085983026,0,strict_match,True,True,False,False,False
70,bootstrap,RP001,45,05-16,formal_primary_point,W001,,47,8.212370598038907,2,strict_match,True,True,False,False,False
70,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,12.968374046807032,2,strict_match,True,True,False,False,False
70,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,9.00869482631233,0,strict_match,True,True,False,False,False
70,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,4.519662948933701,-1,strict_match,True,True,False,False,True
70,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,4.519662948933701,-4,matched_point,True,False,False,False,True
70,bootstrap,RP005,160,09-08,formal_primary_point,W005,,155,5.823319250925357,-5,near_support_only,False,False,True,False,False
71,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,4.9601316800221005,0,strict_match,True,True,False,False,False
71,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,10.915941225544762,3,matched_point,True,False,False,False,False
71,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,14.19850975124906,-2,strict_match,True,True,False,False,False
71,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,125,7.5439270863173755,-7,near_support_only,False,False,True,False,False
71,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,141,4.559960072797332,6,near_support_only,False,False,True,False,False
71,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.950189538881228,1,strict_match,True,True,False,False,False
72,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,3.9524409659159296,0,strict_match,True,True,False,False,False
72,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,10.698368479213041,-1,strict_match,True,True,False,False,False
72,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.053809821245084,-1,strict_match,True,True,False,False,False
72,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,6.372196434900394,2,strict_match,True,True,False,False,True
72,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,6.372196434900394,-1,strict_match,True,True,False,False,True
72,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,7.37547570001226,-2,strict_match,True,True,False,False,False
73,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,4.861019523435926,1,strict_match,True,True,False,False,False
73,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,10.626855634798284,3,matched_point,True,False,False,False,False
73,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,10.351793262967746,-3,matched_point,True,False,False,False,False
73,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,139,4.158215049680358,7,near_support_only,False,False,True,False,False
73,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,139,4.158215049680358,4,matched_point,True,False,False,False,False
73,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,10.578946446370706,-2,strict_match,True,True,False,False,False
74,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.376760800577585,-1,strict_match,True,True,False,False,False
74,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,10.074133938834056,0,strict_match,True,True,False,False,False
74,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,11.580918576790264,1,strict_match,True,True,False,False,False
74,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,5.038338774532312,1,strict_match,True,True,False,False,True
74,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,5.038338774532312,-2,strict_match,True,True,False,False,True
74,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.387014237680533,1,strict_match,True,True,False,False,False
75,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.822667425002186,1,strict_match,True,True,False,False,False
75,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,10.364542575602435,-1,strict_match,True,True,False,False,False
75,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,9.851508857770572,2,strict_match,True,True,False,False,False
75,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,3.6201987361788444,4,matched_point,True,False,False,False,True
75,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,3.6201987361788444,1,strict_match,True,True,False,False,True
75,bootstrap,RP005,160,09-08,formal_primary_point,W005,,159,7.112552343460955,-1,strict_match,True,True,False,False,False
76,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.95621636280317,0,strict_match,True,True,False,False,False
76,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,8.235418819437253,-4,matched_point,True,False,False,False,False
76,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,8.037282009835804,1,strict_match,True,True,False,False,False
76,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,140,5.542756610014541,8,near_support_only,False,False,True,False,False
76,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,140,5.542756610014541,5,near_support_only,False,False,True,False,False
76,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,9.770811960401705,1,strict_match,True,True,False,False,False
77,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,3.7843585631513728,0,strict_match,True,True,False,False,False
77,bootstrap,RP002,81,06-21,formal_primary_point,W002,,76,14.324479544819791,-5,near_support_only,False,False,True,False,False
77,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,8.255096146489612,1,strict_match,True,True,False,False,False
77,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,5.2134803903932685,6,near_support_only,False,False,True,False,False
77,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,5.2134803903932685,3,matched_point,True,False,False,False,False
77,bootstrap,RP005,160,09-08,formal_primary_point,W005,,166,7.0969383221913995,6,near_support_only,False,False,True,False,False
78,bootstrap,RP001,45,05-16,formal_primary_point,W001,,41,5.301833032937823,-4,matched_point,True,False,False,False,False
