point_id,bootstrap_match_rate,bootstrap_strict_match_rate,bootstrap_near_support_rate,bootstrap_no_match_rate,offset_mean,offset_sd,offset_q05,offset_q50,offset_q95,offset_iqr,ambiguous_match_rate,dominant_over_neighbor_rate,neighbor_tie_rate,n_bootstrap_reps
LP006,0.78,0.48,0.21,0.01,0.4230769230769231,2.4046921588216286,-3.0,0.0,4.0,5.0,0.5,0.25274725274725274,0.5494505494505495,100
RP001,0.98,0.9,0.02,0.0,-0.4387755102040816,1.3557611502558653,-3.0,0.0,1.0,1.0,0.0,,,100
RP002,0.91,0.59,0.09,0.0,0.08791208791208792,2.347073705975689,-4.0,0.0,4.0,4.0,0.0,,,100
RP003,0.98,0.85,0.01,0.01,-0.5510204081632653,1.5851507942148069,-3.1499999999999995,0.0,2.0,3.0,0.0,,,100
RP004,0.75,0.52,0.23,0.02,0.0,2.184795947756525,-4.0,0.0,3.0,3.0,0.5,0.1978021978021978,0.5494505494505495,100
RP005,0.91,0.69,0.06,0.03,-0.06593406593406594,1.9878874854964401,-3.0,0.0,3.0,3.0,0.0,,,100
