rep,window_id,legacy_match_flag,legacy_matched_window_id,legacy_matched_center_day,legacy_overlap_ratio,strict_match_flag,strict_matched_window_id,strict_matched_center_day,overlap_days,union_days,overlap_ratio,center_close_flag,match_decision_source
8,W005,True,RW06,160.0,1.0,True,RW06,160,8,8,1.0,True,strict_overlap
9,W001,True,RW01,45.0,0.8333333333333334,True,RW01,45,5,6,0.8333333333333334,True,strict_overlap
9,W002,True,RW02,82.0,0.8333333333333334,True,RW02,82,10,12,0.8333333333333334,True,strict_overlap
9,W003,True,RW03,114.0,0.6666666666666666,True,RW03,114,6,9,0.6666666666666666,True,strict_overlap
9,W004,True,RW04,137.0,0.16666666666666666,False,RW04,137,1,6,0.16666666666666666,True,center_close_but_not_match
9,W005,True,RW05,156.0,0.7,True,RW05,156,7,10,0.7,False,strict_overlap
10,W001,True,RW01,44.0,0.625,True,RW01,44,5,8,0.625,True,strict_overlap
10,W002,True,RW02,80.0,0.9090909090909091,True,RW02,80,10,11,0.9090909090909091,True,strict_overlap
10,W003,True,RW03,113.0,1.0,True,RW03,113,8,8,1.0,True,strict_overlap
10,W004,False,,,0.0,False,RW03,113,0,27,0.0,False,best_nonmatch_candidate
10,W005,True,RW04,162.0,0.5,True,RW04,162,5,10,0.5,True,strict_overlap
11,W001,True,RW01,45.0,0.8333333333333334,True,RW01,45,5,6,0.8333333333333334,True,strict_overlap
11,W002,True,RW02,82.0,0.8,True,RW02,82,8,10,0.8,True,strict_overlap
11,W003,True,RW04,113.0,0.8888888888888888,True,RW04,113,8,9,0.8888888888888888,True,strict_overlap
11,W004,True,RW05,135.0,0.5,True,RW05,135,1,2,0.5,True,strict_overlap
11,W005,True,RW06,161.0,0.8,True,RW06,161,8,10,0.8,True,strict_overlap
12,W001,True,RW01,44.0,0.7142857142857143,True,RW01,44,5,7,0.7142857142857143,True,strict_overlap
12,W002,True,RW02,79.0,0.6666666666666666,True,RW02,79,8,12,0.6666666666666666,True,strict_overlap
12,W003,True,RW04,112.0,0.7,True,RW04,112,7,10,0.7,True,strict_overlap
12,W004,False,,,0.0,False,RW04,112,0,29,0.0,False,best_nonmatch_candidate
12,W005,True,RW05,161.0,0.5555555555555556,True,RW05,161,5,9,0.5555555555555556,True,strict_overlap
13,W001,True,RW01,45.0,1.0,True,RW01,45,5,5,1.0,True,strict_overlap
13,W002,True,RW02,78.0,0.5833333333333334,True,RW02,78,7,12,0.5833333333333334,True,strict_overlap
13,W003,True,RW04,113.0,0.875,True,RW04,113,7,8,0.875,True,strict_overlap
13,W004,False,,,0.0,False,RW04,113,0,26,0.0,False,best_nonmatch_candidate
13,W005,True,RW05,162.0,0.5,True,RW05,162,5,10,0.5,True,strict_overlap
14,W001,True,RW01,45.0,0.625,True,RW01,45,5,8,0.625,True,strict_overlap
14,W002,True,RW02,84.0,0.25,False,RW02,84,6,24,0.25,True,center_close_but_not_match
14,W003,True,RW03,114.0,0.75,True,RW03,114,6,8,0.75,True,strict_overlap
14,W004,False,,,0.0,False,RW04,155,0,27,0.0,False,best_nonmatch_candidate
14,W005,True,RW04,155.0,0.5454545454545454,True,RW04,155,6,11,0.5454545454545454,False,strict_overlap
15,W001,False,,,0.0,False,RW01,35,4,16,0.25,False,best_nonmatch_candidate
15,W002,True,RW02,77.0,0.5,True,RW02,77,7,14,0.5,False,strict_overlap
15,W003,True,RW03,114.0,0.8,True,RW03,114,8,10,0.8,True,strict_overlap
15,W004,False,,,0.0,False,RW04,131,0,5,0.0,False,best_nonmatch_candidate
15,W005,True,RW05,160.0,0.5,True,RW05,160,4,8,0.5,True,strict_overlap
16,W001,True,RW01,45.0,0.6666666666666666,True,RW01,45,4,6,0.6666666666666666,True,strict_overlap
16,W002,False,,,0.0,False,RW02,76,2,12,0.16666666666666666,False,best_nonmatch_candidate
16,W003,True,RW04,114.0,0.8888888888888888,True,RW04,114,8,9,0.8888888888888888,True,strict_overlap
16,W004,False,,,0.0,False,RW04,114,0,27,0.0,False,best_nonmatch_candidate
16,W005,False,,,0.0,False,RW05,156,4,9,0.4444444444444444,False,best_nonmatch_candidate
17,W001,True,RW01,44.0,0.5,True,RW01,44,4,8,0.5,True,strict_overlap
17,W002,True,RW02,80.0,0.7692307692307693,True,RW02,80,10,13,0.7692307692307693,True,strict_overlap
17,W003,True,RW03,112.0,0.875,True,RW03,112,7,8,0.875,True,strict_overlap
17,W004,True,RW04,137.0,0.0,False,RW04,137,0,3,0.0,True,center_close_but_not_match
17,W005,False,,,0.0,False,RW05,164,2,11,0.18181818181818182,False,best_nonmatch_candidate
18,W001,True,RW01,46.0,0.4,False,RW01,46,2,5,0.4,True,center_close_but_not_match
18,W002,True,RW02,79.0,0.6363636363636364,True,RW02,79,7,11,0.6363636363636364,True,strict_overlap
18,W003,False,,,0.0,False,RW04,117,5,13,0.38461538461538464,False,best_nonmatch_candidate
18,W004,True,RW05,135.0,0.14285714285714285,False,RW05,135,1,7,0.14285714285714285,True,center_close_but_not_match
18,W005,True,RW06,161.0,0.4444444444444444,False,RW06,161,4,9,0.4444444444444444,True,center_close_but_not_match
19,W001,True,RW01,45.0,0.7142857142857143,True,RW01,45,5,7,0.7142857142857143,True,strict_overlap
19,W002,True,RW02,83.0,0.7272727272727273,True,RW02,83,8,11,0.7272727272727273,True,strict_overlap
19,W003,True,RW03,115.0,0.6666666666666666,True,RW03,115,6,9,0.6666666666666666,True,strict_overlap
19,W004,True,RW04,136.0,0.0,False,RW04,136,0,2,0.0,True,center_close_but_not_match
19,W005,True,RW05,159.0,1.0,True,RW05,159,8,8,1.0,True,strict_overlap
20,W001,True,RW01,44.0,0.7142857142857143,True,RW01,44,5,7,0.7142857142857143,True,strict_overlap
20,W002,True,RW02,78.0,0.7692307692307693,True,RW02,78,10,13,0.7692307692307693,True,strict_overlap
20,W003,True,RW03,110.0,0.46153846153846156,False,RW03,110,6,13,0.46153846153846156,True,center_close_but_not_match
20,W004,False,,,0.0,False,RW04,159,0,28,0.0,False,best_nonmatch_candidate
20,W005,True,RW04,159.0,0.875,True,RW04,159,7,8,0.875,True,strict_overlap
21,W001,True,RW02,45.0,0.625,True,RW02,45,5,8,0.625,True,strict_overlap
21,W002,True,RW03,82.0,0.7272727272727273,True,RW03,82,8,11,0.7272727272727273,True,strict_overlap
21,W003,True,RW04,110.0,0.5454545454545454,True,RW04,110,6,11,0.5454545454545454,True,strict_overlap
21,W004,True,RW05,132.0,0.0,False,RW05,132,0,4,0.0,True,center_close_but_not_match
21,W005,True,RW06,162.0,0.5,True,RW06,162,4,8,0.5,True,strict_overlap
22,W001,True,RW01,44.0,0.5714285714285714,True,RW01,44,4,7,0.5714285714285714,True,strict_overlap
22,W002,True,RW02,80.0,0.8,True,RW02,80,8,10,0.8,True,strict_overlap
22,W003,True,RW03,114.0,0.75,True,RW03,114,6,8,0.75,True,strict_overlap
22,W004,True,RW04,132.0,0.0,False,RW04,132,0,5,0.0,True,center_close_but_not_match
22,W005,True,RW05,160.0,0.875,True,RW05,160,7,8,0.875,True,strict_overlap
23,W001,True,RW01,43.0,0.4444444444444444,False,RW01,43,4,9,0.4444444444444444,True,center_close_but_not_match
23,W002,True,RW02,78.0,0.625,True,RW02,78,10,16,0.625,True,strict_overlap
23,W003,True,RW03,115.0,0.6666666666666666,True,RW03,115,6,9,0.6666666666666666,True,strict_overlap
23,W004,False,,,0.0,False,RW03,115,0,25,0.0,False,best_nonmatch_candidate
23,W005,True,RW04,162.0,0.6,True,RW04,162,6,10,0.6,True,strict_overlap
24,W001,True,RW01,45.0,0.625,True,RW01,45,5,8,0.625,True,strict_overlap
24,W002,True,RW02,77.0,0.6666666666666666,True,RW02,77,8,12,0.6666666666666666,False,strict_overlap
24,W003,True,RW04,114.0,0.8888888888888888,True,RW04,114,8,9,0.8888888888888888,True,strict_overlap
24,W004,True,RW05,132.0,0.0,False,RW05,132,0,4,0.0,True,center_close_but_not_match
24,W005,True,RW06,161.0,0.6666666666666666,True,RW06,161,6,9,0.6666666666666666,True,strict_overlap
25,W001,True,RW01,43.0,0.4444444444444444,False,RW01,43,4,9,0.4444444444444444,True,center_close_but_not_match
25,W002,True,RW02,80.0,0.9,True,RW02,80,9,10,0.9,True,strict_overlap
25,W003,True,RW03,112.0,0.75,True,RW03,112,6,8,0.75,True,strict_overlap
25,W004,False,,,0.0,False,RW04,156,0,27,0.0,False,best_nonmatch_candidate
25,W005,True,RW04,156.0,0.5454545454545454,True,RW04,156,6,11,0.5454545454545454,False,strict_overlap
26,W001,True,RW02,45.0,0.2,False,RW02,45,1,5,0.2,True,center_close_but_not_match
26,W002,True,RW03,77.0,0.8333333333333334,True,RW03,77,10,12,0.8333333333333334,False,strict_overlap
26,W003,True,RW04,112.0,0.8888888888888888,True,RW04,112,8,9,0.8888888888888888,True,strict_overlap
26,W004,False,,,0.0,False,RW04,112,0,28,0.0,False,best_nonmatch_candidate
26,W005,True,RW05,161.0,0.8888888888888888,True,RW05,161,8,9,0.8888888888888888,True,strict_overlap
27,W001,True,RW01,45.0,0.8,True,RW01,45,4,5,0.8,True,strict_overlap
27,W002,True,RW02,82.0,0.8181818181818182,True,RW02,82,9,11,0.8181818181818182,True,strict_overlap
27,W003,True,RW03,114.0,0.6666666666666666,True,RW03,114,6,9,0.6666666666666666,True,strict_overlap
27,W004,True,RW04,135.0,1.0,True,RW04,135,1,1,1.0,True,strict_overlap
27,W005,True,RW05,162.0,0.4,False,RW05,162,4,10,0.4,True,center_close_but_not_match
28,W001,True,RW01,44.0,0.625,True,RW01,44,5,8,0.625,True,strict_overlap
28,W002,True,RW02,79.0,0.5454545454545454,True,RW02,79,6,11,0.5454545454545454,True,strict_overlap
28,W003,True,RW04,114.0,0.8,True,RW04,114,8,10,0.8,True,strict_overlap
28,W004,False,,,0.0,False,RW05,129,0,9,0.0,False,best_nonmatch_candidate
28,W005,True,RW06,162.0,0.6666666666666666,True,RW06,162,6,9,0.6666666666666666,True,strict_overlap
29,W001,False,,,0.0,False,RW01,49,2,9,0.2222222222222222,False,best_nonmatch_candidate
29,W002,False,,,0.0,False,RW03,85,6,14,0.42857142857142855,False,best_nonmatch_candidate
29,W003,False,,,0.0,False,RW04,108,4,19,0.21052631578947367,False,best_nonmatch_candidate
29,W004,False,,,0.0,False,RW05,159,0,27,0.0,False,best_nonmatch_candidate
29,W005,True,RW05,159.0,0.625,True,RW05,159,5,8,0.625,True,strict_overlap
30,W001,True,RW01,47.0,0.2,False,RW01,47,1,5,0.2,True,center_close_but_not_match
30,W002,True,RW02,82.0,0.7272727272727273,True,RW02,82,8,11,0.7272727272727273,True,strict_overlap
30,W003,True,RW03,113.0,1.0,True,RW03,113,8,8,1.0,True,strict_overlap
30,W004,False,,,0.0,False,RW03,113,0,27,0.0,False,best_nonmatch_candidate
30,W005,True,RW04,161.0,0.75,True,RW04,161,6,8,0.75,True,strict_overlap
31,W001,True,RW01,46.0,0.8,True,RW01,46,4,5,0.8,True,strict_overlap
31,W002,True,RW02,83.0,0.5454545454545454,True,RW02,83,6,11,0.5454545454545454,True,strict_overlap
31,W003,False,,,0.0,False,RW03,109,4,22,0.18181818181818182,False,best_nonmatch_candidate
31,W004,False,,,0.0,False,RW04,131,0,5,0.0,False,best_nonmatch_candidate
31,W005,True,RW05,161.0,0.875,True,RW05,161,7,8,0.875,True,strict_overlap
32,W001,True,RW01,44.0,0.5714285714285714,True,RW01,44,4,7,0.5714285714285714,True,strict_overlap
32,W002,True,RW02,80.0,0.7272727272727273,True,RW02,80,8,11,0.7272727272727273,True,strict_overlap
32,W003,True,RW03,110.0,0.5454545454545454,True,RW03,110,6,11,0.5454545454545454,True,strict_overlap
32,W004,False,,,0.0,False,RW04,129,0,7,0.0,False,best_nonmatch_candidate
32,W005,True,RW05,162.0,0.7,True,RW05,162,7,10,0.7,True,strict_overlap
33,W001,True,RW01,44.0,0.625,True,RW01,44,5,8,0.625,True,strict_overlap
33,W002,True,RW02,80.0,0.7,True,RW02,80,7,10,0.7,True,strict_overlap
33,W003,True,RW04,111.0,0.7,True,RW04,111,7,10,0.7,True,strict_overlap
33,W004,True,RW05,135.0,1.0,True,RW05,135,1,1,1.0,True,strict_overlap
33,W005,True,RW06,160.0,1.0,True,RW06,160,8,8,1.0,True,strict_overlap
34,W001,True,RW01,45.0,0.8333333333333334,True,RW01,45,5,6,0.8333333333333334,True,strict_overlap
34,W002,True,RW02,80.0,0.9,True,RW02,80,9,10,0.9,True,strict_overlap
34,W003,True,RW03,114.0,0.6666666666666666,True,RW03,114,6,9,0.6666666666666666,True,strict_overlap
34,W004,True,RW04,138.0,0.0,False,RW04,138,0,6,0.0,True,center_close_but_not_match
34,W005,True,RW05,161.0,0.5,True,RW05,161,5,10,0.5,True,strict_overlap
35,W001,True,RW01,46.0,0.8333333333333334,True,RW01,46,5,6,0.8333333333333334,True,strict_overlap
35,W002,True,RW02,83.0,0.7142857142857143,True,RW02,83,10,14,0.7142857142857143,True,strict_overlap
35,W003,True,RW03,114.0,0.8888888888888888,True,RW03,114,8,9,0.8888888888888888,True,strict_overlap
35,W004,False,,,0.0,False,RW03,114,0,27,0.0,False,best_nonmatch_candidate
35,W005,True,RW04,158.0,0.7777777777777778,True,RW04,158,7,9,0.7777777777777778,True,strict_overlap
36,W001,True,RW01,45.0,0.7142857142857143,True,RW01,45,5,7,0.7142857142857143,True,strict_overlap
36,W002,True,RW02,81.0,0.8,True,RW02,81,8,10,0.8,True,strict_overlap
36,W003,True,RW03,113.0,1.0,True,RW03,113,8,8,1.0,True,strict_overlap
36,W004,False,,,0.0,False,RW04,141,0,8,0.0,False,best_nonmatch_candidate
36,W005,True,RW05,159.0,0.7777777777777778,True,RW05,159,7,9,0.7777777777777778,True,strict_overlap
37,W001,True,RW01,44.0,0.4444444444444444,False,RW01,44,4,9,0.4444444444444444,True,center_close_but_not_match
37,W002,False,,,0.0,False,RW02,77,5,11,0.45454545454545453,False,best_nonmatch_candidate
37,W003,True,RW04,114.0,0.7777777777777778,True,RW04,114,7,9,0.7777777777777778,True,strict_overlap
37,W004,False,,,0.0,False,RW04,114,0,26,0.0,False,best_nonmatch_candidate
37,W005,True,RW05,163.0,0.1111111111111111,False,RW05,163,1,9,0.1111111111111111,True,center_close_but_not_match
38,W001,True,RW01,45.0,0.2,False,RW01,45,1,5,0.2,True,center_close_but_not_match
38,W002,True,RW02,86.0,0.625,True,RW02,86,10,16,0.625,False,strict_overlap
38,W003,True,RW03,112.0,0.875,True,RW03,112,7,8,0.875,True,strict_overlap
38,W004,True,RW04,133.0,0.0,False,RW04,133,0,3,0.0,True,center_close_but_not_match
38,W005,True,RW05,161.0,0.875,True,RW05,161,7,8,0.875,True,strict_overlap
39,W001,True,RW02,43.0,0.5,True,RW02,43,4,8,0.5,True,strict_overlap
39,W002,True,RW03,82.0,0.7272727272727273,True,RW03,82,8,11,0.7272727272727273,True,strict_overlap
39,W003,True,RW04,111.0,0.5555555555555556,True,RW04,111,5,9,0.5555555555555556,True,strict_overlap
39,W004,False,,,0.0,False,RW05,157,0,27,0.0,False,best_nonmatch_candidate
39,W005,True,RW05,157.0,0.6666666666666666,True,RW05,157,6,9,0.6666666666666666,True,strict_overlap
40,W001,True,RW01,45.0,0.6666666666666666,True,RW01,45,4,6,0.6666666666666666,True,strict_overlap
40,W002,True,RW02,81.0,0.8,True,RW02,81,8,10,0.8,True,strict_overlap
40,W003,True,RW04,112.0,0.75,True,RW04,112,6,8,0.75,True,strict_overlap
40,W004,True,RW05,134.0,0.25,False,RW05,134,1,4,0.25,True,center_close_but_not_match
40,W005,True,RW06,161.0,0.875,True,RW06,161,7,8,0.875,True,strict_overlap
41,W001,True,RW01,43.0,0.5,True,RW01,43,4,8,0.5,True,strict_overlap
41,W002,True,RW02,81.0,0.6,True,RW02,81,6,10,0.6,True,strict_overlap
41,W003,True,RW03,113.0,1.0,True,RW03,113,8,8,1.0,True,strict_overlap
41,W004,True,RW04,136.0,0.0,False,RW04,136,0,2,0.0,True,center_close_but_not_match
41,W005,True,RW05,162.0,0.5,True,RW05,162,5,10,0.5,True,strict_overlap
42,W001,True,RW01,45.0,0.7142857142857143,True,RW01,45,5,7,0.7142857142857143,True,strict_overlap
42,W002,True,RW02,78.0,0.5833333333333334,True,RW02,78,7,12,0.5833333333333334,True,strict_overlap
42,W003,True,RW04,112.0,0.875,True,RW04,112,7,8,0.875,True,strict_overlap
42,W004,True,RW05,133.0,0.0,False,RW05,133,0,3,0.0,True,center_close_but_not_match
42,W005,True,RW06,161.0,0.5,True,RW06,161,4,8,0.5,True,strict_overlap
43,W001,True,RW01,45.0,0.7142857142857143,True,RW01,45,5,7,0.7142857142857143,True,strict_overlap
43,W002,True,RW02,78.0,0.5,True,RW02,78,6,12,0.5,True,strict_overlap
43,W003,True,RW04,114.0,0.6666666666666666,True,RW04,114,6,9,0.6666666666666666,True,strict_overlap
43,W004,False,,,0.0,False,RW04,114,0,25,0.0,False,best_nonmatch_candidate
43,W005,True,RW05,162.0,0.6,True,RW05,162,6,10,0.6,True,strict_overlap
44,W001,True,RW02,45.0,0.2,False,RW02,45,1,5,0.2,True,center_close_but_not_match
44,W002,False,,,0.0,False,RW03,87,3,15,0.2,False,best_nonmatch_candidate
44,W003,True,RW04,112.0,0.75,True,RW04,112,6,8,0.75,True,strict_overlap
44,W004,True,RW05,138.0,0.0,False,RW05,138,0,4,0.0,True,center_close_but_not_match
44,W005,True,RW06,163.0,0.4,False,RW06,163,4,10,0.4,True,center_close_but_not_match
45,W001,False,,,0.0,False,RW01,40,0,8,0.0,False,best_nonmatch_candidate
45,W002,True,RW03,83.0,0.7272727272727273,True,RW03,83,8,11,0.7272727272727273,True,strict_overlap
45,W003,True,RW04,110.0,0.5384615384615384,True,RW04,110,7,13,0.5384615384615384,True,strict_overlap
45,W004,False,,,0.0,False,RW04,110,0,32,0.0,False,best_nonmatch_candidate
45,W005,True,RW05,163.0,0.3,False,RW05,163,3,10,0.3,True,center_close_but_not_match
46,W001,True,RW01,46.0,0.8333333333333334,True,RW01,46,5,6,0.8333333333333334,True,strict_overlap
46,W002,False,,,0.0,False,RW03,86,2,13,0.15384615384615385,False,best_nonmatch_candidate
46,W003,True,RW05,112.0,0.75,True,RW05,112,6,8,0.75,True,strict_overlap
46,W004,True,RW06,135.0,1.0,True,RW06,135,1,1,1.0,True,strict_overlap
46,W005,True,RW07,161.0,0.6666666666666666,True,RW07,161,6,9,0.6666666666666666,True,strict_overlap
47,W001,True,RW01,46.0,0.7142857142857143,True,RW01,46,5,7,0.7142857142857143,True,strict_overlap
47,W002,True,RW02,81.0,0.7692307692307693,True,RW02,81,10,13,0.7692307692307693,True,strict_overlap
47,W003,True,RW03,112.0,0.875,True,RW03,112,7,8,0.875,True,strict_overlap
47,W004,False,,,0.0,False,RW04,128,0,8,0.0,False,best_nonmatch_candidate
47,W005,False,,,0.0,False,RW05,151,0,16,0.0,False,best_nonmatch_candidate
48,W001,True,RW01,45.0,0.8333333333333334,True,RW01,45,5,6,0.8333333333333334,True,strict_overlap
48,W002,True,RW02,82.0,1.0,True,RW02,82,10,10,1.0,True,strict_overlap
48,W003,True,RW03,112.0,0.7,True,RW03,112,7,10,0.7,True,strict_overlap
48,W004,False,,,0.0,False,RW03,112,0,29,0.0,False,best_nonmatch_candidate
48,W005,True,RW04,160.0,0.8,True,RW04,160,8,10,0.8,True,strict_overlap
49,W001,True,RW02,46.0,0.42857142857142855,False,RW02,46,3,7,0.42857142857142855,True,center_close_but_not_match
49,W002,False,,,0.0,False,RW03,87,3,14,0.21428571428571427,False,best_nonmatch_candidate
49,W003,True,RW04,112.0,0.6363636363636364,True,RW04,112,7,11,0.6363636363636364,True,strict_overlap
49,W004,False,,,0.0,False,RW05,128,0,8,0.0,False,best_nonmatch_candidate
49,W005,True,RW06,162.0,0.7777777777777778,True,RW06,162,7,9,0.7777777777777778,True,strict_overlap
50,W001,True,RW01,46.0,0.8333333333333334,True,RW01,46,5,6,0.8333333333333334,True,strict_overlap
50,W002,True,RW02,78.0,0.5833333333333334,True,RW02,78,7,12,0.5833333333333334,True,strict_overlap
50,W003,True,RW04,115.0,0.7777777777777778,True,RW04,115,7,9,0.7777777777777778,True,strict_overlap
50,W004,True,RW05,132.0,0.0,False,RW05,132,0,5,0.0,True,center_close_but_not_match
50,W005,True,RW06,161.0,0.625,True,RW06,161,5,8,0.625,True,strict_overlap
51,W001,True,RW01,46.0,0.6666666666666666,True,RW01,46,4,6,0.6666666666666666,True,strict_overlap
51,W002,True,RW02,82.0,0.8,True,RW02,82,8,10,0.8,True,strict_overlap
51,W003,True,RW03,112.0,1.0,True,RW03,112,8,8,1.0,True,strict_overlap
51,W004,True,RW04,132.0,0.0,False,RW04,132,0,4,0.0,True,center_close_but_not_match
51,W005,True,RW05,161.0,0.6666666666666666,True,RW05,161,6,9,0.6666666666666666,True,strict_overlap
52,W001,True,RW01,45.0,0.2,False,RW01,45,1,5,0.2,True,center_close_but_not_match
52,W002,False,,,0.0,False,RW02,86,4,15,0.26666666666666666,False,best_nonmatch_candidate
52,W003,True,RW03,113.0,0.875,True,RW03,113,7,8,0.875,True,strict_overlap
52,W004,False,,,0.0,False,RW03,113,0,26,0.0,False,best_nonmatch_candidate
52,W005,True,RW04,162.0,0.8888888888888888,True,RW04,162,8,9,0.8888888888888888,True,strict_overlap
53,W001,True,RW01,44.0,0.5,True,RW01,44,5,10,0.5,True,strict_overlap
53,W002,True,RW02,80.0,0.8,True,RW02,80,8,10,0.8,True,strict_overlap
53,W003,True,RW03,112.0,0.8888888888888888,True,RW03,112,8,9,0.8888888888888888,True,strict_overlap
53,W004,False,,,0.0,False,RW04,131,0,5,0.0,False,best_nonmatch_candidate
53,W005,True,RW05,161.0,0.875,True,RW05,161,7,8,0.875,True,strict_overlap
54,W001,True,RW01,45.0,0.6,True,RW01,45,3,5,0.6,True,strict_overlap
54,W002,True,RW02,79.0,0.8,True,RW02,79,8,10,0.8,True,strict_overlap
54,W003,True,RW03,113.0,0.6666666666666666,True,RW03,113,8,12,0.6666666666666666,True,strict_overlap
54,W004,True,RW04,137.0,0.1111111111111111,False,RW04,137,1,9,0.1111111111111111,True,center_close_but_not_match
54,W005,True,RW05,160.0,0.875,True,RW05,160,7,8,0.875,True,strict_overlap
55,W001,True,RW01,45.0,0.7142857142857143,True,RW01,45,5,7,0.7142857142857143,True,strict_overlap
55,W002,True,RW02,81.0,0.9,True,RW02,81,9,10,0.9,True,strict_overlap
55,W003,True,RW04,114.0,0.5555555555555556,True,RW04,114,5,9,0.5555555555555556,True,strict_overlap
55,W004,False,,,0.0,False,RW05,131,0,5,0.0,False,best_nonmatch_candidate
55,W005,True,RW06,162.0,0.5,True,RW06,162,5,10,0.5,True,strict_overlap
56,W001,True,RW02,45.0,0.7142857142857143,True,RW02,45,5,7,0.7142857142857143,True,strict_overlap
56,W002,True,RW03,83.0,0.7142857142857143,True,RW03,83,10,14,0.7142857142857143,True,strict_overlap
56,W003,True,RW04,113.0,0.75,True,RW04,113,6,8,0.75,True,strict_overlap
56,W004,True,RW05,132.0,0.0,False,RW05,132,0,4,0.0,True,center_close_but_not_match
56,W005,False,,,0.0,False,RW06,155,3,12,0.25,False,best_nonmatch_candidate
