point_id,point_day,point_role,related_window_id,observed_peak_score,observed_matched_stat,p_global_fwer,p_local,p_match_exist,p_match_exceed_conditional,local_joint_challenge_score,bootstrap_presence_fraction,param_presence_fraction,yearwise_near_fraction,yearwise_strict_fraction,neighbor_competition_status,point_significance_tier,strict_local_interpretation,notes
RP001,45,formal_primary_point,W001,5.878578493131532,2.3526894143749066,1.0,0.44594594594594594,0.442,0.44594594594594594,0.1971081081081081,0.9,1.0,0.24444444444444444,0.2222222222222222,no_neighbor,strict_weak_or_unresolved,common_matched_peak_and_observed_not_strong,
RP002,81,formal_primary_point,W002,9.238311473412097,1.8065659429142245,1.0,0.7037037037037037,0.43,0.7037037037037037,0.3025925925925926,0.59,1.0,0.26666666666666666,0.13333333333333333,no_neighbor,strict_weak_or_unresolved,common_matched_peak_and_observed_not_strong,matched_scale_warning
RP003,113,formal_primary_point,W003,9.678099825113602,2.108081916398763,1.0,0.5679611650485437,0.41,0.5679611650485437,0.23286407766990289,0.85,1.0,0.3333333333333333,0.2,no_neighbor,strict_borderline,common_matched_peak_and_observed_not_strong,
LP006,132,neighbor_local_peak,W004,3.7541518352022365,1.0943331098921916,1.0,0.8082901554404145,0.384,0.8082901554404145,0.31038341968911914,0.48,0.8,0.4222222222222222,0.24444444444444444,neighbor_competition_tie,strict_borderline,common_matched_peak_and_observed_not_strong,neighbor_peak_candidate;neighbor_competition_tie;matched_scale_warning
RP004,135,formal_primary_point,W004,3.7666081070788318,1.1411886961761106,1.0,0.806282722513089,0.38,0.806282722513089,0.3063874345549738,0.52,1.0,0.35555555555555557,0.2222222222222222,neighbor_competition_tie,strict_borderline,common_matched_peak_and_observed_not_strong,neighbor_competition_tie;matched_scale_warning
RP005,160,formal_primary_point,W005,7.120567750300529,1.6737421945670503,1.0,0.7405405405405405,0.368,0.7405405405405405,0.2725189189189189,0.69,1.0,0.4222222222222222,0.26666666666666666,no_neighbor,strict_borderline,common_matched_peak_and_observed_not_strong,matched_scale_warning
