replicate_id,null_global_peak_score
0,56.10758006639364
1,34.745166758166896
2,45.55146657490673
3,53.549471949026
4,54.57769248419221
5,47.98822668983103
6,58.004764965583135
7,35.596735198469716
8,106.73346251022767
9,38.138832632517136
10,45.07966815689681
11,40.083793473913566
12,26.12956013662883
13,51.32041106224743
14,30.149187459112735
15,45.13669645482688
16,69.72572491872282
17,49.48372282026588
18,45.40850246564214
19,51.0004032847825
20,61.18405556038349
21,46.15557799558018
22,41.39030130626821
23,38.43018266119382
24,42.046243529167626
25,44.31973044350353
26,24.619717739123107
27,77.993695421372
28,46.77895051103022
29,56.158160917835545
30,37.26838196294715
31,31.783982403157317
32,61.06505871950169
33,41.94349249922248
34,30.37082568699347
35,34.8605986282614
36,43.98788755072024
37,39.34473764833656
38,20.576069216695075
39,41.20554914063516
40,45.504312726068164
41,49.464301339363374
42,53.86397089207401
43,32.51958216919169
44,44.920253477274805
45,34.83302983996924
46,56.97175855609545
47,61.83190379405298
48,30.29776305093478
49,69.91598745001397
50,54.49653478105479
51,33.12785449402878
52,26.674839195775284
53,46.82244201171784
54,54.68527492602243
55,29.60742398468571
56,50.94067602549472
57,48.57650040685525
58,39.23176923429079
59,48.55172061782788
60,59.80536967837086
61,51.564741657079495
62,28.428279953501885
63,24.75810337623445
64,44.85054401969113
65,41.096965607584494
66,49.08654574688988
67,32.37610034412877
68,34.07697069446397
69,38.97689422893083
70,24.576763610227303
71,63.69401575311231
72,41.89267065252465
73,44.28501809417399
74,49.87215428940004
75,56.92201892454076
76,47.72713936520947
77,69.84464095104016
78,42.727257026460855
79,48.15734633913887
80,33.694465803091845
81,31.071912348976426
82,40.69967981886172
83,43.01483908979326
84,17.487266637905044
85,55.38350792742349
86,74.87843810692111
87,66.74543782482343
88,52.68319380273863
89,50.19988667643656
90,40.22904803046062
91,51.53264184540617
92,59.82272768221895
93,31.80239919484852
94,32.936012151374854
95,44.68650446742368
96,30.67473509289569
97,27.82998381947509
98,32.72313065902543
99,53.41216362718232
100,68.8832128733037
101,43.647783503824115
102,49.79782095044429
103,35.70270228604566
104,29.420507974843595
105,34.10400995238509
106,24.829772827374327
107,41.588891002577924
108,70.94079171330768
109,65.90370053101549
110,26.369652670897903
111,27.298051321701458
112,26.54155195877002
113,23.532400496054564
114,38.01608971489817
115,41.46261807965853
116,39.28631825028568
117,40.45791157682731
118,48.18347943974727
119,57.01461989441225
120,33.008194701595805
121,29.02015261976604
122,53.62213119850247
123,38.20065026626146
124,50.1819013137634
125,40.167419131925605
126,41.67415726517589
127,65.12037418700203
128,34.62227657295115
