replicate_id,null_global_peak_score
129,42.43939090497086
130,47.40179988636852
131,83.10976599268535
132,25.68259605828345
133,50.04253873953127
134,49.205835224848734
135,56.146842197049224
136,35.92108514489793
137,39.03687300720448
138,39.84477053093947
139,42.22113667659127
140,37.008516670552424
141,34.203641236187046
142,54.71837002036649
143,34.65224139878414
144,43.85208853320769
145,45.41669266571492
146,46.47570951304865
147,50.28990243696334
148,55.94777793256259
149,44.112236497142774
150,66.08014098394173
151,49.75830634036369
152,35.564076994285834
153,55.17165401031329
154,63.07903378696407
155,62.24180772868422
156,42.19572103407614
157,41.45162728400307
158,40.93321622531998
159,37.128353164379575
160,48.0125753996014
161,54.61867386585634
162,45.67691474670353
163,32.07933117103899
164,34.69745549305604
165,45.9309120264517
166,32.467261143160314
167,54.241132941836895
168,51.24727186530485
169,50.9745649461512
170,40.66141670026778
171,49.04783316494108
172,50.92277930100309
173,31.133769887386023
174,20.247021271417033
175,36.7354766266986
176,35.95987110760259
177,52.08077597928052
178,30.850364826650452
179,60.10127147042369
180,39.505875437805486
181,49.653362604573296
182,47.564235560629214
183,49.23728238538938
184,50.745878619077956
185,47.3905599917695
186,40.305661219989375
187,48.83187942237777
188,23.716103445426864
189,45.90268930131619
190,34.69075068412946
191,70.55438051043747
192,44.58124472746154
193,41.15733643614301
194,69.86599978814515
195,44.238631860280094
196,54.54110151708937
197,27.84741716943391
198,46.23307315443827
199,38.780508296768176
200,74.82765987911333
201,29.40911884787457
202,55.47421587268542
203,45.200560877695594
204,50.377477013670244
205,45.46243264360919
206,53.931935069746544
207,52.376828668934834
208,40.11832725128519
209,29.227550204448928
210,55.279531026590554
211,32.50607085502858
212,25.233224063993728
213,37.24906762526253
214,37.471796416678295
215,36.03331100590937
216,40.1306967569701
217,43.80354622915536
218,53.069156813462286
219,38.1089059921743
220,26.20376249620174
221,50.25733135870938
222,21.816615757630558
223,36.00751290743568
224,43.102750900262514
225,37.053014973280824
226,46.64537822240686
227,52.07678544526597
228,32.71310264116784
229,30.124746375353805
230,37.316212119871366
231,22.96807463657654
232,24.211272799331496
233,53.93305224057748
234,26.989527801964844
235,37.66739113009422
236,43.89991393824496
237,21.617113251061312
238,49.046961149606574
239,28.270417534508013
240,24.413471546351964
241,40.30589530286834
242,44.14163023031759
243,30.23931517223933
244,55.65984674602477
245,40.69847500183195
246,42.603791147055674
247,29.927869879043143
248,48.82265494217761
249,44.65776696881153
250,37.441457368572365
251,45.13053742179514
252,44.83876182249793
253,47.305425962616866
254,49.521212594614205
255,53.468193626703034
256,36.15638586861725
257,54.00726541639922
258,33.551128643112996
259,27.321534921739005
260,38.90901756528455
261,45.29670728575602
262,44.47355162866497
263,40.453554121615184
264,38.595903246839114
265,43.08074877020516
266,48.92895332920762
267,33.73313339612852
268,39.41562494625268
269,53.00873744831312
270,39.67883892543249
271,22.307956618724596
272,57.96570828427751
273,39.37073788469306
274,45.890773244167946
275,42.48562854071456
276,32.42526617933835
277,33.40068743282991
278,32.31351338337929
279,59.23688179070024
280,54.3280369403527
281,47.74906502695786
282,55.91387851021197
283,29.293325893043118
284,52.03184768871469
285,72.12411385002036
286,23.709975332846817
287,62.65294328824378
288,38.0047544008358
289,51.70696034670928
290,55.24384943807467
291,33.81879377645187
292,42.49170567773161
293,36.34888515810035
294,51.850912471046975
295,45.59499160039029
296,42.437937705657085
297,42.69528717370248
298,32.091734728793966
299,57.768686060681475
300,42.848278774666866
301,37.41107113813554
302,41.93331448663476
303,45.0304707215326
304,27.971756456057307
305,37.07365546945627
306,49.06294253522532
307,47.105238367766404
308,38.892997419729184
309,68.66949709219644
310,34.72853482953093
311,42.64041814267358
312,55.95153445980453
313,34.99667625628919
314,37.89996482969381
315,25.86571627074354
316,27.64092828657732
317,21.603897992045496
318,35.4215330915808
319,38.51137180995088
320,41.73329887998598
321,41.61379674723604
322,44.245849116856206
323,30.711458967669614
324,50.87202793205071
325,39.571636835138406
326,29.676602345102484
327,55.99538384256312
328,38.00509708233767
329,49.284453536151815
330,38.4987429289704
331,38.63375620791484
332,35.360967052333926
333,46.63008642785358
334,38.09118525923997
335,32.60795661278958
336,54.806213178605134
337,35.11195776022516
338,46.61139746720469
339,68.61279047295112
340,53.816298486475766
341,44.391182673309764
342,47.82879131431548
343,37.10735115824789
344,37.4385607960193
345,25.009648630023477
346,60.27945742966113
347,59.203585059192825
348,94.2805312203069
349,24.775777225937897
350,72.68809371764888
351,53.40087702661022
352,47.67841542948121
353,33.29201886016692
354,48.8518446443302
355,36.121829938736425
356,49.120727434672446
357,74.97059322210889
358,18.85975427189633
359,51.68357489970734
360,45.341950410733496
361,23.766198614250285
362,51.96096591155976
363,52.898974711909844
364,51.07106336752085
365,49.80006903320017
366,49.87473676369069
367,34.104098156543145
368,45.17789047041605
369,31.690622230764248
370,44.00124953081804
371,42.26784374361857
372,33.38476870864076
373,56.65984625275699
374,53.11456883121161
375,53.98196530797851
376,45.20727562046334
377,42.6410118478012
378,49.60478204663265
379,65.22936912494342
380,59.157326924015784
381,45.62603681663843
382,47.122149173229936
383,39.35684498552529
384,46.85368214144766
385,42.216287876913476
386,47.328458797625004
387,35.750995024240694
388,49.82273270629417
389,45.89298393814741
390,37.51875599972325
391,17.91688612051363
392,67.40283690845251
393,46.127487993172565
394,49.85228395464912
395,36.764240826844215
396,59.30102624121176
397,34.72853904281756
398,61.32822216474587
399,27.68463480875524
400,43.055587975273674
401,30.642212215321504
402,25.121952115161978
403,63.74338422973895
404,36.09563645052858
405,55.3502859210102
406,25.978548608444385
407,36.39831366565543
408,27.259630849970495
409,61.87240142988413
410,39.45467795254375
411,39.1911232880565
412,38.801127120774105
413,46.75151465810147
414,39.055685205344005
415,48.67732004122385
416,63.196612311426065
417,56.54875607298368
418,52.3230701194976
419,33.49540336065914
420,54.41905695259571
421,32.74678622885463
422,41.234477338580156
423,49.25670525602456
424,51.596512552910845
425,31.364525292568473
426,28.47461794079711
427,39.3937804483153
428,55.596911054435
429,40.192996248605176
430,52.55634127044546
431,49.038351152402825
432,43.14014066733084
433,66.37219070922467
434,44.7491447307564
435,37.85127589876681
436,33.68356966201831
437,60.842984527274034
438,33.466582975527274
439,82.50222378715921
440,23.791228740905822
441,57.01924060723728
442,42.37861897987593
443,50.72840898108235
444,48.43400780957923
445,45.62677293493981
446,50.65787764073114
447,26.985157851889873
448,55.21978280630139
449,34.95180752742868
450,22.626778970392216
451,36.0986594548422
452,48.146766661695686
453,39.30102675850914
454,33.873334241406894
455,40.30754523226356
456,31.388006667851315
457,37.7277994918681
458,47.65754984396811
459,51.150897346674256
460,64.13350378265099
461,22.360180601910834
462,49.99273444797207
463,42.07564676159345
464,61.96146769726847
465,52.219361924920875
466,56.90756407830369
467,41.219038618964376
468,35.20723326133066
469,50.56793715842812
470,53.46695848917919
471,33.94934419343306
472,41.31730952927228
473,30.644128866120518
474,40.82902429159084
475,49.823089319415935
476,64.56433991189604
477,66.76674545914688
478,55.11698117592421
479,52.688736674649036
480,54.889761145107556
481,54.93063842263772
482,31.77629028631671
483,39.21685842619643
484,63.201962414398466
485,38.07736379700562
486,20.274827715654702
487,52.82518983950556
488,40.38753103177519
489,32.51955042678347
490,22.19466869484204
491,47.08293854683986
492,40.926583985984166
493,37.61936673369101
494,61.35139906312649
495,33.53754920109908
496,26.38619460033823
497,24.00068999526534
498,41.737431121736016
499,52.66013483228119
