scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
H_only,H,SMOOTH5_BAND_Q40,CP001,18,04-19,1,v10_3_H_only_SMOOTH5_BAND_Q40,18.65741936340934,9.601251549426959,True,18,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP002,35,05-06,2,v10_3_H_only_SMOOTH5_BAND_Q40,10.552832836710131,4.542147184334713,True,35,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP003,55,05-26,3,v10_3_H_only_SMOOTH5_BAND_Q40,3.1269906825609013,0.5645881646881783,False,35,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP004,60,05-31,4,v10_3_H_only_SMOOTH5_BAND_Q40,2.697450028885572,0.0432977392254994,False,77,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP005,77,06-17,5,v10_3_H_only_SMOOTH5_BAND_Q40,13.724355549586724,8.270825618573783,True,77,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP006,95,07-05,6,v10_3_H_only_SMOOTH5_BAND_Q40,16.231351929979546,13.407503202527586,True,95,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP007,113,07-23,7,v10_3_H_only_SMOOTH5_BAND_Q40,36.64765223117155,36.23034391945685,True,113,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP008,129,08-08,8,v10_3_H_only_SMOOTH5_BAND_Q40,6.689327019465169,6.145942674668604,False,113,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP009,145,08-24,9,v10_3_H_only_SMOOTH5_BAND_Q40,1.652550934661777,0.08263261243750897,False,155,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
H_only,H,SMOOTH5_BAND_Q40,CP010,155,09-03,10,v10_3_H_only_SMOOTH5_BAND_Q40,11.350321255957892,10.917965359536314,True,155,smooth5_candidate_band,band_floor_quantile,0.40,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
