object,replicate_id,status,n_valid_days,sampled_year_indices
H,238,success,175,"[13, 41, 28, 26, 14, 18, 29, 16, 12, 36, 18, 29, 1, 3, 38, 6, 35, 40, 21, 39, 19, 42, 10, 19, 17, 35, 1, 37, 1, 14, 26, 6, 22, 44, 37, 1, 26, 26, 3, 29, 23, 30, 13, 11, 33]"
H,239,success,175,"[32, 7, 9, 26, 37, 9, 9, 36, 31, 40, 35, 42, 8, 12, 10, 2, 35, 29, 3, 8, 8, 18, 20, 13, 41, 9, 25, 19, 17, 37, 44, 0, 20, 5, 19, 27, 18, 13, 14, 13, 14, 16, 30, 4, 1]"
H,240,success,175,"[23, 30, 11, 9, 28, 17, 33, 6, 5, 24, 17, 32, 22, 15, 7, 7, 34, 10, 22, 36, 40, 12, 4, 34, 30, 14, 26, 8, 31, 32, 13, 21, 15, 1, 5, 43, 20, 6, 1, 15, 44, 17, 44, 22, 34]"
H,241,success,175,"[35, 1, 0, 41, 41, 5, 29, 41, 42, 13, 36, 29, 41, 6, 27, 1, 16, 0, 19, 36, 29, 14, 19, 16, 32, 11, 4, 22, 37, 21, 9, 2, 42, 34, 6, 3, 5, 16, 36, 7, 36, 0, 33, 12, 43]"
H,242,success,175,"[21, 12, 10, 37, 18, 15, 33, 24, 29, 20, 2, 0, 1, 25, 23, 33, 40, 7, 43, 41, 27, 23, 7, 8, 0, 29, 19, 8, 6, 2, 28, 30, 28, 4, 1, 4, 33, 33, 13, 2, 14, 36, 6, 35, 20]"
H,243,success,175,"[6, 42, 23, 30, 4, 16, 28, 29, 2, 27, 42, 35, 9, 41, 30, 2, 5, 41, 9, 4, 20, 23, 25, 29, 44, 34, 1, 3, 0, 17, 15, 42, 16, 1, 39, 11, 41, 34, 39, 36, 6, 28, 18, 28, 33]"
H,244,success,175,"[22, 14, 41, 29, 39, 10, 37, 14, 20, 38, 15, 11, 41, 43, 13, 13, 10, 1, 24, 11, 38, 7, 28, 22, 27, 5, 20, 28, 15, 39, 23, 16, 1, 7, 21, 18, 39, 35, 7, 26, 20, 4, 29, 24, 3]"
H,245,success,175,"[21, 32, 14, 16, 4, 9, 44, 27, 7, 21, 8, 19, 6, 27, 25, 28, 19, 12, 11, 9, 19, 20, 30, 2, 12, 38, 41, 41, 13, 6, 8, 5, 42, 39, 36, 32, 15, 21, 37, 36, 23, 37, 15, 18, 37]"
H,246,success,175,"[16, 33, 20, 13, 9, 27, 21, 16, 33, 0, 4, 43, 29, 24, 0, 26, 19, 26, 1, 24, 26, 13, 2, 43, 31, 27, 34, 30, 6, 20, 39, 12, 43, 2, 14, 15, 27, 7, 10, 29, 12, 39, 39, 13, 25]"
H,247,success,175,"[14, 15, 30, 13, 6, 11, 41, 11, 16, 28, 4, 12, 7, 41, 41, 34, 11, 27, 29, 39, 7, 33, 8, 25, 39, 2, 6, 36, 0, 30, 22, 15, 38, 38, 14, 0, 5, 4, 44, 26, 30, 10, 38, 32, 33]"
H,248,success,175,"[21, 31, 24, 17, 26, 14, 42, 32, 33, 32, 20, 42, 9, 25, 3, 13, 25, 22, 42, 27, 18, 19, 27, 35, 12, 26, 25, 0, 41, 25, 10, 28, 30, 41, 1, 18, 8, 25, 22, 21, 44, 23, 18, 3, 13]"
H,249,success,175,"[40, 20, 40, 23, 24, 19, 25, 3, 2, 21, 26, 24, 19, 13, 31, 27, 2, 20, 31, 35, 12, 41, 29, 19, 28, 39, 10, 6, 19, 3, 37, 43, 27, 44, 3, 28, 19, 12, 14, 24, 28, 7, 27, 41, 0]"
H,250,success,175,"[39, 27, 15, 33, 27, 34, 3, 2, 28, 13, 10, 18, 32, 8, 43, 18, 6, 3, 38, 5, 18, 30, 23, 11, 4, 32, 22, 2, 8, 25, 7, 17, 5, 35, 28, 35, 2, 16, 12, 28, 36, 10, 34, 26, 37]"
H,251,success,175,"[3, 44, 19, 12, 8, 44, 39, 5, 20, 33, 26, 8, 16, 16, 12, 43, 9, 31, 41, 35, 35, 7, 5, 35, 33, 33, 18, 23, 0, 13, 23, 5, 5, 2, 9, 44, 31, 42, 11, 26, 40, 15, 29, 31, 37]"
H,252,success,175,"[43, 27, 26, 39, 30, 16, 28, 24, 10, 23, 28, 40, 26, 7, 44, 26, 12, 33, 17, 16, 37, 39, 23, 16, 38, 7, 33, 26, 38, 18, 37, 0, 34, 3, 28, 8, 43, 34, 4, 40, 11, 24, 3, 4, 10]"
H,253,success,175,"[24, 24, 38, 7, 33, 0, 13, 7, 5, 26, 40, 30, 38, 26, 2, 15, 37, 1, 4, 37, 2, 43, 34, 29, 24, 4, 18, 36, 40, 20, 37, 34, 2, 27, 27, 24, 34, 40, 24, 14, 44, 43, 30, 28, 4]"
H,254,success,175,"[18, 8, 23, 37, 10, 44, 5, 4, 43, 4, 33, 34, 14, 2, 13, 3, 30, 39, 44, 36, 34, 39, 34, 29, 44, 14, 18, 40, 13, 13, 6, 12, 26, 39, 6, 30, 34, 40, 33, 7, 22, 42, 40, 27, 43]"
H,255,success,175,"[30, 2, 41, 7, 17, 10, 32, 1, 28, 38, 35, 13, 40, 16, 30, 22, 3, 0, 8, 42, 42, 18, 43, 2, 43, 10, 1, 34, 17, 13, 34, 14, 33, 8, 3, 14, 27, 10, 6, 33, 22, 19, 10, 0, 2]"
H,256,success,175,"[30, 3, 11, 40, 15, 33, 15, 41, 36, 21, 30, 18, 42, 16, 37, 27, 28, 15, 37, 33, 36, 36, 7, 39, 37, 10, 44, 23, 14, 10, 16, 1, 31, 31, 30, 24, 16, 32, 39, 3, 17, 44, 38, 44, 8]"
H,257,success,175,"[20, 5, 38, 23, 10, 4, 33, 36, 39, 43, 36, 35, 36, 44, 20, 34, 36, 5, 31, 15, 5, 7, 5, 40, 34, 4, 28, 29, 23, 27, 40, 23, 29, 25, 17, 40, 18, 35, 27, 30, 34, 33, 25, 27, 22]"
H,258,success,175,"[15, 32, 39, 31, 34, 37, 16, 2, 15, 33, 36, 23, 35, 3, 28, 30, 22, 32, 22, 23, 27, 35, 11, 13, 18, 9, 15, 15, 14, 18, 22, 31, 13, 38, 21, 32, 5, 7, 20, 16, 22, 7, 21, 30, 32]"
H,259,success,175,"[11, 15, 23, 23, 35, 17, 30, 39, 13, 37, 14, 15, 29, 27, 24, 10, 4, 40, 39, 39, 23, 39, 21, 3, 8, 12, 16, 42, 14, 27, 12, 28, 25, 6, 20, 4, 40, 31, 42, 39, 9, 31, 4, 43, 35]"
H,260,success,175,"[30, 44, 38, 38, 4, 1, 43, 11, 19, 1, 28, 36, 37, 26, 29, 23, 20, 24, 42, 11, 21, 27, 25, 1, 12, 29, 31, 33, 44, 30, 26, 14, 16, 37, 21, 32, 5, 5, 9, 8, 27, 28, 25, 13, 25]"
H,261,success,175,"[5, 21, 6, 3, 7, 5, 21, 24, 27, 19, 7, 0, 32, 44, 12, 9, 14, 9, 10, 22, 35, 32, 43, 16, 22, 17, 1, 17, 11, 21, 7, 33, 37, 43, 3, 5, 43, 38, 26, 14, 23, 24, 38, 23, 1]"
H,262,success,175,"[31, 34, 13, 5, 6, 37, 20, 23, 43, 2, 9, 37, 24, 1, 31, 6, 35, 35, 37, 20, 12, 39, 25, 28, 6, 28, 26, 13, 34, 6, 32, 43, 25, 4, 24, 23, 24, 12, 28, 11, 25, 26, 29, 35, 39]"
H,263,success,175,"[34, 35, 39, 10, 13, 23, 20, 31, 0, 6, 33, 36, 13, 13, 25, 21, 7, 22, 36, 32, 36, 28, 39, 11, 2, 5, 44, 28, 11, 38, 13, 26, 11, 4, 12, 10, 24, 0, 10, 25, 17, 28, 29, 43, 37]"
H,264,success,175,"[10, 31, 28, 26, 35, 6, 16, 36, 40, 1, 21, 11, 7, 2, 24, 30, 23, 16, 34, 29, 40, 15, 10, 20, 22, 20, 37, 2, 23, 19, 9, 28, 36, 24, 3, 3, 18, 30, 14, 13, 38, 0, 3, 7, 44]"
H,265,success,175,"[22, 7, 13, 43, 31, 10, 10, 3, 34, 6, 12, 15, 27, 27, 35, 13, 17, 17, 2, 33, 24, 21, 44, 8, 43, 30, 9, 30, 34, 16, 15, 37, 7, 0, 29, 40, 22, 6, 24, 11, 37, 27, 15, 28, 30]"
H,266,success,175,"[30, 16, 25, 1, 18, 17, 24, 42, 42, 21, 29, 4, 21, 30, 30, 43, 20, 40, 44, 25, 4, 16, 34, 26, 42, 36, 2, 38, 16, 36, 22, 20, 3, 5, 26, 25, 24, 7, 22, 2, 6, 22, 27, 29, 44]"
H,267,success,175,"[38, 17, 35, 4, 38, 17, 34, 43, 31, 41, 0, 7, 28, 24, 5, 32, 2, 44, 7, 20, 37, 23, 33, 31, 42, 20, 44, 23, 40, 32, 5, 28, 39, 5, 37, 4, 39, 35, 6, 32, 5, 25, 41, 9, 7]"
H,268,success,175,"[19, 16, 2, 20, 11, 5, 12, 0, 41, 44, 16, 39, 20, 41, 7, 12, 33, 9, 37, 19, 18, 20, 35, 0, 33, 35, 36, 44, 35, 23, 20, 17, 37, 17, 25, 4, 14, 11, 19, 22, 32, 19, 6, 24, 2]"
H,269,success,175,"[38, 34, 10, 11, 1, 16, 1, 42, 6, 29, 25, 10, 36, 4, 39, 33, 28, 39, 18, 12, 6, 41, 18, 37, 14, 42, 39, 13, 21, 35, 10, 1, 12, 26, 6, 15, 41, 3, 2, 19, 0, 1, 8, 4, 36]"
H,270,success,175,"[5, 23, 31, 28, 29, 16, 39, 3, 4, 38, 3, 8, 7, 1, 5, 25, 29, 3, 42, 4, 30, 36, 23, 22, 4, 10, 38, 15, 1, 32, 30, 2, 2, 5, 2, 27, 5, 27, 7, 43, 32, 16, 19, 2, 2]"
H,271,success,175,"[24, 1, 28, 17, 6, 24, 24, 33, 8, 24, 38, 12, 37, 32, 19, 39, 43, 10, 44, 0, 5, 1, 16, 42, 27, 27, 3, 23, 17, 21, 11, 9, 42, 25, 18, 3, 34, 21, 17, 30, 5, 23, 38, 20, 0]"
H,272,success,175,"[10, 2, 22, 16, 5, 30, 7, 15, 44, 2, 11, 14, 22, 11, 43, 0, 42, 24, 1, 5, 4, 12, 14, 28, 14, 32, 13, 11, 12, 14, 37, 11, 12, 43, 29, 8, 39, 8, 7, 20, 31, 8, 33, 7, 35]"
H,273,success,175,"[4, 20, 28, 11, 27, 30, 29, 17, 34, 32, 14, 33, 41, 36, 32, 34, 36, 13, 32, 8, 16, 42, 12, 37, 19, 9, 4, 24, 20, 23, 1, 12, 0, 13, 41, 6, 31, 0, 25, 41, 15, 8, 25, 12, 40]"
H,274,success,175,"[38, 29, 28, 27, 33, 20, 43, 15, 0, 31, 29, 44, 17, 19, 25, 17, 35, 19, 35, 19, 10, 44, 23, 31, 26, 16, 43, 16, 44, 19, 1, 1, 43, 23, 17, 36, 27, 29, 30, 8, 3, 32, 0, 32, 5]"
H,275,success,175,"[11, 31, 28, 35, 27, 2, 37, 9, 6, 39, 8, 24, 21, 34, 1, 4, 18, 21, 35, 27, 6, 44, 20, 43, 44, 2, 22, 18, 22, 13, 25, 22, 8, 12, 6, 37, 30, 17, 17, 3, 13, 41, 1, 6, 38]"
H,276,success,175,"[23, 1, 22, 33, 15, 17, 28, 26, 40, 11, 12, 6, 29, 24, 15, 31, 16, 8, 24, 19, 18, 20, 41, 9, 12, 25, 2, 6, 25, 22, 29, 5, 38, 21, 6, 14, 10, 20, 21, 19, 20, 40, 43, 22, 43]"
H,277,success,175,"[36, 36, 10, 19, 15, 4, 3, 28, 18, 37, 30, 3, 37, 22, 25, 43, 28, 1, 7, 19, 1, 7, 35, 6, 7, 22, 4, 11, 42, 28, 43, 15, 27, 10, 17, 7, 37, 8, 9, 20, 19, 14, 16, 13, 41]"
H,278,success,175,"[26, 41, 44, 29, 37, 4, 42, 21, 32, 11, 4, 39, 20, 6, 29, 2, 20, 31, 32, 20, 16, 37, 8, 3, 7, 36, 21, 1, 7, 1, 36, 20, 3, 9, 27, 26, 36, 1, 3, 1, 17, 32, 29, 9, 29]"
H,279,success,175,"[29, 8, 33, 19, 2, 17, 34, 31, 12, 34, 17, 20, 3, 44, 37, 8, 25, 35, 22, 9, 43, 12, 15, 16, 40, 22, 32, 40, 41, 38, 40, 42, 44, 28, 5, 5, 35, 14, 36, 42, 28, 34, 12, 19, 43]"
H,280,success,175,"[36, 9, 42, 22, 37, 23, 27, 7, 15, 32, 37, 3, 3, 31, 20, 38, 3, 15, 1, 31, 38, 7, 14, 38, 1, 42, 39, 6, 6, 31, 0, 22, 2, 23, 15, 31, 39, 21, 28, 27, 44, 10, 10, 17, 33]"
H,281,success,175,"[38, 12, 4, 27, 26, 16, 8, 38, 38, 33, 26, 11, 18, 3, 11, 20, 19, 3, 43, 12, 22, 20, 21, 38, 33, 39, 17, 11, 19, 25, 15, 20, 6, 26, 32, 23, 39, 44, 40, 4, 39, 15, 20, 18, 12]"
H,282,success,175,"[39, 28, 43, 42, 18, 32, 22, 22, 33, 30, 41, 34, 27, 41, 4, 34, 17, 19, 35, 12, 39, 22, 15, 14, 18, 42, 4, 22, 37, 21, 25, 15, 6, 28, 41, 23, 19, 5, 42, 39, 40, 16, 28, 19, 10]"
H,283,success,175,"[9, 17, 24, 5, 31, 20, 39, 12, 2, 14, 43, 14, 31, 37, 12, 28, 9, 16, 13, 30, 39, 11, 13, 36, 20, 23, 31, 6, 39, 16, 29, 19, 33, 27, 7, 8, 39, 23, 12, 6, 5, 41, 43, 17, 9]"
H,284,success,175,"[18, 6, 24, 28, 44, 14, 8, 6, 16, 27, 2, 34, 20, 35, 20, 6, 0, 25, 24, 36, 39, 7, 14, 9, 4, 0, 3, 23, 6, 8, 5, 32, 28, 43, 5, 9, 20, 29, 5, 9, 18, 0, 17, 34, 23]"
H,285,success,175,"[19, 21, 42, 23, 24, 41, 7, 4, 20, 14, 9, 5, 39, 27, 31, 5, 15, 27, 23, 31, 30, 18, 35, 11, 3, 41, 1, 12, 5, 10, 17, 5, 21, 41, 6, 41, 18, 26, 19, 14, 4, 26, 41, 23, 26]"
H,286,success,175,"[28, 17, 5, 22, 39, 14, 39, 38, 11, 25, 33, 22, 31, 40, 28, 37, 36, 36, 38, 10, 0, 6, 11, 31, 22, 21, 0, 30, 16, 34, 5, 13, 2, 12, 41, 22, 19, 12, 11, 30, 44, 33, 33, 21, 4]"
H,287,success,175,"[32, 36, 22, 4, 32, 41, 10, 7, 33, 14, 32, 31, 11, 1, 25, 18, 38, 16, 11, 38, 33, 27, 42, 35, 38, 35, 18, 2, 27, 34, 44, 30, 25, 25, 5, 0, 2, 40, 35, 11, 19, 21, 11, 19, 15]"
H,288,success,175,"[31, 34, 4, 20, 44, 39, 35, 33, 0, 43, 33, 39, 40, 11, 0, 29, 20, 0, 12, 44, 16, 11, 29, 29, 14, 38, 26, 7, 14, 38, 4, 0, 29, 19, 11, 21, 8, 16, 10, 26, 30, 41, 3, 14, 11]"
H,289,success,175,"[26, 23, 39, 41, 34, 8, 1, 40, 42, 11, 2, 30, 26, 39, 25, 34, 35, 0, 6, 35, 8, 9, 33, 9, 6, 0, 21, 28, 32, 40, 29, 34, 9, 15, 13, 2, 43, 10, 20, 16, 2, 40, 9, 4, 15]"
H,290,success,175,"[6, 44, 8, 13, 12, 1, 0, 23, 10, 3, 13, 12, 19, 44, 13, 31, 34, 2, 22, 20, 22, 7, 20, 5, 42, 26, 1, 22, 41, 33, 12, 40, 8, 11, 6, 41, 32, 23, 30, 11, 3, 38, 43, 1, 2]"
H,291,success,175,"[25, 1, 32, 42, 12, 13, 38, 16, 10, 3, 37, 41, 3, 36, 7, 6, 17, 19, 38, 31, 6, 26, 39, 29, 10, 5, 20, 21, 15, 4, 5, 23, 42, 26, 19, 41, 31, 32, 25, 34, 22, 27, 27, 33, 40]"
H,292,success,175,"[13, 31, 1, 23, 40, 29, 12, 27, 16, 19, 10, 28, 8, 19, 42, 34, 18, 43, 0, 43, 15, 36, 42, 27, 27, 33, 10, 8, 15, 21, 33, 11, 25, 0, 1, 43, 38, 38, 14, 23, 30, 11, 33, 31, 18]"
H,293,success,175,"[19, 13, 36, 44, 44, 34, 15, 35, 10, 40, 12, 18, 4, 3, 17, 24, 0, 38, 5, 44, 12, 17, 7, 37, 32, 3, 4, 27, 38, 4, 9, 24, 4, 13, 0, 22, 32, 18, 11, 19, 22, 7, 5, 8, 44]"
H,294,success,175,"[32, 5, 13, 18, 8, 38, 42, 11, 0, 12, 26, 36, 15, 12, 11, 0, 0, 19, 27, 0, 9, 40, 44, 28, 23, 26, 16, 9, 16, 31, 29, 30, 27, 2, 28, 39, 29, 26, 10, 35, 20, 11, 22, 5, 41]"
H,295,success,175,"[31, 14, 35, 2, 17, 29, 1, 31, 36, 26, 9, 33, 15, 33, 28, 4, 4, 0, 3, 13, 1, 42, 41, 7, 14, 33, 29, 26, 44, 28, 30, 22, 23, 13, 23, 41, 16, 5, 26, 35, 43, 24, 35, 11, 19]"
H,296,success,175,"[18, 14, 32, 39, 14, 6, 37, 38, 42, 11, 32, 32, 35, 36, 42, 21, 3, 8, 39, 38, 0, 16, 11, 14, 28, 22, 21, 19, 28, 30, 1, 6, 15, 19, 44, 40, 29, 1, 4, 20, 26, 29, 6, 39, 22]"
H,297,success,175,"[26, 1, 37, 24, 10, 14, 15, 1, 42, 36, 39, 15, 25, 20, 21, 26, 20, 34, 2, 8, 40, 39, 36, 16, 20, 1, 12, 32, 15, 21, 5, 22, 32, 25, 25, 41, 10, 13, 28, 21, 44, 2, 5, 15, 20]"
H,298,success,175,"[40, 22, 19, 7, 19, 23, 26, 27, 19, 7, 6, 6, 27, 38, 39, 14, 3, 28, 1, 28, 17, 37, 28, 33, 18, 37, 23, 28, 16, 20, 37, 17, 0, 17, 17, 18, 3, 5, 14, 19, 1, 17, 14, 1, 11]"
H,299,success,175,"[12, 6, 33, 3, 26, 29, 36, 24, 24, 34, 38, 9, 35, 20, 4, 27, 43, 6, 0, 41, 26, 9, 35, 17, 14, 13, 26, 6, 16, 13, 2, 34, 0, 43, 4, 16, 4, 16, 27, 3, 23, 34, 20, 5, 31]"
H,300,success,175,"[8, 0, 19, 12, 1, 34, 26, 40, 21, 19, 37, 3, 16, 35, 13, 39, 12, 18, 40, 10, 43, 1, 11, 26, 26, 40, 43, 30, 29, 14, 36, 28, 1, 37, 16, 21, 21, 36, 12, 17, 1, 15, 3, 26, 40]"
H,301,success,175,"[20, 41, 43, 2, 23, 23, 17, 37, 17, 2, 24, 9, 15, 22, 32, 12, 17, 3, 17, 26, 27, 13, 2, 25, 29, 3, 22, 4, 20, 28, 32, 32, 34, 10, 38, 15, 16, 35, 14, 3, 32, 29, 26, 6, 28]"
H,302,success,175,"[8, 24, 22, 34, 43, 8, 5, 25, 42, 7, 21, 18, 14, 29, 13, 22, 38, 17, 0, 39, 12, 34, 34, 23, 3, 42, 30, 19, 38, 35, 34, 7, 28, 12, 3, 15, 4, 4, 32, 22, 17, 8, 34, 28, 26]"
H,303,success,175,"[8, 5, 5, 1, 43, 16, 29, 44, 42, 14, 22, 20, 1, 34, 25, 16, 25, 33, 0, 29, 38, 32, 27, 4, 33, 33, 22, 26, 27, 5, 11, 35, 43, 12, 18, 41, 7, 11, 2, 10, 28, 15, 44, 40, 40]"
H,304,success,175,"[32, 31, 22, 44, 4, 32, 6, 15, 11, 27, 35, 3, 27, 9, 3, 18, 26, 9, 17, 42, 15, 44, 37, 16, 25, 31, 20, 18, 14, 6, 1, 15, 35, 10, 8, 14, 26, 9, 9, 5, 14, 9, 37, 40, 16]"
H,305,success,175,"[3, 3, 14, 20, 23, 13, 15, 12, 23, 31, 1, 21, 29, 30, 25, 23, 30, 17, 25, 14, 19, 5, 15, 6, 10, 18, 22, 42, 1, 40, 14, 32, 30, 43, 4, 43, 2, 39, 29, 21, 17, 4, 36, 32, 42]"
H,306,success,175,"[32, 43, 39, 19, 31, 11, 35, 27, 19, 28, 12, 28, 21, 14, 43, 2, 34, 9, 10, 6, 4, 5, 37, 41, 26, 0, 38, 27, 23, 42, 18, 16, 35, 23, 32, 31, 37, 14, 3, 21, 29, 36, 12, 33, 37]"
H,307,success,175,"[36, 36, 44, 29, 16, 19, 33, 10, 27, 25, 29, 18, 33, 3, 33, 36, 39, 41, 15, 2, 29, 4, 12, 31, 26, 27, 33, 7, 35, 26, 18, 20, 22, 24, 15, 10, 7, 15, 11, 23, 41, 4, 13, 2, 43]"
H,308,success,175,"[31, 10, 18, 32, 43, 25, 12, 31, 30, 28, 2, 31, 0, 40, 39, 25, 29, 3, 39, 12, 11, 31, 42, 22, 22, 24, 13, 26, 43, 17, 34, 34, 38, 32, 41, 32, 43, 32, 37, 40, 44, 26, 31, 43, 17]"
H,309,success,175,"[5, 39, 28, 19, 32, 1, 21, 11, 12, 43, 24, 6, 16, 10, 40, 13, 16, 15, 7, 35, 25, 19, 17, 30, 4, 41, 25, 10, 24, 38, 7, 23, 26, 36, 25, 33, 34, 40, 16, 31, 11, 37, 42, 13, 25]"
H,310,success,175,"[37, 1, 31, 36, 39, 8, 34, 35, 0, 31, 28, 43, 1, 43, 25, 12, 17, 34, 44, 14, 44, 28, 8, 26, 36, 2, 3, 0, 25, 2, 41, 5, 3, 11, 34, 40, 11, 23, 34, 35, 6, 37, 39, 33, 23]"
H,311,success,175,"[17, 40, 38, 23, 33, 17, 33, 4, 40, 23, 26, 8, 23, 0, 40, 33, 20, 37, 36, 5, 2, 11, 0, 25, 23, 24, 3, 41, 43, 26, 0, 17, 32, 33, 10, 37, 43, 22, 17, 23, 1, 23, 1, 1, 24]"
H,312,success,175,"[22, 44, 22, 44, 36, 15, 41, 21, 26, 4, 9, 23, 12, 26, 3, 11, 29, 27, 44, 40, 36, 0, 27, 10, 12, 9, 20, 5, 23, 7, 22, 28, 8, 4, 36, 33, 11, 39, 9, 41, 5, 29, 0, 8, 18]"
H,313,success,175,"[3, 20, 10, 4, 43, 44, 43, 6, 17, 14, 14, 18, 22, 21, 13, 44, 44, 14, 9, 23, 16, 44, 19, 1, 5, 3, 17, 14, 38, 40, 6, 42, 26, 13, 18, 19, 7, 39, 0, 3, 12, 6, 2, 17, 16]"
H,314,success,175,"[5, 36, 39, 32, 23, 42, 15, 19, 0, 31, 4, 29, 35, 9, 27, 13, 17, 23, 11, 35, 17, 20, 36, 10, 20, 44, 17, 5, 12, 43, 34, 36, 11, 37, 17, 35, 39, 9, 42, 28, 32, 34, 7, 33, 9]"
H,315,success,175,"[12, 5, 8, 44, 14, 17, 21, 32, 25, 24, 37, 22, 34, 40, 30, 1, 11, 27, 21, 12, 15, 3, 10, 35, 0, 37, 15, 36, 11, 37, 25, 38, 2, 35, 12, 16, 2, 42, 28, 44, 25, 7, 15, 19, 6]"
H,316,success,175,"[41, 43, 25, 26, 31, 30, 2, 23, 34, 36, 26, 40, 26, 17, 19, 31, 39, 10, 13, 29, 34, 17, 28, 0, 13, 42, 25, 39, 9, 13, 43, 44, 39, 14, 36, 20, 37, 38, 19, 13, 43, 20, 19, 29, 42]"
H,317,success,175,"[5, 44, 19, 1, 13, 20, 30, 25, 6, 21, 10, 12, 32, 36, 7, 27, 18, 15, 32, 11, 34, 18, 4, 35, 38, 25, 32, 6, 15, 15, 34, 15, 32, 13, 27, 9, 25, 3, 33, 1, 44, 37, 26, 40, 36]"
H,318,success,175,"[6, 33, 16, 38, 38, 42, 20, 8, 5, 7, 44, 26, 15, 20, 7, 25, 19, 35, 0, 41, 2, 18, 15, 32, 29, 8, 22, 24, 20, 0, 8, 22, 11, 24, 7, 33, 8, 29, 37, 16, 6, 0, 16, 5, 39]"
H,319,success,175,"[43, 44, 41, 26, 14, 20, 11, 37, 19, 17, 31, 16, 16, 10, 3, 1, 18, 44, 11, 28, 14, 13, 7, 25, 29, 15, 23, 21, 12, 31, 24, 2, 22, 17, 35, 13, 43, 27, 5, 18, 39, 11, 31, 35, 31]"
H,320,success,175,"[4, 16, 15, 15, 39, 0, 24, 44, 39, 27, 44, 18, 27, 24, 2, 1, 40, 7, 15, 28, 25, 23, 44, 35, 42, 29, 44, 27, 24, 36, 39, 3, 40, 31, 40, 32, 41, 12, 8, 8, 11, 9, 19, 8, 7]"
H,321,success,175,"[23, 35, 6, 23, 29, 31, 4, 33, 1, 10, 14, 38, 8, 35, 44, 43, 13, 4, 9, 34, 8, 29, 16, 34, 27, 26, 35, 42, 16, 23, 28, 37, 21, 16, 38, 42, 25, 4, 13, 20, 31, 30, 36, 1, 20]"
H,322,success,175,"[31, 44, 6, 39, 0, 8, 38, 35, 43, 27, 27, 24, 23, 23, 13, 38, 16, 27, 30, 24, 27, 2, 14, 20, 17, 40, 40, 32, 15, 2, 33, 39, 22, 37, 41, 24, 9, 1, 34, 25, 6, 2, 43, 14, 14]"
H,323,success,175,"[28, 16, 41, 30, 16, 11, 38, 26, 41, 15, 0, 40, 10, 38, 31, 10, 34, 3, 17, 16, 29, 24, 27, 21, 33, 7, 32, 2, 3, 32, 7, 34, 5, 6, 41, 7, 41, 15, 35, 42, 5, 14, 25, 38, 8]"
H,324,success,175,"[8, 16, 9, 12, 5, 37, 35, 6, 24, 29, 28, 44, 28, 30, 1, 3, 27, 40, 17, 28, 9, 20, 33, 29, 5, 39, 41, 21, 15, 23, 36, 20, 1, 3, 36, 35, 34, 5, 7, 17, 10, 17, 25, 12, 5]"
H,325,success,175,"[18, 32, 27, 14, 14, 26, 7, 37, 39, 1, 43, 1, 20, 30, 14, 9, 2, 32, 1, 21, 17, 43, 41, 36, 32, 24, 15, 7, 43, 17, 19, 6, 12, 28, 19, 26, 9, 3, 39, 19, 16, 12, 29, 25, 17]"
H,326,success,175,"[41, 40, 8, 28, 43, 21, 1, 5, 30, 40, 5, 24, 22, 12, 28, 39, 10, 2, 16, 14, 32, 24, 0, 15, 33, 21, 25, 11, 14, 5, 3, 1, 28, 7, 25, 42, 31, 25, 5, 22, 40, 17, 37, 31, 12]"
H,327,success,175,"[6, 0, 12, 14, 29, 25, 21, 32, 34, 32, 40, 16, 37, 18, 8, 6, 4, 43, 7, 37, 35, 19, 41, 40, 41, 22, 13, 1, 37, 39, 24, 3, 37, 13, 24, 29, 6, 2, 3, 43, 43, 19, 19, 18, 15]"
H,328,success,175,"[24, 16, 27, 17, 28, 42, 9, 2, 23, 5, 10, 35, 18, 24, 34, 5, 21, 1, 22, 10, 41, 11, 9, 0, 5, 9, 10, 33, 39, 38, 43, 40, 20, 17, 29, 14, 27, 44, 8, 34, 42, 24, 16, 11, 7]"
H,329,success,175,"[14, 33, 23, 9, 24, 36, 0, 0, 43, 33, 25, 40, 26, 23, 9, 36, 34, 13, 33, 32, 4, 7, 26, 28, 29, 16, 37, 20, 9, 5, 39, 31, 20, 9, 4, 6, 4, 23, 8, 5, 12, 31, 22, 6, 33]"
H,330,success,175,"[22, 8, 31, 44, 24, 7, 13, 26, 44, 41, 41, 37, 25, 29, 33, 32, 28, 6, 39, 0, 19, 19, 44, 4, 21, 16, 4, 10, 18, 41, 17, 39, 33, 36, 38, 32, 33, 6, 32, 2, 33, 29, 34, 28, 16]"
H,331,success,175,"[16, 26, 21, 15, 22, 24, 10, 28, 14, 12, 18, 4, 27, 33, 43, 12, 24, 22, 32, 28, 36, 38, 5, 15, 29, 24, 21, 7, 25, 33, 1, 26, 40, 25, 42, 15, 0, 30, 9, 0, 8, 42, 35, 12, 26]"
H,332,success,175,"[15, 7, 44, 36, 16, 15, 36, 20, 16, 17, 20, 23, 1, 21, 19, 12, 15, 19, 16, 40, 23, 22, 11, 41, 1, 24, 7, 34, 17, 13, 2, 35, 17, 11, 37, 0, 21, 7, 5, 0, 8, 42, 20, 44, 12]"
