object,day,detector_score
H,14,13.485844807453383
H,15,14.658745903228548
H,16,15.758662787648024
H,17,16.707266075316635
H,18,17.550833454525677
H,19,18.08402735192542
H,20,17.76800036369331
H,21,16.442538537983282
H,22,14.61782147815967
H,23,12.813381443550638
H,24,11.139045042133596
H,25,9.735758200987881
H,26,8.643750231614934
H,27,7.887581806376361
H,28,7.452971374901028
H,29,7.391740557848151
H,30,7.748701945639219
H,31,8.376155020388756
H,32,9.05635146451737
H,33,9.65073110730752
H,34,10.048112697425328
H,35,10.10918859242761
H,36,9.766157573926874
H,37,8.994747711942265
H,38,7.824404603741401
H,39,6.339217246253232
H,40,4.76587438338236
H,41,3.3780985969383193
H,42,2.2921681004408727
H,43,1.4852926382610656
H,44,0.94827276664101
H,45,0.6708649510050593
H,46,0.5746600176411749
H,47,0.5764487734934733
H,48,0.6542623819586404
H,49,0.8484935139938596
H,50,1.168880632324901
H,51,1.5143388854078481
H,52,1.8277777592836175
H,53,2.168576863630527
H,54,2.5403301870463695
H,55,2.853548327958142
H,56,3.029478959876314
H,57,3.066305324426809
H,58,2.9855063606041794
H,59,2.828793291951
H,60,2.7309754687758425
H,61,2.7688805332373847
H,62,2.9139712502757074
H,63,3.1202989649057935
H,64,3.388703616741095
H,65,3.7694038052573773
H,66,4.280685153171373
H,67,4.931499107623527
H,68,5.800557331894736
H,69,6.911416450159935
H,70,8.04791025505957
H,71,9.08877036998779
H,72,10.095353460487463
H,73,11.082671441961097
H,74,12.001298240670767
H,75,12.777374006839231
H,76,13.312640589011737
H,77,13.498661553176767
H,78,13.241060062281143
H,79,12.645042336160685
H,80,11.906781007858935
H,81,11.086424097084208
H,82,10.143048281828067
H,83,9.075358969592168
H,84,7.995089720806907
H,85,7.036577395562967
H,86,6.308832465588756
H,87,5.901292114095188
H,88,5.89312378222573
H,89,6.463499920293229
H,90,7.736996917443479
H,91,9.481173863828767
H,92,11.20832839865356
H,93,12.607658844074816
H,94,13.525626048741833
H,95,13.787305052806543
H,96,13.260956034967666
H,97,12.13209485351992
H,98,10.57385056422308
H,99,8.69885324553742
H,100,6.922534860536156
H,101,5.636544348492095
H,102,4.832076308487749
H,103,4.350848257978116
H,104,4.25757795457979
H,105,4.7811384151796945
H,106,6.190412221060018
H,107,8.586263652550512
H,108,12.00134660251077
H,109,16.25384613655767
H,110,20.68610279548941
H,111,24.611441329409402
H,112,28.10977856347503
H,113,31.397895680457076
H,114,33.97293719395715
H,115,34.607065236011024
H,116,32.5957654819208
H,117,28.40077459871698
H,118,22.85703773172525
H,119,16.996943659561367
H,120,11.782860271798366
H,121,7.481877108423486
H,122,4.000236236976731
H,123,1.5754374390113863
H,124,0.5508324541099814
H,125,0.8067738946414735
H,126,1.8383660293745754
H,127,3.0811810324442366
H,128,3.9586498457071704
H,129,4.241067494898854
H,130,4.15697809347793
H,131,3.819912911943309
H,132,3.1728981625036172
H,133,2.4000696259621668
H,134,1.7674553650420197
H,135,1.2894168648661601
H,136,0.8991200817685452
H,137,0.6436161462413115
H,138,0.5473840983700522
H,139,0.5700456992938472
H,140,0.6536117567986119
H,141,0.773194713126128
H,142,0.9424199193240285
H,143,1.1077674170537783
H,144,1.2514891547509566
H,145,1.4870141538253683
H,146,1.9002460379439565
H,147,2.4183972207812197
H,148,2.928410396914603
H,149,3.516203480623388
H,150,4.346589420287194
H,151,5.517848995762309
H,152,7.007457239930065
H,153,8.55840229031779
H,154,9.65769256159112
H,155,9.746850391531572
H,156,8.737230289805415
H,157,7.123376540409716
H,158,5.456963500980963
H,159,3.9080497002252974
H,160,2.5122076881083153
H,161,1.3611521303235836
H,162,0.6442144446765443
H,163,0.393805128283212
H,164,0.4567564427116304
H,165,0.6944917452658035
H,166,1.0533629418352932
H,167,1.525494283858856
H,168,2.0874407303746283
