object,day,detector_score
P,14,4.400409339837881
P,15,4.624876231128891
P,16,4.633617612722337
P,17,4.596128332582877
P,18,4.698734265329099
P,19,4.627286357049675
P,20,4.0901604217348435
P,21,3.411590916371882
P,22,3.0920880814504024
P,23,2.919192172430031
P,24,2.9757658785910523
P,25,3.4490179645195065
P,26,4.294728687263761
P,27,5.253232844084997
P,28,6.174662722672269
P,29,7.100196860497216
P,30,8.389789530196829
P,31,9.815016554538133
P,32,11.145659761972743
P,33,12.462368205611261
P,34,13.170076876576445
P,35,13.114661530740165
P,36,13.15575449419936
P,37,13.809761551829801
P,38,15.011627201822623
P,39,17.080891456966242
P,40,19.606601774515653
P,41,21.79119492278679
P,42,23.51065727098314
P,43,24.99091024803176
P,44,26.249595777159243
P,45,26.563465838769993
P,46,24.791612115879776
P,47,20.931446314397853
P,48,16.08892037930392
P,49,11.20824222418974
P,50,7.393165815863778
P,51,4.783355078776255
P,52,2.8933462785328246
P,53,1.7931582192807323
P,54,1.5953803456584774
P,55,2.0799144253422295
P,56,2.9928667429706213
P,57,3.7408248717407524
P,58,4.206564344173297
P,59,4.748904709708889
P,60,5.970888744511425
P,61,8.161413244438695
P,62,11.043894375736285
P,63,13.974412313273014
P,64,16.25150029251228
P,65,17.206599258152806
P,66,16.442026226089567
P,67,15.652891658139161
P,68,15.396772346471572
P,69,15.603562636796514
P,70,16.519254054800943
P,71,18.615251456416885
P,72,22.354239563128925
P,73,28.01234876973806
P,74,34.430005012433526
P,75,40.62255928180666
P,76,45.725257719434694
P,77,49.44429681814528
P,78,52.333653359340815
P,79,54.95677182721146
P,80,57.09541841398471
P,81,58.71217332743492
P,82,59.21762425438138
P,83,58.00973149781387
P,84,55.83504790998616
P,85,52.70639802808164
P,86,48.87683040567832
P,87,44.62173444681972
P,88,39.976874062524615
P,89,36.251938447045816
P,90,33.413095917496236
P,91,31.270637153828254
P,92,30.562137097006705
P,93,30.702665346380595
P,94,31.94510795982129
P,95,33.259216108942724
P,96,32.994221043483265
P,97,31.677416192088824
P,98,29.902456617930497
P,99,27.51516719871219
P,100,24.64531199323807
P,101,21.611810490018666
P,102,18.50314315134385
P,103,15.772442171278987
P,104,13.740892948490607
P,105,12.945740777614425
P,106,13.455465940622437
P,107,14.710068210967837
P,108,16.69232731530477
P,109,19.532468537395868
P,110,22.61836252400773
P,111,25.13601319028118
P,112,26.589265892094993
P,113,26.616812351441734
P,114,25.430997477767583
P,115,23.211290500824617
P,116,20.29151449874449
P,117,16.49916859590669
P,118,12.54963409782051
P,119,9.193929744315138
P,120,6.415011750851125
P,121,4.440561909888679
P,122,3.673402390120544
P,123,4.114930349490551
P,124,5.063082738573638
P,125,5.803192241952834
P,126,5.946778876241709
P,127,5.6047712228159
P,128,4.976338133502907
P,129,4.418438035861691
P,130,4.01229578232779
P,131,3.472644540900264
P,132,3.123744040480706
P,133,3.1785202058177564
P,134,3.3285695403759714
P,135,3.597728155159995
P,136,4.132054575827651
P,137,4.864621967165027
P,138,5.071550450487186
P,139,4.697837904270265
P,140,4.249051020777699
P,141,3.8144560575975386
P,142,3.2109972201100785
P,143,2.559288599236856
P,144,2.201961555151513
P,145,2.198428515753669
P,146,2.543575497183328
P,147,3.1405372567094716
P,148,3.833110468817182
P,149,5.07149493603472
P,150,7.084108572219209
P,151,9.520710598123664
P,152,12.349912490840335
P,153,14.93534115250964
P,154,17.103740042524826
P,155,18.739719715808558
P,156,20.038379639918126
P,157,21.02810941477442
P,158,21.186921722771807
P,159,19.749519002548524
P,160,17.76029095214629
P,161,15.618548639594898
P,162,13.572455514006393
P,163,11.92922475353723
P,164,10.320547307747235
P,165,8.885666155393693
P,166,7.470763330079012
P,167,6.3463306988578285
P,168,5.983400825831138
