object,replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
P,0,bootstrap,0,CP001,18,04-19,22,11.623004504973167,6.917210025631384,4,4,matched
P,0,bootstrap,0,CP002,34,05-05,34,12.058848516962469,0.4310415820045108,0,0,strict
P,0,bootstrap,0,CP003,45,05-16,44,32.60317868994674,27.996504976442687,-1,1,strict
P,0,bootstrap,0,CP004,65,06-05,65,24.31579523490145,0.15233686040298622,0,0,strict
P,0,bootstrap,0,CP005,82,06-22,82,82.4718233312434,80.13909927713766,0,0,strict
P,0,bootstrap,0,CP006,95,07-05,82,82.4718233312434,80.13909927713766,-13,13,no_match
P,0,bootstrap,0,CP007,113,07-23,114,32.078355454343225,25.07639948320503,1,1,strict
P,0,bootstrap,0,CP008,126,08-05,127,10.270494431854543,5.62183597350629,1,1,strict
P,0,bootstrap,0,CP009,138,08-17,144,10.09932052751041,0.09866746450266994,6,6,near
P,0,bootstrap,0,CP010,158,09-06,158,15.486377252697801,8.96697036028832,0,0,strict
P,1,bootstrap,1,CP001,18,04-19,26,7.2758001668658565,0.8192227421241611,8,8,near
P,1,bootstrap,1,CP002,34,05-05,26,7.2758001668658565,0.8192227421241611,-8,8,near
P,1,bootstrap,1,CP003,45,05-16,45,32.89160549148042,29.12022437728556,0,0,strict
P,1,bootstrap,1,CP004,65,06-05,65,27.361760411271025,21.608129257721966,0,0,strict
P,1,bootstrap,1,CP005,82,06-22,78,86.29154674132391,81.85992549835063,-4,4,matched
P,1,bootstrap,1,CP006,95,07-05,96,66.09566258864659,40.16854069201937,1,1,strict
P,1,bootstrap,1,CP007,113,07-23,116,32.18650848810589,26.405643665772406,3,3,matched
P,1,bootstrap,1,CP008,126,08-05,116,32.18650848810589,26.405643665772406,-10,10,no_match
P,1,bootstrap,1,CP009,138,08-17,137,10.308181564590004,5.103395043420429,-1,1,strict
P,1,bootstrap,1,CP010,158,09-06,155,22.01399064706683,15.133848573381082,-3,3,matched
P,2,bootstrap,2,CP001,18,04-19,19,5.160069119517088,1.0341428726273012,1,1,strict
P,2,bootstrap,2,CP002,34,05-05,35,14.477013926620119,1.195009097104185,1,1,strict
P,2,bootstrap,2,CP003,45,05-16,45,46.02187954261787,42.47406905094332,0,0,strict
P,2,bootstrap,2,CP004,65,06-05,66,24.065665708582472,4.08670512670583,1,1,strict
P,2,bootstrap,2,CP005,82,06-22,83,54.33614304054135,3.6935229918340795,1,1,strict
P,2,bootstrap,2,CP006,95,07-05,94,35.531931635037225,1.668169504123128,-1,1,strict
P,2,bootstrap,2,CP007,113,07-23,110,35.89984248830848,9.295067461276183,-3,3,matched
P,2,bootstrap,2,CP008,126,08-05,129,25.56025952922816,20.6560766310154,3,3,matched
P,2,bootstrap,2,CP009,138,08-17,139,7.974903416782178,2.6263294956116034,1,1,strict
P,2,bootstrap,2,CP010,158,09-06,152,16.66377525881075,7.993501469628388,-6,6,near
P,3,bootstrap,3,CP001,18,04-19,15,8.815626674231359,0.8168061928870127,-3,3,matched
P,3,bootstrap,3,CP002,34,05-05,32,22.201851605240385,9.08322670466028,-2,2,strict
P,3,bootstrap,3,CP003,45,05-16,44,29.77773945679892,26.814972006684027,-1,1,strict
P,3,bootstrap,3,CP004,65,06-05,65,37.58791063574791,15.8475935683927,0,0,strict
P,3,bootstrap,3,CP005,82,06-22,84,75.62400643021354,74.30773976077543,2,2,strict
P,3,bootstrap,3,CP006,95,07-05,102,38.141940160415565,33.20695186720911,7,7,near
P,3,bootstrap,3,CP007,113,07-23,111,25.47606546684586,3.3115344729573444,-2,2,strict
P,3,bootstrap,3,CP008,126,08-05,125,23.831127844092936,19.40553479241942,-1,1,strict
P,3,bootstrap,3,CP009,138,08-17,139,19.030749545203324,6.194865825970693,1,1,strict
P,3,bootstrap,3,CP010,158,09-06,160,37.200546363835805,25.474952690617595,2,2,strict
P,4,bootstrap,4,CP001,18,04-19,25,20.38095782266302,11.752299756598465,7,7,near
P,4,bootstrap,4,CP002,34,05-05,42,15.494771173740348,0.4717826961665299,8,8,near
P,4,bootstrap,4,CP003,45,05-16,46,16.739133848834054,9.928525195141273,1,1,strict
P,4,bootstrap,4,CP004,65,06-05,70,28.19066938724868,1.7363209533996589,5,5,matched
P,4,bootstrap,4,CP005,82,06-22,82,46.72793414628423,4.197435999058136,0,0,strict
P,4,bootstrap,4,CP006,95,07-05,91,50.1383154839549,46.11482612082436,-4,4,matched
P,4,bootstrap,4,CP007,113,07-23,112,35.49761243224532,26.158083136509614,-1,1,strict
P,4,bootstrap,4,CP008,126,08-05,127,10.658404753030496,2.5475005483012367,1,1,strict
P,4,bootstrap,4,CP009,138,08-17,138,17.974871856030674,10.575182161182425,0,0,strict
