scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,SMOOTH5_BAND_Q30,CP001,18,04-19,16,20,18,4.33063661303579,0.1695024501604454,4.653475525348854,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP002,26,04-27,24,28,26,6.6822926075612825,1.3354685511275015,6.014558331997532,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP003,34,05-05,30,36,33,6.990570539927465,3.9178186793589203,5.0316612002480054,4.653475525348854,local_valley,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP004,46,05-17,43,49,46,13.666413880755227,10.644765420067541,8.344031170721458,4.653475525348854,support_floor,support_floor,True,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP005,78,06-18,76,80,78,6.086808007890182,0.3479649024629019,5.912825556658731,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP006,84,06-24,82,86,84,5.960021040717298,0.005863401959411263,5.957089339737593,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP007,91,07-01,89,93,91,7.338271192726849,0.12298752558475723,7.276777429934471,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP008,98,07-08,96,100,98,7.950702006233788,0.5625068265151221,7.669448592976227,4.653475525348854,support_floor,support_floor,False,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP009,111,07-21,104,117,110,17.987174088123133,15.316254853828216,10.329046661209025,4.653475525348854,support_floor,support_floor,True,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP010,135,08-14,132,144,138,14.392614005398078,10.110221077218036,9.33750346678906,4.653475525348854,support_floor,support_floor,True,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_BAND_Q30,CP011,162,09-10,158,165,162,21.808144882147957,13.725877052212656,14.945206356041629,4.653475525348854,support_floor,support_floor,True,smooth5_candidate_band,band_floor_quantile,0.30,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
