peak_id,peak_day,peak_score,peak_prominence,peak_rank,source_type
LP005,113,9.678099825113602,7.556092339736476,1,local_peak
LP003,81,9.238311473412097,4.2285212740596405,2,local_peak
LP008,160,7.120567750300529,2.684733245250058,3,local_peak
LP004,96,6.44414632933013,1.1935943825533588,4,local_peak
LP002,45,5.878578493131532,3.6472619692422086,5,local_peak
LP007,135,3.7666081070788318,1.4709574724059107,6,local_peak
LP006,132,3.7541518352022365,0.00977477683365846,7,local_peak
LP001,18,3.021425291663116,0.3019803443929008,8,local_peak
