neighbor_group_id,pair_id,point_a_id,point_b_id,point_a_day,point_b_day,point_a_score,point_b_score,day_distance,score_diff,point_a_bootstrap_dominant_rate,point_b_bootstrap_dominant_rate,pair_bootstrap_tie_rate,point_a_yearwise_dominant_rate,point_b_yearwise_dominant_rate,pair_yearwise_tie_rate,n_years_compared,competition_outcome,competition_reason_primary,competition_reason_secondary,competition_reason,support_asymmetry_flag,support_asymmetry_direction,support_asymmetry_note,source_run_tag
NG001,NP001,RP004,LP006,135,132,3.7666081070788318,3.7541518352022365,3,0.01245627187659526,0.125,0.115,0.475,0.0,0.0,1.0,13,tie,near_equal_score_and_support,score_close;bootstrap_close;yearwise_close,near_equal_score_and_support;score_close;bootstrap_close;yearwise_close,False,,,mainline_v4_c
