point_id,yearwise_exact_hit_fraction,yearwise_near_hit_fraction,yearwise_missing_fraction,n_years_total,n_exact_hit_years,n_near_hit_years,n_missing_years,median_yearwise_peak_score,exact_definition,strict_match_fraction,matched_point_fraction,near_support_only_fraction,no_match_fraction
LP006,0.3333333333333333,0.4222222222222222,0.24444444444444444,45,15,19,11,27.100936256138592,strict_match_only,0.3333333333333333,0.13333333333333333,0.28888888888888886,0.24444444444444444
RP001,0.17777777777777778,0.5333333333333333,0.28888888888888886,45,8,24,13,21.694628445423234,strict_match_only,0.17777777777777778,0.2222222222222222,0.3111111111111111,0.28888888888888886
RP002,0.2,0.5111111111111111,0.28888888888888886,45,9,23,13,28.71281434072427,strict_match_only,0.2,0.13333333333333333,0.37777777777777777,0.28888888888888886
RP003,0.28888888888888886,0.4444444444444444,0.26666666666666666,45,13,20,12,27.110546009286168,strict_match_only,0.28888888888888886,0.13333333333333333,0.3111111111111111,0.26666666666666666
RP004,0.28888888888888886,0.4666666666666667,0.24444444444444444,45,13,21,11,27.297073621909494,strict_match_only,0.28888888888888886,0.1111111111111111,0.35555555555555557,0.24444444444444444
RP005,0.37777777777777777,0.5111111111111111,0.1111111111111111,45,17,23,5,26.38301579364342,strict_match_only,0.37777777777777777,0.2222222222222222,0.28888888888888886,0.1111111111111111
