window_id,field_a,field_b,bootstrap_id,delta_b_minus_a,tail_type
W002,P,Je,425,0.0,non_positive_tail_against_A_before_B
W002,P,Je,432,0.0,non_positive_tail_against_A_before_B
W002,P,Je,435,0.0,non_positive_tail_against_A_before_B
W002,P,Je,437,0.0,non_positive_tail_against_A_before_B
W002,P,Je,457,0.0,non_positive_tail_against_A_before_B
W002,P,Je,480,0.0,non_positive_tail_against_A_before_B
W002,P,Je,494,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,499,0.0,non_positive_tail_against_A_before_B
W002,P,Je,501,0.0,non_positive_tail_against_A_before_B
W002,P,Je,512,0.0,non_positive_tail_against_A_before_B
W002,P,Je,514,0.0,non_positive_tail_against_A_before_B
W002,P,Je,527,0.0,non_positive_tail_against_A_before_B
W002,P,Je,529,0.0,non_positive_tail_against_A_before_B
W002,P,Je,541,0.0,non_positive_tail_against_A_before_B
W002,P,Je,557,0.0,non_positive_tail_against_A_before_B
W002,P,Je,564,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,572,0.0,non_positive_tail_against_A_before_B
W002,P,Je,573,-3.0,non_positive_tail_against_A_before_B
W002,P,Je,589,0.0,non_positive_tail_against_A_before_B
W002,P,Je,596,0.0,non_positive_tail_against_A_before_B
W002,P,Je,598,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,601,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,610,0.0,non_positive_tail_against_A_before_B
W002,P,Je,614,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,620,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,622,0.0,non_positive_tail_against_A_before_B
W002,P,Je,625,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,631,0.0,non_positive_tail_against_A_before_B
W002,P,Je,640,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,664,0.0,non_positive_tail_against_A_before_B
W002,P,Je,669,0.0,non_positive_tail_against_A_before_B
W002,P,Je,672,0.0,non_positive_tail_against_A_before_B
W002,P,Je,679,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,703,0.0,non_positive_tail_against_A_before_B
W002,P,Je,706,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,718,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,728,0.0,non_positive_tail_against_A_before_B
W002,P,Je,736,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,737,0.0,non_positive_tail_against_A_before_B
W002,P,Je,739,0.0,non_positive_tail_against_A_before_B
W002,P,Je,750,0.0,non_positive_tail_against_A_before_B
W002,P,Je,755,0.0,non_positive_tail_against_A_before_B
W002,P,Je,759,0.0,non_positive_tail_against_A_before_B
W002,P,Je,760,0.0,non_positive_tail_against_A_before_B
W002,P,Je,763,0.0,non_positive_tail_against_A_before_B
W002,P,Je,770,-4.0,non_positive_tail_against_A_before_B
W002,P,Je,772,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,773,0.0,non_positive_tail_against_A_before_B
W002,P,Je,779,0.0,non_positive_tail_against_A_before_B
W002,P,Je,791,-3.0,non_positive_tail_against_A_before_B
W002,P,Je,800,0.0,non_positive_tail_against_A_before_B
W002,P,Je,815,0.0,non_positive_tail_against_A_before_B
W002,P,Je,822,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,828,0.0,non_positive_tail_against_A_before_B
W002,P,Je,839,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,840,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,843,0.0,non_positive_tail_against_A_before_B
W002,P,Je,859,0.0,non_positive_tail_against_A_before_B
W002,P,Je,863,0.0,non_positive_tail_against_A_before_B
W002,P,Je,864,0.0,non_positive_tail_against_A_before_B
W002,P,Je,867,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,872,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,901,-1.0,non_positive_tail_against_A_before_B
W002,P,Je,905,0.0,non_positive_tail_against_A_before_B
W002,P,Je,950,0.0,non_positive_tail_against_A_before_B
W002,P,Je,953,0.0,non_positive_tail_against_A_before_B
W002,P,Je,958,0.0,non_positive_tail_against_A_before_B
W002,P,Je,960,-2.0,non_positive_tail_against_A_before_B
W002,P,Je,962,0.0,non_positive_tail_against_A_before_B
W002,P,Je,979,0.0,non_positive_tail_against_A_before_B
W002,V,H,13,8.0,non_negative_tail_against_B_before_A
W002,V,H,30,5.0,non_negative_tail_against_B_before_A
W002,V,H,35,2.0,non_negative_tail_against_B_before_A
W002,V,H,36,6.0,non_negative_tail_against_B_before_A
W002,V,H,44,6.0,non_negative_tail_against_B_before_A
W002,V,H,59,6.0,non_negative_tail_against_B_before_A
W002,V,H,62,2.0,non_negative_tail_against_B_before_A
W002,V,H,72,8.0,non_negative_tail_against_B_before_A
W002,V,H,98,9.0,non_negative_tail_against_B_before_A
W002,V,H,101,9.0,non_negative_tail_against_B_before_A
W002,V,H,109,5.0,non_negative_tail_against_B_before_A
W002,V,H,122,9.0,non_negative_tail_against_B_before_A
W002,V,H,131,4.0,non_negative_tail_against_B_before_A
W002,V,H,156,3.0,non_negative_tail_against_B_before_A
W002,V,H,158,8.0,non_negative_tail_against_B_before_A
W002,V,H,171,8.0,non_negative_tail_against_B_before_A
W002,V,H,188,2.0,non_negative_tail_against_B_before_A
W002,V,H,190,6.0,non_negative_tail_against_B_before_A
W002,V,H,191,8.0,non_negative_tail_against_B_before_A
W002,V,H,197,1.0,non_negative_tail_against_B_before_A
W002,V,H,204,8.0,non_negative_tail_against_B_before_A
W002,V,H,206,6.0,non_negative_tail_against_B_before_A
W002,V,H,208,4.0,non_negative_tail_against_B_before_A
W002,V,H,212,6.0,non_negative_tail_against_B_before_A
W002,V,H,215,4.0,non_negative_tail_against_B_before_A
W002,V,H,219,10.0,non_negative_tail_against_B_before_A
W002,V,H,220,3.0,non_negative_tail_against_B_before_A
W002,V,H,224,8.0,non_negative_tail_against_B_before_A
W002,V,H,226,4.0,non_negative_tail_against_B_before_A
W002,V,H,235,10.0,non_negative_tail_against_B_before_A
W002,V,H,241,6.0,non_negative_tail_against_B_before_A
W002,V,H,249,9.0,non_negative_tail_against_B_before_A
W002,V,H,250,0.0,non_negative_tail_against_B_before_A
W002,V,H,254,8.0,non_negative_tail_against_B_before_A
W002,V,H,266,9.0,non_negative_tail_against_B_before_A
W002,V,H,273,6.0,non_negative_tail_against_B_before_A
W002,V,H,281,2.0,non_negative_tail_against_B_before_A
W002,V,H,288,5.0,non_negative_tail_against_B_before_A
W002,V,H,296,7.0,non_negative_tail_against_B_before_A
W002,V,H,298,9.0,non_negative_tail_against_B_before_A
W002,V,H,299,2.0,non_negative_tail_against_B_before_A
W002,V,H,313,5.0,non_negative_tail_against_B_before_A
W002,V,H,315,0.0,non_negative_tail_against_B_before_A
W002,V,H,321,8.0,non_negative_tail_against_B_before_A
W002,V,H,329,3.0,non_negative_tail_against_B_before_A
W002,V,H,332,1.0,non_negative_tail_against_B_before_A
W002,V,H,339,5.0,non_negative_tail_against_B_before_A
W002,V,H,344,7.0,non_negative_tail_against_B_before_A
W002,V,H,345,5.0,non_negative_tail_against_B_before_A
W002,V,H,346,2.0,non_negative_tail_against_B_before_A
W002,V,H,353,7.0,non_negative_tail_against_B_before_A
W002,V,H,359,3.0,non_negative_tail_against_B_before_A
W002,V,H,367,5.0,non_negative_tail_against_B_before_A
W002,V,H,371,3.0,non_negative_tail_against_B_before_A
W002,V,H,373,2.0,non_negative_tail_against_B_before_A
W002,V,H,379,8.0,non_negative_tail_against_B_before_A
W002,V,H,381,8.0,non_negative_tail_against_B_before_A
W002,V,H,382,0.0,non_negative_tail_against_B_before_A
W002,V,H,383,6.0,non_negative_tail_against_B_before_A
W002,V,H,386,1.0,non_negative_tail_against_B_before_A
W002,V,H,388,5.0,non_negative_tail_against_B_before_A
W002,V,H,392,7.0,non_negative_tail_against_B_before_A
W002,V,H,401,9.0,non_negative_tail_against_B_before_A
W002,V,H,406,8.0,non_negative_tail_against_B_before_A
W002,V,H,425,6.0,non_negative_tail_against_B_before_A
W002,V,H,432,1.0,non_negative_tail_against_B_before_A
W002,V,H,448,11.0,non_negative_tail_against_B_before_A
W002,V,H,466,5.0,non_negative_tail_against_B_before_A
W002,V,H,469,2.0,non_negative_tail_against_B_before_A
W002,V,H,475,7.0,non_negative_tail_against_B_before_A
W002,V,H,482,10.0,non_negative_tail_against_B_before_A
W002,V,H,485,7.0,non_negative_tail_against_B_before_A
W002,V,H,505,1.0,non_negative_tail_against_B_before_A
W002,V,H,510,6.0,non_negative_tail_against_B_before_A
W002,V,H,518,9.0,non_negative_tail_against_B_before_A
W002,V,H,520,7.0,non_negative_tail_against_B_before_A
W002,V,H,538,4.0,non_negative_tail_against_B_before_A
W002,V,H,550,6.0,non_negative_tail_against_B_before_A
W002,V,H,561,9.0,non_negative_tail_against_B_before_A
W002,V,H,564,6.0,non_negative_tail_against_B_before_A
W002,V,H,565,2.0,non_negative_tail_against_B_before_A
W002,V,H,573,2.0,non_negative_tail_against_B_before_A
W002,V,H,578,2.0,non_negative_tail_against_B_before_A
W002,V,H,588,6.0,non_negative_tail_against_B_before_A
W002,V,H,595,8.0,non_negative_tail_against_B_before_A
W002,V,H,597,1.0,non_negative_tail_against_B_before_A
W002,V,H,611,6.0,non_negative_tail_against_B_before_A
W002,V,H,612,8.0,non_negative_tail_against_B_before_A
W002,V,H,617,6.0,non_negative_tail_against_B_before_A
W002,V,H,619,5.0,non_negative_tail_against_B_before_A
W002,V,H,623,5.0,non_negative_tail_against_B_before_A
W002,V,H,625,4.0,non_negative_tail_against_B_before_A
W002,V,H,628,8.0,non_negative_tail_against_B_before_A
W002,V,H,633,6.0,non_negative_tail_against_B_before_A
W002,V,H,635,7.0,non_negative_tail_against_B_before_A
W002,V,H,649,1.0,non_negative_tail_against_B_before_A
W002,V,H,650,4.0,non_negative_tail_against_B_before_A
W002,V,H,655,5.0,non_negative_tail_against_B_before_A
W002,V,H,661,6.0,non_negative_tail_against_B_before_A
W002,V,H,671,6.0,non_negative_tail_against_B_before_A
W002,V,H,680,0.0,non_negative_tail_against_B_before_A
W002,V,H,685,5.0,non_negative_tail_against_B_before_A
W002,V,H,692,7.0,non_negative_tail_against_B_before_A
W002,V,H,695,5.0,non_negative_tail_against_B_before_A
W002,V,H,711,8.0,non_negative_tail_against_B_before_A
W002,V,H,723,4.0,non_negative_tail_against_B_before_A
W002,V,H,731,4.0,non_negative_tail_against_B_before_A
W002,V,H,732,1.0,non_negative_tail_against_B_before_A
W002,V,H,736,3.0,non_negative_tail_against_B_before_A
W002,V,H,741,7.0,non_negative_tail_against_B_before_A
W002,V,H,742,8.0,non_negative_tail_against_B_before_A
W002,V,H,746,0.0,non_negative_tail_against_B_before_A
W002,V,H,756,1.0,non_negative_tail_against_B_before_A
W002,V,H,765,5.0,non_negative_tail_against_B_before_A
W002,V,H,780,4.0,non_negative_tail_against_B_before_A
W002,V,H,781,0.0,non_negative_tail_against_B_before_A
W002,V,H,786,8.0,non_negative_tail_against_B_before_A
W002,V,H,787,6.0,non_negative_tail_against_B_before_A
W002,V,H,796,3.0,non_negative_tail_against_B_before_A
W002,V,H,799,5.0,non_negative_tail_against_B_before_A
W002,V,H,804,7.0,non_negative_tail_against_B_before_A
W002,V,H,812,3.0,non_negative_tail_against_B_before_A
W002,V,H,819,7.0,non_negative_tail_against_B_before_A
W002,V,H,823,0.0,non_negative_tail_against_B_before_A
W002,V,H,830,7.0,non_negative_tail_against_B_before_A
W002,V,H,837,6.0,non_negative_tail_against_B_before_A
W002,V,H,871,1.0,non_negative_tail_against_B_before_A
W002,V,H,873,5.0,non_negative_tail_against_B_before_A
W002,V,H,904,3.0,non_negative_tail_against_B_before_A
W002,V,H,921,7.0,non_negative_tail_against_B_before_A
W002,V,H,922,9.0,non_negative_tail_against_B_before_A
W002,V,H,924,5.0,non_negative_tail_against_B_before_A
W002,V,H,925,8.0,non_negative_tail_against_B_before_A
W002,V,H,937,2.0,non_negative_tail_against_B_before_A
W002,V,H,944,7.0,non_negative_tail_against_B_before_A
W002,V,H,954,8.0,non_negative_tail_against_B_before_A
W002,V,H,959,7.0,non_negative_tail_against_B_before_A
W002,V,H,968,7.0,non_negative_tail_against_B_before_A
W002,V,H,972,3.0,non_negative_tail_against_B_before_A
W002,V,H,976,1.0,non_negative_tail_against_B_before_A
W002,V,H,984,5.0,non_negative_tail_against_B_before_A
W002,V,H,987,8.0,non_negative_tail_against_B_before_A
W002,V,H,989,1.0,non_negative_tail_against_B_before_A
W002,V,H,991,7.0,non_negative_tail_against_B_before_A
W002,V,H,996,6.0,non_negative_tail_against_B_before_A
W002,H,Je,13,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,30,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,35,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,36,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,59,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,62,0.0,non_positive_tail_against_A_before_B
W002,H,Je,72,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,98,-10.0,non_positive_tail_against_A_before_B
W002,H,Je,101,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,109,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,122,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,156,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,158,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,171,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,190,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,191,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,197,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,202,0.0,non_positive_tail_against_A_before_B
W002,H,Je,204,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,206,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,212,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,215,0.0,non_positive_tail_against_A_before_B
W002,H,Je,219,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,220,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,224,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,226,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,235,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,241,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,249,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,254,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,266,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,273,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,281,0.0,non_positive_tail_against_A_before_B
W002,H,Je,288,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,296,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,298,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,313,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,321,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,329,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,339,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,344,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,345,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,353,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,359,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,367,0.0,non_positive_tail_against_A_before_B
W002,H,Je,379,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,381,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,383,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,386,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,388,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,392,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,401,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,406,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,425,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,432,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,448,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,466,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,469,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,475,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,482,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,485,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,510,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,518,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,520,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,538,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,550,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,561,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,564,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,573,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,578,0.0,non_positive_tail_against_A_before_B
W002,H,Je,588,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,595,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,611,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,612,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,617,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,619,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,623,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,625,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,628,0.0,non_positive_tail_against_A_before_B
W002,H,Je,633,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,635,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,650,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,655,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,661,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,671,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,685,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,692,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,695,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,711,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,723,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,731,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,732,-1.0,non_positive_tail_against_A_before_B
W002,H,Je,736,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,741,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,742,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,765,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,786,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,787,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,799,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,804,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,819,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,830,-6.0,non_positive_tail_against_A_before_B
W002,H,Je,837,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,871,0.0,non_positive_tail_against_A_before_B
W002,H,Je,873,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,921,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,922,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,924,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,925,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,937,-4.0,non_positive_tail_against_A_before_B
W002,H,Je,944,-2.0,non_positive_tail_against_A_before_B
W002,H,Je,954,-7.0,non_positive_tail_against_A_before_B
W002,H,Je,959,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,968,0.0,non_positive_tail_against_A_before_B
W002,H,Je,972,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,984,-3.0,non_positive_tail_against_A_before_B
W002,H,Je,987,-8.0,non_positive_tail_against_A_before_B
W002,H,Je,991,-5.0,non_positive_tail_against_A_before_B
W002,H,Je,996,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,13,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,18,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,20,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,30,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,36,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,44,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,59,-10.0,non_positive_tail_against_A_before_B
W002,H,Jw,62,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,72,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,98,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,101,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,109,-11.0,non_positive_tail_against_A_before_B
W002,H,Jw,121,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,122,-11.0,non_positive_tail_against_A_before_B
W002,H,Jw,131,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,156,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,158,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,171,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,190,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,191,-12.0,non_positive_tail_against_A_before_B
W002,H,Jw,204,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,206,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,211,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,212,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,215,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,219,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,220,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,224,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,226,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,235,-10.0,non_positive_tail_against_A_before_B
W002,H,Jw,241,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,249,-10.0,non_positive_tail_against_A_before_B
W002,H,Jw,254,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,262,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,266,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,273,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,276,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,288,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,296,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,298,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,304,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,309,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,313,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,315,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,321,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,323,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,329,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,339,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,344,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,345,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,346,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,347,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,353,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,359,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,367,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,371,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,379,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,381,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,383,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,386,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,388,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,392,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,401,-10.0,non_positive_tail_against_A_before_B
W002,H,Jw,406,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,425,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,438,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,448,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,450,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,456,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,466,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,469,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,471,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,475,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,482,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,485,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,500,-2.0,non_positive_tail_against_A_before_B
W002,H,Jw,505,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,510,-11.0,non_positive_tail_against_A_before_B
W002,H,Jw,518,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,520,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,538,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,550,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,555,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,560,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,561,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,564,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,565,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,567,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,573,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,578,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,588,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,595,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,607,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,611,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,612,-8.0,non_positive_tail_against_A_before_B
W002,H,Jw,617,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,619,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,620,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,623,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,624,0.0,non_positive_tail_against_A_before_B
W002,H,Jw,625,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,628,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,633,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,635,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,650,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,655,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,661,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,671,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,685,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,692,-10.0,non_positive_tail_against_A_before_B
W002,H,Jw,695,-6.0,non_positive_tail_against_A_before_B
W002,H,Jw,704,-2.0,non_positive_tail_against_A_before_B
W002,H,Jw,711,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,723,-5.0,non_positive_tail_against_A_before_B
W002,H,Jw,731,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,736,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,741,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,742,-4.0,non_positive_tail_against_A_before_B
W002,H,Jw,765,-3.0,non_positive_tail_against_A_before_B
W002,H,Jw,781,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,786,-9.0,non_positive_tail_against_A_before_B
W002,H,Jw,787,-7.0,non_positive_tail_against_A_before_B
W002,H,Jw,799,-1.0,non_positive_tail_against_A_before_B
W002,H,Jw,801,-1.0,non_positive_tail_against_A_before_B
