replicate_id,replicate_kind,replicate_label,point_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
60,bootstrap,60,RP003,113,07-23,111,7.103612890511975,1.3609526828597573,-2,2,strict
60,bootstrap,60,RP004,135,08-14,138,4.863488423222895,1.2212573838428833,3,3,matched
60,bootstrap,60,RP005,160,09-08,158,6.967822512502089,0.8347238204348635,-2,2,strict
61,bootstrap,61,RP001,45,05-16,42,6.166215487704938,3.6184135159040047,-3,3,matched
61,bootstrap,61,RP002,81,06-21,79,11.220026939439313,9.4731426423786,-2,2,strict
61,bootstrap,61,RP003,113,07-23,112,10.563950351137736,5.7386181533166205,-1,1,strict
61,bootstrap,61,RP004,135,08-14,132,3.961011737822422,1.123037987291971,-3,3,matched
61,bootstrap,61,RP005,160,09-08,161,9.08464956992222,4.422616467010554,1,1,strict
62,bootstrap,62,RP001,45,05-16,45,6.713922246943987,4.145492182833247,0,0,strict
62,bootstrap,62,RP002,81,06-21,76,9.730134338461855,5.382389481853532,-5,5,near
62,bootstrap,62,RP003,113,07-23,114,11.476443719005317,7.770349390712335,1,1,strict
62,bootstrap,62,RP004,135,08-14,137,3.8300327649225885,0.044006859649033725,2,2,strict
62,bootstrap,62,RP005,160,09-08,158,6.449498592977423,1.880704579540212,-2,2,strict
63,bootstrap,63,RP001,45,05-16,45,5.221920173700073,2.5124410410772917,0,0,strict
63,bootstrap,63,RP002,81,06-21,83,8.264582574999455,3.5923241341708163,2,2,strict
63,bootstrap,63,RP003,113,07-23,114,11.256547251837151,9.121973213236753,1,1,strict
63,bootstrap,63,RP004,135,08-14,136,6.897199742766804,2.937862366945189,1,1,strict
63,bootstrap,63,RP005,160,09-08,159,6.022130381155121,0.009325893786357398,-1,1,strict
64,bootstrap,64,RP001,45,05-16,45,10.162931720457237,7.661428473252271,0,0,strict
64,bootstrap,64,RP002,81,06-21,83,8.377541598096325,1.8288530693913376,2,2,strict
64,bootstrap,64,RP003,113,07-23,112,8.673160940549247,2.728259806915755,-1,1,strict
64,bootstrap,64,RP004,135,08-14,130,4.496974503223366,2.0802380414985713,-5,5,near
64,bootstrap,64,RP005,160,09-08,158,7.963748806811709,4.226369453157519,-2,2,strict
65,bootstrap,65,RP001,45,05-16,44,7.195851029889087,4.740681583295096,-1,1,strict
65,bootstrap,65,RP002,81,06-21,83,8.213184440799639,2.6723781912631983,2,2,strict
65,bootstrap,65,RP003,113,07-23,116,6.116189045313201,1.200255746915233,3,3,matched
65,bootstrap,65,RP004,135,08-14,135,4.173548877832374,1.053142927634183,0,0,strict
65,bootstrap,65,RP005,160,09-08,160,6.746805883444146,2.279534790665763,0,0,strict
66,bootstrap,66,RP001,45,05-16,41,6.137993977887934,4.101246448156779,-4,4,matched
66,bootstrap,66,RP002,81,06-21,78,12.648412749925996,10.621024890241014,-3,3,matched
66,bootstrap,66,RP003,113,07-23,111,5.653348465692788,0.3513851395787455,-2,2,strict
66,bootstrap,66,RP004,135,08-14,136,4.4452179463020105,1.7389453342717296,1,1,strict
66,bootstrap,66,RP005,160,09-08,159,9.587539985356523,6.25978740269198,-1,1,strict
67,bootstrap,67,RP001,45,05-16,45,5.438751895625023,3.1859152207995223,0,0,strict
67,bootstrap,67,RP002,81,06-21,84,11.295609694526293,8.392093625940811,3,3,matched
67,bootstrap,67,RP003,113,07-23,114,9.88293430060437,4.131665911454883,1,1,strict
67,bootstrap,67,RP004,135,08-14,138,4.599044893242855,1.3333230726067242,3,3,matched
67,bootstrap,67,RP005,160,09-08,160,9.535562569278378,3.6344792662394525,0,0,strict
68,bootstrap,68,RP001,45,05-16,45,6.48605710474143,4.679072992483418,0,0,strict
68,bootstrap,68,RP002,81,06-21,85,11.59196936687194,5.823484301590655,4,4,matched
68,bootstrap,68,RP003,113,07-23,111,12.731931532579754,11.014859674232579,-2,2,strict
68,bootstrap,68,RP004,135,08-14,131,5.371751085264565,3.5350682504872184,-4,4,matched
68,bootstrap,68,RP005,160,09-08,159,10.495709113377092,5.737675118940725,-1,1,strict
69,bootstrap,69,RP001,45,05-16,41,5.630039275567021,2.96432438667611,-4,4,matched
69,bootstrap,69,RP002,81,06-21,77,17.213870199882802,14.429729500329463,-4,4,matched
69,bootstrap,69,RP003,113,07-23,110,8.019145582260327,2.857440362321615,-3,3,matched
69,bootstrap,69,RP004,135,08-14,131,3.816083133848115,0.6549553057315509,-4,4,matched
69,bootstrap,69,RP005,160,09-08,160,10.7682184728852,6.58624001577842,0,0,strict
70,bootstrap,70,RP001,45,05-16,45,7.681614672447813,5.492022091161731,0,0,strict
70,bootstrap,70,RP002,81,06-21,87,9.246363717865655,1.491501244879334,6,6,near
70,bootstrap,70,RP003,113,07-23,115,9.26003544029239,2.115215405507829,2,2,strict
70,bootstrap,70,RP004,135,08-14,136,3.8136795139973625,0.17532617926575167,1,1,strict
70,bootstrap,70,RP005,160,09-08,160,9.776848842241474,6.092718345452279,0,0,strict
71,bootstrap,71,RP001,45,05-16,45,7.429528711545547,4.62744568144384,0,0,strict
71,bootstrap,71,RP002,81,06-21,80,9.740335555649224,4.89515271465397,-1,1,strict
71,bootstrap,71,RP003,113,07-23,114,11.806876769243155,9.384107383061497,1,1,strict
71,bootstrap,71,RP004,135,08-14,133,6.119468097088749,3.3209660925449316,-2,2,strict
71,bootstrap,71,RP005,160,09-08,164,7.821930330455223,1.1352176630550552,4,4,matched
72,bootstrap,72,RP001,45,05-16,44,6.776135339008298,3.842518015846227,-1,1,strict
72,bootstrap,72,RP002,81,06-21,84,10.474552529450921,6.618777900628834,3,3,matched
72,bootstrap,72,RP003,113,07-23,114,15.892546734245844,13.903139160400391,1,1,strict
72,bootstrap,72,RP004,135,08-14,136,4.263885901885596,1.4387678825540782,1,1,strict
72,bootstrap,72,RP005,160,09-08,162,11.421930232869775,4.56344565787202,2,2,strict
73,bootstrap,73,RP001,45,05-16,46,8.398049567045046,5.5943199182819505,1,1,strict
73,bootstrap,73,RP002,81,06-21,86,7.334164737546332,2.939283026667497,5,5,near
73,bootstrap,73,RP003,113,07-23,113,12.658478870033454,10.481064083890553,0,0,strict
73,bootstrap,73,RP004,135,08-14,133,4.280589589905061,0.8157364988236901,-2,2,strict
73,bootstrap,73,RP005,160,09-08,161,11.353434092795121,5.477729975083881,1,1,strict
74,bootstrap,74,RP001,45,05-16,43,8.045089439890601,5.98638930080069,-2,2,strict
74,bootstrap,74,RP002,81,06-21,82,11.750461153655726,8.944083604790752,1,1,strict
74,bootstrap,74,RP003,113,07-23,116,8.714887088404396,4.860657651132825,3,3,matched
74,bootstrap,74,RP004,135,08-14,135,5.134398037172484,1.844325766688784,0,0,strict
74,bootstrap,74,RP005,160,09-08,158,9.583530486798935,4.545066017193651,-2,2,strict
75,bootstrap,75,RP001,45,05-16,45,4.854578413637795,2.642337637395199,0,0,strict
75,bootstrap,75,RP002,81,06-21,82,11.666288666728864,9.463912278443638,1,1,strict
75,bootstrap,75,RP003,113,07-23,113,10.209523810479832,6.013621057078776,0,0,strict
75,bootstrap,75,RP004,135,08-14,136,3.6310314647779993,0.6180607116637464,1,1,strict
75,bootstrap,75,RP005,160,09-08,160,6.46427554975016,1.7051118466123114,0,0,strict
76,bootstrap,76,RP001,45,05-16,46,6.438016123508227,4.3555670101957595,1,1,strict
76,bootstrap,76,RP002,81,06-21,79,10.012322731534553,7.718108363064003,-2,2,strict
76,bootstrap,76,RP003,113,07-23,110,9.543560789309282,2.3604427377837416,-3,3,matched
76,bootstrap,76,RP004,135,08-14,129,6.046739255427598,3.54088284110548,-6,6,near
76,bootstrap,76,RP005,160,09-08,159,9.910354729312981,6.143835784912533,-1,1,strict
77,bootstrap,77,RP001,45,05-16,44,8.487193949841862,6.0659681237548195,-1,1,strict
77,bootstrap,77,RP002,81,06-21,81,14.933548875034175,13.282733354445023,0,0,strict
77,bootstrap,77,RP003,113,07-23,113,14.031391781308688,9.694063040940835,0,0,strict
77,bootstrap,77,RP004,135,08-14,128,5.132078525867279,1.6166932517092443,-7,7,near
77,bootstrap,77,RP005,160,09-08,161,9.590728031748837,4.187944770863123,1,1,strict
78,bootstrap,78,RP001,45,05-16,45,8.686534179128497,5.536425297469588,0,0,strict
78,bootstrap,78,RP002,81,06-21,81,9.060628057921196,6.500080674692925,0,0,strict
78,bootstrap,78,RP003,113,07-23,115,11.849620418049577,8.188728204538782,2,2,strict
78,bootstrap,78,RP004,135,08-14,141,6.3294355079918985,2.6091722018576746,6,6,near
78,bootstrap,78,RP005,160,09-08,158,8.941042292624033,2.596114931541295,-2,2,strict
79,bootstrap,79,RP001,45,05-16,46,4.89529022992252,2.829455422954416,1,1,strict
79,bootstrap,79,RP002,81,06-21,84,9.781483227198134,4.8935878290400225,3,3,matched
79,bootstrap,79,RP003,113,07-23,112,15.656493858526165,14.012874140380369,-1,1,strict
79,bootstrap,79,RP004,135,08-14,128,6.603445496548913,3.1416855447047105,-7,7,near
79,bootstrap,79,RP005,160,09-08,160,10.044503573424567,3.8639399607580938,0,0,strict
80,bootstrap,80,RP001,45,05-16,45,7.912730941808048,4.688243167071654,0,0,strict
80,bootstrap,80,RP002,81,06-21,77,11.61702285210008,8.849151943455892,-4,4,matched
80,bootstrap,80,RP003,113,07-23,114,12.429878227125736,9.673532977818049,1,1,strict
80,bootstrap,80,RP004,135,08-14,131,5.0404634031667035,2.218967593882336,-4,4,matched
80,bootstrap,80,RP005,160,09-08,163,5.677022554703999,0.44551456531965794,3,3,matched
81,bootstrap,81,RP001,45,05-16,43,7.5634662095482135,5.696155688618097,-2,2,strict
81,bootstrap,81,RP002,81,06-21,81,15.098858766607766,13.58977721246149,0,0,strict
81,bootstrap,81,RP003,113,07-23,115,12.806809267733284,10.474713960355114,2,2,strict
81,bootstrap,81,RP004,135,08-14,137,4.410978638818205,0.014583034976649145,2,2,strict
81,bootstrap,81,RP005,160,09-08,154,4.834300676858454,0.7661933087357671,-6,6,near
82,bootstrap,82,RP001,45,05-16,45,5.6735777745700755,3.0970330307653553,0,0,strict
82,bootstrap,82,RP002,81,06-21,80,7.17649416985598,2.104305944080709,-1,1,strict
82,bootstrap,82,RP003,113,07-23,112,9.284077839208992,6.951508543641593,-1,1,strict
82,bootstrap,82,RP004,135,08-14,135,4.668129415830771,1.1556021004520103,0,0,strict
82,bootstrap,82,RP005,160,09-08,161,9.851183693845979,5.796952261678668,1,1,strict
83,bootstrap,83,RP001,45,05-16,46,7.996476111571004,5.6180553747395265,1,1,strict
83,bootstrap,83,RP002,81,06-21,83,9.691939682927153,4.868237481008237,2,2,strict
83,bootstrap,83,RP003,113,07-23,113,11.039521865334013,8.465492274241292,0,0,strict
83,bootstrap,83,RP004,135,08-14,132,4.6304555753522525,0.5803151663301094,-3,3,matched
83,bootstrap,83,RP005,160,09-08,154,4.894794548153917,0.12496482663760666,-6,6,near
84,bootstrap,84,RP001,45,05-16,45,7.404732065383652,5.499063607763212,0,0,strict
84,bootstrap,84,RP002,81,06-21,80,11.035770364635644,6.22354246289871,-1,1,strict
84,bootstrap,84,RP003,113,07-23,115,12.581954233669638,8.783234635678687,2,2,strict
84,bootstrap,84,RP004,135,08-14,136,6.41352269385934,2.4331404070995157,1,1,strict
84,bootstrap,84,RP005,160,09-08,159,6.417890450408269,1.6051594977115178,-1,1,strict
85,bootstrap,85,RP001,45,05-16,40,6.1890286516918005,3.9491523677509237,-5,5,near
85,bootstrap,85,RP002,81,06-21,79,11.96381999903363,10.094591088313202,-2,2,strict
85,bootstrap,85,RP003,113,07-23,115,7.738310563105587,3.1950617883251313,2,2,strict
85,bootstrap,85,RP004,135,08-14,133,3.97830669432672,1.8265446500002018,-2,2,strict
85,bootstrap,85,RP005,160,09-08,159,8.68466763472368,4.514325103553078,-1,1,strict
86,bootstrap,86,RP001,45,05-16,44,9.95504316428849,7.247532155514147,-1,1,strict
86,bootstrap,86,RP002,81,06-21,77,9.5205392510519,5.588111085109462,-4,4,matched
86,bootstrap,86,RP003,113,07-23,114,12.068200607465034,9.365935829867961,1,1,strict
86,bootstrap,86,RP004,135,08-14,139,4.158002201074453,0.43062723862868957,4,4,matched
86,bootstrap,86,RP005,160,09-08,160,7.051183689486868,1.7264589970401847,0,0,strict
87,bootstrap,87,RP001,45,05-16,42,6.778931415613712,4.074417082205494,-3,3,matched
87,bootstrap,87,RP002,81,06-21,79,9.329865248145904,5.757894667936816,-2,2,strict
87,bootstrap,87,RP003,113,07-23,115,9.973144142868943,8.264279649657231,2,2,strict
87,bootstrap,87,RP004,135,08-14,132,5.6867957404151275,2.5564202280251185,-3,3,matched
87,bootstrap,87,RP005,160,09-08,157,8.484854925154254,4.79812700796845,-3,3,matched
88,bootstrap,88,RP001,45,05-16,46,6.493790370328323,4.366795800878786,1,1,strict
88,bootstrap,88,RP002,81,06-21,82,9.872137162385467,4.266446282002953,1,1,strict
88,bootstrap,88,RP003,113,07-23,112,11.059571897368802,8.472456781984102,-1,1,strict
88,bootstrap,88,RP004,135,08-14,136,4.830707679812576,0.7772637091524075,1,1,strict
88,bootstrap,88,RP005,160,09-08,160,7.615130413912498,1.807355725384955,0,0,strict
89,bootstrap,89,RP001,45,05-16,46,7.338827766673913,5.266121682922137,1,1,strict
89,bootstrap,89,RP002,81,06-21,86,12.457719457165659,10.663323957802902,5,5,near
89,bootstrap,89,RP003,113,07-23,110,9.49312639437156,0.9074912315289776,-3,3,matched
89,bootstrap,89,RP004,135,08-14,133,4.515402724840701,2.10384425731257,-2,2,strict
89,bootstrap,89,RP005,160,09-08,162,10.411640128245093,3.4701248513346528,2,2,strict
90,bootstrap,90,RP001,45,05-16,45,5.125532500812773,2.9018570504387373,0,0,strict
90,bootstrap,90,RP002,81,06-21,80,11.280586042236251,8.240310080120649,-1,1,strict
90,bootstrap,90,RP003,113,07-23,112,11.264380340841424,4.576740653680682,-1,1,strict
90,bootstrap,90,RP004,135,08-14,144,5.331432514772034,0.018275707762279936,9,9,no_match
90,bootstrap,90,RP005,160,09-08,163,7.684100139119876,2.0722974199994697,3,3,matched
91,bootstrap,91,RP001,45,05-16,42,7.893197699456909,5.463783489968905,-3,3,matched
91,bootstrap,91,RP002,81,06-21,78,16.8868763749372,13.865593099247665,-3,3,matched
91,bootstrap,91,RP003,113,07-23,114,11.536925868881827,7.721673115360895,1,1,strict
91,bootstrap,91,RP004,135,08-14,131,4.55172242206641,1.1041263013160645,-4,4,matched
91,bootstrap,91,RP005,160,09-08,162,8.226175080842262,1.364714866314892,2,2,strict
92,bootstrap,92,RP001,45,05-16,45,6.431067568787865,4.304473122886721,0,0,strict
92,bootstrap,92,RP002,81,06-21,81,5.313666231149165,0.29616068903847825,0,0,strict
92,bootstrap,92,RP003,113,07-23,112,9.033161203849671,6.779952796452144,-1,1,strict
92,bootstrap,92,RP004,135,08-14,136,5.768350397986289,2.5972578321175237,1,1,strict
92,bootstrap,92,RP005,160,09-08,160,9.600832791960908,3.290791165553565,0,0,strict
93,bootstrap,93,RP001,45,05-16,46,9.287633048123267,7.5332239857684655,1,1,strict
93,bootstrap,93,RP002,81,06-21,82,10.687545536082652,8.865293934438853,1,1,strict
93,bootstrap,93,RP003,113,07-23,114,10.283956989225858,5.83699897507515,1,1,strict
93,bootstrap,93,RP004,135,08-14,131,6.140348096600733,1.6646646836113783,-4,4,matched
93,bootstrap,93,RP005,160,09-08,163,9.56486770712758,0.34724458204619424,3,3,matched
94,bootstrap,94,RP001,45,05-16,47,7.905446980554393,5.0070565179782,2,2,strict
94,bootstrap,94,RP002,81,06-21,84,8.5834369193798,4.192222387321378,3,3,matched
94,bootstrap,94,RP003,113,07-23,111,9.149590487561284,6.804451649782651,-2,2,strict
94,bootstrap,94,RP004,135,08-14,132,4.8619903224109,0.5800595500869914,-3,3,matched
94,bootstrap,94,RP005,160,09-08,157,7.318326042632713,2.7848208032150925,-3,3,matched
95,bootstrap,95,RP001,45,05-16,44,6.774382773582734,4.166948825493432,-1,1,strict
95,bootstrap,95,RP002,81,06-21,85,10.75837566706651,8.112618884110793,4,4,matched
95,bootstrap,95,RP003,113,07-23,114,6.363258469128654,1.5648814564042635,1,1,strict
95,bootstrap,95,RP004,135,08-14,136,5.581378583248651,2.3643992517661214,1,1,strict
95,bootstrap,95,RP005,160,09-08,162,9.578093995525826,2.813519967716303,2,2,strict
96,bootstrap,96,RP001,45,05-16,42,7.0821678012048634,4.856187745683974,-3,3,matched
96,bootstrap,96,RP002,81,06-21,79,14.467657811508719,12.353251405169619,-2,2,strict
96,bootstrap,96,RP003,113,07-23,111,9.650909662459036,6.3117471960256015,-2,2,strict
96,bootstrap,96,RP004,135,08-14,135,5.039630730831696,1.7836587459631206,0,0,strict
96,bootstrap,96,RP005,160,09-08,161,7.865979068603818,4.123781727388196,1,1,strict
97,bootstrap,97,RP001,45,05-16,46,9.126720159700564,6.307498519843362,1,1,strict
97,bootstrap,97,RP002,81,06-21,72,7.206980373410021,4.369031929328276,-9,9,no_match
97,bootstrap,97,RP003,113,07-23,113,14.156524759440911,11.744326461769766,0,0,strict
97,bootstrap,97,RP004,135,08-14,134,7.108979279731698,4.1012633078881615,-1,1,strict
97,bootstrap,97,RP005,160,09-08,161,8.330623951513068,2.4815320681595017,1,1,strict
98,bootstrap,98,RP001,45,05-16,46,6.275491996962801,3.954044281854284,1,1,strict
98,bootstrap,98,RP002,81,06-21,83,8.908720835423672,6.66658127484065,2,2,strict
98,bootstrap,98,RP003,113,07-23,110,6.782518859950081,1.8401812561885107,-3,3,matched
98,bootstrap,98,RP004,135,08-14,136,4.576443439656914,2.142274026003951,1,1,strict
98,bootstrap,98,RP005,160,09-08,160,9.079936705860426,4.754911241848176,0,0,strict
99,bootstrap,99,RP001,45,05-16,46,5.182215214259159,2.910726441899677,1,1,strict
99,bootstrap,99,RP002,81,06-21,80,12.030812063578889,6.414321504254876,-1,1,strict
99,bootstrap,99,RP003,113,07-23,110,12.559751339637948,10.260608128068773,-3,3,matched
99,bootstrap,99,RP004,135,08-14,130,4.1926056614572165,1.8030643694835016,-5,5,near
99,bootstrap,99,RP005,160,09-08,158,9.079625381832738,4.8477767755258725,-2,2,strict
100,bootstrap,100,RP001,45,05-16,45,5.726919092984078,3.545046683891227,0,0,strict
100,bootstrap,100,RP002,81,06-21,84,12.17122704953405,9.30706042366361,3,3,matched
100,bootstrap,100,RP003,113,07-23,112,10.247676191527827,6.217342684191803,-1,1,strict
100,bootstrap,100,RP004,135,08-14,137,4.540765519266845,1.0666777478279315,2,2,strict
100,bootstrap,100,RP005,160,09-08,161,6.081897555373876,0.012269676292159026,1,1,strict
101,bootstrap,101,RP001,45,05-16,45,4.974659523502448,0.3799138186730886,0,0,strict
101,bootstrap,101,RP002,81,06-21,84,13.753504416425827,11.01511400872405,3,3,matched
101,bootstrap,101,RP003,113,07-23,112,8.812941939661403,5.164006448059389,-1,1,strict
101,bootstrap,101,RP004,135,08-14,138,5.151026478059482,1.895315169689284,3,3,matched
101,bootstrap,101,RP005,160,09-08,158,10.990379436012251,6.577511066407817,-2,2,strict
102,bootstrap,102,RP001,45,05-16,45,4.662546614312053,1.5045206822114219,0,0,strict
102,bootstrap,102,RP002,81,06-21,83,9.778249344588357,7.498551333403811,2,2,strict
102,bootstrap,102,RP003,113,07-23,112,8.392380854049367,3.7939385223152238,-1,1,strict
102,bootstrap,102,RP004,135,08-14,136,4.8005943454188085,1.1585538844224348,1,1,strict
102,bootstrap,102,RP005,160,09-08,157,5.971101551877224,1.439703504322054,-3,3,matched
103,bootstrap,103,RP001,45,05-16,45,7.928279130611672,5.045122729792393,0,0,strict
103,bootstrap,103,RP002,81,06-21,80,9.819970467654802,6.008225131582529,-1,1,strict
103,bootstrap,103,RP003,113,07-23,113,13.11816445929054,10.406279868948678,0,0,strict
103,bootstrap,103,RP004,135,08-14,132,5.703976676529531,2.42765109444791,-3,3,matched
103,bootstrap,103,RP005,160,09-08,162,9.414151349101605,2.9553396551099738,2,2,strict
104,bootstrap,104,RP001,45,05-16,43,6.93504104632501,4.774759192786725,-2,2,strict
104,bootstrap,104,RP002,81,06-21,79,9.673226040486457,5.055011690884607,-2,2,strict
104,bootstrap,104,RP003,113,07-23,109,11.301220512120052,8.211495338376894,-4,4,matched
104,bootstrap,104,RP004,135,08-14,131,4.355911362853537,0.767920110079281,-4,4,matched
104,bootstrap,104,RP005,160,09-08,159,9.263860529327228,4.270470239530264,-1,1,strict
105,bootstrap,105,RP001,45,05-16,45,7.8833163281234855,4.973744839524029,0,0,strict
105,bootstrap,105,RP002,81,06-21,80,10.899763343355247,9.490082480990782,-1,1,strict
105,bootstrap,105,RP003,113,07-23,113,10.08236373547923,5.9601859452378685,0,0,strict
105,bootstrap,105,RP004,135,08-14,134,6.010278182879213,3.262663071292031,-1,1,strict
105,bootstrap,105,RP005,160,09-08,162,8.860469801478265,2.81456290133025,2,2,strict
106,bootstrap,106,RP001,45,05-16,40,4.791268800936931,2.4317396318428814,-5,5,near
106,bootstrap,106,RP002,81,06-21,84,12.839030538044632,10.077566124394478,3,3,matched
106,bootstrap,106,RP003,113,07-23,112,12.834390430529325,7.614968192985748,-1,1,strict
106,bootstrap,106,RP004,135,08-14,138,4.3977283356398855,1.2468853465492589,3,3,matched
106,bootstrap,106,RP005,160,09-08,158,8.14453818119512,3.9628451541368657,-2,2,strict
107,bootstrap,107,RP001,45,05-16,45,8.045926538716785,5.644103696573907,0,0,strict
107,bootstrap,107,RP002,81,06-21,79,9.3946429526523,5.3518533323513156,-2,2,strict
107,bootstrap,107,RP003,113,07-23,114,10.828192325352958,8.19021966730448,1,1,strict
107,bootstrap,107,RP004,135,08-14,134,4.212812447061846,1.5113860287178857,-1,1,strict
107,bootstrap,107,RP005,160,09-08,161,6.993108436358167,0.25576434585571395,1,1,strict
108,bootstrap,108,RP001,45,05-16,41,5.75244131083101,3.8252635610762953,-4,4,matched
108,bootstrap,108,RP002,81,06-21,81,15.363977719088417,13.669295824965706,0,0,strict
108,bootstrap,108,RP003,113,07-23,109,7.835273125665118,1.4022059576489347,-4,4,matched
108,bootstrap,108,RP004,135,08-14,135,4.059429218288802,0.37896338293850285,0,0,strict
108,bootstrap,108,RP005,160,09-08,158,9.680874021824273,7.219776126734427,-2,2,strict
109,bootstrap,109,RP001,45,05-16,45,4.257960439748542,1.9803746280993573,0,0,strict
109,bootstrap,109,RP002,81,06-21,80,12.593773516038839,10.10395623165076,-1,1,strict
109,bootstrap,109,RP003,113,07-23,111,9.315577460838632,3.4264639122477867,-2,2,strict
109,bootstrap,109,RP004,135,08-14,141,6.5391966836515,2.3796639350260937,6,6,near
109,bootstrap,109,RP005,160,09-08,164,5.682053988705925,0.20586830803828526,4,4,matched
110,bootstrap,110,RP001,45,05-16,45,7.664084725609827,5.336382726795849,0,0,strict
110,bootstrap,110,RP002,81,06-21,77,10.400243701868376,6.995147685336628,-4,4,matched
110,bootstrap,110,RP003,113,07-23,114,9.464261294108377,3.939456997163518,1,1,strict
110,bootstrap,110,RP004,135,08-14,129,4.416638045814006,1.5373791958985246,-6,6,near
110,bootstrap,110,RP005,160,09-08,154,6.906435957066716,2.6827620379181703,-6,6,near
111,bootstrap,111,RP001,45,05-16,45,7.7369659760846075,5.564350311911476,0,0,strict
111,bootstrap,111,RP002,81,06-21,81,8.497046625739923,1.2817637523719174,0,0,strict
111,bootstrap,111,RP003,113,07-23,111,8.707164498992755,0.3825206511640591,-2,2,strict
111,bootstrap,111,RP004,135,08-14,128,5.620029208528431,1.804756419214928,-7,7,near
111,bootstrap,111,RP005,160,09-08,159,7.4858552804807506,3.803139228826767,-1,1,strict
112,bootstrap,112,RP001,45,05-16,44,7.14633028082721,4.913751120698214,-1,1,strict
112,bootstrap,112,RP002,81,06-21,76,17.38801602689484,13.904395647651874,-5,5,near
112,bootstrap,112,RP003,113,07-23,114,13.149226285968554,9.2075766489641,1,1,strict
112,bootstrap,112,RP004,135,08-14,136,3.926536072537125,0.0125509760342708,1,1,strict
112,bootstrap,112,RP005,160,09-08,165,6.762738378004228,0.693529719523216,5,5,near
113,bootstrap,113,RP001,45,05-16,46,7.841277540748178,5.529545960469124,1,1,strict
113,bootstrap,113,RP002,81,06-21,79,11.624766543203528,9.584964504314174,-2,2,strict
113,bootstrap,113,RP003,113,07-23,114,9.145588593005304,4.025332120990074,1,1,strict
113,bootstrap,113,RP004,135,08-14,129,6.6781031310641765,2.837692668058449,-6,6,near
113,bootstrap,113,RP005,160,09-08,161,6.985784171306322,0.3784755706016929,1,1,strict
114,bootstrap,114,RP001,45,05-16,46,5.685677756440945,3.630409976270908,1,1,strict
114,bootstrap,114,RP002,81,06-21,79,11.060614631099929,6.740068001974567,-2,2,strict
114,bootstrap,114,RP003,113,07-23,114,12.093186719197522,9.718745081934212,1,1,strict
114,bootstrap,114,RP004,135,08-14,136,5.444258267774762,2.766341678773216,1,1,strict
114,bootstrap,114,RP005,160,09-08,160,8.935348947428436,4.749692553220841,0,0,strict
115,bootstrap,115,RP001,45,05-16,45,7.081363170311147,4.8530174155671455,0,0,strict
115,bootstrap,115,RP002,81,06-21,79,6.264803366712135,0.916155357708555,-2,2,strict
115,bootstrap,115,RP003,113,07-23,112,10.125488429811744,7.728108460559538,-1,1,strict
115,bootstrap,115,RP004,135,08-14,129,6.7651439277249015,3.5408176844330193,-6,6,near
115,bootstrap,115,RP005,160,09-08,162,8.815420972949806,3.7418063646130273,2,2,strict
116,bootstrap,116,RP001,45,05-16,46,5.028504384497358,2.3526067869301293,1,1,strict
116,bootstrap,116,RP002,81,06-21,82,9.732383551732156,7.998471748974965,1,1,strict
116,bootstrap,116,RP003,113,07-23,110,7.115648732637892,1.7682875955013184,-3,3,matched
116,bootstrap,116,RP004,135,08-14,135,4.388935420693646,1.9789525111251147,0,0,strict
116,bootstrap,116,RP005,160,09-08,161,8.778062346987,2.7120025657447853,1,1,strict
117,bootstrap,117,RP001,45,05-16,45,5.056662391347782,2.985516441992116,0,0,strict
117,bootstrap,117,RP002,81,06-21,77,8.171088077570534,2.988425109659813,-4,4,matched
117,bootstrap,117,RP003,113,07-23,114,12.52017646053111,10.053844111899416,1,1,strict
117,bootstrap,117,RP004,135,08-14,136,4.66579352279526,0.17867594116501717,1,1,strict
117,bootstrap,117,RP005,160,09-08,160,9.170725617371492,4.508624562242835,0,0,strict
118,bootstrap,118,RP001,45,05-16,46,9.499814718087304,6.102923974090906,1,1,strict
118,bootstrap,118,RP002,81,06-21,84,6.766915179343777,2.7453484354986672,3,3,matched
118,bootstrap,118,RP003,113,07-23,110,15.07008444693978,12.11986401479613,-3,3,matched
118,bootstrap,118,RP004,135,08-14,133,5.478711456590709,1.6254023922750918,-2,2,strict
118,bootstrap,118,RP005,160,09-08,155,8.207953902622478,3.569189946413452,-5,5,near
119,bootstrap,119,RP001,45,05-16,46,5.403824401695174,3.2544176898502197,1,1,strict
119,bootstrap,119,RP002,81,06-21,83,11.626863822671453,3.5282941508799084,2,2,strict
119,bootstrap,119,RP003,113,07-23,109,11.829574992631557,9.770145580094821,-4,4,matched
119,bootstrap,119,RP004,135,08-14,129,8.057180321476187,4.197862504852759,-6,6,near
119,bootstrap,119,RP005,160,09-08,158,9.745022071853136,5.95377736233427,-2,2,strict
120,bootstrap,120,RP001,45,05-16,45,10.986202489063754,8.3275683055285,0,0,strict
120,bootstrap,120,RP002,81,06-21,78,11.452045009412036,6.848420187694563,-3,3,matched
120,bootstrap,120,RP003,113,07-23,114,12.849523258851095,10.349140121348972,1,1,strict
120,bootstrap,120,RP004,135,08-14,131,5.740349078120652,2.8283281420327624,-4,4,matched
120,bootstrap,120,RP005,160,09-08,131,5.740349078120652,2.8283281420327624,-29,29,no_match
121,bootstrap,121,RP001,45,05-16,46,5.631025103664899,3.905260884219622,1,1,strict
