point_id,point_day,yearwise_local_peak_strict_fraction,yearwise_local_peak_match_fraction,yearwise_local_peak_near_fraction,yearwise_local_peak_no_match_fraction,median_yearwise_local_peak_matched_peak_score,median_yearwise_local_peak_abs_offset_days
RP001,45,0.4444444444444444,0.6888888888888889,0.24444444444444444,0.06666666666666667,18.45486825485709,3.0
RP002,81,0.35555555555555557,0.6666666666666666,0.3111111111111111,0.022222222222222223,23.104484522228326,3.0
RP003,113,0.3333333333333333,0.5777777777777777,0.35555555555555557,0.06666666666666667,25.600746345560044,4.0
RP004,135,0.4222222222222222,0.6,0.3333333333333333,0.06666666666666667,23.715712546965076,4.0
RP005,160,0.4444444444444444,0.7333333333333333,0.2222222222222222,0.044444444444444446,23.736516804733995,3.0
