window,family,index_name,field_name,kind,expected_meaning,expected_type,expected_note,n_samples,n_high_samples,n_low_samples,high_threshold,low_threshold,expected_contrast,expected_contrast_z,expected_sign_pass,composite_effect_size,field_r2_weighted,eof_alignment_max_abs_corr,eof_alignment_best_pc,eof_cumulative_variance_topk,eof_status,bootstrap_pattern_corr_median,bootstrap_pattern_positive_rate,bootstrap_valid_reps,composite_score_0_1,field_r2_score_0_1,eof_alignment_score_0_1,bootstrap_score_0_1,overall_score,representativeness_tier,risk_flag
T2,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,540,135,135,24.390453764750127,21.21829216833992,44.355925923783,1.5538752548810717,True,1.2471820258082926,0.14829238368521294,0.6953840417494543,1,0.9199396820585094,ok,0.9941650397393409,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T2,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",540,150,141,133.0,128.75,16.63743983357786,1.0,True,0.7269103329731175,0.05587459112329755,0.5482475202915699,5,0.9199396820585094,ok,0.9814837574638562,1.0,200,1.0,0.46562159269414627,0.9968136732573997,1.0,0.8923277368531792,strong,low
T2,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",540,135,148,9.3125,6.5,17.37184648285653,1.0,True,0.7589974682117623,0.04017115977072116,0.3314568302441932,5,0.9199396820585094,ok,0.9838244654980299,1.0,200,1.0,0.33475966475600966,0.6026487822621694,1.0,0.7676141285167444,strong,low
T2,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,540,135,135,43.53850551182043,33.1304433093369,3.339442997412205,0.4288608249189405,True,0.8902317559971812,0.12256968515971348,0.8284375873899879,2,0.8419361701424344,ok,0.9762877296484131,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T2,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,540,135,135,39.21028657507257,35.51637970712507,8.886255598336557,0.687574858830949,True,1.47755697591541,0.2680255378957113,0.8651010120796736,1,0.8419361701424344,ok,0.9948509498268753,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T2,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",540,246,294,2.0,1.75,1.3845148307252886,1.0,True,0.1582861939158497,0.0020646436019060555,0.06424266189388696,1,0.8419361701424344,ok,0.9346988240376632,0.995,200,1.0,0.01720536334921713,0.11680483980706718,1.0,0.5826422826216102,moderate,low
T2,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,540,135,135,39.96199225488167,31.2125695699351,2.265106841638082,0.25901643019731624,True,1.1880377488559055,0.20221249790176504,0.6383273185295925,1,0.8640442951171473,ok,0.9903462409179484,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T2,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,540,135,135,39.72149533306244,36.91383829856969,14.033584818672672,1.225981775632497,True,1.555082633495033,0.2962332244443952,0.8318392238885597,1,0.8640442951171473,ok,0.9947971717227218,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T2,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",540,221,319,2.0,1.75,0.5299203632704033,1.0,True,0.07199120955724353,0.004099594497322877,0.1184120373517235,4,0.8640442951171473,ok,0.7632857218998628,0.9,200,1.0,0.034163287477690645,0.21529461336676997,1.0,0.6106563108372306,moderate,low
S3,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,900,225,225,0.5049449360136882,0.2790035818442673,12.57446311632873,1.9492059472633163,True,1.0165615812183457,0.09550893174154064,0.8568502825079276,1,0.45933478919605714,ok,0.9828451881727767,1.0,200,1.0,0.7959077645128387,1.0,1.0,0.9591815529025678,strong,low
S3,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,900,225,225,0.2553577739854779,0.12001514887385435,12.999302539912902,2.2399969151377896,True,0.9144808177773635,0.07761589489542069,0.7057446344066473,1,0.45933478919605714,ok,0.97955940921069,1.0,200,1.0,0.6467991241285057,1.0,1.0,0.9293598248257011,strong,low
S3,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,900,225,225,0.36620790317405916,0.03120086252505475,14.38963294473323,2.2000307155693313,True,1.0306778447225218,0.09234518283711801,0.8952681968473037,1,0.45933478919605714,ok,0.9816221997615096,1.0,200,1.0,0.7695431903093168,1.0,1.0,0.9539086380618633,strong,low
S3,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,900,225,225,9.057948826874439,7.499090011160295,2.0931113257170755,0.4077487097456172,True,0.8089127878421457,0.07385041019519409,0.8145161752841283,2,0.45933478919605714,ok,0.9749627809893154,1.0,200,0.7,0.6154200849599507,1.0,1.0,0.8180840169919901,strong,low
S3,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,900,225,225,0.1992075241457111,0.0984028949487591,7.237944142506784,1.6646310730342633,True,0.6851713562947377,0.06860652734969683,0.5507170395875598,3,0.45933478919605714,ok,0.9682314281702553,1.0,200,1.0,0.5717210612474736,1.0,1.0,0.9143442122494947,strong,low
S3,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,900,225,225,-0.07011760324873537,-0.31475186815423745,9.58096613901948,1.6488410821292474,True,0.9156562719040305,0.08608266542663037,0.5966534872345106,1,0.45933478919605714,ok,0.9815743396933885,1.0,200,1.0,0.7173555452219198,1.0,1.0,0.9434711090443839,strong,low
S3,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,900,225,225,28.253329882075484,24.72465689779965,9.292739501163558,1.7656488195461573,True,0.8293567877977004,0.08401592808432888,0.6163635051246011,1,0.45933478919605714,ok,0.9769998196695977,1.0,200,1.0,0.700132734036074,1.0,1.0,0.9400265468072149,strong,low
S3,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,900,225,225,4.553739001606603,2.969655208914636,3.0034547000599363,1.3505303035245424,True,0.8445435974537279,0.2537080183854926,0.8149522209181432,1,0.8019060775837201,ok,0.9865627253842051,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S3,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,900,225,225,22.775955141246847,20.96362621281483,,,False,1.1232391217870228,0.1877230408477432,0.679894369841843,1,0.8019060775837201,ok,0.9923736516084589,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,900,225,225,289.38597570291074,170.92032569767258,,,False,1.0499622342188109,0.27230484243801656,0.9343322424672733,1,0.8019060775837201,ok,0.9914970841863667,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,900,225,225,5907.994536866068,5888.76211472443,26.955369835547064,2.247666842907216,True,0.5180055522253589,0.2799490406362375,0.7202166450897626,2,0.9064659262073248,ok,0.9688684420698886,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S3,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,900,225,225,27.478839730941196,23.73530648425232,64.92893778413827,2.104980262467828,True,1.332328533399685,0.1494426170120273,0.7446416406756977,1,0.9064659262073248,ok,0.997002554455105,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S3,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",900,231,232,132.75,126.25,12.613474320265682,1.0,True,0.5448234428220408,0.05548243059180276,0.5620549577927783,3,0.9064659262073248,ok,0.974282210826662,1.0,200,1.0,0.462353588265023,1.0,1.0,0.8924707176530047,strong,low
S3,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",900,229,255,9.5,6.75,13.181081658758858,1.0,True,0.5693405406871429,0.027627891368423047,0.3545828857830523,3,0.9064659262073248,ok,0.98258013762821,1.0,200,1.0,0.23023242807019206,0.644696155969186,1.0,0.7572205246063348,strong,low
S3,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,900,225,225,38.77697271180622,27.745192038166017,5.259562149972965,0.5738087669367139,True,0.9881669257950969,0.15385168736760946,0.7582446846806815,2,0.8492040551353534,ok,0.9909248681305965,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,900,225,225,41.226993745287835,37.30046538825635,-3.6068433355381964,-0.2629666387340787,False,1.4786811126465724,0.2449702951463258,0.8351017732556388,1,0.8492040551353534,ok,0.99580363392853,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",900,389,511,2.0,1.75,0.4149969680553152,1.0,True,0.04473967506914214,0.0027613272573255828,0.10755990991719641,2,0.8492040551353534,ok,0.6320060935691001,0.83,200,1.0,0.023011060477713192,0.19556347257672074,0.915007616961375,0.5864946036319978,moderate,low
S3,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,900,225,225,40.298644305457756,29.900001239670512,2.233350289212634,0.22303500047375138,True,1.3403522619215018,0.22268032400157103,0.6909113990880501,1,0.8726105097925438,ok,0.995022051174481,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,900,225,225,41.45167566781849,38.60141431434722,2.2581713764416698,0.21826629429388664,True,1.3848583402744765,0.2048221765879102,0.5834594288844677,2,0.8726105097925438,ok,0.9960649763660772,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S3,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",900,384,516,2.0,1.75,0.7093394705799393,1.0,True,0.09494875057559898,0.0058243890364693875,0.11160473562242153,2,0.8726105097925438,ok,0.8880162468100214,0.965,200,1.0,0.04853657530391157,0.20291770113167548,1.0,0.6104367403437012,moderate,low
T3,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,495,124,124,0.436838192036691,0.21437301062520825,14.334579733768098,2.142155517689534,True,1.0339354276392863,0.1068676318368186,0.8073495403639289,1,0.4496520183805486,ok,0.9768929835617074,1.0,200,1.0,0.8905635986401551,1.0,1.0,0.978112719728031,strong,low
T3,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,495,124,124,0.30752873466129993,0.12219087727057565,15.528081295014067,2.344974300506176,True,1.023149643806766,0.08670108727047043,0.7937156950430916,1,0.4496520183805486,ok,0.9757852515194136,1.0,200,1.0,0.7225090605872536,1.0,1.0,0.9445018121174507,strong,low
T3,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,495,124,124,0.294014082177791,-0.09380802894802025,16.63413376793505,2.336284192593086,True,1.1001045677544117,0.10647790069182252,0.888570638605066,1,0.4496520183805486,ok,0.980098916878711,1.0,200,1.0,0.887315839098521,1.0,1.0,0.9774631678197041,strong,low
T3,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,495,124,124,9.022245913232297,7.560245938916534,1.0150837324398752,0.22005427082803836,True,0.7127406272196731,0.0536608165945662,0.543338170128637,3,0.4496520183805486,ok,0.9517625653511631,1.0,200,0.7,0.44717347162138504,0.9878875820520673,1.0,0.7814065898372937,strong,low
T3,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,495,124,124,0.22059180875763745,0.12361749223418955,6.010398961033503,1.4102212281063708,True,0.658529904839631,0.05210473109990365,0.4824369157559644,4,0.4496520183805486,ok,0.9468539750035756,1.0,200,1.0,0.4342060924991971,0.8771580286472079,1.0,0.8561307256616415,strong,low
T3,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,495,124,124,0.01424532492852695,-0.2212444079912185,8.966271047534736,1.677821804212282,True,0.8257060716867322,0.07643398825434448,0.5762412527966096,4,0.4496520183805486,ok,0.9608977497363334,1.0,200,1.0,0.6369499021195374,1.0,1.0,0.9273899804239074,strong,low
T3,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,495,124,124,28.127020036387115,24.422097856026593,11.068440173731275,1.721449682084601,True,0.9934626359553319,0.09065962492004222,0.7670718891233285,1,0.4496520183805486,ok,0.9772349442018149,1.0,200,1.0,0.7554968743336852,1.0,1.0,0.9510993748667371,strong,low
T3,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,495,124,124,3.913036772254732,2.2791404255646133,2.910431602128106,1.5502173299160034,True,0.7197509067503227,0.22510716460423078,0.7958913304084595,1,0.788679639319099,ok,0.9713455231480748,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T3,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,495,124,124,23.02545121771295,21.047114784739392,,,False,1.0285432779341748,0.16134895714087963,0.5758838873814501,1,0.788679639319099,ok,0.9863883658817875,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,495,124,124,240.06395873459664,116.4361093943352,,,False,0.9491726182183663,0.23085654362706778,0.948703159271449,1,0.788679639319099,ok,0.9823098824410197,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,495,124,124,5908.177202665049,5883.707206264666,29.02818292361008,1.8643960389686496,True,0.6701661445702599,0.26600328895571657,0.6666721559577216,2,0.8996089823116609,ok,0.9610851928799539,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T3,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,495,124,124,31.417620467157814,25.626260542993172,80.90830392241719,2.4459954758758258,True,1.4237648030912313,0.12945648738055174,0.7008293851003425,1,0.8996089823116609,ok,0.9955041959080781,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T3,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",495,129,126,131.75,121.75,14.99294496755518,1.0,True,0.6453387621197573,0.03588061862470846,0.6160592752904228,3,0.8996089823116609,ok,0.9682884004473737,1.0,200,1.0,0.29900515520590387,1.0,1.0,0.8598010310411808,strong,low
T3,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",495,133,129,9.5,6.75,11.428366421746396,1.0,True,0.4919092183437427,0.019694892861608394,0.25994441703314586,3,0.8996089823116609,ok,0.9681174256218166,1.0,200,1.0,0.16412410718006995,0.47262621278753786,1.0,0.7009813746328986,moderate,low
T3,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,495,124,124,31.48268203180608,21.206050620150727,3.4678831476925898,0.3512517038949776,True,1.0735621781485698,0.1761552740434893,0.5640602261621568,1,0.8451895932056229,ok,0.9835252066839094,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,495,124,124,45.74579742019819,39.89746215782729,-21.525447136204754,-1.6897405560882006,False,1.3852027367315018,0.21821390717267805,0.7170380246301468,1,0.8451895932056229,ok,0.9944992120592127,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",495,250,245,2.0,1.75,1.9447895477057882,1.0,True,0.2114724510266158,0.010604310886974956,0.1231976700304696,1,0.8451895932056229,ok,0.9423265989279461,1.0,200,1.0,0.08836925739145797,0.22399576369176288,1.0,0.6236727924012323,moderate,low
T3,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,495,124,124,37.277932822378446,27.50967729644873,1.4350259245612837,0.13349027059945226,True,1.2983153380854269,0.2128119259610496,0.7200782914557301,2,0.8883066761394164,ok,0.9904797473629867,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,495,124,124,44.39347032993264,40.20502575995918,-13.664124021549483,-1.1711278065690556,False,1.4091186301004923,0.22358217304697386,0.7060616772827182,1,0.8883066761394164,ok,0.9930804305488474,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T3,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",495,219,276,2.0,1.75,1.26944651593939,1.0,True,0.15331493467727877,0.02672303225255824,0.25500399509702,2,0.8883066761394164,ok,0.8836522443862798,0.98,200,1.0,0.22269193543798532,0.46364362744912724,1.0,0.7104492939498788,moderate,low
S4,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,1665,417,417,0.3889914793086912,0.2159571458638432,10.031678219819234,1.9315835098452265,True,0.8180303901633091,0.07123291758459417,0.5367540521601449,1,0.41621329588949657,ok,0.9882882409526854,1.0,200,1.0,0.5936076465382848,0.9759164584729907,1.0,0.9127006439259047,strong,low
S4,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,1665,417,417,0.3415192127680295,0.1754213595936196,12.530962284121093,2.19048263089938,True,0.9010604820590218,0.06341026101020457,0.6924818635512427,1,0.41621329588949657,ok,0.9902158864068203,1.0,200,1.0,0.5284188417517047,1.0,1.0,0.9056837683503409,strong,low
S4,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,1665,417,417,0.1718817378050179,-0.0915500590205588,13.869378204165944,2.526131886799742,True,0.8647892939140783,0.06419412561906783,0.7453733709022367,1,0.41621329588949657,ok,0.9886329238390235,1.0,200,1.0,0.5349510468255653,1.0,1.0,0.906990209365113,strong,low
S4,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,1665,417,417,8.734663148479168,7.2549748938567555,1.4838280582013132,0.307396035205726,True,0.7603169134313141,0.05439803801963287,0.4831587754975965,2,0.41621329588949657,ok,0.986135830569538,1.0,200,0.7,0.4533169834969406,0.8784705009047209,1.0,0.7552810219255683,strong,low
S4,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,1665,417,417,0.2019214241358414,0.100814972600611,5.51916560069368,1.7158808991551073,True,0.506635502287373,0.04158489008943436,0.3144986470753478,4,0.41621329588949657,ok,0.9664023106364884,1.0,200,1.0,0.34654075074528634,0.5718157219551778,1.0,0.7622620806378517,strong,low
S4,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,1665,417,417,-0.0111005458461113,-0.2100411737919718,7.643830820164276,1.8832715337359114,True,0.6393040542123998,0.059554459434127065,0.3540569901165917,2,0.41621329588949657,ok,0.9805546660168818,1.0,200,1.0,0.4962871619510589,0.6437399820301667,1.0,0.8101924278977535,strong,low
S4,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,1665,417,417,26.97642210835631,23.65933279198221,7.952353476710792,1.7330354990217902,True,0.7227657284668945,0.061665307878616495,0.5096378209057737,2,0.41621329588949657,ok,0.9840524098351091,1.0,200,1.0,0.5138775656551374,0.9266142198286794,1.0,0.8844290680881974,strong,low
S4,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,1665,417,417,2.8329981462217035,1.18379271291133,3.349911121844791,1.5397235514329735,True,0.7472037538463856,0.244874519995689,0.7029269564338047,1,0.8043537625108967,ok,0.9890643427679874,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S4,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,1664,416,416,22.000232282749273,17.322564382164316,,,False,1.184375853706425,0.183493784338981,0.7686794452953347,1,0.8043139325323896,ok,0.9971470248375385,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,1665,417,417,152.23485886114443,17.590447275520674,,,False,1.025710539598732,0.26368347237161416,0.9077377401097497,1,0.8043537625108967,ok,0.9953505204797,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1665,417,417,5905.998027877026,5881.729207151237,29.35660074126775,1.8679930247202832,True,0.6344042729557294,0.23395779725262142,0.7472391957450236,1,0.8791534481490828,ok,0.9881356742657785,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S4,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,1665,417,417,32.974425931492554,26.25974533569593,70.6263398363185,2.421040069617069,True,1.1776068027002906,0.1318703439597564,0.4956863905120521,1,0.8791534481490828,ok,0.996697009252155,1.0,200,1.0,1.0,0.9012479827491856,1.0,0.9753119956872964,strong,low
S4,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,421,427,133.0,123.0,15.162576837511695,1.0,True,0.6120805765155978,0.04271909259423263,0.6659611946713945,3,0.8791534481490828,ok,0.990618455563735,1.0,200,1.0,0.35599243828527194,1.0,1.0,0.8711984876570544,strong,low
S4,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,420,418,10.0,6.25,10.893673173776637,1.0,True,0.4397541280768176,0.012109691267762216,0.36429229079708275,3,0.8791534481490828,ok,0.9791541651830202,1.0,200,1.0,0.10091409389801846,0.6623496196310595,1.0,0.7357702236873687,strong,low
S4,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1665,417,417,36.61487880075956,25.236503780350443,3.203620463579415,0.32293224193558445,True,1.0920960740414998,0.1536171185410792,0.7969632630230734,2,0.823435415539817,ok,0.9953122860160536,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1665,417,417,47.8061058763471,42.1264379436775,-19.54851266566176,-1.6570537910444953,False,1.2986984068223502,0.19372604516634231,0.7937985627870272,1,0.823435415539817,ok,0.9971363382923215,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,911,754,2.0,1.75,2.6447168953131364,1.0,True,0.29114570252157757,0.005390264523754369,0.12691603483580027,2,0.823435415539817,ok,0.9888174166336627,1.0,200,1.0,0.04491887103128641,0.2307564269741823,1.0,0.6166728809498028,moderate,low
S4,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1665,417,417,41.05887869721526,30.57709943298088,2.448199336735745,0.23577018904951105,True,1.230487942761446,0.19619317142360274,0.759095073410947,2,0.8900030169734011,ok,0.9954326790947574,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1665,417,417,44.37589088322638,40.35874913030743,-11.462892632580443,-0.8894758600528797,False,1.5271424058953844,0.2526655573755958,0.7859999408466203,1,0.8900030169734011,ok,0.9981030229468781,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S4,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,733,932,2.0,1.75,1.1771636073325291,1.0,True,0.1394942497657571,0.001699398297871936,0.07548770734875307,2,0.8900030169734011,ok,0.9665554200853628,1.0,200,1.0,0.014161652482266135,0.13725037699773285,1.0,0.5871449247458864,moderate,low
T4,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,450,113,113,0.3660057317215214,0.2107152123055928,8.368316577192871,1.692287109916163,True,0.8956264604784181,0.08146025723949157,0.6358726762412314,1,0.4760935826344495,ok,0.969992823698134,1.0,200,1.0,0.6788354769957632,1.0,1.0,0.9357670953991526,strong,low
T4,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,450,113,113,0.3478157705691684,0.19098236297295257,10.361816105724019,1.9550613154542265,True,0.959927335272066,0.06655116069435105,0.6700751219167238,2,0.4760935826344495,ok,0.9687703298380148,1.0,200,1.0,0.5545930057862587,1.0,1.0,0.9109186011572517,strong,low
T4,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,450,113,113,0.13271960016914724,-0.09838338807928612,11.954243269014706,2.4038498692998536,True,0.9006947054826743,0.0614667774239242,0.6600451908400227,1,0.4760935826344495,ok,0.9679941496012163,1.0,200,1.0,0.5122231451993684,1.0,1.0,0.9024446290398735,strong,low
T4,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,450,113,113,8.406001155376593,6.726363371448739,2.3368529157713747,0.5389664351544756,True,0.7852944343821289,0.06342970052536885,0.4863725433098728,2,0.4760935826344495,ok,0.9651498893513579,1.0,200,0.7,0.5285808377114071,0.8843137151088596,1.0,0.7717945963194963,strong,low
