window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,T_pos_obs,T_pos_null90,T_pos_null95_null,T_pos_null99,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,T_0_obs,T_0_null90,T_0_null95,T_0_null99,S_pos,S_neg,S_0,audit_T_pos_obs,source_raw_phi_from_params,source_phi_after_clip_from_params,source_phi_clip_severity_from_params,target_raw_phi_from_params,target_phi_after_clip_from_params,target_phi_clip_severity_from_params,failure_stage,failure_reason_audit
T3,V_pos_centroid_lat,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0161943319838056,0.0076498087547811,0.0009990009990009,0.1153846153846153,0.0159151193633952,same_p_support_flag,1,0.5697633549128992,0.5697633549128992,-1,0.4779381084213059,0.4779381084213059,0.5618676570977882,0.5618676570977882,0.0869515531181581,0.0072269879725706,0.1749669430399397,-0.0041670396346799,0.1883054558643049,0.964,-0.017691533938623,-0.0608346442135992,0.0272895353209336,-0.0693244222435853,0.0323433675315199,0.269,0.9128829190985333,0.9286535535787708,0.9128829190985333,0.9286535535787708,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,same_day_coupling_present,,0.0869515531181581,-0.017691533938623,0.0899887613658604,0.0072269879725706,0.1749669430399397,-0.0041670396346799,0.1883054558643049,0.964,-0.0165637796753897,-0.0608346442135992,0.0272895353209336,-0.0693244222435853,0.0323433675315199,0.269,1.0,0,0.248531960449672,0.3212313944632272,2.292515432952845,supported,strong_above_null,ok,Tier2,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",-0.017691533938623,-0.0608346442135992,0.0272895353209336,0.269,0.0869515531181581,0.0072269879725706,0.1749669430399397,0.964,V→P,0.5697633549128992,0.2097202957801909,0.248531960449672,0.3010460926308836,0.4779381084213059,0.2092235062379869,0.2436582670762369,0.302303531510347,0.5618676570977882,0.1940829520366076,0.2229447286959379,0.2788469543695769,0.3212313944632272,0.234279841345069,0.3389229284018502,0.5697633549128992,0.9128829190985333,0.9128829190985333,none,0.9286535535787708,0.9286535535787708,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive."
T3,V_pos_centroid_lat,P_north_band_share_35_45,V,P,lead_lag_no_reverse_dominant,lead_lag_no,reverse_dominant,True,0.0019980019980019,0.0212201591511936,0.01294033069734,0.0049950049950049,0.1538461538461538,0.0435413642960812,same_p_support_flag,1,0.3922719002457649,0.3922719002457649,-1,0.4372652930538175,0.4372652930538175,0.4394908526800413,0.4394908526800413,-0.0587609033924472,-0.1127461085601895,-0.0061075132031942,-0.1233899289215169,0.0044440437413392,0.03,-0.0727493574969213,-0.1025699566741204,-0.0447697956331007,-0.1084015734046038,-0.0401818345738402,0.0,0.9128829190985333,0.9181489729356233,0.9128829190985333,0.9181489729356233,none,none,none,0.0,0.0,Tier5b_no_reverse_dominant,original direction not supported; reverse direction is temporally stronger,do not use original direction; inspect suggested reverse if scientifically relevant,reverse_lag_dominant,reverse_direction,P_north_band_share_35_45 -> V_pos_centroid_lat,-0.0587609033924472,-0.0727493574969213,-0.0593642327632116,-0.1127461085601895,-0.0061075132031942,-0.1233899289215169,0.0044440437413392,0.03,-0.073436487851805,-0.1025699566741204,-0.0447697956331007,-0.1084015734046038,-0.0401818345738402,0.0,0.0,45,0.2447919296967809,0.147479970548984,1.6024707216927645,supported,strong_above_null,ok,Tier5b,stable_tau0_dominant,reverse_competitive,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0727493574969213,-0.1025699566741204,-0.0447697956331007,0.0,-0.0587609033924472,-0.1127461085601895,-0.0061075132031942,0.03,V→P,0.3922719002457649,0.2022797430658975,0.2447919296967809,0.312453343991083,0.4372652930538175,0.198680082401337,0.2310244191123863,0.3024305864595062,0.4394908526800413,0.1752058109880866,0.2192615246341359,0.2841735213986662,0.147479970548984,0.2062408739414312,0.2202293280459053,0.3922719002457649,0.9128829190985333,0.9128829190985333,none,0.9181489729356233,0.9181489729356233,none,reverse_competitive,Reverse lag band is stronger or original direction is reverse-dominant.
T3,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0879120879120879,0.2530553558590942,0.208284023668639,0.0979020979020979,0.3626373626373626,0.2800666825434628,same_p_support_flag,3,0.2161217164397434,0.2161217164397434,-1,0.1152111250472155,0.1152111250472155,0.1442989437760827,0.1442989437760827,0.1038220005566665,-0.0074659154667032,0.2010427683104383,-0.0494488112038016,0.2237033149741749,0.938,0.04340161689955,-0.0254323252813995,0.160805606963491,-0.0320185994357105,0.17808672900581,0.834,0.9128829190985333,0.9211885345906736,0.9128829190985333,0.9211885345906736,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.1038220005566665,0.04340161689955,0.0978017648915114,-0.0074659154667032,0.2010427683104383,-0.0494488112038016,0.2237033149741749,0.938,0.0589886078032701,-0.0254323252813995,0.160805606963491,-0.0320185994357105,0.17808672900581,0.834,1.0,0,0.251144160351769,-0.0350224439120255,0.8605484441168337,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.04340161689955,-0.0254323252813995,0.160805606963491,0.834,0.1038220005566665,-0.0074659154667032,0.2010427683104383,0.938,V→P,0.2161217164397434,0.2091365172889725,0.251144160351769,0.3166099623548698,0.1152111250472155,0.2138797381951304,0.2540555695159076,0.3196256643092576,0.1442989437760827,0.1915159891489606,0.2227230045876583,0.3114527907422854,-0.0350224439120255,-0.1388444444686921,-0.0784240608115756,0.2161217164397434,0.9128829190985333,0.9128829190985333,none,0.9211885345906736,0.9211885345906736,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,lead_lag_no_reverse_dominant,lead_lag_no,reverse_dominant,True,0.0429570429570429,0.1692307692307692,0.1292909045352042,0.0769230769230769,0.3626373626373626,0.2476547842401501,audit_more_conservative,1,0.2669631727965173,0.2669631727965173,-1,0.3934603542359687,0.3934603542359687,0.3609103264299336,0.3609103264299336,-0.1320814198382026,-0.1928149685947684,-0.0523135250334428,-0.2015035333779068,-0.0320474991288224,0.009,-0.1168124430049499,-0.1472994928472935,-0.0542092397475333,-0.1525617143860355,-0.0334360891263823,0.01,0.9128829190985333,0.9318016312561822,0.9128829190985333,0.9318016312561822,none,none,none,0.0,0.0,Tier5b_no_reverse_dominant,original direction not supported; reverse direction is temporally stronger,do not use original direction; inspect suggested reverse if scientifically relevant,reverse_lag_dominant,reverse_direction,P_total_centroid_lat_10_50 -> V_pos_centroid_lat,-0.1320814198382026,-0.1168124430049499,-0.1264505244452908,-0.1928149685947684,-0.0523135250334428,-0.2015035333779068,-0.0320474991288224,0.009,-0.1109186076725903,-0.1472994928472935,-0.0542092397475333,-0.1525617143860355,-0.0334360891263823,0.01,0.0,45,0.2570539233133118,0.0099092494832055,1.038549302634559,marginal,moderate_above_null,ok,Tier5b,stable_tau0_dominant,reverse_competitive,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.1168124430049499,-0.1472994928472935,-0.0542092397475333,0.01,-0.1320814198382026,-0.1928149685947684,-0.0523135250334428,0.009,V→P,0.2669631727965173,0.2209049215917174,0.2570539233133118,0.3201812686963277,0.3934603542359687,0.2113062362623254,0.2514696849145606,0.3074738265203826,0.3609103264299336,0.1914681006148325,0.2341886339417781,0.2872035536316127,0.0099092494832055,0.1419906693214081,0.1267216924881554,0.2669631727965173,0.9128829190985333,0.9128829190985333,none,0.9318016312561822,0.9318016312561822,none,reverse_competitive,Reverse lag band is stronger or original direction is reverse-dominant.
T3,V_NS_diff,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1738261738261738,0.3879598662207358,0.3325370281892021,0.1918081918081918,0.500651890482399,0.4031025835423106,same_p_support_flag,1,0.1932221553022965,0.1932221553022965,-1,0.1352380262308652,0.1352380262308652,0.1806793992533153,0.1806793992533153,0.0608303052316435,-0.0629761744934884,0.1256461983181804,-0.1150378367467942,0.1412648264819465,0.803,0.0024669809768921,-0.0326422638550561,0.0729280612492076,-0.0399834803464313,0.0881745320279529,0.607,0.9486321910069336,0.939208531313945,0.9486321910069336,0.939208531313945,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0608303052316435,0.0024669809768921,0.0406018108426917,-0.0629761744934884,0.1256461983181804,-0.1150378367467942,0.1412648264819465,0.803,0.0118123394649341,-0.0326422638550561,0.0729280612492076,-0.0399834803464313,0.0881745320279529,0.607,1.0,0,0.2615256717418139,-0.0683035164395174,0.7388267240282677,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0024669809768921,-0.0326422638550561,0.0729280612492076,0.607,0.0608303052316435,-0.0629761744934884,0.1256461983181804,0.803,V→P,0.1932221553022965,0.2282329338899495,0.2615256717418139,0.3395988384335989,0.1352380262308652,0.2246918719747745,0.2643718479020262,0.3337766629207466,0.1806793992533153,0.2102193566800986,0.2514498966697249,0.3230811318746081,-0.0683035164395174,-0.1291338216711609,-0.0707704974164095,0.1932221553022965,0.9486321910069336,0.9486321910069336,none,0.939208531313945,0.939208531313945,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_NS_diff,P_south_band_share_18_24,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.0049950049950049,0.0375234521575985,0.0254524886877828,0.0149850149850149,0.2051282051282051,0.0903010033444816,same_p_support_flag,2,-0.3785882666271917,0.3785882666271917,-1,-0.1373312852236651,0.1373312852236651,-0.2481401235953344,0.2481401235953344,0.2452416239361293,0.0884360213923716,0.3175525045728561,0.0684329369467356,0.3427306847436918,0.994,0.1260479826892903,0.0509625377839996,0.2372184342757925,0.0383602507005386,0.2515434066752443,1.0,0.9486321910069336,0.9424465270691512,0.9486321910069336,0.9424465270691512,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,,0.2452416239361293,0.1260479826892903,0.2075813225807088,0.0884360213923716,0.3175525045728561,0.0684329369467356,0.3427306847436918,0.994,0.1338568630159994,0.0509625377839996,0.2372184342757925,0.0383602507005386,0.2515434066752443,1.0,1.0,0,0.2562617222336114,0.1223265443935803,1.4773500440384375,supported,strong_above_null,ok,Tier2,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1260479826892903,0.0509625377839996,0.2372184342757925,1.0,0.2452416239361293,0.0884360213923716,0.3175525045728561,0.994,V→P,0.3785882666271917,0.2184904503405607,0.2562617222336114,0.3236565856093459,0.1373312852236651,0.2186432994873002,0.2602463647662141,0.3271762811964394,0.2481401235953344,0.205069642237215,0.2518615618910444,0.3030376608892328,0.1223265443935803,-0.122915079542549,-0.00372143829571,0.3785882666271917,0.9486321910069336,0.9486321910069336,none,0.9424465270691512,0.9424465270691512,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.
T3,V_NS_diff,P_main_minus_south,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,False,0.0319680319680319,0.1406593406593406,0.1048702776513427,0.0819180819180819,0.3626373626373626,0.2571652582977611,audit_more_conservative,2,0.2853047857026468,0.2853047857026468,-1,0.1508779875147615,0.1508779875147615,0.2321049119422994,0.2321049119422994,0.1238539923469424,-0.0219567330472692,0.2036942488575779,-0.0560970372178076,0.2206684370988028,0.935,0.0351615964518257,-0.0061825799717027,0.1093211467881399,-0.0131097538251743,0.122143745791678,0.91,0.9486321910069336,0.9418672336968104,0.9486321910069336,0.9418672336968104,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,,0.1238539923469424,0.0351615964518257,0.1004774897086967,-0.0219567330472692,0.2036942488575779,-0.0560970372178076,0.2206684370988028,0.935,0.0427806100470214,-0.0061825799717027,0.1093211467881399,-0.0131097538251743,0.122143745791678,0.91,1.0,0,0.2586276057527364,0.0266771799499103,1.103149004037161,marginal,moderate_above_null,ok,Tier4d,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0351615964518257,-0.0061825799717027,0.1093211467881399,0.91,0.1238539923469424,-0.0219567330472692,0.2036942488575779,0.935,V→P,0.2853047857026468,0.2206522225565545,0.2586276057527364,0.3244667139326976,0.1508779875147615,0.2161399318389568,0.2480547999117937,0.2973838980798395,0.2321049119422994,0.1969209372490907,0.2405893284442149,0.2856548549863515,0.0266771799499103,-0.0971768123970321,-0.0084844165019154,0.2853047857026468,0.9486321910069336,0.9486321910069336,none,0.9418672336968104,0.9418672336968104,none,positive_fdr_not_supported,Positive-lag signal exists but does not pass within-window FDR for V1 candidate status.
T3,V_NS_diff,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0029970029970029,0.0263736263736263,0.0174165457184325,0.0119880119880119,0.194331983805668,0.0781900452488687,same_p_support_flag,2,0.4003044190028558,0.4003044190028558,-1,0.2115366022019709,0.2115366022019709,0.3003349455034189,0.3003349455034189,0.1918606023534924,0.0705439541866751,0.3233641413591294,0.0531710502512216,0.3474573065125515,0.999,0.0887534370123735,0.0107036787681692,0.2137943366190336,0.0019278918469149,0.2403113043396946,0.978,0.9486321910069336,0.9286535535787708,0.9486321910069336,0.9286535535787708,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,same_day_coupling_present,,0.1918606023534924,0.0887534370123735,0.1906095137017489,0.0705439541866751,0.3233641413591294,0.0531710502512216,0.3474573065125515,0.999,0.1000851479800571,0.0107036787681692,0.2137943366190336,0.0019278918469149,0.2403113043396946,0.978,1.0,0,0.2465210607824627,0.153783358220393,1.6238142807445402,supported,strong_above_null,ok,Tier2,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0887534370123735,0.0107036787681692,0.2137943366190336,0.978,0.1918606023534924,0.0705439541866751,0.3233641413591294,0.999,V→P,0.4003044190028558,0.2133456946294618,0.2465210607824627,0.3199376528445706,0.2115366022019709,0.2146725830145512,0.2496138463350704,0.3386141318674127,0.3003349455034189,0.197803315567584,0.2353050242953994,0.3078950182026952,0.153783358220393,-0.0380772441330994,0.0650299212080194,0.4003044190028558,0.9486321910069336,0.9486321910069336,none,0.9286535535787708,0.9286535535787708,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.
T3,V_NS_diff,P_north_band_share_35_45,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.0089910089910089,0.060200668896321,0.0412633723892002,0.0509490509490509,0.3017751479289941,0.1953399297797638,audit_more_conservative,1,0.3295067583839107,0.3295067583839107,-1,0.254611846543134,0.254611846543134,0.3057504054268388,0.3057504054268388,0.069936254993258,-0.0110712930218765,0.1633316797686893,-0.0242205093340977,0.176336160882769,0.922,0.0030098459977785,-0.0344273074697198,0.07028303941731,-0.0419509815173415,0.0857499563052233,0.55,0.9486321910069336,0.9181489729356233,0.9486321910069336,0.9181489729356233,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,0.069936254993258,0.0030098459977785,0.0709739274931411,-0.0110712930218765,0.1633316797686893,-0.0242205093340977,0.176336160882769,0.922,0.0088479131838833,-0.0344273074697198,0.07028303941731,-0.0419509815173415,0.0857499563052233,0.55,1.0,0,0.2449202223480969,0.0845865360358138,1.3453636258568875,supported,strong_above_null,ok,Tier4a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0030098459977785,-0.0344273074697198,0.07028303941731,0.55,0.069936254993258,-0.0110712930218765,0.1633316797686893,0.922,V→P,0.3295067583839107,0.2097033075620392,0.2449202223480969,0.3202919675242762,0.254611846543134,0.2072653713849419,0.2399615655005782,0.3289907270028792,0.3057504054268388,0.1847415473767506,0.2241737153888034,0.3126068337437104,0.0845865360358138,0.0146502810425558,0.0815766900380353,0.3295067583839107,0.9486321910069336,0.9486321910069336,none,0.9181489729356233,0.9181489729356233,none,audit_not_stable,Main positive-lag support weakens under audit surrogate/null criteria.
T3,V_NS_diff,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3116883116883117,0.518918918918919,0.4859392575928009,0.3076923076923077,0.5951174573929066,0.5219847471989455,same_p_support_flag,5,0.1393400147514207,0.1393400147514207,-3,0.0360627793306417,0.0360627793306417,0.0162997818127092,0.0162997818127092,0.0932685817516001,-0.1124309249440533,0.17871086903533,-0.1389944306937396,0.2015082842410506,0.68,0.1030255229644982,-0.0368058110276963,0.1905999563897484,-0.0469610160205933,0.2111450386225651,0.806,0.9486321910069336,0.9211885345906736,0.9486321910069336,0.9211885345906736,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0932685817516001,0.1030255229644982,0.0384881426297859,-0.1124309249440533,0.17871086903533,-0.1389944306937396,0.2015082842410506,0.68,0.0666195375601033,-0.0368058110276963,0.1905999563897484,-0.0469610160205933,0.2111450386225651,0.806,1.0,0,0.2625808665675014,-0.1232408518160807,0.5306556283894381,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1030255229644982,-0.0368058110276963,0.1905999563897484,0.806,0.0932685817516001,-0.1124309249440533,0.17871086903533,0.68,V→P,0.1393400147514207,0.2210050407324545,0.2625808665675014,0.3300576369884094,0.0360627793306417,0.2227887843045505,0.2525722128983226,0.3150315629285559,0.0162997818127092,0.1987481691273236,0.2425661565932882,0.3161193948405429,-0.1232408518160807,-0.2165094335676808,-0.226266374780579,0.1393400147514207,0.9486321910069336,0.9486321910069336,none,0.9211885345906736,0.9211885345906736,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_NS_diff,P_total_centroid_lat_10_50,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0069930069930069,0.0500894454382826,0.0332497690988257,0.0259740259740259,0.25,0.1297297297297297,same_p_support_flag,1,0.3401094190099263,0.3401094190099263,-1,0.2598494479164051,0.2598494479164051,0.3191516605065977,0.3191516605065977,0.0809649527805191,0.0024876159820644,0.1543940624229602,-0.0146292649389894,0.168688048042181,0.953,0.0031919938187278,-0.0294781199628147,0.0461558433940141,-0.0362355785029742,0.0552239810011768,0.566,0.9486321910069336,0.9318016312561822,0.9486321910069336,0.9318016312561822,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,same_day_coupling_present,,0.0809649527805191,0.0031919938187278,0.0783798155633376,0.0024876159820644,0.1543940624229602,-0.0146292649389894,0.168688048042181,0.953,0.0049649839468256,-0.0294781199628147,0.0461558433940141,-0.0362355785029742,0.0552239810011768,0.566,1.0,0,0.2579029595095375,0.0822064595003888,1.3187495779680989,supported,strong_above_null,ok,Tier2,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0031919938187278,-0.0294781199628147,0.0461558433940141,0.566,0.0809649527805191,0.0024876159820644,0.1543940624229602,0.953,V→P,0.3401094190099263,0.2229041280413738,0.2579029595095375,0.3139793200787229,0.2598494479164051,0.2193711017580069,0.2586079411965355,0.3488968268988063,0.3191516605065977,0.2026428032951853,0.2401371948249368,0.3148664628679357,0.0822064595003888,0.0012415067198696,0.0790144656816609,0.3401094190099263,0.9486321910069336,0.9486321910069336,none,0.9318016312561822,0.9318016312561822,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive."
