window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,T_pos_obs,T_pos_null90,T_pos_null95_null,T_pos_null99,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,T_0_obs,T_0_null90,T_0_null95,T_0_null99,S_pos,S_neg,S_0,audit_T_pos_obs,source_raw_phi_from_params,source_phi_after_clip_from_params,source_phi_clip_severity_from_params,target_raw_phi_from_params,target_phi_after_clip_from_params,target_phi_clip_severity_from_params,failure_stage,failure_reason_audit
T3,V_strength,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3626373626373626,0.566966028894963,0.5321496925520218,0.4135864135864135,0.6547934823796892,0.6085252327290543,same_p_support_flag,2,0.1312001515424415,0.1312001515424415,-4,-0.1141518355135263,0.1141518355135263,0.0462046807635247,0.0462046807635247,0.0192933309155576,-0.1837769317081106,0.1604490526176805,-0.2147615354267807,0.1911596460365144,0.534,0.0680368426545542,-0.0460901755168677,0.178837350909867,-0.0609759780756614,0.2019235753620611,0.827,0.9458729035825372,0.939208531313945,0.9458729035825372,0.939208531313945,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0192933309155576,0.0680368426545542,0.0010362236982692,-0.1837769317081106,0.1604490526176805,-0.2147615354267807,0.1911596460365144,0.534,0.0591460533704837,-0.0460901755168677,0.178837350909867,-0.0609759780756614,0.2019235753620611,0.827,0.9333333333333332,3,0.2510447149161698,-0.1198445633737282,0.5226166644705211,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0680368426545542,-0.0460901755168677,0.178837350909867,0.827,0.0192933309155576,-0.1837769317081106,0.1604490526176805,0.534,V→P,0.1312001515424415,0.2182097210517435,0.2510447149161698,0.3084165309716526,0.1141518355135263,0.2187220125105227,0.2532897298028122,0.3210517849524799,0.0462046807635247,0.2021621020749907,0.2340860867918072,0.3081798808975292,-0.1198445633737282,-0.1391378942892859,-0.1878814060282825,0.1312001515424415,0.9458729035825372,0.9458729035825372,none,0.939208531313945,0.939208531313945,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_south_band_share_18_24,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0729270729270729,0.2268842268842269,0.1841109709962169,0.1098901098901098,0.3890362511052166,0.2998182919442761,same_p_support_flag,5,-0.2531746182209919,0.2531746182209919,-3,0.1008920441587263,0.1008920441587263,-0.0274503109207566,0.0274503109207566,0.1474683478460583,-0.0445704484835313,0.272946627480287,-0.0724606374779221,0.3087284186255415,0.88,0.208920651590768,0.05570915646908,0.3125479050188298,0.0369004701494606,0.3356845513400741,0.991,0.9458729035825372,0.9424465270691512,0.9458729035825372,0.9424465270691512,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.1474683478460583,0.208920651590768,0.1209345492726777,-0.0445704484835313,0.272946627480287,-0.0724606374779221,0.3087284186255415,0.88,0.1824795229901745,0.05570915646908,0.3125479050188298,0.0369004701494606,0.3356845513400741,0.991,1.0,0,0.2660964580723648,-0.0129218398513729,0.9514392639985504,not_supported,not_supported,ok,Tier5a,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.208920651590768,0.05570915646908,0.3125479050188298,0.991,0.1474683478460583,-0.0445704484835313,0.272946627480287,0.88,V→P,0.2531746182209919,0.2299444980514711,0.2660964580723648,0.3558576108529801,0.1008920441587263,0.2234474185025131,0.2612822318561575,0.3577103819681883,0.0274503109207566,0.2103745240590972,0.2492928023628976,0.3526822290123776,-0.0129218398513729,-0.1603901876974312,-0.2218424914421409,0.2531746182209919,0.9458729035825372,0.9458729035825372,none,0.9424465270691512,0.9424465270691512,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_main_minus_south,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1718281718281718,0.386299831555306,0.3296247005589566,0.2657342657342657,0.5644562334217507,0.4823938340637751,same_p_support_flag,4,0.1863399073805091,0.1863399073805091,-3,-0.1192132565343166,0.1192132565343166,0.0423558397581797,0.0423558397581797,0.0721318959652974,-0.1343700342199237,0.2156220832569828,-0.1596061495183751,0.2442821137812948,0.701,0.1241349387221558,-0.0093629311510658,0.2339829670019242,-0.0376862212937427,0.2605154581952826,0.933,0.9458729035825372,0.9418672336968104,0.9458729035825372,0.9418672336968104,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0721318959652974,0.1241349387221558,0.0505004943586271,-0.1343700342199237,0.2156220832569828,-0.1596061495183751,0.2442821137812948,0.701,0.1081270780509368,-0.0093629311510658,0.2339829670019242,-0.0376862212937427,0.2605154581952826,0.933,0.9777777777777776,1,0.2549000454044937,-0.0685601380239846,0.7310312835951501,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1241349387221558,-0.0093629311510658,0.2339829670019242,0.933,0.0721318959652974,-0.1343700342199237,0.2156220832569828,0.701,V→P,0.1863399073805091,0.2254162755960279,0.2549000454044937,0.3163287961985316,0.1192132565343166,0.2188882152380369,0.2599052905235987,0.3176595362721592,0.0423558397581797,0.202848615389081,0.2350509165043202,0.3008957532019858,-0.0685601380239846,-0.1406920339892821,-0.1926950767461405,0.1863399073805091,0.9458729035825372,0.9458729035825372,none,0.9418672336968104,0.9418672336968104,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_spread_lat,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0619380619380619,0.2051282051282051,0.1663685152057245,0.1028971028971029,0.3685152057245081,0.2863762743280815,same_p_support_flag,5,0.2400051097152036,0.2400051097152036,-1,0.0545637404748189,0.0545637404748189,0.0839821839452392,0.0839821839452392,0.1890022662215752,-0.031055875248411,0.2825050850294448,-0.055954050373769,0.3155045206088203,0.911,0.140552398155989,-0.0130530350417676,0.2954039152333959,-0.0314244196357719,0.327390723278657,0.927,0.9458729035825372,0.9286535535787708,0.9458729035825372,0.9286535535787708,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.1890022662215752,0.140552398155989,0.1348267669818666,-0.031055875248411,0.2825050850294448,-0.055954050373769,0.3155045206088203,0.911,0.1383427606901008,-0.0130530350417676,0.2954039152333959,-0.0314244196357719,0.327390723278657,0.927,1.0,0,0.2480304303905165,-0.0080253206753129,0.9676438061947588,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.140552398155989,-0.0130530350417676,0.2954039152333959,0.927,0.1890022662215752,-0.031055875248411,0.2825050850294448,0.911,V→P,0.2400051097152036,0.2126315802332375,0.2480304303905165,0.3093909459208991,0.0545637404748189,0.2163143662059425,0.2515913273717071,0.306551652095885,0.0839821839452392,0.2005522335130826,0.2325599027765412,0.2830318459681827,-0.0080253206753129,-0.1970275868968881,-0.1485777188313019,0.2400051097152036,0.9458729035825372,0.9458729035825372,none,0.9286535535787708,0.9286535535787708,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_north_band_share_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0729270729270729,0.2268842268842269,0.1841109709962169,0.1348651348651348,0.4226884226884227,0.3361925843940233,same_p_support_flag,4,0.2295314087110107,0.2295314087110107,-1,0.0894494444152236,0.0894494444152236,0.1349990718422728,0.1349990718422728,0.1265286610484441,-0.040442510857097,0.2063098532711786,-0.0740098766722006,0.2233198954146286,0.876,0.0673995867872228,-0.0317712355645378,0.1954599756431535,-0.0419964712645741,0.216057740046747,0.835,0.9458729035825372,0.9181489729356233,0.9458729035825372,0.9181489729356233,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.1265286610484441,0.0673995867872228,0.0840416158026678,-0.040442510857097,0.2063098532711786,-0.0740098766722006,0.2233198954146286,0.876,0.0748701457238497,-0.0317712355645378,0.1954599756431535,-0.0419964712645741,0.216057740046747,0.835,1.0,0,0.2469344058612469,-0.0174029971502362,0.9295238057672084,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0673995867872228,-0.0317712355645378,0.1954599756431535,0.835,0.1265286610484441,-0.040442510857097,0.2063098532711786,0.876,V→P,0.2295314087110107,0.2117219613453799,0.2469344058612469,0.2848389088287109,0.0894494444152236,0.2036850081475184,0.233381102613904,0.2921121274929715,0.1349990718422728,0.1919928428423573,0.2198016557797319,0.2791395506072254,-0.0174029971502362,-0.1439316581986803,-0.0848025839374591,0.2295314087110107,0.9458729035825372,0.9458729035825372,none,0.9181489729356233,0.9181489729356233,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.7812187812187812,0.8729096989966556,0.8610490900749349,0.7742257742257742,0.8516483516483516,0.8486175745962223,same_p_support_flag,5,0.0540235149317172,0.0540235149317172,-3,0.0895612847360597,0.0895612847360597,0.0349805432926267,0.0349805432926267,-0.0452417508111397,-0.1825092573084528,0.1037979532037037,-0.2155355881306613,0.134513114711183,0.38,-0.0062633699671258,-0.0737779179193935,0.1324308400824921,-0.0883442610869027,0.161145222021995,0.576,0.9458729035825372,0.9211885345906736,0.9458729035825372,0.9211885345906736,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0452417508111397,-0.0062633699671258,-0.0312104353201965,-0.1825092573084528,0.1037979532037037,-0.2155355881306613,0.134513114711183,0.38,0.0164409501189871,-0.0737779179193935,0.1324308400824921,-0.0883442610869027,0.161145222021995,0.576,0.0444444444444444,43,0.2468619826026999,-0.1928384676709826,0.2188409667707433,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0062633699671258,-0.0737779179193935,0.1324308400824921,0.576,-0.0452417508111397,-0.1825092573084528,0.1037979532037037,0.38,V→P,0.0540235149317172,0.2106389719572847,0.2468619826026999,0.3077499924836888,0.0895612847360597,0.2063213758066007,0.2371580015959026,0.3064811642401679,0.0349805432926267,0.1905125024824634,0.2215556409964836,0.2778777006848168,-0.1928384676709826,-0.1475967168598429,-0.1865750977038568,0.0540235149317172,0.9458729035825372,0.9458729035825372,none,0.9211885345906736,0.9211885345906736,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0649350649350649,0.2127659574468084,0.1707779886148007,0.1018981018981019,0.3685152057245081,0.2844527074134325,same_p_support_flag,3,0.2472497720943924,0.2472497720943924,-4,-0.1037740748061268,0.1037740748061268,0.1190883345109186,0.1190883345109186,0.1413065672720392,-0.0937843397789666,0.2446494422898872,-0.1587045475488903,0.2662493253494027,0.832,0.10906500298083,0.0141419846671622,0.2094509305111756,-6.938031992369308e-05,0.229722478976203,0.974,0.9458729035825372,0.9318016312561822,0.9458729035825372,0.9318016312561822,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.1413065672720392,0.10906500298083,0.0967656650842538,-0.0937843397789666,0.2446494422898872,-0.1587045475488903,0.2662493253494027,0.832,0.108658666883928,0.0141419846671622,0.2094509305111756,-6.938031992369308e-05,0.229722478976203,0.974,1.0,0,0.26208046328354,-0.0148306911891475,0.9434116873751764,not_supported,not_supported,ok,Tier5a,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.10906500298083,0.0141419846671622,0.2094509305111756,0.974,0.1413065672720392,-0.0937843397789666,0.2446494422898872,0.832,V→P,0.2472497720943924,0.2243087238947877,0.26208046328354,0.3273476429991834,0.1037740748061268,0.2256345279508624,0.2599113332673137,0.3130387559285499,0.1190883345109186,0.2021367202210552,0.2429840286808963,0.3119291931913125,-0.0148306911891475,-0.1561372584611868,-0.1238956941699776,0.2472497720943924,0.9458729035825372,0.9458729035825372,none,0.9318016312561822,0.9318016312561822,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_pos_centroid_lat,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1258741258741259,0.3151969981238274,0.2655426765015806,0.0979020979020979,0.3626373626373626,0.2800666825434628,same_p_support_flag,5,-0.2079188397481362,0.2079188397481362,-2,0.1544459413165844,0.1544459413165844,0.1137348478163833,0.1137348478163833,0.050644360801971,-0.1214889357234763,0.2257888564012114,-0.1431508502684334,0.253369977474033,0.664,0.0763866673826464,-0.0819642776212944,0.2543164228174768,-0.090278820116188,0.2751683168757919,0.756,0.9128829190985333,0.939208531313945,0.9128829190985333,0.939208531313945,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.050644360801971,0.0763866673826464,0.049759619238208,-0.1214889357234763,0.2257888564012114,-0.1431508502684334,0.253369977474033,0.664,0.0845036689007002,-0.0819642776212944,0.2543164228174768,-0.090278820116188,0.2751683168757919,0.756,0.9777777777777776,1,0.2562894661149075,-0.0483706263667712,0.8112656477848207,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0763866673826464,-0.0819642776212944,0.2543164228174768,0.756,0.050644360801971,-0.1214889357234763,0.2257888564012114,0.664,V→P,0.2079188397481362,0.2212468569766466,0.2562894661149075,0.316765320735479,0.1544459413165844,0.2171736116693915,0.2534609284853267,0.3270591350304487,0.1137348478163833,0.19853921765906,0.2384921415658009,0.2980916864018543,-0.0483706263667712,-0.0990149871687423,-0.1247572937494176,0.2079188397481362,0.9128829190985333,0.9128829190985333,none,0.939208531313945,0.939208531313945,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
T3,V_pos_centroid_lat,P_south_band_share_18_24,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.0009990009990009,0.0161943319838056,0.0076498087547811,0.0019980019980019,0.1153846153846153,0.0241854215653342,same_p_support_flag,1,-0.4164502734188247,0.4164502734188247,-1,-0.3620410335555723,0.3620410335555723,-0.4254510364761468,0.4254510364761468,0.0499731502277364,-0.0306829731151848,0.1334930705027582,-0.0490985366364781,0.1488008414033375,0.842,-0.0345328438303506,-0.0755770360607012,0.0054113400912773,-0.0829392750819997,0.0139473365865799,0.08,0.9128829190985333,0.9424465270691512,0.9128829190985333,0.9424465270691512,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,0.0499731502277364,-0.0345328438303506,0.0516238751765701,-0.0306829731151848,0.1334930705027582,-0.0490985366364781,0.1488008414033375,0.842,-0.034384274136595,-0.0755770360607012,0.0054113400912773,-0.0829392750819997,0.0139473365865799,0.08,1.0,0,0.2480383746007682,0.1684118988180564,1.6789751750676678,supported,strong_above_null,ok,Tier4a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0345328438303506,-0.0755770360607012,0.0054113400912773,0.08,0.0499731502277364,-0.0306829731151848,0.1334930705027582,0.842,V→P,0.4164502734188247,0.2088739041898636,0.2480383746007682,0.3290373240620945,0.3620410335555723,0.2121629971308509,0.2436022849652523,0.3271342972280635,0.4254510364761468,0.1962849719678016,0.2225062938277397,0.305404198802474,0.1684118988180564,0.11843874859032,0.2029447426484071,0.4164502734188247,0.9128829190985333,0.9128829190985333,none,0.9424465270691512,0.9424465270691512,none,direction_uncertain,Forward-vs-reverse interval crosses zero; direction is not stable.
T3,V_pos_centroid_lat,P_main_minus_south,V,P,lead_lag_no_same_day_only,lead_lag_no,same_day_only,True,0.0989010989010989,0.2769230769230769,0.2258268913952604,0.1448551448551448,0.433159073935773,0.3470513928595173,same_p_support_flag,1,0.2246409772744709,0.2246409772744709,-1,0.2660904868795506,0.2660904868795506,0.2732298149168155,0.2732298149168155,-0.0575780352110081,-0.1067244106601593,0.0449347118560807,-0.116320421092827,0.0818754354495604,0.182,-0.0732365406246283,-0.0954382836256653,0.033108044373335,-0.0997915923772071,0.0775146040653615,0.099,0.9128829190985333,0.9418672336968104,0.9128829190985333,0.9418672336968104,none,none,none,0.0,0.0,Tier5c_no_same_day_only,same-day coupling exists but no positive-lag support,do not use as lead-lag candidate; retain as same-day coupling evidence,same_day_only_without_positive_lag_support,same_day_coupling,,-0.0575780352110081,-0.0732365406246283,-0.0388783020386865,-0.1067244106601593,0.0449347118560807,-0.116320421092827,0.0818754354495604,0.182,-0.0553211606272731,-0.0954382836256653,0.033108044373335,-0.0997915923772071,0.0775146040653615,0.099,0.0,45,0.2582000843458639,-0.0335591070713929,0.8700267385411078,not_supported,not_supported,ok,Tier5c,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0732365406246283,-0.0954382836256653,0.033108044373335,0.099,-0.0575780352110081,-0.1067244106601593,0.0449347118560807,0.182,V→P,0.2246409772744709,0.2215718143040074,0.2582000843458639,0.3130323052645635,0.2660904868795506,0.2151190287804265,0.2420715587399354,0.3114882579226765,0.2732298149168155,0.1996516220441656,0.2335523813635802,0.2859104721501719,-0.0335591070713929,0.0240189281396151,0.0396774335532353,0.2246409772744709,0.9128829190985333,0.9128829190985333,none,0.9418672336968104,0.9418672336968104,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.
