window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,T_pos_obs,T_pos_null90,T_pos_null95_null,T_pos_null99,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,T_0_obs,T_0_null90,T_0_null95,T_0_null99,S_pos,S_neg,S_0,audit_T_pos_obs,source_raw_phi_from_params,source_phi_after_clip_from_params,source_phi_clip_severity_from_params,target_raw_phi_from_params,target_phi_after_clip_from_params,target_phi_clip_severity_from_params,failure_stage,failure_reason_audit,margin_pos,audit_margin_pos
T1,V_strength,P_spread_lat,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4495504495504495,0.6046355391333557,0.6034643322778916,0.4965034965034965,0.6591511936339522,0.659467030334304,same_p_support_flag,5,-0.1139075951463979,0.1139075951463979,-5,-0.1233709743411568,0.1233709743411568,0.1243068659416112,0.1243068659416112,-0.0075075392521065,-0.1546893506163908,0.1180560354257771,-0.1847976461984525,0.1555188600266614,0.516,-0.0256799145188253,-0.051878367917278,0.1490100635859583,-0.0588120718922079,0.1786113972149078,0.502,0.9295072893899232,0.8785782025695545,0.9295072893899232,0.8785782025695545,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0075075392521065,-0.0256799145188253,-0.0042844110536895,-0.1546893506163908,0.1180560354257771,-0.1847976461984525,0.1555188600266614,0.516,0.0194131761797782,-0.051878367917278,0.1490100635859583,-0.0588120718922079,0.1786113972149078,0.502,0.4222222222222222,26,0.2398545282595446,-0.1259469331131466,0.4749028337006817,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0256799145188253,-0.051878367917278,0.1490100635859583,0.502,-0.0075075392521065,-0.1546893506163908,0.1180560354257771,0.516,V→P,0.1139075951463979,0.2137527054340741,0.2398545282595446,0.3033228482056106,0.1233709743411568,0.2083819768402318,0.2418103682021969,0.2975998752401534,0.1243068659416112,0.1925270999109813,0.2245738845359325,0.2842855081668949,-0.1259469331131466,-0.11843939386104,-0.1002670185943213,0.1139075951463979,0.9295072893899232,0.9295072893899232,none,0.8785782025695545,0.8785782025695545,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.,-0.1259469331131467,
T1,V_strength,P_north_band_share_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0039960039960039,0.0323886639676113,0.0365575019040365,same_p_support_flag,1,0.3704930117712104,0.3704930117712104,-1,0.2605898509725931,0.2605898509725931,0.3427323660956816,0.3427323660956816,0.1085578287441516,0.0356184663470438,0.1772455705388951,0.021914616054142,0.1927374660257857,0.994,0.0040235222883766,-0.0338176253927896,0.040749086780732,-0.0374663112560386,0.0511401075680631,0.568,0.9295072893899232,0.8633938374083244,0.9295072893899232,0.8633938374083244,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1085578287441516,0.0040235222883766,0.1075427203312292,0.0356184663470438,0.1772455705388951,0.021914616054142,0.1927374660257857,0.994,0.0040351110189916,-0.0338176253927896,0.040749086780732,-0.0374663112560386,0.0511401075680631,0.568,1.0,0,0.2490882422152081,0.1214047695560022,1.4873966289067573,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0040235222883766,-0.0338176253927896,0.040749086780732,0.568,0.1085578287441516,0.0356184663470438,0.1772455705388951,0.994,V→P,0.3704930117712104,0.2079553165065682,0.2490882422152081,0.3153944610717425,0.2605898509725931,0.2127227526198453,0.2477429101607424,0.3060595409557837,0.3427323660956816,0.1792101356946863,0.225351118828056,0.2922284702407124,0.1214047695560022,0.0128469408118506,0.1173812472676256,0.3704930117712104,0.9295072893899232,0.9295072893899232,none,0.8633938374083244,0.8633938374083244,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.12140476955600232,
T1,V_strength,P_north_minus_main_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,-0.5648760703612447,0.5648760703612447,-1,-0.4501107241221018,0.4501107241221018,-0.5332275516043998,0.5332275516043998,0.1122983333046017,0.0468325064018531,0.1911059154807083,0.0298087247123789,0.2119345476844804,0.996,0.0099931213519816,-0.0239834142100309,0.0517610095087786,-0.028938697795409,0.0645892126877742,0.684,0.9295072893899232,0.8856113899784984,0.9295072893899232,0.8856113899784984,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1122983333046017,0.0099931213519816,0.113773811707884,0.0468325064018531,0.1911059154807083,0.0298087247123789,0.2119345476844804,0.996,0.0112474527059278,-0.0239834142100309,0.0517610095087786,-0.028938697795409,0.0645892126877742,0.684,1.0,0,0.2562902187890953,0.3085858515721493,2.204048492486905,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0099931213519816,-0.0239834142100309,0.0517610095087786,0.684,0.1122983333046017,0.0468325064018531,0.1911059154807083,0.996,V→P,0.5648760703612447,0.2181490180273057,0.2562902187890953,0.3132885733022934,0.4501107241221018,0.2195818045376638,0.2538232058545542,0.3242144806830073,0.5332275516043998,0.1979628093706831,0.2346348213842321,0.3019739145334202,0.3085858515721493,0.1962875182675476,0.2985927302201676,0.5648760703612447,0.9295072893899232,0.9295072893899232,none,0.8856113899784984,0.8856113899784984,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.30858585157214935,
T1,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,0.7162110470880175,0.7162110470880175,-1,0.557867774876387,0.557867774876387,0.6739761558962368,0.6739761558962368,0.1579457790292249,0.0909688407243495,0.2375594084587381,0.0827523058986606,0.251683993024379,1.0,0.0278106472931883,-0.0029745445584731,0.0660243199572243,-0.0099333081014814,0.0732399705324334,0.919,0.9295072893899232,0.9248355798773416,0.9295072893899232,0.9248355798773416,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1579457790292249,0.0278106472931883,0.1594665576794016,0.0909688407243495,0.2375594084587381,0.0827523058986606,0.251683993024379,1.0,0.028151346492077,-0.0029745445584731,0.0660243199572243,-0.0099333081014814,0.0732399705324334,0.919,1.0,0,0.2560027760691925,0.460208271018825,2.7976690647074856,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0278106472931883,-0.0029745445584731,0.0660243199572243,0.919,0.1579457790292249,0.0909688407243495,0.2375594084587381,1.0,V→P,0.7162110470880175,0.2224899825927333,0.2560027760691925,0.3218243597229495,0.557867774876387,0.2186364804261696,0.2556052828867868,0.3447824536728168,0.6739761558962368,0.2026070824435933,0.2415785321706001,0.299250464389065,0.460208271018825,0.3022624919896001,0.4323976237256367,0.7162110470880175,0.9295072893899232,0.9295072893899232,none,0.9248355798773416,0.9248355798773416,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.46020827101882505,
T1,V_pos_centroid_lat,P_main_band_share,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,0.5538238087391346,0.5538238087391346,-1,0.4779000640974655,0.4779000640974655,0.5377522748787416,0.5377522748787416,0.0758799041202762,-0.001978867177452,0.1557115822675938,-0.0194168771855276,0.1668999524477094,0.948,-0.0130379616642845,-0.0559952418561906,0.0279930845707591,-0.0671959531818735,0.034692484561697,0.331,0.8694055533166498,0.9192824281851004,0.8694055533166498,0.9192824281851004,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,0.0758799041202762,-0.0130379616642845,0.0770095973264246,-0.001978867177452,0.1557115822675938,-0.0194168771855276,0.1668999524477094,0.948,-0.0118265504043587,-0.0559952418561906,0.0279930845707591,-0.0671959531818735,0.034692484561697,0.331,1.0,0,0.2421794885436105,0.311644320195524,2.2868320189692883,supported,strong_above_null,ok,Tier4a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0130379616642845,-0.0559952418561906,0.0279930845707591,0.331,0.0758799041202762,-0.001978867177452,0.1557115822675938,0.948,V→P,0.5538238087391346,0.2047536649609211,0.2421794885436105,0.2884294293573676,0.4779000640974655,0.2062397074972601,0.2421356480222176,0.2932862639531827,0.5377522748787416,0.1793251362686388,0.2130699930189329,0.2742801375279899,0.311644320195524,0.2357644160752478,0.3246822818598086,0.5538238087391346,0.8694055533166498,0.8694055533166498,none,0.9192824281851004,0.9192824281851004,none,direction_uncertain,Forward-vs-reverse interval crosses zero; direction is not stable.,0.3116443201955241,
T1,V_pos_centroid_lat,P_south_band_share_18_24,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0029970029970029,0.0174165457184325,0.0174165457184325,0.0129870129870129,0.0701754385964912,0.0823798627002288,same_p_support_flag,1,-0.3714028799725978,0.3714028799725978,-1,-0.237867642091584,0.237867642091584,-0.3262243047451953,0.3262243047451953,0.1345464347175133,0.0135178745282075,0.2657916394316615,-0.0128818886572957,0.2906338580194764,0.965,0.01391205622812,-0.0347345735379668,0.087039913921924,-0.0425702044126745,0.1039554158629738,0.666,0.8694055533166498,0.9152331383556482,0.8694055533166498,0.9152331383556482,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1345464347175133,0.01391205622812,0.1346169462761825,0.0135178745282075,0.2657916394316615,-0.0128818886572957,0.2906338580194764,0.965,0.0181898501774012,-0.0347345735379668,0.087039913921924,-0.0425702044126745,0.1039554158629738,0.666,1.0,0,0.2443678292662342,0.1270350507063635,1.5198517787214996,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.01391205622812,-0.0347345735379668,0.087039913921924,0.666,0.1345464347175133,0.0135178745282075,0.2657916394316615,0.965,V→P,0.3714028799725978,0.2059643760694513,0.2443678292662342,0.3212404335212991,0.237867642091584,0.209721805337624,0.2453790261027337,0.2967111421862963,0.3262243047451953,0.1786593107608888,0.2131013102669519,0.284474874440733,0.1270350507063635,-0.0075113840111497,0.1131229944782434,0.3714028799725978,0.8694055533166498,0.8694055533166498,none,0.9152331383556482,0.9152331383556482,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.1270350507063636,
T1,V_pos_centroid_lat,P_main_minus_south,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,0.5521431514775303,0.5521431514775303,-1,0.440633143770208,0.440633143770208,0.5216846253425825,0.5216846253425825,0.1179066494583383,0.0393195605678722,0.2035887361366041,0.0236799092187708,0.2209193327372647,0.992,0.0136057851316501,-0.0292598804445333,0.0553286873812785,-0.0388733255245367,0.063537891153612,0.695,0.8694055533166498,0.9118809090607124,0.8694055533166498,0.9118809090607124,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1179066494583383,0.0136057851316501,0.1201932888596224,0.0393195605678722,0.2035887361366041,0.0236799092187708,0.2209193327372647,0.992,0.0141802146155008,-0.0292598804445333,0.0553286873812785,-0.0388733255245367,0.063537891153612,0.695,1.0,0,0.2410932506613641,0.3110499008161662,2.290164282753241,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0136057851316501,-0.0292598804445333,0.0553286873812785,0.695,0.1179066494583383,0.0393195605678722,0.2035887361366041,0.992,V→P,0.5521431514775303,0.2093826315524005,0.2410932506613641,0.3232488810860565,0.440633143770208,0.213289079295096,0.2474898924123801,0.3056554506291926,0.5216846253425825,0.1814594917656719,0.2242405096580663,0.2854949397993311,0.3110499008161662,0.1931432513578279,0.2974441156845161,0.5521431514775303,0.8694055533166498,0.8694055533166498,none,0.9118809090607124,0.9118809090607124,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.31104990081616624,
T1,V_pos_centroid_lat,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0019980019980019,0.0219780219780219,0.0241854215653342,same_p_support_flag,1,0.4506187010126637,0.4506187010126637,-1,0.3273380181210893,0.3273380181210893,0.4136689589274298,0.4136689589274298,0.1163372006545029,0.0482306959814409,0.1918602984199697,0.0380329420165279,0.2115941758395658,0.999,0.0062196969214541,-0.0274624357513305,0.040544836773132,-0.034339309671542,0.0484089070556725,0.625,0.8694055533166498,0.8785782025695545,0.8694055533166498,0.8785782025695545,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1163372006545029,0.0062196969214541,0.119439935483158,0.0482306959814409,0.1918602984199697,0.0380329420165279,0.2115941758395658,0.999,0.006683875732864,-0.0274624357513305,0.040544836773132,-0.034339309671542,0.0484089070556725,0.625,1.0,0,0.2391292171601017,0.211489483852562,1.884415072169812,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0062196969214541,-0.0274624357513305,0.040544836773132,0.625,0.1163372006545029,0.0482306959814409,0.1918602984199697,0.999,V→P,0.4506187010126637,0.2035349810184304,0.2391292171601017,0.3013532356311169,0.3273380181210893,0.1975728301308562,0.2321857349230303,0.2921891222382489,0.4136689589274298,0.1717811821153936,0.2083991719963219,0.2750162834842662,0.211489483852562,0.095152283198059,0.2052697869311078,0.4506187010126637,0.8694055533166498,0.8694055533166498,none,0.8785782025695545,0.8785782025695545,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.21148948385256203,
T1,V_pos_centroid_lat,P_north_band_share_35_45,V,P,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_dominant,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0039960039960039,0.0323886639676113,0.0365575019040365,same_p_support_flag,1,0.4191480003872964,0.4191480003872964,-1,0.4099470295355317,0.4099470295355317,0.4326135296103683,0.4326135296103683,0.0091288497143545,-0.055369028874208,0.0597310424444629,-0.0753150877096913,0.0682826525595821,0.631,-0.032253538513558,-0.0530595741103084,-0.0081955849036826,-0.0565587606093889,-0.0031758845970033,0.021,0.8694055533166498,0.8633938374083244,0.8694055533166498,0.8633938374083244,none,none,none,0.0,0.0,Tier4b_ambiguous_same_day_dominant,ambiguous because same-day coupling is dominant or mixed,expanded temporal risk pool only; useful for feedback/same-day/transition audit,same_day_exceeds_positive_lag,same_day_dominant,,0.0091288497143545,-0.032253538513558,0.006303161906955,-0.055369028874208,0.0597310424444629,-0.0753150877096913,0.0682826525595821,0.631,-0.0315779153050356,-0.0530595741103084,-0.0081955849036826,-0.0565587606093889,-0.0031758845970033,0.021,1.0,0,0.2321054160623835,0.1870425843249128,1.8058518732481488,supported,strong_above_null,ok,Tier4b,stable_tau0_dominant,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.032253538513558,-0.0530595741103084,-0.0081955849036826,0.021,0.0091288497143545,-0.055369028874208,0.0597310424444629,0.631,V→P,0.4191480003872964,0.2011966458909468,0.2321054160623835,0.2996969840574242,0.4099470295355317,0.1981869512685385,0.2320332949249734,0.2945681720767942,0.4326135296103683,0.1748588266797318,0.2133174067718974,0.2798146652905949,0.1870425843249128,0.1779137346105583,0.2192961228384708,0.4191480003872964,0.8694055533166498,0.8694055533166498,none,0.8633938374083244,0.8633938374083244,none,direction_uncertain,Forward-vs-reverse interval crosses zero; direction is not stable.,0.18704258432491289,
T1,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0029970029970029,0.0288461538461538,0.0304311073541842,same_p_support_flag,1,-0.3903101429928851,0.3903101429928851,-1,-0.3142553855730517,0.3142553855730517,-0.3661147474112458,0.3661147474112458,0.0868820089112441,0.0063260901870335,0.1700439753198225,-0.0152264508544247,0.1843261842354341,0.959,0.0072411831038844,-0.0379729346885726,0.0580831219286686,-0.0470312840677257,0.0744733602160841,0.617,0.8694055533166498,0.8856113899784984,0.8694055533166498,0.8856113899784984,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0868820089112441,0.0072411831038844,0.0876386481861412,0.0063260901870335,0.1700439753198225,-0.0152264508544247,0.1843261842354341,0.959,0.0100691867001528,-0.0379729346885726,0.0580831219286686,-0.0470312840677257,0.0744733602160841,0.617,1.0,0,0.2286755933428602,0.1616345496500248,1.7068290379711892,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0072411831038844,-0.0379729346885726,0.0580831219286686,0.617,0.0868820089112441,0.0063260901870335,0.1700439753198225,0.959,V→P,0.3903101429928851,0.1982959414996578,0.2286755933428602,0.2954790489050655,0.3142553855730517,0.2086008241203999,0.2395028448342711,0.3041798474092697,0.3661147474112458,0.1813548522297685,0.2117213808651054,0.2646021945701594,0.1616345496500248,0.0747525407387806,0.1543933665461404,0.3903101429928851,0.8694055533166498,0.8694055533166498,none,0.8856113899784984,0.8856113899784984,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.16163454965002488,
T1,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,bidirectional_close,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,0.6031832667844788,0.6031832667844788,-1,0.5756873245169534,0.5756873245169534,0.614223896610854,0.614223896610854,0.0273959248549602,-0.0441405148386362,0.0947538060861803,-0.0566705459385448,0.1038582009208298,0.752,-0.0318974739525846,-0.0708849841996785,0.0050229454005562,-0.0779649424549206,0.0123197721916942,0.104,0.8694055533166498,0.9248355798773416,0.8694055533166498,0.9248355798773416,none,none,none,0.0,0.0,Tier4a_ambiguous_bidirectional_close,ambiguous bidirectional/feedback-like temporal structure,expanded temporal risk pool only; useful for feedback/same-day/transition audit,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,0.0273959248549602,-0.0318974739525846,0.0281243027123351,-0.0441405148386362,0.0947538060861803,-0.0566705459385448,0.1038582009208298,0.752,-0.0307489663705907,-0.0708849841996785,0.0050229454005562,-0.0779649424549206,0.0123197721916942,0.104,1.0,0,0.2396061411559052,0.3635771256285735,2.51739485421621,supported,strong_above_null,ok,Tier4a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0318974739525846,-0.0708849841996785,0.0050229454005562,0.104,0.0273959248549602,-0.0441405148386362,0.0947538060861803,0.752,V→P,0.6031832667844788,0.2113454344460972,0.2396061411559052,0.3001273037034666,0.5756873245169534,0.2068450922553828,0.23950612374334,0.3165577999544937,0.614223896610854,0.1866128711384674,0.2187492970296958,0.2833250574793691,0.3635771256285735,0.3361812007736133,0.3954745995811581,0.6031832667844788,0.8694055533166498,0.8694055533166498,none,0.9248355798773416,0.9248355798773416,none,direction_uncertain,Forward-vs-reverse interval crosses zero; direction is not stable.,0.3635771256285736,
T1,V_NS_diff,P_main_band_share,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0068376068376068,0.0076498087547811,0.0009990009990009,0.0153846153846153,0.0159151193633952,same_p_support_flag,1,0.7827173499770547,0.7827173499770547,-1,0.6537135092123657,0.6537135092123657,0.7558871814836615,0.7558871814836615,0.1453855253882769,0.0931188050922978,0.2097850951403203,0.083270918220794,0.2216029395384582,1.0,0.0138402049801611,-0.0136049000330725,0.0436661723699455,-0.0180852648239496,0.0494202620990532,0.787,0.9314398778910098,0.9192824281851004,0.9314398778910098,0.9192824281851004,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1453855253882769,0.0138402049801611,0.1479475996672667,0.0931188050922978,0.2097850951403203,0.083270918220794,0.2216029395384582,1.0,0.0142788959924248,-0.0136049000330725,0.0436661723699455,-0.0180852648239496,0.0494202620990532,0.787,1.0,0,0.2526715180134349,0.5300458319636198,3.097766444476882,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0138402049801611,-0.0136049000330725,0.0436661723699455,0.787,0.1453855253882769,0.0931188050922978,0.2097850951403203,1.0,V→P,0.7827173499770547,0.2155695914159612,0.2526715180134349,0.3211465757704028,0.6537135092123657,0.2286852249641774,0.2690532026370229,0.319034162463718,0.7558871814836615,0.2050941452590487,0.2396815545002029,0.3042439566736199,0.5300458319636198,0.3846603065753428,0.5162056269834586,0.7827173499770547,0.9314398778910098,0.9314398778910098,none,0.9192824281851004,0.9192824281851004,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.5300458319636198,
