window,n_pairs,mean_T_pos,mean_lag0,mean_T_neg,mean_null95_pos,mean_margin_pos,median_margin_pos,n_margin_positive,mean_audit_margin_pos,mean_D_pos_0,mean_D_pos_neg,mean_source_phi,mean_target_phi
S1,21,0.4825558580698165,0.4055811311020949,0.3156214015031211,0.15540971336279613,0.3271461447070204,0.2884609759398953,21,,0.06030365066922639,0.16128901577919613,0.8990717557513215,0.8971979006289307
T1,21,0.5098472718915252,0.49240185033275,0.41806258130894713,0.24807251479602033,0.2617747570955049,0.30858585157214935,19,,-0.00279751739087189,0.09294203010678634,0.9101175735325274,0.8998307836335971
S2,21,0.5001182994825752,0.4728111564452654,0.3950377032087819,0.18495510995309083,0.3151631895294843,0.3344713421594008,20,,0.014751725922622826,0.10453780207918165,0.9190683466747436,0.9183887399252109
T2,21,0.4939050021724547,0.41395663491222673,0.3140523909156815,0.24663887062041923,0.24726613155203547,0.2335092075562765,20,,0.0629500749378971,0.180080205221432,0.9383993305360265,0.9284629169472587
S3,21,0.3428155407079605,0.2978889882581444,0.2598567693635462,0.2157344231159119,0.12708111759204865,0.1680191796083709,17,,0.032678858683623906,0.08480189763448324,0.9363876904972352,0.9324739405988384
T3,21,0.27152526362918433,0.21002407963177253,0.19350314276715505,0.25373040515904116,0.017794858470143164,-0.012921839851372907,9,,0.04182233220107159,0.07425792086258529,0.9357960045626678,0.9319021406344506
S4,21,0.21813271686522212,0.1777805532815331,0.157136856398678,0.17302897107906284,0.04510374578615921,0.05416581144116872,14,,0.030812926848014358,0.061147197898152816,0.9389154928455957,0.9274388409183663
T4,21,0.38919611209767035,0.33127687387713367,0.2940855045691538,0.2550663356665048,0.13412977643116553,0.1681970528970509,17,,0.038066649309478943,0.09356531916553276,0.9388631579790069,0.9177006756851679
S5,21,0.32514157820578676,0.26258417603758716,0.2208966272392145,0.2213241998592458,0.10381737834654091,0.13073655875264187,16,,0.04754291700616583,0.11892341317928584,0.9368331590968159,0.9173326884724466
